,chrom,sub_region,pi,theta,d,mid,nvar
0,I,left_tip,0.00019670874069876762,0.00020289108202070286,-0.10134270637348095,342311.5,791
1,I,left_arm,0.0004382078747077907,0.00035870045768535163,0.741574459104297,2634575.0,8172
2,I,center,0.0004327253161605557,0.00030561625506430153,1.3916283282280422,6950143.0,7807
3,I,right_arm,0.0013895283478188223,0.0010744187377038931,0.9814869079825219,10416045.0,12433
4,I,right_tip,0.00030563343660707854,0.0005730860917760877,-1.5592940395060118,11908841.5,2674
5,I,full,0.0005737752877025297,0.0004616126836543505,0.8133434327379632,6150676.0,31878
6,II,left_tip,0.00029549672089802256,0.0004621565363361512,-1.2050094658216892,523541.5,2780
7,II,left_arm,0.0010705017253531339,0.001033124273352046,0.12105172168024479,1851548.5,9150
8,II,center,0.0006914824826296436,0.0006595121176254129,0.16226362679800999,6276110.0,25410
9,II,right_arm,0.001418878700913536,0.0010784416202920214,1.0563757340889202,10879442.0,11213
10,II,right_tip,0.0036972697510639176,0.0033313472154440646,0.36763508532488354,12304434.5,15516
11,II,full,0.0010222713631096825,0.0009373157762796065,0.303421468060755,6373095.5,64069
12,III,left_tip,0.0005833143616738086,0.0005188235275811273,0.4149950745561164,293658.5,1841
13,III,left_arm,0.0017902598347916325,0.001350750384477665,1.0889667968293488,1667978.5,16189
14,III,center,0.0001739372516387779,0.00019736111194191912,-0.39705024760429497,5579504.0,6242
15,III,right_arm,0.0013599674310292734,0.00115369799000312,0.5983553138147467,9620239.5,14679
16,III,right_tip,0.0007784305496048275,0.0007077517154346423,0.33392375368946875,11361683.5,4154
17,III,full,0.0007270573175869546,0.0006206447824627198,0.573942895770942,5946628.0,43105
18,IV,left_tip,0.001502107943137723,0.000875895107633885,2.3897508665701874,298744.5,2756
19,IV,left_arm,0.0005490242482718219,0.000573967101663283,-0.14541297523589045,2098158.0,9291
20,IV,center,0.001263680716231961,0.0012100270302822546,0.1484336861590422,6954489.0,43034
21,IV,right_arm,0.001308312446316202,0.0013615359323294457,-0.13083986937389747,11789977.5,21547
22,IV,right_tip,0.0006934690357531025,0.0014701856259355854,-1.7672346904645397,13618472.5,5275
23,IV,full,0.0011059155594068482,0.0011045662409922034,0.004089499210763619,6983570.5,81903
24,V,left_tip,0.00447883107090187,0.004349450150735526,0.09952913583619685,167883.0,7694
25,V,left_arm,0.00435055362750148,0.003566196302386437,0.7363007517158365,2396143.5,75012
26,V,center,0.0019374477841168874,0.0011800418070469613,2.1486366282445695,8157570.5,46325
27,V,right_arm,0.006769253445161768,0.004046972845682247,2.2518580437038516,13361932.5,61184
28,V,right_tip,0.00038939593409254356,0.00040461413563288353,-0.12538760314284236,15103638.5,1024
29,V,full,0.0034351949848309116,0.002361515823999759,1.5221081511440906,7671016.0,191239
30,X,left_tip,0.000279423804228029,0.00022841598974606507,0.7457205388006789,805194.0,2040
31,X,left_arm,0.00032772972323771805,0.0005126837127664423,-1.2071455266300588,3135610.5,8331
32,X,center,0.00015046525461460104,0.00020073002752477292,-0.8377145671696758,7293197.0,5727
33,X,right_arm,0.000456700620324521,0.0003870505785260486,0.6021618798146111,12039194.5,8752
34,X,right_tip,0.0006457363007088438,0.0005650580930064562,0.47759385979999325,15062417.5,5443
35,X,full,0.0003316538202221568,0.0003524708057290524,-0.197698394243069,7986003.5,30293
