"identical alleles","total genome-wide SNVs","strain1","strain2"
168115,1569904,"QG3862","QG4740"
165145,1563356,"QG3862","QG4741"
162661,1566994,"QG3862","QG4754"
191794,1563987,"QG3862","QG4759"
162073,1564788,"QG3862","QG4779"
194712,1571885,"QG3862","QG4780"
178486,1567934,"QG3862","QG4781"
157807,1575428,"QG3862","QG4782"
186733,1566789,"QG3862","QG4817"
185092,1562277,"QG3862","QG4824"
186320,1563321,"QG3862","QG4866"
102385,1479621,"QG3862","QG4867"
157334,1574606,"QG3862","QG4868"
157522,1575550,"QG3862","QG4869"
166145,1562331,"QG3862","QG4870"
165998,1564644,"QG3862","QG4871"
167342,1569213,"QG3862","QG4878"
151169,1577435,"QG3862","QG4891"
166784,1565741,"QG3862","QG4892"
165462,1566920,"QG3862","QG4893"
166932,1566382,"QG3862","QG4894"
151518,1578185,"QG3862","QG4897"
167893,1568221,"QG3862","QG4904"
166534,1562997,"QG3862","QG4910"
192881,1566881,"QG3862","QG5104"
166086,1563556,"QG3862","QG5159"
167067,1567187,"QG3862","QG5160"
163346,1568189,"QG3862","QG5161"
158977,1304755,"QG3862","QG5220"
161188,1341629,"QG3862","QG5237"
165332,1566129,"QG3862","QG5256"
165930,1568080,"QG3862","QG5260"
168061,1571640,"QG3862","QG5262"
154206,1332525,"QG3862","QG5305"
165174,1249564,"QG3862","QG5319"
152355,1241595,"QG3862","QG5364"
162804,1567567,"QG3862","QG5365"
163839,1571291,"QG3862","QG5366"
134116,1515627,"QG3862","QG5405"
123699,1487453,"QG3862","QG5502"
168841,1282200,"QG3862","QG5503"
102496,1478533,"QG3862","QG5510"
164223,1571236,"QG3862","QG5550"
133611,1514069,"QG3862","QG5551"
154452,1289053,"QG3862","QG5552"
125699,1494211,"QG3862","QG5576"
165220,1571691,"QG3862","QG5588"
175990,1563972,"QG3862","QG5602"
163669,1567712,"QG3862","QG5628"
165006,1574994,"QG3862","QG5629"
175953,1566373,"QG3862","QG5638"
168393,1565380,"QG3862","QG5643"
159568,1576202,"QG3862","QG5650"
170501,1575585,"QG3862","QG5652"
187321,1566250,"QG3862","QG5654"
163704,1567646,"QG3862","QG5655"
48856,1616776,"QG3862","QG800"
48891,1616131,"QG3862","QG801"
89741,1603110,"QG3862","QG820"
90438,1603986,"QG3862","QG823"
88169,1612794,"QG3862","QG834"
85977,1582545,"QG3862","QG835"
88026,1611698,"QG3862","QG836"
88291,1611671,"QG3862","QG837"
87852,1608542,"QG3862","QG838"
87923,1609203,"QG3862","QG839"
76313,1614887,"QG3862","QG840"
86899,1614428,"QG3862","QG841"
86059,1603398,"QG3862","QG842"
86568,1612873,"QG3862","QG843"
87923,1606708,"QG3862","QG844"
87838,1610934,"QG3862","QG845"
74518,1597436,"QG3862","QG846"
74618,1593971,"QG3862","QG847"
69658,1610700,"QG3862","QG848"
74081,1598803,"QG3862","QG849"
74892,1614250,"QG3862","QG850"
86626,1597201,"QG3862","QG851"
80281,1611879,"QG3862","QG852"
86506,1605553,"QG3862","QG853"
86929,1607937,"QG3862","QG921"
79857,1609902,"QG3862","QG935"
91367,1600084,"QG3862","QG942"
78015,1604985,"QG3862","QG981"
74844,1608450,"QG3862","QG987"
138945,1573640,"QG3862","TWN2103"
62773,1571403,"QG3863","QG3868"
87875,1597481,"QG3863","QG3869"
88977,1608529,"QG3863","QG3871"
30164,1602144,"QG3863","QG3872"
60723,1605781,"QG3863","QG3873"
86487,1598235,"QG3863","QG3877"
81654,1580688,"QG3863","QG3880"
172273,1564154,"QG3863","QG4629"
171955,1555511,"QG3863","QG4641"
166715,1560226,"QG3863","QG4646"
158515,1563696,"QG3863","QG4653"
162382,1575557,"QG3863","QG4659"
172721,1564473,"QG3863","QG4669"
165192,1554808,"QG3863","QG4671"
171483,1562101,"QG3863","QG4672"
172905,1564912,"QG3863","QG4694"
172479,1563858,"QG3863","QG4695"
172818,1565238,"QG3863","QG4696"
189888,1553459,"QG3863","QG4702"
167299,1559300,"QG3863","QG4713"
171971,1563137,"QG3863","QG4714"
173133,1561165,"QG3863","QG4730"
181761,1570908,"QG3863","QG4739"
175046,1562817,"QG3863","QG4740"
169623,1557865,"QG3863","QG4741"
167293,1561275,"QG3863","QG4754"
178996,1562292,"QG3863","QG4759"
166830,1559015,"QG3863","QG4779"
181534,1569554,"QG3863","QG4780"
185744,1561128,"QG3863","QG4781"
168690,1567783,"QG3863","QG4782"
192056,1560721,"QG3863","QG4817"
190495,1556276,"QG3863","QG4824"
177599,1559694,"QG3863","QG4866"
105429,1472879,"QG3863","QG4867"
168370,1566947,"QG3863","QG4868"
168493,1567905,"QG3863","QG4869"
173105,1555349,"QG3863","QG4870"
172854,1557586,"QG3863","QG4871"
172757,1562613,"QG3863","QG4878"
160861,1570316,"QG3863","QG4891"
173693,1558731,"QG3863","QG4892"
171111,1560699,"QG3863","QG4893"
172569,1560087,"QG3863","QG4894"
161268,1571207,"QG3863","QG4897"
173390,1561921,"QG3863","QG4904"
172143,1556923,"QG3863","QG4910"
179935,1564948,"QG3863","QG5104"
171912,1557459,"QG3863","QG5159"
172622,1560924,"QG3863","QG5160"
170678,1560704,"QG3863","QG5161"
163852,1299381,"QG3863","QG5220"
165927,1335999,"QG3863","QG5237"
170880,1559867,"QG3863","QG5256"
171511,1561772,"QG3863","QG5260"
173556,1565120,"QG3863","QG5262"
163944,1326752,"QG3863","QG5305"
168563,1245134,"QG3863","QG5319"
156389,1237096,"QG3863","QG5364"
167476,1561678,"QG3863","QG5365"
168540,1565340,"QG3863","QG5366"
140422,1508757,"QG3863","QG5405"
128793,1481510,"QG3863","QG5502"
174949,1276672,"QG3863","QG5503"
105422,1471835,"QG3863","QG5510"
168639,1565176,"QG3863","QG5550"
139717,1507254,"QG3863","QG5551"
158441,1284357,"QG3863","QG5552"
130272,1488409,"QG3863","QG5576"
172538,1564212,"QG3863","QG5588"
167788,1559628,"QG3863","QG5602"
168329,1561897,"QG3863","QG5628"
169570,1568913,"QG3863","QG5629"
167808,1562068,"QG3863","QG5638"
173979,1559107,"QG3863","QG5643"
161940,1570777,"QG3863","QG5650"
176034,1569097,"QG3863","QG5652"
192722,1560195,"QG3863","QG5654"
158556,1562017,"QG3863","QG5655"
67713,1607247,"QG3863","QG800"
67710,1606663,"QG3863","QG801"
111462,1586669,"QG3863","QG820"
112068,1587730,"QG3863","QG823"
90867,1598164,"QG3863","QG834"
88286,1567541,"QG3863","QG835"
90747,1596957,"QG3863","QG836"
91138,1596898,"QG3863","QG837"
90477,1593558,"QG3863","QG838"
90491,1594087,"QG3863","QG839"
96908,1603042,"QG3863","QG840"
88790,1599377,"QG3863","QG841"
87960,1588291,"QG3863","QG842"
88453,1597747,"QG3863","QG843"
90611,1591862,"QG3863","QG844"
90625,1596176,"QG3863","QG845"
85753,1577777,"QG3863","QG846"
85908,1574385,"QG3863","QG847"
72247,1595880,"QG3863","QG848"
81355,1580725,"QG3863","QG849"
82155,1596240,"QG3863","QG850"
89297,1582242,"QG3863","QG851"
81523,1597258,"QG3863","QG852"
86750,1603376,"QG3863","QG853"
92343,1591222,"QG3863","QG921"
85895,1592399,"QG3863","QG935"
101394,1591887,"QG3863","QG942"
82327,1589602,"QG3863","QG981"
79303,1592873,"QG3863","QG987"
153980,1566644,"QG3863","TWN2103"
72380,1594092,"QG3868","QG3869"
73450,1606420,"QG3868","QG3871"
64420,1589407,"QG3868","QG3872"
40218,1612807,"QG3868","QG3873"
65466,1606563,"QG3868","QG3877"
87730,1564869,"QG3868","QG3880"
156330,1560418,"QG3868","QG4629"
150013,1551348,"QG3868","QG4641"
149968,1556892,"QG3868","QG4646"
144248,1558354,"QG3868","QG4653"
139268,1571846,"QG3868","QG4659"
159392,1560510,"QG3868","QG4669"
152137,1549649,"QG3868","QG4671"
158095,1557851,"QG3868","QG4672"
159608,1561092,"QG3868","QG4694"
162102,1559982,"QG3868","QG4695"
159589,1561498,"QG3868","QG4696"
169293,1550555,"QG3868","QG4702"
154406,1554422,"QG3868","QG4713"
155798,1559028,"QG3868","QG4714"
151259,1557154,"QG3868","QG4730"
168885,1565039,"QG3868","QG4739"
166657,1557694,"QG3868","QG4740"
152052,1553504,"QG3868","QG4741"
158412,1555297,"QG3868","QG4754"
165931,1555245,"QG3868","QG4759"
157862,1552839,"QG3868","QG4779"
168660,1563604,"QG3868","QG4780"
181354,1556782,"QG3868","QG4781"
151928,1564643,"QG3868","QG4782"
171599,1558661,"QG3868","QG4817"
170023,1553662,"QG3868","QG4824"
166075,1553644,"QG3868","QG4866"
87453,1470972,"QG3868","QG4867"
151371,1563665,"QG3868","QG4868"
151534,1564606,"QG3868","QG4869"
164567,1549613,"QG3868","QG4870"
164404,1551946,"QG3868","QG4871"
156889,1559512,"QG3868","QG4878"
137882,1566115,"QG3868","QG4891"
165037,1553098,"QG3868","QG4892"
155129,1556496,"QG3868","QG4893"
150645,1556005,"QG3868","QG4894"
138348,1567094,"QG3868","QG4897"
151627,1557967,"QG3868","QG4904"
150427,1552707,"QG3868","QG4910"
166814,1558071,"QG3868","QG5104"
149925,1553103,"QG3868","QG5159"
150933,1556940,"QG3868","QG5160"
163621,1555707,"QG3868","QG5161"
149363,1296269,"QG3868","QG5220"
151203,1331426,"QG3868","QG5237"
155165,1556032,"QG3868","QG5256"
155728,1557794,"QG3868","QG5260"
163034,1561370,"QG3868","QG5262"
150326,1323132,"QG3868","QG5305"
154939,1239977,"QG3868","QG5319"
148077,1231414,"QG3868","QG5364"
158602,1555909,"QG3868","QG5365"
159576,1559919,"QG3868","QG5366"
135054,1510346,"QG3868","QG5405"
127825,1483243,"QG3868","QG5502"
170918,1271196,"QG3868","QG5503"
87551,1469768,"QG3868","QG5510"
159787,1559877,"QG3868","QG5550"
134645,1508786,"QG3868","QG5551"
150182,1278953,"QG3868","QG5552"
129332,1489808,"QG3868","QG5576"
165777,1560329,"QG3868","QG5588"
154583,1555095,"QG3868","QG5602"
159432,1556824,"QG3868","QG5628"
160669,1564085,"QG3868","QG5629"
154772,1557535,"QG3868","QG5638"
152219,1555860,"QG3868","QG5643"
158142,1564505,"QG3868","QG5650"
154176,1566082,"QG3868","QG5652"
172164,1558534,"QG3868","QG5654"
144411,1556883,"QG3868","QG5655"
51471,1608759,"QG3868","QG800"
51655,1608107,"QG3868","QG801"
73613,1594932,"QG3868","QG820"
74112,1596385,"QG3868","QG823"
59280,1606215,"QG3868","QG834"
57632,1574332,"QG3868","QG835"
59218,1605516,"QG3868","QG836"
59553,1605322,"QG3868","QG837"
59056,1601505,"QG3868","QG838"
59217,1602057,"QG3868","QG839"
75693,1607487,"QG3868","QG840"
64498,1605278,"QG3868","QG841"
63862,1593165,"QG3868","QG842"
64071,1603732,"QG3868","QG843"
59107,1600080,"QG3868","QG844"
59099,1604268,"QG3868","QG845"
31956,1589492,"QG3868","QG846"
32067,1585767,"QG3868","QG847"
41757,1603272,"QG3868","QG848"
46994,1585727,"QG3868","QG849"
47893,1601842,"QG3868","QG850"
58160,1589305,"QG3868","QG851"
36587,1607463,"QG3868","QG852"
80834,1595459,"QG3868","QG853"
60187,1599338,"QG3868","QG921"
35221,1604872,"QG3868","QG935"
85927,1592093,"QG3868","QG942"
43063,1596380,"QG3868","QG981"
42217,1602716,"QG3868","QG987"
132396,1562712,"QG3868","TWN2103"
63,1648467,"QG3869","QG3871"
86462,1607541,"QG3869","QG3872"
69287,1627825,"QG3869","QG3873"
80804,1624623,"QG3869","QG3877"
102140,1593562,"QG3869","QG3880"
174128,1583930,"QG3869","QG4629"
173520,1574915,"QG3869","QG4641"
156024,1581252,"QG3869","QG4646"
158312,1587406,"QG3869","QG4653"
150874,1597171,"QG3869","QG4659"
174584,1584386,"QG3869","QG4669"
166668,1576079,"QG3869","QG4671"
173315,1581739,"QG3869","QG4672"
174983,1585014,"QG3869","QG4694"
180073,1583277,"QG3869","QG4695"
174950,1585246,"QG3869","QG4696"
164800,1576698,"QG3869","QG4702"
169051,1580782,"QG3869","QG4713"
173752,1582890,"QG3869","QG4714"
175128,1580925,"QG3869","QG4730"
173124,1589304,"QG3869","QG4739"
179857,1582556,"QG3869","QG4740"
164013,1577874,"QG3869","QG4741"
158430,1581362,"QG3869","QG4754"
170156,1579855,"QG3869","QG4759"
157939,1579084,"QG3869","QG4779"
172564,1587590,"QG3869","QG4780"
183366,1581533,"QG3869","QG4781"
158292,1589158,"QG3869","QG4782"
167147,1584349,"QG3869","QG4817"
165564,1579858,"QG3869","QG4824"
162204,1581395,"QG3869","QG4866"
98695,1494077,"QG3869","QG4867"
157698,1588252,"QG3869","QG4868"
157895,1589193,"QG3869","QG4869"
177861,1574760,"QG3869","QG4870"
177581,1577069,"QG3869","QG4871"
174792,1582605,"QG3869","QG4878"
149390,1591853,"QG3869","QG4891"
178300,1578100,"QG3869","QG4892"
172942,1580261,"QG3869","QG4893"
174345,1579749,"QG3869","QG4894"
149747,1592796,"QG3869","QG4897"
175269,1581548,"QG3869","QG4904"
174013,1576195,"QG3869","QG4910"
171046,1582548,"QG3869","QG5104"
173554,1576861,"QG3869","QG5159"
174554,1580689,"QG3869","QG5160"
167968,1580046,"QG3869","QG5161"
167160,1317133,"QG3869","QG5220"
169149,1352782,"QG3869","QG5237"
172845,1579504,"QG3869","QG5256"
173435,1581527,"QG3869","QG5260"
181107,1584713,"QG3869","QG5262"
157399,1344081,"QG3869","QG5305"
170649,1260626,"QG3869","QG5319"
150611,1252475,"QG3869","QG5364"
158670,1581882,"QG3869","QG5365"
159708,1585764,"QG3869","QG5366"
134311,1528046,"QG3869","QG5405"
123466,1500676,"QG3869","QG5502"
175098,1292689,"QG3869","QG5503"
98563,1493063,"QG3869","QG5510"
159979,1585478,"QG3869","QG5550"
133619,1526479,"QG3869","QG5551"
152116,1300293,"QG3869","QG5552"
124928,1507692,"QG3869","QG5576"
170145,1584012,"QG3869","QG5588"
169237,1580970,"QG3869","QG5602"
159639,1582190,"QG3869","QG5628"
160804,1589374,"QG3869","QG5629"
169180,1583334,"QG3869","QG5638"
176032,1578967,"QG3869","QG5643"
155242,1590911,"QG3869","QG5650"
178153,1589392,"QG3869","QG5652"
167690,1583869,"QG3869","QG5654"
158462,1585909,"QG3869","QG5655"
74659,1629681,"QG3869","QG800"
74710,1629138,"QG3869","QG801"
85197,1612613,"QG3869","QG820"
85677,1613493,"QG3869","QG823"
79463,1621890,"QG3869","QG834"
77064,1590401,"QG3869","QG835"
79118,1620570,"QG3869","QG836"
79768,1620551,"QG3869","QG837"
79257,1617264,"QG3869","QG838"
79424,1617791,"QG3869","QG839"
48344,1633548,"QG3869","QG840"
76596,1621493,"QG3869","QG841"
75561,1609754,"QG3869","QG842"
76338,1619945,"QG3869","QG843"
79158,1615275,"QG3869","QG844"
79273,1619901,"QG3869","QG845"
84285,1605320,"QG3869","QG846"
84177,1601673,"QG3869","QG847"
93553,1618104,"QG3869","QG848"
99976,1603668,"QG3869","QG849"
100888,1619588,"QG3869","QG850"
78006,1605440,"QG3869","QG851"
86499,1622092,"QG3869","QG852"
61798,1625243,"QG3869","QG853"
64945,1620028,"QG3869","QG921"
85947,1621807,"QG3869","QG935"
63234,1616537,"QG3869","QG942"
101820,1611930,"QG3869","QG981"
91147,1619136,"QG3869","QG987"
151863,1587495,"QG3869","TWN2103"
87749,1619991,"QG3871","QG3872"
70546,1642983,"QG3871","QG3873"
82048,1639517,"QG3871","QG3877"
103207,1603823,"QG3871","QG3880"
175853,1595735,"QG3871","QG4629"
175143,1585314,"QG3871","QG4641"
157472,1591820,"QG3871","QG4646"
159893,1599519,"QG3871","QG4653"
152482,1609951,"QG3871","QG4659"
176359,1596036,"QG3871","QG4669"
168304,1587470,"QG3871","QG4671"
175005,1593122,"QG3871","QG4672"
176752,1596921,"QG3871","QG4694"
181864,1595331,"QG3871","QG4695"
176737,1597436,"QG3871","QG4696"
166323,1587219,"QG3871","QG4702"
170779,1592893,"QG3871","QG4713"
175436,1593933,"QG3871","QG4714"
176827,1591817,"QG3871","QG4730"
174803,1601562,"QG3871","QG4739"
181543,1593848,"QG3871","QG4740"
165492,1588532,"QG3871","QG4741"
159893,1591843,"QG3871","QG4754"
171688,1590519,"QG3871","QG4759"
159373,1589353,"QG3871","QG4779"
174239,1599683,"QG3871","QG4780"
185148,1593743,"QG3871","QG4781"
159826,1600480,"QG3871","QG4782"
168789,1596399,"QG3871","QG4817"
167146,1590682,"QG3871","QG4824"
163679,1592482,"QG3871","QG4866"
99974,1505792,"QG3871","QG4867"
159209,1599362,"QG3871","QG4868"
159428,1600526,"QG3871","QG4869"
179453,1585236,"QG3871","QG4870"
179170,1587550,"QG3871","QG4871"
176619,1595517,"QG3871","QG4878"
150831,1603092,"QG3871","QG4891"
179907,1588728,"QG3871","QG4892"
174581,1591142,"QG3871","QG4893"
176032,1590660,"QG3871","QG4894"
151186,1604197,"QG3871","QG4897"
176971,1592478,"QG3871","QG4904"
175627,1586766,"QG3871","QG4910"
172593,1593471,"QG3871","QG5104"
175193,1587222,"QG3871","QG5159"
176235,1591454,"QG3871","QG5160"
169548,1590922,"QG3871","QG5161"
168787,1326204,"QG3871","QG5220"
170814,1362554,"QG3871","QG5237"
174523,1590656,"QG3871","QG5256"
175129,1592635,"QG3871","QG5260"
182900,1596943,"QG3871","QG5262"
159005,1353688,"QG3871","QG5305"
172326,1269455,"QG3871","QG5319"
152029,1261011,"QG3871","QG5364"
160190,1592610,"QG3871","QG5365"
161291,1597201,"QG3871","QG5366"
135874,1539788,"QG3871","QG5405"
124923,1512158,"QG3871","QG5502"
176749,1301699,"QG3871","QG5503"
99850,1504639,"QG3871","QG5510"
161566,1597066,"QG3871","QG5550"
135197,1538033,"QG3871","QG5551"
153576,1309146,"QG3871","QG5552"
126395,1519254,"QG3871","QG5576"
171922,1596888,"QG3871","QG5588"
171069,1594369,"QG3871","QG5602"
161284,1594482,"QG3871","QG5628"
162542,1602633,"QG3871","QG5629"
171068,1597132,"QG3871","QG5638"
177872,1591264,"QG3871","QG5643"
156875,1603809,"QG3871","QG5650"
180128,1602871,"QG3871","QG5652"
169413,1596831,"QG3871","QG5654"
160086,1598673,"QG3871","QG5655"
75885,1643230,"QG3871","QG800"
75926,1642597,"QG3871","QG801"
86068,1625213,"QG3871","QG820"
86594,1627153,"QG3871","QG823"
80370,1636381,"QG3871","QG834"
77816,1600676,"QG3871","QG835"
80022,1634997,"QG3871","QG836"
80659,1634345,"QG3871","QG837"
80118,1629639,"QG3871","QG838"
80263,1630191,"QG3871","QG839"
49408,1647655,"QG3871","QG840"
77575,1635032,"QG3871","QG841"
76465,1621038,"QG3871","QG842"
77311,1633103,"QG3871","QG843"
80011,1628128,"QG3871","QG844"
80157,1632942,"QG3871","QG845"
85051,1616149,"QG3871","QG846"
84923,1612332,"QG3871","QG847"
94436,1630993,"QG3871","QG848"
100882,1614810,"QG3871","QG849"
101872,1632180,"QG3871","QG850"
78812,1616327,"QG3871","QG851"
87415,1636492,"QG3871","QG852"
62465,1637602,"QG3871","QG853"
65583,1631229,"QG3871","QG921"
86825,1635019,"QG3871","QG935"
64136,1628215,"QG3871","QG942"
102687,1623433,"QG3871","QG981"
92028,1632184,"QG3871","QG987"
153520,1598897,"QG3871","TWN2103"
43513,1625783,"QG3872","QG3873"
63771,1619637,"QG3872","QG3877"
83387,1590159,"QG3872","QG3880"
174562,1575238,"QG3872","QG4629"
170435,1567201,"QG3872","QG4641"
168715,1569945,"QG3872","QG4646"
170118,1574471,"QG3872","QG4653"
165559,1585907,"QG3872","QG4659"
171307,1576926,"QG3872","QG4669"
175825,1565650,"QG3872","QG4671"
169967,1574204,"QG3872","QG4672"
171311,1577461,"QG3872","QG4694"
174919,1575146,"QG3872","QG4695"
171346,1577974,"QG3872","QG4696"
189198,1564427,"QG3872","QG4702"
177765,1570351,"QG3872","QG4713"
174227,1574009,"QG3872","QG4714"
171442,1572956,"QG3872","QG4730"
196412,1580893,"QG3872","QG4739"
178318,1573129,"QG3872","QG4740"
172470,1567728,"QG3872","QG4741"
168574,1571348,"QG3872","QG4754"
193563,1571203,"QG3872","QG4759"
168099,1568966,"QG3872","QG4779"
196206,1579406,"QG3872","QG4780"
188709,1572088,"QG3872","QG4781"
170891,1577857,"QG3872","QG4782"
191290,1572449,"QG3872","QG4817"
189824,1567513,"QG3872","QG4824"
192194,1568770,"QG3872","QG4866"
112846,1482281,"QG3872","QG4867"
170380,1576815,"QG3872","QG4868"
170668,1577998,"QG3872","QG4869"
176197,1565014,"QG3872","QG4870"
176123,1567446,"QG3872","QG4871"
175036,1574297,"QG3872","QG4878"
164098,1580163,"QG3872","QG4891"
176915,1568554,"QG3872","QG4892"
173358,1571323,"QG3872","QG4893"
171076,1572004,"QG3872","QG4894"
164489,1581096,"QG3872","QG4897"
171848,1573915,"QG3872","QG4904"
170764,1568569,"QG3872","QG4910"
194505,1573946,"QG3872","QG5104"
170455,1568943,"QG3872","QG5159"
171107,1572776,"QG3872","QG5160"
172293,1571387,"QG3872","QG5161"
164142,1308213,"QG3872","QG5220"
166521,1345248,"QG3872","QG5237"
173199,1570572,"QG3872","QG5256"
173644,1572392,"QG3872","QG5260"
175897,1576459,"QG3872","QG5262"
164501,1335266,"QG3872","QG5305"
166764,1253883,"QG3872","QG5319"
155423,1245086,"QG3872","QG5364"
168710,1571902,"QG3872","QG5365"
169799,1575961,"QG3872","QG5366"
141813,1519311,"QG3872","QG5405"
131857,1491061,"QG3872","QG5502"
175973,1285177,"QG3872","QG5503"
112757,1481394,"QG3872","QG5510"
169973,1575933,"QG3872","QG5550"
141096,1517812,"QG3872","QG5551"
157872,1292734,"QG3872","QG5552"
133477,1497921,"QG3872","QG5576"
174201,1575994,"QG3872","QG5588"
178185,1571330,"QG3872","QG5602"
169645,1573069,"QG3872","QG5628"
170823,1580196,"QG3872","QG5629"
178268,1573584,"QG3872","QG5638"
172313,1571910,"QG3872","QG5643"
165647,1581471,"QG3872","QG5650"
174429,1582165,"QG3872","QG5652"
191936,1572397,"QG3872","QG5654"
170324,1573377,"QG3872","QG5655"
57857,1620970,"QG3872","QG800"
57857,1620224,"QG3872","QG801"
99501,1605669,"QG3872","QG820"
100127,1607092,"QG3872","QG823"
95604,1616591,"QG3872","QG834"
93278,1583967,"QG3872","QG835"
95518,1615689,"QG3872","QG836"
95763,1615546,"QG3872","QG837"
95216,1611560,"QG3872","QG838"
95302,1612227,"QG3872","QG839"
87534,1616560,"QG3872","QG840"
98207,1616204,"QG3872","QG841"
97422,1603817,"QG3872","QG842"
97718,1614588,"QG3872","QG843"
95344,1610155,"QG3872","QG844"
95293,1614317,"QG3872","QG845"
88589,1595237,"QG3872","QG846"
88724,1591601,"QG3872","QG847"
76485,1614160,"QG3872","QG848"
88519,1597315,"QG3872","QG849"
89529,1613823,"QG3872","QG850"
94083,1599089,"QG3872","QG851"
86087,1615895,"QG3872","QG852"
87566,1614133,"QG3872","QG853"
98237,1608169,"QG3872","QG921"
90849,1610440,"QG3872","QG935"
98165,1603369,"QG3872","QG942"
86957,1606868,"QG3872","QG981"
79707,1612643,"QG3872","QG987"
149395,1577587,"QG3872","TWN2103"
63181,1644174,"QG3873","QG3877"
95187,1598604,"QG3873","QG3880"
161489,1594494,"QG3873","QG4629"
160822,1583739,"QG3873","QG4641"
158508,1590445,"QG3873","QG4646"
170454,1592358,"QG3873","QG4653"
155795,1608277,"QG3873","QG4659"
162085,1594777,"QG3873","QG4669"
178077,1583064,"QG3873","QG4671"
160594,1591876,"QG3873","QG4672"
162236,1595515,"QG3873","QG4694"
167241,1594247,"QG3873","QG4695"
162163,1596193,"QG3873","QG4696"
190007,1581529,"QG3873","QG4702"
180485,1588545,"QG3873","QG4713"
161085,1592610,"QG3873","QG4714"
162202,1590274,"QG3873","QG4730"
200324,1598051,"QG3873","QG4739"
169124,1592290,"QG3873","QG4740"
170399,1585508,"QG3873","QG4741"
168988,1588589,"QG3873","QG4754"
197007,1586672,"QG3873","QG4759"
168269,1585999,"QG3873","QG4779"
