"SampleID","Longitude","Latitude","HFI"
"ECA1287",-155.8196139,19.12013889,2.72984623908997
"ECA1288",-155.8191944,19.11528889,4.00082588195801
"ECA1289",-155.8217833,19.11941944,2.72984623908997
"ECA1293",-155.9477194,19.72048889,10.4740858078003
"ECA1298",-155.4383306,20.038475,14.937126159668
"ECA1316",-123.6716667,44.1076944,10.287483215332
"ECA1409",-159.654455,22.129361,8.9337911605835
"ECA1413",-159.654434,22.129316,8.9337911605835
"ECA1493",-157.76181,21.311768,12.7544460296631
"ECA1693",-156.27604,20.827135,11.3074636459351
"ECA1713",-157.82277,21.329164,24.410831451416
"ECA1717",-159.65287,22.142139,10.3573017120361
"ECA1725",-159.64781,22.135492,8.7205810546875
"ECA1751",-159.66137,22.146558,4.93347406387329
"ECA1757",-156.27721,20.826934,11.3074636459351
"ECA1761",-159.6679,22.149703,4.93347406387329
"ECA1769",-159.65537,22.143803,10.3573017120361
"ECA1793",-159.64897,22.135156,8.7205810546875
"ECA1805",-156.27724,20.82693,11.3074636459351
"ECA1807",-155.81958,19.120128,2.72984623908997
"ECA1815",-156.27737,20.826071,11.3074636459351
"ECA1821",-156.33743,20.669708,4.83533716201782
"ECA1825",-159.65054,22.133714,8.9337911605835
"ECA1843",-156.31102,20.729436,11.7190971374512
"ECA1851",-159.64946,22.134589,8.7205810546875
"ECA1853",-156.27707,20.826691,11.3074636459351
"ECA1875",-156.2769,20.826612,11.3074636459351
"ECA1885",-159.64946,22.134589,8.7205810546875
"ECA1887",-156.28086,20.837057,12.4917707443237
"ECA1889",-156.28086,20.837057,12.4917707443237
"ECA1969",-155.94817,19.719961,10.4740858078003
"ECA1977",-155.81961,19.120025,2.72984623908997
"ECA1997",-155.94871,19.720117,10.4740858078003
"ECA2041",-156.28088,20.837056,12.4917707443237
"ECA2043",-156.33692,20.670209,4.83533716201782
"ECA2073",-155.94865,19.718619,10.4740858078003
"ECA2081",-155.94858,19.719672,10.4740858078003
"ECA2091",-159.66341,22.146997,4.93347406387329
"ECA2109",-159.65126,22.133228,8.9337911605835
"ECA2111",-159.65126,22.133228,8.9337911605835
"ECA2151",-159.64829,22.135358,8.7205810546875
"ECA2155",-159.64781,22.135492,8.7205810546875
"ECA2159",-159.64781,22.135492,8.7205810546875
"ECA2183",-159.64808,22.135483,8.7205810546875
"ECA2187",-159.64808,22.135483,8.7205810546875
"ECA2191",-159.66203,22.147283,4.93347406387329
"ECA2195",-159.66649,22.149092,4.93347406387329
"ECA2199",-159.66649,22.149092,4.93347406387329
"ECA2251",-155.9473389,19.72178889,10.1267862319946
"ECA2281",-159.65173,22.132297,8.9337911605835
"ECA2291",-156.26958,20.813036,5.10689115524292
"ECA2332",-156.27902,20.826718,15.2347497940063
"ECA2334",-159.65109,22.133356,8.9337911605835
"ECA2336",-159.65033,22.134086,8.7205810546875
"ECA2344",-156.27684,20.82662,11.3074636459351
"ECA2350",-156.27684,20.82662,11.3074636459351
"ECA2360",-156.30736,20.727403,11.1175565719604
"ECA2367",-156.3045271,20.72333333,9.3832836151123
"ECA2377",-155.82031,19.114519,4.00082588195801
"ECA2417",-155.94864,19.719706,10.4740858078003
"ECA2437",-155.94858,19.719953,10.4740858078003
"ECA2443",-155.9484,19.720022,10.4740858078003
"ECA2452",-155.81961,19.119975,2.72984623908997
"ECA2467",-155.82014,19.114675,4.00082588195801
"ECA2473",-155.94736,19.721806,10.1267862319946
"ECA2475",-155.44355,20.041372,11.6829652786255
"ECA2481",-155.81953,19.120458,2.72984623908997
"ECA2482",-155.94736,19.721806,10.1267862319946
"ECA2489",-155.94734,19.721789,10.1267862319946
"ECA2522",-118.4414881,34.0651806,38.0001335144043
"ECA2523",-118.4415998,34.0651117,38.0001335144043
"ECA2527",-118.4414881,34.0651806,38.0001335144043
"ECA2529",-118.4414922,34.065216,38.0001335144043
"ECA2533",-118.4416029,34.065186,38.0001335144043
"ECA2536",-118.4414881,34.0651806,38.0001335144043
"ECA2546",144.3788889,-38.15055556,31.7442970275879
"ECA2549",144.9838814,-37.8699364,50
"ECA2551",144.9838814,-37.8699364,50
"ECA2554",144.983856,-37.8700328,50
"ECA2555",144.983856,-37.8700328,50
"ECA2559",144.9836111,-37.87,50
"ECA2560",145.4433333,-37.82444444,17.1135368347168
"ECA2561",144.9798563,-37.8269983,35.5257225036621
"ECA2565",145.4427778,-37.82472222,17.1135368347168
"ECA2568",144.9736522,-37.8223452,46.5413398742676
"ECA2581",144.9768299,-37.8253099,46.5413398742676
"ECA2583",144.3788889,-38.15,31.7442970275879
"ECA2584",144.3788889,-38.15,31.7442970275879
"ECA2594",144.9797222,-37.83305556,35.5257225036621
"ECA2595",144.9797222,-37.83277778,35.5257225036621
"ECA2601",144.9736758,-37.8223566,46.5413398742676
"ECA2602",144.9736111,-37.82222222,46.5413398742676
"ECA2603",144.9736111,-37.82222222,46.5413398742676
"ECA2607",144.9770918,-37.825658,46.5413398742676
"ECA2609",144.3791667,-38.15,31.7442970275879
"ECA2612",144.980163,-37.8274278,35.5257225036621
"ECA2615",145.4433333,-37.82444444,17.1135368347168
"ECA2641",151.5799778,-26.87296944,8.69568157196045
"ECA2648",144.9824148,-37.8701549,50
"ECA2656",144.9770918,-37.825658,46.5413398742676
"ECA2659",144.980163,-37.8274278,35.5257225036621
"ECA2660",144.980163,-37.8274278,35.5257225036621
"ECA2672",144.9824148,-37.8701549,50
"ECA2676",144.9736522,-37.8223452,46.5413398742676
"ECA347",-155.303611,19.438889,10.9823799133301
"ECA348",-122.253889,37.775334,46.8276100158691
"ECA349",-117.236741,32.765758,33.1955337524414
"ECA36",174.745529,-36.893333,46.5380439758301
"ECA363",-156.304444,20.723611,9.3832836151123
"ECA369",-157.006389,21.175556,9.47151756286621
"ECA372",-159.664444,22.121667,8.30234050750732
"ECA592",-119.640915,34.417128,NA
"ECA593",-119.642159,34.418632,NA
"ECA594",-119.640673,34.417532,NA
"ECA640",-118.441156,34.065378,38.0001335144043
"ECA701",-159.656428,22.123283,8.93358135223389
"ECA703",-155.438922,20.038831,14.937126159668
"ECA705",-155.438922,20.038831,14.937126159668
"ECA706",-155.438922,20.038831,14.937126159668
"ECA710",-155.438103,20.039656,14.937126159668
"ECA712",-155.222478,19.423864,15.8883953094482
"ECA722",-155.222625,19.423975,15.8883953094482
"ECA723",-155.221661,19.424272,15.8883953094482
"ECA724",-155.303825,19.439144,10.9823799133301
"ECA730",-155.222483,19.423869,15.8883953094482
"ECA732",-155.81845,19.115403,4.00082588195801
"ECA733",-155.818386,19.115886,4.00082588195801
"ECA738",-156.9740559,21.13927631,8.12524032592773
"ECA740",-156.339189,20.670022,4.83533716201782
"ECA741",-156.338322,20.6762,9.12828540802002
"ECA742",-156.2781,20.80569,12.0907878875732
"ECA743",-156.32317,20.741871,17.8250026702881
"ECA744",-155.949572,19.719231,10.4740858078003
"ECA745",-155.955839,19.700464,14.8281002044678
"ECA746",-155.819336,19.115292,4.00082588195801
"ECA760",-155.441619,20.039869,14.937126159668
"ECA768",-155.441556,20.039914,14.937126159668
"ECA777",-155.441503,20.039908,14.937126159668
"ECA778",-155.441503,20.039908,14.937126159668
"ECA807",-155.441531,20.039869,14.937126159668
"ECA812",-155.441542,20.039917,14.937126159668
"ECA923",-157.707918,21.290067,45.8296089172363
"ECA928",-157.707918,21.290067,45.8296089172363
"ECA930",35.197931,31.778363,46.1095008850098
"ED3005",-3.36,55.94,38.7850151062012
"ED3011",-3.19,55.92,27.7119159698486
"ED3012",-3.19,55.92,27.7119159698486
"ED3017",-3.19,55.92,27.7119159698486
"ED3040",28.016667,-26.166667,38
"ED3046",19.316667,-33.366667,47.7382278442383
"ED3048",19.316667,-33.366667,47.7382278442383
"ED3049",19.316667,-33.366667,47.7382278442383
"ED3052",19.316667,-33.366667,47.7382278442383
"ED3073",36.65,-1.083333,33.408618927002
"ED3077",36.8,-1.316667,46.2766990661621
"EG4347",-123.07108,44.04789,50
"EG4349",-111.87316,40.771467,40.0932197570801
"EG4724",-8.3476,41.6288,44.4931640625
"EG4725",-8.3476,41.6288,44.4931640625
"EG4946",-111.82184,40.72596,39.3452606201172
"GXW1",114.419828,30.542889,21.3810024261475
"JR4305",-119.731111,34.400556,NA
"JT11398",-122.275484,47.763944,35.7683067321777
"JU1088",138.0149,34.7613,27.6765727996826
"JU1172",-73.04,-36.87,44.5111312866211
"JU1200",-4.6,55.577,33.9198760986328
"JU1212",-3.81,48.71,NA
"JU1213",-3.81,48.71,NA
"JU1242",1.9595,49.1269,36.6931648254395
"JU1246",1.96152,49.12618,36.6931648254395
"JU1249",1.951,49.126,36.6931648254395
"JU1395",0.04619,47.2199,32.393497467041
"JU1400",-5.988,37.3845,46.7009201049805
"JU1409",-5.637,37.468,44.6781349182129
"JU1440",2.15231,41.41307,46.0647773742676
"JU1491",1.06,46.63,42.5698432922363
"JU1530",2.1725,48.7015,46.4098052978516
"JU1543",2.1725,48.7015,46.4098052978516
"JU1568",2.3862,48.8092,47.4715194702148
"JU1581",2.1725,48.7015,46.4098052978516
"JU1586",1.06,46.63,42.5698432922363
"JU1652",-56.19,-34.86,38.5931739807129
"JU1666",-3.7941,48.7049,NA
"JU1792",1.064289,46.63278,42.5698432922363
"JU1793",1.95114,49.12604,36.6931648254395
"JU1808",2.395372,48.81257,50
"JU1896",23.749673,37.999722,38.0016212463379
"JU1934",1.95114,49.12604,36.6931648254395
"JU2001",55.5,-21.1,6.78109216690063
"JU2007",-1.32413,50.7608,33.1735229492188
"JU2016",-122.463177,37.757593,46.2385025024414
"JU2017",-122.463177,37.757593,46.2385025024414
"JU2106",0.24,43.06,12.877815246582
"JU2131",-4.705,48.0497,30.0570392608643
"JU2141",1.0512,46.6293,43.1280174255371
"JU2234",-1.583,47.227,46.3393821716309
"JU2250",-1.891389,48.285278,26.5709609985352
"JU2257",1.1,46.6,17.6914043426514
"JU2316",-9.1486,38.7175,46.9845161437988
"JU2464",-72.525,-13.155,28.7944507598877
"JU2466",-72.266,-13.257,26.404993057251
"JU2478",4.351,50.85,46.0005531311035
"JU2513",22.0736,38.26016,47.1772537231445
"JU2519",-9.1486,38.7175,46.9845161437988
"JU2522",-9.1486,38.7175,46.9845161437988
"JU2526",-9.1486,38.7175,46.9845161437988
"JU2534",0.097087,49.357921,35.0915451049805
"JU2565",1.066213,44.958394,13.8566608428955
"JU2566",2.44599,48.83886,46.7060394287109
"JU2570",-0.2685,46.2657,31.0343189239502
"JU2572",2.395372,48.81257,50
"JU2575",3.0707,49.0857,33.9980583190918
"JU2576",3.072,49.0861,33.9980583190918
"JU2578",2.4315,48.87613,46.013973236084
"JU258",-16.89,32.73,12.2737598419189
"JU2581",1.1,46.6,17.6914043426514
"JU2586",2.159,48.897,39.4769973754883
"JU2587",3.872016,45.026713,38.3560523986816
"JU310",1.06,46.63,42.5698432922363
"JU311",4.4,44.42,30.5873165130615
"JU3125",13.3722,38.1127,47.4912109375
"JU3127",13.37274,38.11196,47.4912109375
"JU3128",15.2763,37.076,38.5634078979492
"JU3132",2.1725,48.7015,46.4098052978516
"JU3134",2.1725,48.7015,46.4098052978516
"JU3135",2.1725,48.7015,46.4098052978516
"JU3137",2.1725,48.7015,46.4098052978516
"JU3140",-3.81,48.71,NA
"JU3141",-3.81,48.71,NA
"JU3144",10.52,6.18,7.47951126098633
"JU3166",6.59837,0.28417,12.066481590271
"JU3167",6.612,0.289,22.7993202209473
"JU3169",6.612,0.289,22.7993202209473
"JU3224",174.784857,-41.296186,NA
"JU3225",174.784857,-41.296186,NA
"JU3226",174.76872,-41.29085,NA
"JU3228",175.71458,-39.02256,8.30845165252686
"JU323",4.4,44.42,30.5873165130615
"JU3280",14.42333,50.07182,47.5040130615234
"JU3282",14.42028,50.0711,50
"JU3291",2.70719,48.7679,24.4309024810791
"JU3318",102.74492,23.10675,28.0174560546875
"JU346",4.4,44.42,30.5873165130615
"JU360",2.23,48.98,45.0773620605469
"JU367",2.23,48.98,45.0773620605469
"JU3795",1.9595,49.1269,36.6931648254395
"JU393",-0.32,49.28,35.4791984558105
"JU394",-0.32,49.28,35.4791984558105
"JU397",-0.32,49.28,35.4791984558105
"JU4047",103.87154,22.33305,14.9812021255493
"JU406",-0.32,49.28,35.4791984558105
"JU4073",103.8454,22.3346,33.7036323547363
"JU4082",108.5654,12.10578,21.2670783996582
"JU4098",108.406,11.98,38.860107421875
"JU4161",1.951,49.121,36.6931648254395
"JU440",1.56,48.715,25.5128726959229
"JU561",-3.81,48.71,NA
"JU642",2.5,48.84,39.4733581542969
"JU751",2.5,48.84,39.4733581542969
"JU774",-9.34,38.683,NA
"JU775",-9.1486,38.7175,46.9845161437988
"JU778",-9.1491,38.719,46.9845161437988
"JU782",-9.1503,38.7191,46.9845161437988
"JU792",0.24,43.06,12.877815246582
"JU830",9.05,48.52,49.9254379272461
"JU847",7.461,48.46,31.1253910064697
"MY1",7.31,52.54,34.337158203125
"MY10",7.53,51.96,35.0461921691895
"MY16",7.57,51.93,41.677806854248
"MY18",7.53,51.96,35.0461921691895
"MY2147",10.117737,54.346355,50
"MY2212",10.117737,54.346355,50
"MY23",7.53,51.96,35.0461921691895
"MY2453",7.536628,51.950777,37.7595977783203
"MY2530",10.117737,54.346355,50
"MY2535",7.599099,51.950723,35.3654289245605
"MY2573",7.599099,51.950723,35.3654289245605
"MY2585",10.117737,54.346355,50
"MY2693",10.11505,54.3491,42.6399192810059
"MY2713",10.11505,54.3491,42.6399192810059
"MY2741",10.11505,54.3491,42.6399192810059
"MY518",7.611719,51.964154,38.1265106201172
"MY679",10.117737,54.346355,50
"MY772",10.117737,54.346355,50
"MY795",10.117737,54.346355,50
"MY920",10.117737,54.346355,50
"N2",-2.59,51.45,46.2676277160645
"NIC1",5.3543,43.279,42.2265739440918
"NIC1049",1.45032,43.593561,50
"NIC1107",7.266935,43.716278,39.4715194702148
"NIC1119",-71.849508,-13.421743,31.5329990386963
"NIC166",6.89775,46.72722,28.1658096313477
"NIC1698",-0.137348,38.633606,35.4501266479492
"NIC1700",-0.137348,38.633606,35.4501266479492
"NIC1772",-0.141,38.569,43.917911529541
"NIC1773",-0.141,38.569,43.917911529541
"NIC1775",-0.141,38.569,43.917911529541
"NIC1779",-16.279711,28.53339,20.9670085906982
"NIC1780",-16.535468,28.411121,31.9523811340332
"NIC1782",-16.535468,28.411121,31.9523811340332
"NIC1783",-16.535468,28.411121,31.9523811340332
"NIC1785",-16.535468,28.411121,31.9523811340332
"NIC1786",-16.535468,28.411121,31.9523811340332
"NIC1787",-16.535468,28.411121,31.9523811340332
"NIC1788",-16.535468,28.411121,31.9523811340332
"NIC1789",-16.535468,28.411121,31.9523811340332
"NIC1790",-16.535468,28.411121,31.9523811340332
"NIC1791",-16.535468,28.411121,31.9523811340332
"NIC1792",-16.535468,28.411121,31.9523811340332
"NIC1794",-16.535468,28.411121,31.9523811340332
"NIC1796",-16.535468,28.411121,31.9523811340332
"NIC1798",-16.535468,28.411121,31.9523811340332
"NIC1799",-16.535468,28.411121,31.9523811340332
"NIC1801",-16.535468,28.411121,31.9523811340332
"NIC1802",-16.535468,28.411121,31.9523811340332
"NIC1805",-16.399275,28.498323,28.4237270355225
"NIC1806",-16.399275,28.498323,28.4237270355225
"NIC1808",-16.399275,28.498323,28.4237270355225
"NIC1809",-16.399275,28.498323,28.4237270355225
"NIC1810",-16.399275,28.498323,28.4237270355225
"NIC1811",-16.399275,28.498323,28.4237270355225
"NIC1812",-16.412193,28.482217,31.7842121124268
"NIC1832",-2.528842,47.367489,39.2011184692383
"NIC195",-28.37322,38.545874,16.0514087677002
"NIC199",-25.19929,37.745428,NA
"NIC2",5.3543,43.279,42.2265739440918
"NIC2021",2.5,48.84,39.4733581542969
"NIC207",7.24045,43.720505,45.4623260498047
"NIC2076",2.5,48.84,39.4733581542969
"NIC231",7.24045,43.720505,45.4623260498047
"NIC236",-9.313417,39.242006,46.038459777832
"NIC242",-9.31609,38.691765,47.8201942443848
"NIC251",-28.151364,38.66621,17.7613048553467
"NIC252",-28.147949,38.661313,17.7613048553467
"NIC255",7.266779,43.714834,39.4715194702148
"NIC256",-9.14875,38.71829,46.9845161437988
"NIC258",-9.14875,38.71829,46.9845161437988
"NIC259",-9.14875,38.71829,46.9845161437988
"NIC260",-9.14875,38.71829,46.9845161437988
"NIC261",-9.14875,38.71829,46.9845161437988
"NIC262",-9.14875,38.71829,46.9845161437988
"NIC265",-9.14875,38.71829,46.9845161437988
"NIC266",-9.31592,38.69237,47.8201942443848
"NIC267",-9.31592,38.69237,47.8201942443848
"NIC268",-9.31592,38.69237,47.8201942443848
"NIC269",-9.31592,38.69237,47.8201942443848
"NIC271",-9.31592,38.69237,47.8201942443848
"NIC272",-8.756356,39.769459,34.2161064147949
"NIC274",-8.756356,39.769459,34.2161064147949
"NIC275",-8.756356,39.769459,34.2161064147949
"NIC276",-8.756356,39.769459,34.2161064147949
"NIC277",7.266138,43.716441,39.4715194702148
"NIC3",5.3215,43.3636,50
"NIC501",2.2675,48.77302,38.0107955932617
"NIC511",14.2623855,40.8625,38.5426788330078
"NIC513",-9.167136,38.776038,43.138053894043
"NIC514",-9.167136,38.776038,43.138053894043
"NIC515",-9.165884,38.776775,46.4370269775391
"NIC522",-6.304441,36.535679,42.3643455505371
"NIC523",-6.29831,36.535679,50
"NIC526",-6.304441,36.535679,42.3643455505371
"NIC527",-6.304441,36.535679,42.3643455505371
"NIC528",-6.29831,36.535679,50
"NIC529",-4.784967,37.870754,38.287281036377
"PS2025",-118.13,34.19,38
"PX179",-123.058,44.035,39.3778457641602
"QG2075",-83.376,33.951,45.3557662963867
"QG2811",149.1151,-35.2542,32.6044464111328
"QG2813",150.7279,-34.6342,9.72761535644531
"QG2818",152.3936,-28.0474,8.95626640319824
"QG2823",116.033,-34.4511,23.4655532836914
"QG2824",116.033,-34.4511,23.4655532836914
"QG2825",116.0328,-34.4511,23.4655532836914
"QG2827",115.8446,-31.9547,39.4715194702148
"QG2828",115.8446,-31.9547,39.4715194702148
"QG2832",152.7636,-27.3311,14.3687152862549
"QG4103",148.498225,-21.14488889,9.35854721069336
"QG2835",152.7592,-27.3308,11.1548147201538
"QG2836",152.7592,-27.3308,11.1548147201538
"QG2837",152.7592,-27.3308,11.1548147201538
"QG2838",152.7636,-27.3311,14.3687152862549
"QG2841",153.2063,-28.2446,1.58999943733215
"QG2843",153.195,-28.2402,1.58999943733215
"QG2846",153.1907,-28.2043,8.54818058013916
"QG2850",152.5074,-28.0845,9.52627468109131
"QG2854",152.5046,-28.0806,9.52627468109131
"QG2855",152.5046,-28.0806,9.52627468109131
"QG2857",152.5044,-28.0806,9.52627468109131
"QG2873",152.1831,-27.369,9.43651103973389
"QG2874",152.1838,-27.3686,8.84738349914551
"QG2875",152.1834,-27.3672,8.84738349914551
"QG2877",152.183,-27.367,8.84738349914551
"QG2932",152.3952,-28.0538,9.05611991882324
"QG4003",151.5804217,-26.8747266,8.69568157196045
"QG4004",151.5806861,-26.87343889,8.69568157196045
"QG4006",151.5806861,-26.87343889,8.69568157196045
"QG4008",151.5806861,-26.87343889,8.69568157196045
"QG4010",153.1922194,-27.92603611,23.8605804443359
"QG4012",153.1922194,-27.92603611,23.8605804443359
"QG4015",153.1936333,-27.92394722,25.7741947174072
"QG4017",153.1936333,-27.92394722,25.7741947174072
"QG4018",153.1936333,-27.92394722,25.7741947174072
"QG4021",153.1938167,-27.92422778,25.7741947174072
"QG4080",151.0393459,-24.4133847,8.19781875610352
"QG4135",153.1943154,-27.9237322,25.7741947174072
"QG4138",153.1934664,-27.9245815,25.7741947174072
"QG4151",153.2051319,-27.9187042,26.1863307952881
"QG4193",153.2063306,-27.92883889,20.3441791534424
"QG4226",153.2052136,-27.9200109,26.1863307952881
"QG4228",153.2721083,-28.2134562,12.1239604949951
"QG536",-122.4415,37.7679,46.2376403808594
"QG556",-119.702021,34.421629,47.6352348327637
"QG557",-119.702021,34.421629,47.6352348327637
"QW947",-70.6106,-33.4213,46.0652236938477
"QX1211",-122.4331,37.7502,38.1722602844238
"QX1212",-122.4331,37.7502,38.1722602844238
"QX1233",-122.2838,37.8804,47.0392227172852
"QX1791",-156.3935,20.6344,9.4222354888916
"QX1792",-156.35475,20.70554,13.2199802398682
"QX1793",-156.35678,20.70559,13.2199802398682
"QX1794",-156.35678,20.70559,13.2199802398682
"RC301",7.84,47.99,46.396411895752
"TWN2530",121.175722,24.086944,17.5422668457031
"TWN2542",121.175722,24.086944,17.5422668457031
"WN2001",6.303406,51.954422,47.0523986816406
"WN2002",5.694834,51.975285,40.7005195617676
"WN2033",5.694,51.975,40.7005195617676
"WN2050",5.717,51.975,46.8458480834961
"WN2063",5.651316,51.974975,41.1005477905273
"WN2064",5.68639,51.974703,40.7005195617676
"WN2066",5.694904,51.975306,40.7005195617676
"WN2068",5.694904,51.975306,40.7005195617676
"WN2069",5.718727,51.975196,46.8458480834961
"WN2082",5.718727,51.975196,46.8458480834961
"WN2086",5.718727,51.975196,46.8458480834961
"WN2107",5.655148,51.975154,41.1005477905273
"WN2117",5.768319,51.984964,38.5801467895508
"XZ1513",-159.63105,22.14787,9.25894260406494
"XZ1514",-159.668,22.149,4.93347406387329
"XZ1515",-159.668,22.149,4.93347406387329
"XZ1516",-159.668,22.149,4.93347406387329
"XZ1672",-122.300513,47.687741,38.5413398742676
"XZ1734",-46.7,-23.5,39.4715194702148
"XZ1735",-46.7,-22.9,16.310920715332
"XZ1756",-122.307318,47.623232,47.4715194702148
"XZ2019",-122.305887,47.636483,46.8654365539551
"XZ2020",-120,46.3,30.5290565490723
"XZ2211",-159.6718225,22.1062554,8.44027614593506
"ECA2861",-155.4424281,20.0403085,14.937126159668
"ECA2862",-155.4414636,20.0398375,14.937126159668
"ECA2872",-155.4415633,20.0398784,14.937126159668
"ECA2882",-155.3016294,19.442681,10.2309398651123
"ECA2885",-155.4409035,20.0399357,14.937126159668
"ECA2888",-155.4409035,20.0399357,14.937126159668
"ECA2897",-155.3016723,19.4422725,10.2309398651123
"ECA2929",-159.6516852,22.1326107,8.9337911605835
"ECA2941",-159.6504496,22.133915,8.7205810546875
"ECA2942",-159.6459715,22.1329535,8.7205810546875
"ECA2944",-159.6459345,22.1313576,8.7205810546875
"ECA2945",-159.6515086,22.1330097,8.9337911605835
"ECA2946",-159.6515086,22.1330097,8.9337911605835
"ECA2947",-159.646279,22.1324357,8.7205810546875
"ECA2948",-159.6458109,22.1332247,8.7205810546875
"ECA2949",-159.6462247,22.1321096,8.7205810546875
"ECA2950",-159.6462247,22.1321096,8.7205810546875
"ECA2951",-159.6459715,22.1329535,8.7205810546875
"ECA2952",-159.651638,22.1324265,8.9337911605835
"ECA2956",-159.6512826,22.1332207,8.9337911605835
"ECA2960",-159.6507235,22.1337201,8.9337911605835
"ECA2963",-159.649639,22.1342581,8.7205810546875
"ECA2968",-159.6459345,22.1313576,8.7205810546875
"ECA2970",-159.6494417,22.1346145,8.7205810546875
"ECA2974",-159.649639,22.1342581,8.7205810546875
