N	eigenvalue	difference	twstat	p-value	effect.n
1	31.088798	NA	91.309	1.09828e-254	109.491
2	24.245896	-6.842901	84.534	4.36121e-227	131.880
3	17.302220	-6.943677	58.910	6.25481e-133	151.504
4	14.260748	-3.041472	45.515	6.77462e-91	162.194
5	13.377507	-0.883241	44.800	8.27951e-89	169.459
6	12.175140	-1.202367	40.393	2.63658e-76	176.717
7	12.092757	-0.082383	45.072	1.34085e-89	183.070
8	11.241566	-0.851191	42.720	7.938e-83	190.725
9	10.976595	-0.264972	45.578	4.42959e-91	197.958
10	10.814604	-0.161991	49.889	5.01799e-104	206.103
11	10.083873	-0.730731	47.967	3.49915e-98	215.653
12	9.897586	-0.186287	51.942	2.15596e-110	224.890
13	9.599844	-0.297741	54.928	7.09175e-120	235.546
14	9.275638	-0.324206	57.735	4.95902e-129	247.441
15	9.087814	-0.187824	62.767	5.3001e-146	260.616
16	8.684898	-0.402916	64.957	1.31618e-153	276.005
17	8.384309	-0.300589	68.738	4.89883e-167	292.723
18	8.017046	-0.367263	71.467	5.75581e-177	311.534
19	7.805824	-0.211221	77.238	1.38795e-198	332.174
20	7.659894	-0.145930	85.251	5.86676e-230	356.260
21	7.013943	-0.645951	82.590	2.28853e-219	385.451
22	6.359364	-0.654580	77.142	3.23608e-198	414.343
23	5.899809	-0.459555	74.200	4.23026e-187	441.383
24	5.537937	-0.361872	72.396	2.1859e-180	467.832
25	5.501690	-0.036247	79.686	5.26687e-208	494.243
26	4.359726	-1.141964	50.635	2.53272e-106	525.709
27	4.221515	-0.138211	50.398	1.36404e-105	543.185
28	4.119813	-0.101702	51.233	3.53247e-108	560.988
29	4.019107	-0.100706	52.019	1.24058e-110	579.616
30	3.877234	-0.141873	51.086	1.01191e-107	599.082
31	3.685521	-0.191713	47.751	1.5603e-97	618.592
32	3.259043	-0.426479	33.822	6.57482e-59	636.988
33	3.079010	-0.180033	28.741	1.4914e-46	649.670
34	2.782399	-0.296611	17.946	6.67093e-24	660.576
35	2.685433	-0.096966	15.200	4.97798e-19	667.789
36	2.627522	-0.057911	14.017	4.66082e-17	674.199
37	2.551418	-0.076103	11.899	9.93582e-14	680.310
38	2.498591	-0.052827	10.718	5.39941e-12	685.828
