,chrom,sub_region,pi,theta,d,mid,nvar
0,I,left_tip,0.0022283795628987735,0.003532946692328015,-1.3015107065848652,194000,6705
1,I,left_arm,0.004141762773021476,0.0050148342875266155,-0.6139380864447591,1789500,68216
2,I,center,0.0023061366685671676,0.003378301224047739,-1.1191943047632786,7199500,131347
3,I,right_arm,0.005714159432661037,0.006320836557985917,-0.3384728310177979,13089000,115693
4,I,right_tip,0.0034113250151191227,0.004644182521922428,-0.9359140741791614,15255500,12861
5,I,full,0.0035007980867066925,0.004436087320003257,-0.7435249018659454,7770500,334822
6,II,left_tip,0.004512833126332657,0.005393198251968873,-0.5755258403796816,283000,14812
7,II,left_arm,0.005759607465635696,0.006321484568728215,-0.31344302981950733,1988000,87373
8,II,center,0.0038019203713127096,0.0046373339279425,-0.6353030128201671,8699000,238694
9,II,right_arm,0.005976801196591884,0.006956439773544233,-0.4966096928863017,15279500,88920
10,II,right_tip,0.002068737579078157,0.0023671493359581617,-0.4414239997807859,16583000,279
11,II,full,0.004497534754870466,0.005309217969584742,-0.539146387323285,8297500,430078
12,III,left_tip,0.002946018097791941,0.004546788311246426,-1.2413071293432545,358000,15785
13,III,left_arm,0.006105610881208725,0.007016043348227858,-0.4576101416699269,2340500,110689
14,III,center,0.0024674039176154415,0.003519731471821028,-1.054348237506444,7894500,134156
15,III,right_arm,0.005405126670697393,0.006740066599420322,-0.6984410970347834,12909500,70966
16,III,right_tip,0.0033221980114880026,0.004958444091070097,-1.1635300344397252,14403000,19654
17,III,full,0.0037663090546431787,0.0048876195620234765,-0.8090556419500972,7405500,351250
18,IV,left_tip,0.00466232371713772,0.0051428577711187425,-0.32944612743542323,351000,17528
19,IV,left_arm,0.005177218175407868,0.0057785985044203556,-0.3669993284364234,2475000,99415
20,IV,center,0.0033728821287663828,0.004317017404433493,-0.7712525903627124,8845000,192540
21,IV,right_arm,0.0061976744389441885,0.007180933081761426,-0.4828651308710245,14904000,101993
22,IV,right_tip,0.004863674064946857,0.005609518317949268,-0.4688092387595771,16723000,19443
23,IV,full,0.004346365093800959,0.005198694229552301,-0.5781809510746492,8540000,430919
24,V,left_tip,0.003974245072528905,0.0043234368332121685,-0.28472769335170045,234500,9830
25,V,left_arm,0.005492734581525933,0.006487587031861287,-0.540780373648645,3265500,176606
26,V,center,0.003463255263775984,0.004405377684674904,-0.7541726323634718,10778500,201569
27,V,right_arm,0.006493900985238221,0.007085055422783291,-0.2942393774385098,17521000,139697
28,V,right_tip,0.003179341086679423,0.004104469413028818,-0.7945023261647653,19740000,7683
29,V,full,0.0046552288996632015,0.005526524295857916,-0.5559871591983602,9966500,535385
30,X,left_tip,0.00328437008710289,0.004488521551661345,-0.945980636230396,722000,31457
31,X,left_arm,0.005134779737537806,0.006170776692995168,-0.5920572240189056,4255000,168373
32,X,center,0.0035020583146564647,0.004985435235728349,-1.0492938720552372,12794000,277263
33,X,right_arm,0.0041811703610962845,0.005676866303384326,-0.9291232940195712,20341500,100384
34,X,right_tip,0.00038269397774630485,0.00040484790854631165,-0.18786168972347936,22191000,140
35,X,full,0.0040037893868993596,0.005353898159351894,-0.8893041042189503,11110500,577617
