,chrom,sub_region,pi,theta,d,mid,nvar
0,I,left_tip,5.9299253311214716e-06,4.049989320322805e-06,1.8164856423626008,342311.5,9
1,I,left_arm,7.6138627437428285e-06,5.29487459290107e-06,2.011231180341649,2634575.0,73
2,I,center,5.5756760343435124e-06,3.680878611831461e-06,2.3610186090914773,6950143.0,53
3,I,right_arm,1.3985607619391509e-05,9.689348952594256e-06,2.037349843790837,10416045.0,58
4,I,right_tip,1.8979103193993277e-06,1.4813998192537668e-06,0.9222916281140875,11908841.5,12
5,I,full,7.382355093654534e-06,5.052357984797094e-06,2.162689690657589,6150676.0,205
6,II,left_tip,3.857569044716769e-06,2.6346222863072886e-06,1.8164856423626008,523541.5,9
7,II,left_arm,1.0278841405923392e-05,6.587308925004565e-06,2.4967588116038515,1851548.5,49
8,II,center,3.82966561644056e-06,2.6611196090969053e-06,2.01987937991791,6276110.0,62
9,II,right_arm,1.504414393062474e-05,9.910263599079078e-06,2.3744721341201127,10879442.0,56
10,II,right_tip,1.2647243503679274e-05,9.405472176851413e-06,1.5279724402062027,12304434.5,24
11,II,full,6.780584525144484e-06,4.613145831845872e-06,2.2026547412995727,6373095.5,200
12,III,left_tip,6.518241761684229e-06,4.341053433332599e-06,1.9626535601391772,293658.5,8
13,III,left_arm,1.4786556032181936e-05,1.1041428849182802e-05,1.5610249682581319,1667978.5,105
14,III,center,5.405449645470672e-06,3.7209919991192634e-06,2.0873436513930925,5579504.0,77
15,III,right_arm,7.626713275663884e-06,5.319463727962884e-06,1.9512545715841636,9620239.5,51
16,III,right_tip,1.5119650176700672e-05,1.0443563093828069e-05,2.0072820944830414,11361683.5,32
17,III,full,8.235939489048748e-06,5.817261246483899e-06,1.9516368279488363,5946628.0,273
18,IV,left_tip,8.194260346728654e-06,5.372614061311062e-06,2.13177603525132,298744.5,9
19,IV,left_arm,6.839010890230043e-06,4.524293920639502e-06,2.317883947120936,2098158.0,46
20,IV,center,5.912835091877688e-06,4.210659669199197e-06,1.8769267440598165,6954489.0,84
21,IV,right_arm,1.7896133273786937e-05,1.298652556416508e-05,1.7594441910369965,11789977.5,146
22,IV,right_tip,3.9027757219678246e-06,3.2092944149867563e-06,0.8240911022419876,13618472.5,8
23,IV,full,8.358667288060032e-06,5.926932065409395e-06,1.9291410883843225,6983570.5,293
24,V,left_tip,3.672980554781868e-05,2.5462458807962594e-05,1.9617111810987815,167883.0,42
25,V,left_arm,2.0689408148213802e-05,1.4636672779234452e-05,1.9394049673401677,2396143.5,175
26,V,center,6.957872204986249e-06,4.989124136451237e-06,1.8409888027365093,8157570.5,116
27,V,right_arm,3.46547791178377e-05,2.364634688511191e-05,2.1849163054896215,13361932.5,262
28,V,right_tip,4.322125588948703e-06,2.9519026798648894e-06,1.6325480491314641,15103638.5,4
29,V,full,1.6044210335921156e-05,1.1215664976455033e-05,2.0321291106209314,7671016.0,599
30,X,left_tip,1.0239491906403995e-05,6.751590886530775e-06,2.311514863670668,805194.0,35
31,X,left_arm,8.027091728594694e-06,5.622452547900211e-06,1.9616080752530154,3135610.5,50
32,X,center,6.67263496794355e-06,4.544257661769626e-06,2.168550451497723,7293197.0,72
33,X,right_arm,5.8653232014557175e-06,4.223114449345605e-06,1.7867561971439743,12039194.5,55
34,X,right_tip,1.69116865053938e-05,1.1139287361512687e-05,2.382375372147346,15062417.5,63
35,X,full,8.10758311082089e-06,5.5544115195880675e-06,2.163199604476193,7986003.5,275
