N	eigenvalue	difference	twstat	p-value	effect.n
1	32.253537	NA	83.140	1.51778e-221	97.454
2	27.341104	-4.912434	87.355	1.88358e-238	115.450
3	18.519173	-8.821930	58.340	4.92918e-131	135.657
4	14.165372	-4.353801	37.723	4.73038e-69	145.617
5	13.792481	-0.372891	40.279	5.425e-76	150.679
6	13.433484	-0.358997	43.199	3.41795e-84	156.400
7	12.581559	-0.851925	42.100	4.50261e-81	162.916
8	11.407687	-1.173872	37.169	1.40566e-67	169.322
9	10.995556	-0.412131	38.086	5.04286e-70	174.750
10	10.714697	-0.280858	40.237	7.0922e-76	180.496
11	10.433514	-0.281183	42.539	2.58216e-82	186.860
12	10.306795	-0.126719	46.790	1.16363e-94	193.923
13	10.178647	-0.128148	51.673	1.50384e-109	202.253
14	9.983521	-0.195126	56.487	6.19579e-125	212.169
15	9.744558	-0.238963	61.434	1.93914e-141	223.836
16	8.945665	-0.798893	58.665	4.09043e-132	237.499
17	8.619860	-0.325805	61.706	2.29103e-142	250.605
18	8.346316	-0.273544	65.751	2.1499e-156	265.174
19	7.556635	-0.789681	60.544	2.03428e-138	281.722
20	7.387984	-0.168651	65.188	2.03731e-154	296.786
21	6.926824	-0.461160	64.209	5.39421e-151	314.119
22	6.678491	-0.248333	66.928	1.46591e-160	331.596
23	6.582069	-0.096422	73.305	9.28136e-184	350.768
24	6.102314	-0.479755	70.786	1.80654e-174	373.474
25	5.880261	-0.222053	73.674	3.92361e-185	395.766
26	5.479786	-0.400475	71.247	3.70828e-176	420.232
27	5.274027	-0.205758	73.401	4.05812e-184	444.326
28	4.847279	-0.426748	67.972	2.74526e-164	470.351
29	4.513461	-0.333818	63.747	2.17815e-149	494.446
30	4.296661	-0.216800	62.374	1.18787e-144	517.172
31	3.902238	-0.394424	53.366	6.97004e-115	539.897
32	3.284698	-0.617539	33.339	1.08188e-57	558.916
33	3.271257	-0.013441	35.532	2.75344e-63	570.052
34	3.082822	-0.188435	30.442	1.40479e-50	582.218
35	2.852926	-0.229896	22.923	1.07925e-33	592.703
36	2.766331	-0.086595	21.021	8.21636e-30	600.747
37	2.678657	-0.087675	18.876	1.21785e-25	608.283
38	2.561896	-0.116761	15.199	4.98926e-19	615.234
39	2.517339	-0.044557	14.597	5.15354e-18	621.135
40	2.509924	-0.007415	15.686	7.31141e-20	626.926
41	2.391760	-0.118164	11.517	3.70218e-13	633.122
42	2.363003	-0.028757	11.403	5.44517e-13	638.134
43	2.298647	-0.064356	9.515	2.55373e-10	643.170
44	2.270363	-0.028284	9.296	5.02327e-10	647.712
45	2.219685	-0.050678	7.922	1.0295e-08	652.240
46	2.161108	-0.058577	6.056	1.68079e-06	656.422
47	2.132329	-0.028779	5.615	5.13318e-06	660.124
48	2.101801	-0.030528	5.050	2.03279e-05	663.740
49	2.080841	-0.020960	4.949	2.5814e-05	667.236
50	2.053740	-0.027101	4.507	7.176e-05	670.737
51	2.019367	-0.034373	3.643	0.00046946	674.149
52	2.013784	-0.005583	4.288	0.000117231	677.356
53	1.975024	-0.038759	3.140	0.00129838	680.771
54	1.959568	-0.015457	3.216	0.00111876	683.900
55	1.936050	-0.023518	2.837	0.00233089	687.079
56	1.914118	-0.021932	2.521	0.00418439	690.181
57	1.896661	-0.017457	2.437	0.00487241	693.225
58	1.851727	-0.044934	0.766	0.0667877	696.273
59	1.839264	-0.012463	0.891	0.0564677	698.889
60	1.798280	-0.040984	-0.648	0.314787	701.562
61	1.784628	-0.013652	-0.652	0.315942	703.843
62	1.774443	-0.010185	-0.457	0.26575	706.141
63	1.739164	-0.035279	-1.759	0.654723	708.511
64	1.728088	-0.011076	-1.662	0.625001	710.552
65	1.679164	-0.048924	-3.862	0.989088	712.635
66	1.660184	-0.018980	-4.321	0.997021	714.160
67	1.651472	-0.008712	-4.171	0.99533	715.578
68	1.627508	-0.023964	-4.964	0.99968	717.046
69	1.613032	-0.014475	-5.198	0.999875	718.323
70	1.599265	-0.013768	-5.400	0.999948	719.549
71	1.578443	-0.020822	-6.057	0.999998	720.733
72	1.578244	-0.000199	-5.432	0.999955	721.760
73	1.555911	-0.022334	-6.203	0.999999	722.952
74	1.554010	-0.001900	-5.692	0.999987	723.958
75	1.542679	-0.011332	-5.776	0.999991	725.100
76	1.520579	-0.022100	-6.568	1	726.228
77	1.514653	-0.005926	-6.332	1	727.163
78	1.507329	-0.007323	-6.183	0.999999	728.164
79	1.506375	-0.000954	-5.611	0.99998	729.210
80	1.485789	-0.020586	-6.332	1	730.412
81	1.476604	-0.009185	-6.316	1	731.435
82	1.463930	-0.012674	-6.539	1	732.469
83	1.456139	-0.007790	-6.442	1	733.452
84	1.446480	-0.009659	-6.472	1	734.468
85	1.439262	-0.007218	-6.340	1	735.482
86	1.427320	-0.011942	-6.533	1	736.538
87	1.422736	-0.004584	-6.225	0.999999	737.551
88	1.415808	-0.006928	-6.074	0.999998	738.653
89	1.411380	-0.004428	-5.746	0.99999	739.803
90	1.388108	-0.023272	-6.744	1	741.050
91	1.376463	-0.011645	-6.952	1	742.035
92	1.362974	-0.013489	-7.302	1	742.971
93	1.357057	-0.005917	-7.122	1	743.820
94	1.352025	-0.005032	-6.875	1	744.723
95	1.346802	-0.005223	-6.637	1	745.699
96	1.342289	-0.004513	-6.342	1	746.747
97	1.333222	-0.009067	-6.378	1	747.883
98	1.319274	-0.013948	-6.780	1	749.018
99	1.314497	-0.004778	-6.515	1	750.048
100	1.307728	-0.006768	-6.394	1	751.159
101	1.301254	-0.006474	-6.251	0.999999	752.313
102	1.287571	-0.013683	-6.655	1	753.515
103	1.266099	-0.021473	-7.673	1	754.610
104	1.263431	-0.002667	-7.279	1	755.426
105	1.255491	-0.007940	-7.285	1	756.358
106	1.253386	-0.002105	-6.839	1	757.294
107	1.242144	-0.011243	-7.099	1	758.364
108	1.233826	-0.008318	-7.139	1	759.367
109	1.232504	-0.001322	-6.630	1	760.365
110	1.230612	-0.001892	-6.153	0.999999	761.518
111	1.226535	-0.004077	-5.838	0.999994	762.821
112	1.216929	-0.009606	-5.963	0.999997	764.227
113	1.189531	-0.027398	-7.543	1	765.606
114	1.180015	-0.009516	-7.718	1	766.523
