"","samples","cluster","frac_cluster","max_frac","strain","lat","long","geo","Lineage"
"1","QG3856","A",1e-05,0.349379,"QG3856",10.42540556,-84.00121667,"Central America","LAC"
"2","NIC1927","A",1e-05,0.368965,"NIC1927",14.719237,-61.100187,"Caribbean","LAC"
"3","QG3828","A",1e-05,0.370663,"QG3828",10.42346389,-84.00128333,"Central America","LAC"
"4","QG3547","A",1e-05,0.394694,"QG3547",10.42551667,-84.01403333,"Central America","LAC"
"5","NIC1341","A",1.8e-05,0.395297,"NIC1341",4.047429012,-52.67763203,"South America","LAC"
"6","NIC1962","A",1e-05,0.413233,"NIC1962",14.744117,-61.093023,"Caribbean","LAC"
"7","JU1975","A",1e-05,0.419237,"JU1975",-2.96,-59.84,"South America","LAC"
"8","QG3800","A",1e-05,0.419691,"QG3800",10.42974,-84.00938,"Central America","LAC"
"9","QG800","A",1e-05,0.428734,"QG800",9.158057,-79.834221,"Central America","LAC"
"10","NIC1157","A",1e-05,0.429173,"NIC1157",-12.990649,-69.507455,"South America","LAC"
"11","NIC1651","A",1e-05,0.43514,"NIC1651",25.02814,121.74912,"Taiwan","Tw3"
"12","NIC1156","A",1e-05,0.442355,"NIC1156",-12.990649,-69.507455,"South America","LAC"
"13","QG942","A",1e-05,0.442911,"QG942",9.144538,-79.854772,"Central America","LAC"
"14","JU2750","A",1e-05,0.443581,"JU2750",16.1761,-61.6951,"Caribbean","LAC"
"15","JU2505","A",1e-05,0.444489,"JU2505",10.4708,-84.6452,"Central America","LAC"
"16","NIC2360","A",1e-05,0.457304,"NIC2360",4.03893102,-52.67661296,"South America","LAC"
"17","NIC443","A",1e-05,0.461439,"NIC443",4.08447,-52.67858,"South America","LAC"
"18","QG3850","A",1e-05,0.469433,"QG3850",10.42972,-84.00718,"Central America","LAC"
"19","NIC940","A",1e-05,0.474289,"NIC940",4.03091,-52.68124,"South America","LAC"
"20","NIC426","A",1.1e-05,0.476432,"NIC426",5.41125,-53.65478,"South America","LAC"
"21","QG840","A",1e-05,0.478762,"QG840",9.161421,-79.837195,"Central America","LAC"
"22","NIC934","A",1e-05,0.485814,"NIC934",4.04783,-52.67766,"South America","LAC"
"23","NIC407","A",1e-05,0.487786,"NIC407",5.41418,-53.65416,"South America","LAC"
"24","JU2752","A",1e-05,0.488136,"JU2752",16.1761,-61.6951,"Caribbean","LAC"
"25","QG2716","A",1e-05,0.488596,"QG2716",9.16835,-79.839279,"Central America","LAC"
"26","NIC1856","A",1e-05,0.488909,"NIC1856",14.674356,-61.095002,"Caribbean","LAC"
"27","NIC1257","A",1e-05,0.491701,"NIC1257",4.085349999,-52.68294297,"South America","LAC"
"28","NIC363","A",1e-05,0.492649,"NIC363",4.95234,-52.49148,"South America","LAC"
"29","NIC2373","A",1e-05,0.496414,"NIC2373",4.042470027,-52.67842798,"South America","LAC"
"30","NIC314","A",1e-05,0.512491,"NIC314",4.03715,-52.67214,"South America","LAC"
"31","NIC359","A",1e-05,0.512922,"NIC359",4.0911,-52.68536,"South America","LAC"
"32","JU1976","A",1e-05,0.513657,"JU1976",-2.96,-59.84,"South America","LAC"
"33","NIC2365","A",1e-05,0.515779,"NIC2365",4.038977036,-52.667358,"South America","LAC"
"34","NIC420","A",1e-05,0.517824,"NIC420",5.41089,-53.6565,"South America","LAC"
"35","QG3529","A",1e-05,0.520274,"QG3529",10.43288,-84.00678,"Central America","LAC"
"36","NIC1386","A",1e-05,0.521795,"NIC1386",3.602447016,-53.19164,"South America","LAC"
"37","QG3795","A",1e-05,0.521948,"QG3795",10.42608333,-84.0092,"Central America","LAC"
"38","NIC1004","A",1e-05,0.523734,"NIC1004",4.03896,-52.66843,"South America","LAC"
"39","NIC365","A",1e-05,0.524702,"NIC365",4.03617,-52.67805,"South America","LAC"
"40","JU3170","A",1e-05,0.532135,"JU3170",0.289,6.612,"Africa","Af"
"41","NIC1950","A",1e-05,0.532571,"NIC1950",14.743477,-61.095204,"Caribbean","HC"
"42","NIC312","A",1e-05,0.532681,"NIC312",4.03892,-52.67656,"South America","LAC"
"43","NIC945","A",1e-05,0.535144,"NIC945",4.03707,-52.6772,"South America","LAC"
"44","NIC753","A",1e-05,0.536866,"NIC753",15.39802,-61.31219,"Caribbean","LAC"
"45","NIC907","A",1e-05,0.536927,"NIC907",4.04842,-52.67683,"South America","LAC"
"46","HPT33","A",1e-05,0.544646,"HPT33",-5.2563,119.86386,"Indonesia","Indo3"
"47","NIC1913","A",1e-05,0.553797,"NIC1913",14.724882,-61.105406,"Caribbean","LAC"
"48","NIC1419","A",1e-05,0.557833,"NIC1419",3.603130979,-53.19263603,"South America","LAC"
"49","NIC1851","A",1e-05,0.5582,"NIC1851",14.72499,-61.105335,"Caribbean","LAC"
"50","QG3808","A",1e-05,0.559623,"QG3808",10.43288,-84.00678,"Central America","LAC"
"51","NIC894","A",1e-05,0.563142,"NIC894",22.01967,121.57357,"Taiwan","Tw4"
"52","NIC895","A",1e-05,0.563142,"NIC895",22.01967,121.57357,"Taiwan","Tw4"
"53","NIC1679","A",1e-05,0.564445,"NIC1679",22.08922,120.84876,"Taiwan","Tw7"
"54","NIC479","A",1e-05,0.564937,"NIC479",4.08631,-52.67243,"South America","LAC"
"55","NIC898","A",1e-05,0.565343,"NIC898",22.01967,121.57357,"Taiwan","Tw4"
"56","QG3848","A",1e-05,0.565958,"QG3848",10.43082,-84.01138,"Central America","LAC"
"57","NIC1328","A",1e-05,0.566178,"NIC1328",4.048613962,-52.676549,"South America","LAC"
"58","NIC920","A",1e-05,0.573711,"NIC920",4.04232,-52.68144,"South America","LAC"
"59","QG3863","A",1e-05,0.574127,"QG3863",10.42974,-84.00938,"Central America","LAC"
"60","NIC955","A",1e-05,0.574836,"NIC955",4.04973,-52.67652,"South America","LAC"
"61","NIC1378","A",1e-05,0.577279,"NIC1378",4.0951,-52.686219,"South America","LAC"
"62","NIC2355","A",1e-05,0.581664,"NIC2355",4.041457996,-52.676275,"South America","LAC"
"63","NIC1862","A",1e-05,0.583037,"NIC1862",14.843986,-61.214646,"Caribbean","LAC"
"64","JU1835","A",1e-05,0.58445,"JU1835",4.085783,-52.6791,"South America","LAC"
"65","NIC925","A",1e-05,0.584764,"NIC925",4.03975,-52.67435,"South America","LAC"
"66","QG3514","A",1e-05,0.586384,"QG3514",10.43089,-84.00684,"Central America","LAC"
"67","NIC1383","A",1e-05,0.588205,"NIC1383",4.038909981,-52.673385,"South America","LAC"
"68","NIC986","A",1e-05,0.58889,"NIC986",4.03726,-52.67243,"South America","LAC"
"69","NIC454","A",1e-05,0.591383,"NIC454",4.08318,-52.68343,"South America","LAC"
"70","NIC461","A",1e-05,0.591383,"NIC461",4.08318,-52.68343,"South America","LAC"
"71","NIC773","A",1e-05,0.593563,"NIC773",15.3456,-61.30918,"Caribbean","LAC"
"72","ECA806","A",1e-05,0.596558,"ECA806",20.813647,-156.118573,"Hawaii","Af"
"73","HPT56","A",1e-05,0.596775,"HPT56",-8.52582,115.167492,"Indonesia","Indo1"
"74","NIC929","A",1e-05,0.596993,"NIC929",4.04027,-52.67537,"South America","LAC"
"75","NIC2362","A",1e-05,0.599633,"NIC2362",4.038404971,-52.677023,"South America","LAC"
"76","NIC1886","A",1e-05,0.600818,"NIC1886",14.705951,-61.092991,"Caribbean","LAC"
"77","NIC404","A",1e-05,0.602134,"NIC404",5.41011,-53.65462,"South America","LAC"
"78","QG3799","A",1e-05,0.606892,"QG3799",10.43008,-84.00894,"Central America","LAC"
"79","NIC436","A",1e-05,0.607059,"NIC436",4.08678,-52.67515,"South America","LAC"
"80","QG3786","A",1e-05,0.608195,"QG3786",10.42963,-84.00833,"Central America","LAC"
"81","NIC944","A",1e-05,0.611957,"NIC944",4.03799,-52.6772,"South America","LAC"
"82","NIC1028","A",1e-05,0.614173,"NIC1028",4.03896,-52.66843,"South America","LAC"
"83","NIC322","A",1e-05,0.617587,"NIC322",5.29111,-53.05539,"South America","LAC"
"84","JU1635","A",1e-05,0.618471,"JU1635",17.121,-25.0492,"Africa","LAC"
"85","NIC1555","A",1e-05,0.618556,"NIC1555",25.02132,121.73295,"Taiwan","Tw3"
"86","NIC1382","A",1e-05,0.6223,"NIC1382",4.038440008,-52.67334703,"South America","LAC"
"87","JU1819","A",1e-05,0.622375,"JU1819",4.08805,-52.675667,"South America","LAC"
"88","NIC417","A",1e-05,0.625189,"NIC417",4.07829,-52.68732,"South America","LAC"
"89","NIC916","A",1e-05,0.630644,"NIC916",4.03928,-52.67371,"South America","LAC"
"90","JU1849","A",1e-05,0.630826,"JU1849",4.086683,-52.68165,"South America","LAC"
"91","QG3845","A",1e-05,0.631395,"QG3845",10.43082,-84.01138,"Central America","LAC"
"92","NIC1376","A",1e-05,0.632085,"NIC1376",4.083392993,-52.68151998,"South America","LAC"
"93","NIC1928","A",1e-05,0.632443,"NIC1928",14.719237,-61.100187,"Caribbean","HC"
"94","NIC1433","A",1e-05,0.632821,"NIC1433",4.055725001,-52.67804501,"South America","LAC"
"95","NIC1425","A",1e-05,0.632922,"NIC1425",4.039971968,-52.674937,"South America","LAC"
"96","NIC1372","A",1e-05,0.637485,"NIC1372",4.081040025,-52.68228097,"South America","LAC"
