"","samples","cluster","frac_cluster","max_frac","strain","lat","long","geo","Lineage"
"1","NIC1382","A",1e-05,0.374311,"NIC1382",4.038440008,-52.67334703,"South America","LAC"
"2","NIC492","A",0.162563,0.389333,"NIC492",4.0864,-52.67639,"South America","LAC"
"3","JU2750","A",1e-05,0.3915,"JU2750",16.1761,-61.6951,"Caribbean","LAC"
"4","NIC944","A",1e-05,0.409426,"NIC944",4.03799,-52.6772,"South America","LAC"
"5","NIC384","A",1e-05,0.41793,"NIC384",4.06126,-52.67946,"South America","LAC"
"6","NIC1592","A",1e-05,0.421629,"NIC1592",24.68622,121.13734,"Taiwan","Tw6"
"7","NIC1594","A",1e-05,0.421805,"NIC1594",24.68622,121.13734,"Taiwan","Tw6"
"8","JU2752","A",1e-05,0.444197,"JU2752",16.1761,-61.6951,"Caribbean","LAC"
"9","NIC496","A",0.103991,0.464489,"NIC496",4.08803,-52.67552,"South America","LAC"
"10","QG3880","A",1e-05,0.465269,"QG3880",10.43089,-84.00684,"Central America","LAC"
"11","NIC1170","A",1e-05,0.470318,"NIC1170",-12.87956603,-69.49155604,"South America","LAC"
"12","NIC986","A",1e-05,0.472528,"NIC986",4.03726,-52.67243,"South America","LAC"
"13","ECA790","A",1e-05,0.481049,"ECA790",22.053952,-159.367837,"Hawaii","HC"
"14","ECA794","A",1e-05,0.481301,"ECA794",22.053952,-159.367837,"Hawaii","HC"
"15","NIC1430","A",0.045977,0.487809,"NIC1430",4.049461037,-52.67627399,"South America","LAC"
"16","QG3024","A",1e-05,0.490381,"QG3024",9.1584,-79.84555,"Central America","LAC"
"17","QG3789","A",1e-05,0.492362,"QG3789",10.42608333,-84.0092,"Central America","LAC"
"18","NIC1862","A",1e-05,0.493504,"NIC1862",14.843986,-61.214646,"Caribbean","LAC"
"19","NIC1950","A",1e-05,0.495143,"NIC1950",14.743477,-61.095204,"Caribbean","HC"
"20","NIC1419","A",0.498635,0.498635,"NIC1419",3.603130979,-53.19263603,"South America","LAC"
"21","QG2716","A",0.197368,0.503981,"QG2716",9.16835,-79.839279,"Central America","LAC"
"22","NIC1188","A",0.483882,0.515858,"NIC1188",-12.88252903,-69.48456,"South America","LAC"
"23","NIC478","A",1e-05,0.516765,"NIC478",4.08855,-52.67645,"South America","LAC"
"24","NIC1476","A",0.518262,0.518262,"NIC1476",4.086242002,-52.67756699,"South America","LAC"
"25","NIC1136","A",1e-05,0.518635,"NIC1136",-12.872141,-69.49788203,"South America","LAC"
"26","NIC443","A",0.230059,0.522199,"NIC443",4.08447,-52.67858,"South America","LAC"
"27","NIC1257","A",1e-05,0.523044,"NIC1257",4.085349999,-52.68294297,"South America","LAC"
"28","NIC125","A",1e-05,0.524179,"NIC125",16.0207,-61.597,"Caribbean","LAC"
