"","samples","cluster","frac_cluster","max_frac","strain","lat","long","geo","Lineage"
"254","QG3873","A",1e-05,0.938027,"QG3873",10.44027,-84.01227,"Central America","LAC"
"255","NIC1155","A",1e-05,0.95032,"NIC1155",-12.87564204,-69.49654997,"South America","LAC"
"256","NIC489","A",1e-05,0.951282,"NIC489",4.08695,-52.67731,"South America","LAC"
"257","JU1836","A",1e-05,0.953849,"JU1836",4.087883,-52.680033,"South America","LAC"
"258","NIC1307","A",1e-05,0.960992,"NIC1307",4.868027978,-52.34595903,"South America","LAC"
"259","QG2716","A",1e-05,0.961084,"QG2716",9.16835,-79.839279,"Central America","LAC"
"260","NIC1392","A",1e-05,0.978369,"NIC1392",3.601659033,-53.190647,"South America","LAC"
"261","NIC1116","A",1e-05,0.981997,"NIC1116",-12.838824,-71.365178,"South America","LAC"
"262","JU1976","A",1e-05,0.986804,"JU1976",-2.96,-59.84,"South America","LAC"
"263","NIC1142","A",1e-05,0.990847,"NIC1142",-12.87388603,-69.49565898,"South America","LAC"
"264","NIC1153","A",1.4e-05,0.999707,"NIC1153",-12.87629499,-69.49540299,"South America","LAC"
"265","NIC422","A",1.7e-05,0.999707,"NIC422",4.03943,-52.67587,"South America","LAC"
"266","NIC956","A",1e-05,0.999709,"NIC956",4.0401,-52.67504,"South America","LAC"
"267","NIC1553","A",1e-05,0.99971,"NIC1553",25.02212,121.73275,"Taiwan","Tw3"
"268","NIC909","A",1.5e-05,0.999713,"NIC909",4.03955,-52.67374,"South America","LAC"
"269","ECA805","A",1e-05,0.999716,"ECA805",20.807406,-156.096654,"Hawaii","Hw1"
"270","BRC20464","A",1e-05,0.999717,"BRC20464",24.822726,121.735653,"Taiwan","Tw3"
"271","ECA789","A",1e-05,0.999717,"ECA789",21.336056,-157.799786,"Hawaii","Hw3"
"272","NIC1175","A",1e-05,0.999717,"NIC1175",-12.88087302,-69.49066697,"South America","LAC"
"273","NIC125","A",1.3e-05,0.999718,"NIC125",16.0207,-61.597,"Caribbean","LAC"
"274","NIC1912","A",1.1e-05,0.999718,"NIC1912",14.724882,-61.105406,"Caribbean","LAC"
"275","JU1641","A",1e-05,0.999719,"JU1641",14.9174,-23.6049,"Africa","Af"
"276","NIC1146","A",1.7e-05,0.999719,"NIC1146",-12.875765,-69.49353903,"South America","LAC"
"277","NIC1180","A",1e-05,0.999719,"NIC1180",-12.88253004,-69.48824904,"South America","LAC"
"278","NIC1545","A",1e-05,0.999719,"NIC1545",25.05343,121.77265,"Taiwan","Tw3"
"279","NIC1561","A",1e-05,0.999719,"NIC1561",25.00481,121.73369,"Taiwan","Tw3"
"280","QG4714","A",1e-05,0.999719,"QG4714",6.8577,158.2157,"Micronesia","Mic2"
"281","QG5305","A",1e-05,0.999719,"QG5305",6.9194,158.271,"Micronesia","Mic1"
"282","ECA1453","A",1.9e-05,0.99972,"ECA1453",19.854497,-155.15326,"Hawaii","Hw2"
"283","ECA1581","A",1e-05,0.99972,"ECA1581",21.317253,-157.81937,"Hawaii","Hw1"
"284","NIC1167","A",2e-05,0.99972,"NIC1167",-12.87739897,-69.49448098,"South America","LAC"
