"","samples","cluster","frac_cluster","max_frac","strain","lat","long","geo"
"1","QG3871","A",1e-05,0.298567,"QG3871",10.44027,-84.01227,"Central America"
"2","NIC1862","A",1e-05,0.325874,"NIC1862",14.843986,-61.214646,"Caribbean"
"3","NIC1927","A",1e-05,0.3642,"NIC1927",14.719237,-61.100187,"Caribbean"
"4","QG3793","A",1e-05,0.372592,"QG3793",10.42583333,-84.00995,"Central America"
"5","NIC1157","A",1e-05,0.381579,"NIC1157",-12.990649,-69.507455,"South America"
"6","NIC443","A",1e-05,0.39687,"NIC443",4.08447,-52.67858,"South America"
"7","NIC1156","A",1e-05,0.40499,"NIC1156",-12.990649,-69.507455,"South America"
"8","NIC940","A",1e-05,0.410591,"NIC940",4.03091,-52.68124,"South America"
"9","NIC479","A",1e-05,0.449212,"NIC479",4.08631,-52.67243,"South America"
"10","NIC416","A",1e-05,0.450216,"NIC416",4.03714,-52.67109,"South America"
"11","NIC436","A",1e-05,0.451499,"NIC436",4.08678,-52.67515,"South America"
"12","NIC965","A",1e-05,0.453705,"NIC965",4.03701,-52.67172,"South America"
"13","NIC927","A",1e-05,0.454695,"NIC927",4.04213,-52.68083,"South America"
"14","NIC1422","A",1e-05,0.457952,"NIC1422",3.639726033,-53.20330401,"South America"
"15","NIC917","A",1e-05,0.45993,"NIC917",4.03446,-52.67816,"South America"
"16","NIC961","A",1e-05,0.46423,"NIC961",4.03726,-52.67143,"South America"
"17","QG3800","A",1e-05,0.466702,"QG3800",10.42974,-84.00938,"Central America"
"18","JU2752","A",1e-05,0.469989,"JU2752",16.1761,-61.6951,"Caribbean"
"19","ECA790","A",1e-05,0.47202,"ECA790",22.053952,-159.367837,"Hawaii"
"20","ECA794","A",1e-05,0.472193,"ECA794",22.053952,-159.367837,"Hawaii"
"21","NIC1856","A",1e-05,0.47405,"NIC1856",14.674356,-61.095002,"Caribbean"
"22","QG3808","A",1e-05,0.475101,"QG3808",10.43288,-84.00678,"Central America"
"23","JU1819","A",1e-05,0.475995,"JU1819",4.08805,-52.675667,"South America"
"24","NIC407","A",1e-05,0.48037,"NIC407",5.41418,-53.65416,"South America"
"25","QG3828","A",1e-05,0.482156,"QG3828",10.42346389,-84.00128333,"Central America"
"26","NIC909","A",1e-05,0.485566,"NIC909",4.03955,-52.67374,"South America"
"27","NIC422","A",1e-05,0.500697,"NIC422",4.03943,-52.67587,"South America"
"28","QG3850","A",1e-05,0.505705,"QG3850",10.42972,-84.00718,"Central America"
"29","NIC389","A",1e-05,0.510603,"NIC389",5.29111,-53.05539,"South America"
"30","QG3529","A",1e-05,0.514039,"QG3529",10.43288,-84.00678,"Central America"
"31","NIC99","A",1e-05,0.51578,"NIC99",4.08747,-52.67394,"South America"
"32","NIC1886","A",1e-05,0.518105,"NIC1886",14.705951,-61.092991,"Caribbean"
"33","JU1846","A",1e-05,0.519764,"JU1846",4.0911,-52.674633,"South America"
"34","NIC2360","A",1e-05,0.522003,"NIC2360",4.03893102,-52.67661296,"South America"
"35","QG800","A",1e-05,0.52636,"QG800",9.158057,-79.834221,"Central America"
"36","NIC989","A",1e-05,0.527762,"NIC989",4.03713,-52.67196,"South America"
"37","NIC57","A",1e-05,0.528879,"NIC57",4.08658,-52.67928,"South America"
"38","NIC1950","A",1e-05,0.530021,"NIC1950",14.743477,-61.095204,"Caribbean"
"39","QG4871","A",1e-05,0.531662,"QG4871",6.9204,158.2633,"Micronesia"
"40","QG4870","A",1e-05,0.531663,"QG4870",6.9204,158.2633,"Micronesia"
"41","QG4892","A",1e-05,0.531937,"QG4892",6.9204,158.2633,"Micronesia"
"42","QG4740","A",1e-05,0.531958,"QG4740",6.9204,158.2633,"Micronesia"
"43","NIC1004","A",1e-05,0.532334,"NIC1004",4.03896,-52.66843,"South America"
"44","NIC413","A",1e-05,0.534716,"NIC413",4.07244,-52.69034,"South America"
"45","NIC249","A",1e-05,0.535552,"NIC249",16.0207,-61.597,"Caribbean"
"46","NIC193","A",1e-05,0.536374,"NIC193",16.0207,-61.597,"Caribbean"
"47","NIC1338","A",1e-05,0.543382,"NIC1338",4.048259994,-52.67714798,"South America"
"48","NIC988","A",1e-05,0.545038,"NIC988",4.03726,-52.67243,"South America"
"49","NIC359","A",1e-05,0.546372,"NIC359",4.0911,-52.68536,"South America"
"50","NIC1432","A",1e-05,0.546979,"NIC1432",4.087813022,-52.67992197,"South America"
"51","NIC2375","A",1e-05,0.547706,"NIC2375",4.042458963,-52.67848103,"South America"
"52","JU2750","A",1e-05,0.548219,"JU2750",16.1761,-61.6951,"Caribbean"
"53","NIC1392","A",1e-05,0.548483,"NIC1392",3.601659033,-53.190647,"South America"
"54","QG3880","A",1e-05,0.549656,"QG3880",10.43089,-84.00684,"Central America"
"55","NIC1477","A",1e-05,0.551459,"NIC1477",4.086242002,-52.67756699,"South America"
"56","NIC987","A",1e-05,0.552226,"NIC987",4.03726,-52.67243,"South America"
"57","NIC2373","A",1e-05,0.552748,"NIC2373",4.042470027,-52.67842798,"South America"
"58","NIC469","A",1e-05,0.564767,"NIC469",4.0883,-52.67541,"South America"
"59","NIC934","A",1e-05,0.566255,"NIC934",4.04783,-52.67766,"South America"
"60","QG3856","A",1e-05,0.56694,"QG3856",10.42540556,-84.00121667,"Central America"
"61","QG3848","A",1e-05,0.568972,"QG3848",10.43082,-84.01138,"Central America"
"62","NIC773","A",1e-05,0.569433,"NIC773",15.3456,-61.30918,"Caribbean"
"63","NIC387","A",1e-05,0.571821,"NIC387",4.03671,-52.67728,"South America"
"64","NIC907","A",1e-05,0.577203,"NIC907",4.04842,-52.67683,"South America"
"65","NIC1651","A",0.577632,0.577632,"NIC1651",25.02814,121.74912,"Taiwan"
"66","HPT33","A",1e-05,0.583194,"HPT33",-5.2563,119.86386,"Indonesia"
"67","QG3863","A",1e-05,0.587785,"QG3863",10.42974,-84.00938,"Central America"
"68","QG3514","A",1e-05,0.589918,"QG3514",10.43089,-84.00684,"Central America"
"69","QG2716","A",1e-05,0.590028,"QG2716",9.16835,-79.839279,"Central America"
"70","QG3522","A",1e-05,0.592175,"QG3522",10.42974,-84.00938,"Central America"
"71","QG131","A",1e-05,0.593937,"QG131",22.22955,-159.4764,"Hawaii"
"72","NIC1555","A",0.405461,0.594279,"NIC1555",25.02132,121.73295,"Taiwan"
"73","NIC58","A",1e-05,0.596271,"NIC58",4.08731,-52.67866,"South America"
"74","NIC312","A",1e-05,0.596574,"NIC312",4.03892,-52.67656,"South America"
"75","NIC404","A",1e-05,0.596926,"NIC404",5.41011,-53.65462,"South America"
"76","NIC384","A",1e-05,0.597827,"NIC384",4.06126,-52.67946,"South America"
"77","QG3799","A",1e-05,0.601576,"QG3799",10.43008,-84.00894,"Central America"
"78","NIC929","A",1e-05,0.608236,"NIC929",4.04027,-52.67537,"South America"
"79","NIC2363","A",1e-05,0.608688,"NIC2363",4.037193032,-52.67742399,"South America"
"80","NIC925","A",1e-05,0.609391,"NIC925",4.03975,-52.67435,"South America"
"81","QG3786","A",1e-05,0.61246,"QG3786",10.42963,-84.00833,"Central America"
"82","HPT56","A",1e-05,0.612884,"HPT56",-8.52582,115.167492,"Indonesia"
"83","NIC417","A",1e-05,0.620864,"NIC417",4.07829,-52.68732,"South America"
"84","NIC1383","A",1e-05,0.627086,"NIC1383",4.038909981,-52.673385,"South America"
"85","NIC1433","A",1e-05,0.627416,"NIC1433",4.055725001,-52.67804501,"South America"
"86","NIC2355","A",1e-05,0.627699,"NIC2355",4.041457996,-52.676275,"South America"
"87","NIC1376","A",1e-05,0.628978,"NIC1376",4.083392993,-52.68151998,"South America"
"88","NIC1391","A",1e-05,0.629147,"NIC1391",3.596770959,-53.17791598,"South America"
"89","NIC1976","A",1e-05,0.630223,"NIC1976",14.67639,-61.090457,"Caribbean"
"90","NIC2362","A",1e-05,0.630493,"NIC2362",4.038404971,-52.677023,"South America"
"91","QG3845","A",1e-05,0.633079,"QG3845",10.43082,-84.01138,"Central America"
"92","NIC1928","A",1e-05,0.635141,"NIC1928",14.719237,-61.100187,"Caribbean"
