"","samples","cluster","frac_cluster","max_frac","strain","lat","long","geo","Lineage"
"66","QG3848","A",0.458436,0.541302,"QG3848",10.43082,-84.01138,"Central America","LAC"
"67","NIC94","A",1e-05,0.5452,"NIC94",4.08747,-52.67394,"South America","LAC"
"68","NIC58","A",1e-05,0.548527,"NIC58",4.08731,-52.67866,"South America","LAC"
"69","NIC478","A",1e-05,0.548895,"NIC478",4.08855,-52.67645,"South America","LAC"
"70","ECA790","A",1e-05,0.554347,"ECA790",22.053952,-159.367837,"Hawaii","HC"
"71","ECA794","A",1e-05,0.554463,"ECA794",22.053952,-159.367837,"Hawaii","HC"
"72","NIC312","A",1e-05,0.557116,"NIC312",4.03892,-52.67656,"South America","LAC"
"73","NIC945","A",1e-05,0.557666,"NIC945",4.03707,-52.6772,"South America","LAC"
"74","NIC1383","A",1e-05,0.55956,"NIC1383",4.038909981,-52.673385,"South America","LAC"
"75","NIC1976","A",1e-05,0.559672,"NIC1976",14.67639,-61.090457,"Caribbean","LAC"
"76","NIC894","A",1e-05,0.561057,"NIC894",22.01967,121.57357,"Taiwan","Tw4"
"77","NIC895","A",1e-05,0.561057,"NIC895",22.01967,121.57357,"Taiwan","Tw4"
"78","NIC469","A",1e-05,0.561584,"NIC469",4.0883,-52.67541,"South America","LAC"
"79","NIC898","A",1e-05,0.563552,"NIC898",22.01967,121.57357,"Taiwan","Tw4"
"80","NIC492","A",1.1e-05,0.56473,"NIC492",4.0864,-52.67639,"South America","LAC"
"81","NIC907","A",1e-05,0.565134,"NIC907",4.04842,-52.67683,"South America","LAC"
"82","QG4870","A",1e-05,0.566404,"QG4870",6.9204,158.2633,"Micronesia","Mic2"
"83","QG4871","A",1e-05,0.566404,"QG4871",6.9204,158.2633,"Micronesia","Mic2"
"84","QG4892","A",1e-05,0.566635,"QG4892",6.9204,158.2633,"Micronesia","Mic2"
"85","QG4740","A",1e-05,0.566672,"QG4740",6.9204,158.2633,"Micronesia","Mic2"
"86","NIC413","A",1e-05,0.567734,"NIC413",4.07244,-52.69034,"South America","LAC"
"87","NIC1555","A",1e-05,0.568409,"NIC1555",25.02132,121.73295,"Taiwan","Tw3"
"88","NIC1886","A",1e-05,0.569766,"NIC1886",14.705951,-61.092991,"Caribbean","LAC"
"89","NIC114","A",1e-05,0.569932,"NIC114",16.0435,-61.643,"Caribbean","LAC"
"90","NIC944","A",1e-05,0.572903,"NIC944",4.03799,-52.6772,"South America","LAC"
"91","JU1849","A",1e-05,0.575614,"JU1849",4.086683,-52.68165,"South America","LAC"
"92","NIC940","A",1e-05,0.576919,"NIC940",4.03091,-52.68124,"South America","LAC"
"93","NIC55","A",1e-05,0.583094,"NIC55",4.08225,-52.67965,"South America","LAC"
"94","JU1835","A",1e-05,0.585004,"JU1835",4.085783,-52.6791,"South America","LAC"
"95","QG3514","A",0.240348,0.58612,"QG3514",10.43089,-84.00684,"Central America","LAC"
"96","NIC929","A",1e-05,0.590619,"NIC929",4.04027,-52.67537,"South America","LAC"
"97","NIC1477","A",1.1e-05,0.593186,"NIC1477",4.086242002,-52.67756699,"South America","LAC"
"98","NIC1028","A",1e-05,0.594503,"NIC1028",4.03896,-52.66843,"South America","LAC"
"99","NIC1927","A",1e-05,0.597081,"NIC1927",14.719237,-61.100187,"Caribbean","LAC"
"100","NIC939","A",1e-05,0.598484,"NIC939",4.03128,-52.68028,"South America","LAC"
"101","NIC925","A",1e-05,0.599243,"NIC925",4.03975,-52.67435,"South America","LAC"
"102","NIC393","A",1e-05,0.59927,"NIC393",4.04701,-52.67817,"South America","LAC"
"103","NIC1651","A",1.1e-05,0.601615,"NIC1651",25.02814,121.74912,"Taiwan","Tw3"
"104","QG3818","A",0.198096,0.602322,"QG3818",10.4262,-84.0013167,"Central America","LAC"
"105","QG3863","A",0.603068,0.603068,"QG3863",10.42974,-84.00938,"Central America","LAC"
"106","NIC1338","A",1e-05,0.603942,"NIC1338",4.048259994,-52.67714798,"South America","LAC"
"107","NIC359","A",1e-05,0.605925,"NIC359",4.0911,-52.68536,"South America","LAC"
"108","NIC1341","A",1e-05,0.60658,"NIC1341",4.047429012,-52.67763203,"South America","LAC"
"109","ECA806","A",1e-05,0.609699,"ECA806",20.813647,-156.118573,"Hawaii","Af"
"110","NIC2362","A",1e-05,0.609964,"NIC2362",4.038404971,-52.677023,"South America","LAC"
"111","JU1845","A",1e-05,0.610369,"JU1845",4.089583,-52.67705,"South America","LAC"
"112","NIC2367","A",1e-05,0.618338,"NIC2367",4.038957004,-52.66788497,"South America","LAC"
"113","NIC1928","A",1e-05,0.631905,"NIC1928",14.719237,-61.100187,"Caribbean","HC"
"114","NIC384","A",1e-05,0.63264,"NIC384",4.06126,-52.67946,"South America","LAC"
"115","NIC314","A",1e-05,0.634359,"NIC314",4.03715,-52.67214,"South America","LAC"
"116","NIC955","A",1e-05,0.63913,"NIC955",4.04973,-52.67652,"South America","LAC"
"117","NIC1386","A",1e-05,0.639565,"NIC1386",3.602447016,-53.19164,"South America","LAC"
"118","QG3786","A",0.641115,0.641115,"QG3786",10.42963,-84.00833,"Central America","LAC"
"119","NIC436","A",1e-05,0.644451,"NIC436",4.08678,-52.67515,"South America","LAC"
"120","NIC1328","A",1e-05,0.646769,"NIC1328",4.048613962,-52.676549,"South America","LAC"
"121","JU1847","A",1e-05,0.646978,"JU1847",4.090833,-52.67465,"South America","LAC"
"122","NIC1188","A",1e-05,0.64705,"NIC1188",-12.88252903,-69.48456,"South America","LAC"
"123","NIC551","A",1e-05,0.648157,"NIC551",15.56923,-61.3744,"Caribbean","LAC"
"124","NIC535","A",1e-05,0.649071,"NIC535",15.23686,-61.34787,"Caribbean","LAC"
"125","QG3845","A",0.651005,0.651005,"QG3845",10.43082,-84.01138,"Central America","LAC"
"126","QG3799","A",0.651767,0.651767,"QG3799",10.43008,-84.00894,"Central America","LAC"
"127","NIC454","A",1e-05,0.653831,"NIC454",4.08318,-52.68343,"South America","LAC"
"128","NIC461","A",1e-05,0.653831,"NIC461",4.08318,-52.68343,"South America","LAC"
"129","NIC540","A",1e-05,0.654335,"NIC540",15.23686,-61.34787,"Caribbean","LAC"
"130","NIC1879","A",1e-05,0.656689,"NIC1879",14.746073,-61.086543,"Caribbean","LAC"
"131","NIC1929","A",1e-05,0.658096,"NIC1929",14.670499,-61.09485,"Caribbean","LAC"
"132","NIC983","A",1e-05,0.663194,"NIC983",4.03848,-52.67002,"South America","LAC"
"133","NIC56","A",1e-05,0.668599,"NIC56",4.08263,-52.67992,"South America","LAC"
"134","NIC1381","A",1e-05,0.670578,"NIC1381",4.039456984,-52.67586404,"South America","LAC"
"135","QG131","A",1e-05,0.672454,"QG131",22.22955,-159.4764,"Hawaii","HC"
"136","NIC746","A",1e-05,0.672476,"NIC746",15.31929,-61.30588,"Caribbean","LAC"
"137","NIC458","A",1e-05,0.672912,"NIC458",4.08141,-52.68219,"South America","LAC"
"138","NIC424","A",1e-05,0.67473,"NIC424",5.41432,-53.65382,"South America","LAC"
"139","QG3868","A",0.2474,0.674765,"QG3868",10.43888,-84.01353,"Central America","LAC"
"140","NIC589","A",1e-05,0.675542,"NIC589",15.40528,-61.34618,"Caribbean","LAC"
"141","NIC1939","A",0.105576,0.676037,"NIC1939",14.80577,-61.147328,"Caribbean","LAC"
"142","NIC1177","A",1e-05,0.677945,"NIC1177",-12.881345,-69.49006297,"South America","LAC"
"143","QG3877","A",0.680811,0.680811,"QG3877",10.43008,-84.00894,"Central America","LAC"
"144","NIC2366","A",1e-05,0.680877,"NIC2366",4.038928002,-52.66763904,"South America","LAC"
"145","NIC1476","A",1e-05,0.681525,"NIC1476",4.086242002,-52.67756699,"South America","LAC"
"146","NIC459","A",1e-05,0.683241,"NIC459",4.08161,-52.68424,"South America","LAC"
"147","QG823","A",1e-05,0.685203,"QG823",9.152413,-79.850852,"Central America","LAC"
"148","QG5305","A",1e-05,0.686234,"QG5305",6.9194,158.271,"Micronesia","Mic1"
"149","QG3831","A",0.195852,0.686552,"QG3831",10.43182,-84.01499,"Central America","LAC"
"150","QG3871","A",0.694583,0.694583,"QG3871",10.44027,-84.01227,"Central America","LAC"
"151","NIC1422","A",1e-05,0.696159,"NIC1422",3.639726033,-53.20330401,"South America","LAC"
"152","QG4646","A",1e-05,0.699346,"QG4646",6.8567,158.2236,"Micronesia","Mic1"
"153","QG4782","A",1e-05,0.699501,"QG4782",6.8567,158.2236,"Micronesia","Mic1"
"154","QG4869","A",1e-05,0.699501,"QG4869",6.8567,158.2236,"Micronesia","Mic1"
"155","NIC1372","A",1e-05,0.700508,"NIC1372",4.081040025,-52.68228097,"South America","LAC"
"156","NIC1430","A",1e-05,0.702115,"NIC1430",4.049461037,-52.67627399,"South America","LAC"
"157","NIC953","A",1e-05,0.705,"NIC953",4.03828,-52.6715,"South America","LAC"
"158","NIC1389","A",1e-05,0.705589,"NIC1389",3.616803959,-53.19629196,"South America","LAC"
"159","NIC1004","A",1e-05,0.706736,"NIC1004",4.03896,-52.66843,"South America","LAC"
"160","NIC986","A",1e-05,0.710843,"NIC986",4.03726,-52.67243,"South America","LAC"
"161","QG3834","A",0.083427,0.710921,"QG3834",10.42972,-84.00718,"Central America","LAC"
"162","NIC1419","A",1e-05,0.724618,"NIC1419",3.603130979,-53.19263603,"South America","LAC"
"163","QG853","A",0.725278,0.725278,"QG853",9.159372,-79.835975,"Central America","LAC"
"164","NIC1391","A",1e-05,0.728026,"NIC1391",3.596770959,-53.17791598,"South America","LAC"
"165","NIC1855","A",1e-05,0.728617,"NIC1855",14.675129,-61.095721,"Caribbean","HC"
"166","NIC1382","A",1e-05,0.732692,"NIC1382",4.038440008,-52.67334703,"South America","LAC"
"167","NIC905","A",1e-05,0.735623,"NIC905",4.03799,-52.67317,"South America","LAC"
"168","QG2726","A",0.119385,0.73851,"QG2726",9.1598,-79.8399,"Central America","LAC"
"169","EG5889","A",1e-05,0.739519,"EG5889",18.3,-65.8,"Caribbean","LAC"
"170","HPT33","A",1e-05,0.74055,"HPT33",-5.2563,119.86386,"Indonesia","Indo3"
"171","NIC203","A",1e-05,0.740847,"NIC203",16.0459,-61.6262,"Caribbean","LAC"
"172","NIC441","A",1e-05,0.741755,"NIC441",4.08399,-52.67769,"South America","LAC"
"173","NIC404","A",1e-05,0.744925,"NIC404",5.41011,-53.65462,"South America","LAC"
"174","NIC938","A",1e-05,0.751508,"NIC938",4.03397,-52.67852,"South America","LAC"
"175","QG3543","A",0.110739,0.758108,"QG3543",10.42641667,-84.01201667,"Central America","LAC"
"176","QG3790","A",0.762159,0.762159,"QG3790",10.42551667,-84.01403333,"Central America","LAC"
"177","NIC2360","A",0.173335,0.765721,"NIC2360",4.03893102,-52.67661296,"South America","LAC"
"178","HPT25","A",1e-05,0.770512,"HPT25",-8.5315,116.239193,"Indonesia","Indo2"
"179","NIC1181","A",1e-05,0.771079,"NIC1181",-12.88332003,-69.48725897,"South America","LAC"
"180","NIC1877","A",1e-05,0.771932,"NIC1877",14.744997,-61.092154,"Caribbean","LAC"
"181","QG3847","A",0.146651,0.772694,"QG3847",10.41828889,-84.00399167,"Central America","LAC"
"182","NIC1478","A",1e-05,0.775188,"NIC1478",4.086242002,-52.67756699,"South America","LAC"
"183","NIC934","A",1e-05,0.775636,"NIC934",4.04783,-52.67766,"South America","LAC"
"184","NIC1137","A",1e-05,0.775933,"NIC1137",-12.872141,-69.49788203,"South America","LAC"
"185","NIC933","A",1e-05,0.778576,"NIC933",4.04237,-52.68256,"South America","LAC"
"186","QG3843","A",1e-05,0.779474,"QG3843",10.42963,-84.00833,"Central America","LAC"
"187","NIC85","A",1e-05,0.784868,"NIC85",4.08533,-52.6751,"South America","LAC"
"188","QG3852","A",0.792827,0.792827,"QG3852",10.41900556,-84.00699722,"Central America","LAC"
"189","QG3789","A",0.061754,0.793421,"QG3789",10.42608333,-84.0092,"Central America","LAC"
"190","NIC193","A",1e-05,0.793443,"NIC193",16.0207,-61.597,"Caribbean","LAC"
"191","NIC249","A",1e-05,0.794405,"NIC249",16.0207,-61.597,"Caribbean","LAC"
"192","NIC311","A",1e-05,0.798993,"NIC311",4.09125,-52.67489,"South America","LAC"
"193","NIC496","A",1e-05,0.800743,"NIC496",4.08803,-52.67552,"South America","LAC"
"194","HPT39","A",1e-05,0.802083,"HPT39",-5.252764,119.865139,"Indonesia","Indo2"
"195","NIC1272","A",1e-05,0.804001,"NIC1272",3.648232995,-53.19701498,"South America","LAC"
"196","NIC1275","A",1e-05,0.804848,"NIC1275",3.643404013,-53.19835701,"South America","LAC"
"197","NIC300","A",1e-05,0.805396,"NIC300",4.08969,-52.67731,"South America","LAC"
"198","NIC903","A",1e-05,0.806159,"NIC903",4.04877,-52.67666,"South America","LAC"
"199","NIC753","A",1e-05,0.808966,"NIC753",15.39802,-61.31219,"Caribbean","LAC"
"200","NIC1410","A",1e-05,0.809052,"NIC1410",3.61230799,-53.21481999,"South America","LAC"
"201","QG3785","A",0.049552,0.809723,"QG3785",10.43082,-84.01138,"Central America","LAC"
"202","NIC468","A",1.2e-05,0.811088,"NIC468",4.0883,-52.67541,"South America","LAC"
"203","QG848","A",1e-05,0.814131,"QG848",9.15445,-79.82763,"Central America","LAC"
"204","NIC1962","A",1e-05,0.816968,"NIC1962",14.744117,-61.093023,"Caribbean","LAC"
"205","QG981","A",1e-05,0.818279,"QG981",9.14576403,-79.8544232,"Central America","LAC"
"206","NIC989","A",1e-05,0.819062,"NIC989",4.03713,-52.67196,"South America","LAC"
"207","NIC586","A",1e-05,0.821539,"NIC586",15.40493,-61.34619,"Caribbean","HC"
"208","NIC389","A",1e-05,0.824585,"NIC389",5.29111,-53.05539,"South America","LAC"
"209","NIC1343","A",1e-05,0.826461,"NIC1343",4.048513966,-52.67673198,"South America","LAC"
"210","QG3821","A",1e-05,0.828139,"QG3821",10.42540556,-84.00121667,"Central America","LAC"
"211","NIC426","A",1e-05,0.829121,"NIC426",5.41125,-53.65478,"South America","LAC"
"212","NIC1917","A",1e-05,0.830237,"NIC1917",14.67639,-61.090457,"Caribbean","HC"
"213","QG3817","A",0.836024,0.836024,"QG3817",10.42972,-84.00742,"Central America","LAC"
"214","NIC2364","A",1e-05,0.837947,"NIC2364",4.035310037,-52.67778299,"South America","LAC"
"215","NIC941","A",1e-05,0.839166,"NIC941",4.03687,-52.67743,"South America","LAC"
"216","NIC572","A",1e-05,0.842119,"NIC572",15.47461,-61.29876,"Caribbean","HC"
"217","NIC571","A",1e-05,0.842197,"NIC571",15.47461,-61.29876,"Caribbean","HC"
"218","NIC1657","A",1e-05,0.842444,"NIC1657",25.02814,121.74912,"Taiwan","Tw3"
"219","NIC1656","A",1e-05,0.842507,"NIC1656",25.02814,121.74912,"Taiwan","Tw3"
"220","QG3807","A",0.846092,0.846092,"QG3807",10.43182,-84.01499,"Central America","LAC"
"221","QG3539","A",0.152463,0.847277,"QG3539",10.42332222,-84.00135556,"Central America","LAC"
"222","NIC1278","A",1e-05,0.849179,"NIC1278",3.638634961,-53.20414497,"South America","LAC"
"223","NIC1405","A",1e-05,0.850312,"NIC1405",3.600050965,-53.18947999,"South America","LAC"
"224","NIC280","A",1e-05,0.851536,"NIC280",4.08711,-52.67839,"South America","LAC"
"225","EG6180","A",1e-05,0.853034,"EG6180",18.3,-65.8,"Caribbean","LAC"
"226","NIC1387","A",1e-05,0.854041,"NIC1387",3.603495006,-53.19458197,"South America","LAC"
"227","NIC1344","A",1e-05,0.854238,"NIC1344",4.055127036,-52.67816302,"South America","LAC"
"228","JU1838","A",1e-05,0.864429,"JU1838",4.085517,-52.681917,"South America","LAC"
"229","NIC450","A",1e-05,0.870132,"NIC450",4.08926,-52.67607,"South America","LAC"
"230","NIC1270","A",1e-05,0.871863,"NIC1270",3.599450989,-53.18744604,"South America","LAC"
"231","JU1821","A",1e-05,0.872018,"JU1821",4.087967,-52.675167,"South America","LAC"
"232","NIC1165","A",1e-05,0.872532,"NIC1165",-12.87688399,-69.49484501,"South America","LAC"
"233","NIC1170","A",1e-05,0.87566,"NIC1170",-12.87956603,-69.49155604,"South America","LAC"
"234","NIC1268","A",1.1e-05,0.879382,"NIC1268",3.608203959,-53.175201,"South America","LAC"
"235","QG850","A",1e-05,0.884373,"QG850",9.159436,-79.844493,"Central America","LAC"
"236","QG3521","A",0.109795,0.889945,"QG3521",10.42643333,-84.01193333,"Central America","LAC"
"237","NIC354","A",1.1e-05,0.891216,"NIC354",4.0881,-52.6753,"South America","LAC"
"238","NIC1112","A",1e-05,0.892476,"NIC1112",-12.829016,-71.377696,"South America","LAC"
"239","NIC994","A",1e-05,0.899346,"NIC994",4.04243,-52.67869,"South America","LAC"
"240","NIC344","A",1e-05,0.900796,"NIC344",5.41063,-53.6564,"South America","LAC"
"241","QG3009","A",1e-05,0.905864,"QG3009",9.16005,-79.841,"Central America","LAC"
"242","NIC533","A",1e-05,0.905946,"NIC533",16.01855,-61.597903,"Caribbean","LAC"
"243","NIC1378","A",1e-05,0.911557,"NIC1378",4.0951,-52.686219,"South America","LAC"
"244","NIC1155","A",1e-05,0.914215,"NIC1155",-12.87564204,-69.49654997,"South America","LAC"
"245","NIC1116","A",1e-05,0.914938,"NIC1116",-12.838824,-71.365178,"South America","LAC"
"246","QG5319","A",1e-05,0.918689,"QG5319",6.8569,158.2198,"Micronesia","Mic2"
"247","NIC1363","A",1.4e-05,0.921466,"NIC1363",4.058048967,-52.67827903,"South America","LAC"
"248","QG3829","A",0.923354,0.923354,"QG3829",10.42346389,-84.00128333,"Central America","LAC"
"249","NIC1359","A",1e-05,0.924998,"NIC1359",4.053170029,-52.67738703,"South America","LAC"
"250","NIC1395","A",1e-05,0.928652,"NIC1395",3.632552968,-53.20619199,"South America","LAC"
"251","NIC425","A",1e-05,0.931004,"NIC425",5.53544,-53.5634,"South America","LAC"
"252","NIC321","A",1e-05,0.931091,"NIC321",5.53515,-53.56151,"South America","LAC"
"253","NIC391","A",1e-05,0.931389,"NIC391",4.03715,-52.67126,"South America","LAC"
"254","NIC1193","A",1e-05,0.933286,"NIC1193",-12.84973802,-69.45760002,"South America","LAC"
"255","NIC957","A",1e-05,0.934542,"NIC957",4.03952,-52.67598,"South America","LAC"
"256","NIC904","A",1e-05,0.936501,"NIC904",4.03117,-52.68019,"South America","LAC"
"257","NIC936","A",1e-05,0.93942,"NIC936",4.03149,-52.68573,"South America","LAC"
"258","NIC1323","A",1e-05,0.940859,"NIC1323",4.556285972,-52.20881601,"South America","LAC"
"259","NIC1317","A",1e-05,0.942965,"NIC1317",4.555320963,-52.209778,"South America","LAC"
"260","NIC570","A",1e-05,0.951384,"NIC570",15.47461,-61.29876,"Caribbean","HC"
"261","NIC1415","A",1e-05,0.951401,"NIC1415",3.637292013,-53.20446499,"South America","LAC"
"262","QG3824","A",0.964074,0.964074,"QG3824",10.44022,-84.01188,"Central America","LAC"
"263","NIC489","A",1.2e-05,0.971937,"NIC489",4.08695,-52.67731,"South America","LAC"
"264","NIC339","A",1e-05,0.974136,"NIC339",5.41305,-53.65004,"South America","LAC"
"265","QG3849","A",0.978567,0.978567,"QG3849",10.42551667,-84.01403333,"Central America","LAC"
"266","QG3523","A",0.983043,0.983043,"QG3523",10.43288,-84.00678,"Central America","LAC"
"267","QG3809","A",0.984485,0.984485,"QG3809",10.43288,-84.00678,"Central America","LAC"
"268","QG3533","A",0.987926,0.987926,"QG3533",10.42641667,-84.01201667,"Central America","LAC"
"269","NIC1354","A",1e-05,0.988696,"NIC1354",4.071575012,-52.68970096,"South America","LAC"
"270","NIC1038","A",1e-05,0.988813,"NIC1038",4.03896,-52.66843,"South America","LAC"
"271","NIC952","A",1e-05,0.989233,"NIC952",4.03894,-52.66867,"South America","LAC"
"272","ECA3053","A",1e-05,0.998756,"ECA3053",20.0389764,-155.4399684,"Hawaii","HC"
"273","QG5652","A",1e-05,0.999692,"QG5652",6.918,158.2617,"Micronesia","Mic2"
"274","QG5643","A",1e-05,0.999704,"QG5643",6.9179,158.2617,"Micronesia","Mic2"
"275","QG4824","A",1e-05,0.999708,"QG4824",6.8569,158.2207,"Micronesia","Mic1"
"276","QG4817","A",1e-05,0.999712,"QG4817",6.8569,158.2207,"Micronesia","Mic1"
"277","NIC1557","A",1e-05,0.999713,"NIC1557",25.01713,121.73247,"Taiwan","Tw3"
"278","QG4702","A",1e-05,0.999713,"QG4702",6.8569,158.2207,"Micronesia","Mic1"
"279","QG5654","A",1e-05,0.999713,"QG5654",6.8569,158.2207,"Micronesia","Mic1"
"280","QG3037","A",1e-05,0.999714,"QG3037",9.164533333,-79.84156667,"Central America","LAC"
"281","QG4904","A",1e-05,0.999714,"QG4904",6.9196,158.2631,"Micronesia","Mic2"
"282","NIC1542","A",1e-05,0.999715,"NIC1542",25.05704,121.77109,"Taiwan","Tw3"
"283","NIC1646","A",1e-05,0.999715,"NIC1646",25.06549,121.82703,"Taiwan","Tw3"
"284","QG4730","A",1e-05,0.999715,"QG4730",6.9196,158.2631,"Micronesia","Mic2"
"285","QG5159","A",1e-05,0.999715,"QG5159",6.918,158.2617,"Micronesia","Mic2"
"286","NIC1551","A",1e-05,0.999716,"NIC1551",25.02212,121.73275,"Taiwan","Tw3"
"287","NIC1563","A",1e-05,0.999716,"NIC1563",25.00481,121.73369,"Taiwan","Tw5"
"288","NIC1016","A",1e-05,0.999717,"NIC1016",4.03793,-52.67185,"South America","LAC"
"289","NIC1309","A",1e-05,0.999717,"NIC1309",4.548271028,-52.21274,"South America","LAC"
