"","samples","cluster","frac_cluster","max_frac","strain","lat","long","geo","Lineage"
"1","JU2750","A",1e-05,0.310873,"JU2750",16.1761,-61.6951,"Caribbean","LAC"
"2","NIC940","A",1e-05,0.311817,"NIC940",4.03091,-52.68124,"South America","LAC"
"3","NIC1257","A",1e-05,0.316512,"NIC1257",4.085349999,-52.68294297,"South America","LAC"
"4","NIC907","A",1e-05,0.340204,"NIC907",4.04842,-52.67683,"South America","LAC"
"5","NIC2373","A",1e-05,0.370645,"NIC2373",4.042470027,-52.67842798,"South America","LAC"
"6","NIC314","A",1e-05,0.371505,"NIC314",4.03715,-52.67214,"South America","LAC"
"7","NIC1393","A",1e-05,0.377413,"NIC1393",3.621482989,-53.21409596,"South America","LAC"
"8","NIC350","A",1e-05,0.393409,"NIC350",4.0903,-52.6842,"South America","LAC"
"9","NIC479","A",1e-05,0.396168,"NIC479",4.08631,-52.67243,"South America","LAC"
"10","NIC1188","A",1e-05,0.41484,"NIC1188",-12.88252903,-69.48456,"South America","LAC"
"11","NIC492","A",1e-05,0.417462,"NIC492",4.0864,-52.67639,"South America","LAC"
"12","NIC417","A",1e-05,0.420456,"NIC417",4.07829,-52.68732,"South America","LAC"
"13","NIC1433","A",1e-05,0.426701,"NIC1433",4.055725001,-52.67804501,"South America","LAC"
"14","NIC1376","A",1e-05,0.42817,"NIC1376",4.083392993,-52.68151998,"South America","LAC"
"15","NIC57","A",1e-05,0.43054,"NIC57",4.08658,-52.67928,"South America","LAC"
"16","QG3547","A",1e-05,0.432796,"QG3547",10.42551667,-84.01403333,"Central America","LAC"
"17","NIC1411","A",1e-05,0.438703,"NIC1411",3.596770959,-53.17791598,"South America","LAC"
"18","NIC1419","A",1e-05,0.444189,"NIC1419",3.603130979,-53.19263603,"South America","LAC"
"19","NIC987","A",1e-05,0.444574,"NIC987",4.03726,-52.67243,"South America","LAC"
"20","NIC2355","A",1e-05,0.452964,"NIC2355",4.041457996,-52.676275,"South America","LAC"
"21","NIC988","A",1e-05,0.454156,"NIC988",4.03726,-52.67243,"South America","LAC"
"22","NIC1391","A",1e-05,0.458792,"NIC1391",3.596770959,-53.17791598,"South America","LAC"
"23","QG853","A",1e-05,0.462952,"QG853",9.159372,-79.835975,"Central America","LAC"
"24","NIC1420","A",1e-05,0.467393,"NIC1420",3.603495006,-53.19458197,"South America","LAC"
"25","NIC1290","A",1e-05,0.467555,"NIC1290",3.605792988,-53.17799502,"South America","LAC"
"26","NIC941","A",1e-05,0.46904,"NIC941",4.03687,-52.67743,"South America","LAC"
"27","NIC920","A",1e-05,0.476889,"NIC920",4.04232,-52.68144,"South America","LAC"
"28","QG840","A",1e-05,0.480022,"QG840",9.161421,-79.837195,"Central America","LAC"
"29","NIC203","A",1e-05,0.480956,"NIC203",16.0459,-61.6262,"Caribbean","LAC"
"30","JU1849","A",1e-05,0.483086,"JU1849",4.086683,-52.68165,"South America","LAC"
"31","NIC933","A",1e-05,0.484218,"NIC933",4.04237,-52.68256,"South America","LAC"
"32","NIC1355","A",1e-05,0.48882,"NIC1355",4.057417978,-52.67890298,"South America","LAC"
"33","QG2716","A",1e-05,0.490694,"QG2716",9.16835,-79.839279,"Central America","LAC"
"34","NIC1254","A",1e-05,0.493428,"NIC1254",4.085349999,-52.68294297,"South America","LAC"
"35","NIC436","A",1e-05,0.495788,"NIC436",4.08678,-52.67515,"South America","LAC"
"36","JU2752","A",1e-05,0.497673,"JU2752",16.1761,-61.6951,"Caribbean","LAC"
"37","QG3795","A",1e-05,0.499346,"QG3795",10.42608333,-84.0092,"Central America","LAC"
"38","QG3793","A",1e-05,0.501791,"QG3793",10.42583333,-84.00995,"Central America","LAC"
"39","QG3880","A",1e-05,0.504525,"QG3880",10.43089,-84.00684,"Central America","LAC"
"40","NIC2365","A",1e-05,0.505145,"NIC2365",4.038977036,-52.667358,"South America","LAC"
"41","QG3545","A",1e-05,0.505853,"QG3545",10.42361667,-84.00118611,"Central America","LAC"
"42","NIC1939","A",1e-05,0.506314,"NIC1939",14.80577,-61.147328,"Caribbean","LAC"
"43","NIC443","A",1e-05,0.506375,"NIC443",4.08447,-52.67858,"South America","LAC"
"44","NIC454","A",1e-05,0.509589,"NIC454",4.08318,-52.68343,"South America","LAC"
"45","NIC461","A",1e-05,0.509589,"NIC461",4.08318,-52.68343,"South America","LAC"
"46","NIC1592","A",1e-05,0.510594,"NIC1592",24.68622,121.13734,"Taiwan","Tw6"
"47","NIC1594","A",1e-05,0.510785,"NIC1594",24.68622,121.13734,"Taiwan","Tw6"
"48","QG3024","A",1e-05,0.511563,"QG3024",9.1584,-79.84555,"Central America","LAC"
"49","JU2505","A",1e-05,0.512851,"JU2505",10.4708,-84.6452,"Central America","LAC"
"50","NIC312","A",1e-05,0.515357,"NIC312",4.03892,-52.67656,"South America","LAC"
"51","QG942","A",1e-05,0.518371,"QG942",9.144538,-79.854772,"Central America","LAC"
"52","NIC51","A",1e-05,0.523782,"NIC51",4.08729,-52.68139,"South America","LAC"
"53","QG3521","A",1e-05,0.525653,"QG3521",10.42643333,-84.01193333,"Central America","LAC"
"54","JU1975","A",1e-05,0.529107,"JU1975",-2.96,-59.84,"South America","LAC"
"55","NIC1928","A",1e-05,0.531835,"NIC1928",14.719237,-61.100187,"Caribbean","HC"
"56","NIC1400","A",1e-05,0.533773,"NIC1400",4.561057035,-52.18330602,"South America","LAC"
"57","NIC1950","A",1e-05,0.534416,"NIC1950",14.743477,-61.095204,"Caribbean","HC"
"58","NIC478","A",1e-05,0.538218,"NIC478",4.08855,-52.67645,"South America","LAC"
"59","NIC1181","A",1e-05,0.541419,"NIC1181",-12.88332003,-69.48725897,"South America","LAC"
"60","NIC1476","A",1e-05,0.543981,"NIC1476",4.086242002,-52.67756699,"South America","LAC"
"61","NIC1941","A",1e-05,0.546599,"NIC1941",14.80577,-61.147328,"Caribbean","LAC"
"62","NIC1328","A",1e-05,0.546728,"NIC1328",4.048613962,-52.676549,"South America","LAC"
"63","NIC193","A",1e-05,0.54688,"NIC193",16.0207,-61.597,"Caribbean","LAC"
"64","NIC249","A",1e-05,0.547613,"NIC249",16.0207,-61.597,"Caribbean","LAC"
"65","JU1819","A",1e-05,0.547789,"JU1819",4.08805,-52.675667,"South America","LAC"
"66","NIC945","A",1e-05,0.551348,"NIC945",4.03707,-52.6772,"South America","LAC"
"67","NIC1383","A",1e-05,0.552349,"NIC1383",4.038909981,-52.673385,"South America","LAC"
"68","NIC955","A",1e-05,0.553459,"NIC955",4.04973,-52.67652,"South America","LAC"
"69","NIC925","A",1e-05,0.554684,"NIC925",4.03975,-52.67435,"South America","LAC"
"70","NIC55","A",1e-05,0.555628,"NIC55",4.08225,-52.67965,"South America","LAC"
"71","NIC1126","A",1e-05,0.558049,"NIC1126",-12.874715,-69.49602501,"South America","LAC"
"72","NIC939","A",1e-05,0.559347,"NIC939",4.03128,-52.68028,"South America","LAC"
"73","NIC953","A",1e-05,0.563178,"NIC953",4.03828,-52.6715,"South America","LAC"
"74","NIC1300","A",1e-05,0.564833,"NIC1300",3.594842032,-53.17887696,"South America","LAC"
"75","NIC1157","A",1e-05,0.568011,"NIC1157",-12.990649,-69.507455,"South America","LAC"
"76","NIC929","A",1e-05,0.568934,"NIC929",4.04027,-52.67537,"South America","LAC"
"77","NIC1679","A",1e-05,0.570183,"NIC1679",22.08922,120.84876,"Taiwan","Tw7"
"78","NIC1268","A",1e-05,0.571984,"NIC1268",3.608203959,-53.175201,"South America","LAC"
"79","NIC1387","A",1e-05,0.575011,"NIC1387",3.603495006,-53.19458197,"South America","LAC"
"80","NIC426","A",1e-05,0.575855,"NIC426",5.41125,-53.65478,"South America","LAC"
"81","NIC994","A",1e-05,0.576163,"NIC994",4.04243,-52.67869,"South America","LAC"
"82","NIC1651","A",1e-05,0.577668,"NIC1651",25.02814,121.74912,"Taiwan","Tw3"
"83","QG3514","A",1e-05,0.578073,"QG3514",10.43089,-84.00684,"Central America","LAC"
"84","NIC1156","A",1e-05,0.57864,"NIC1156",-12.990649,-69.507455,"South America","LAC"
"85","NIC1886","A",1e-05,0.57885,"NIC1886",14.705951,-61.092991,"Caribbean","LAC"
"86","NIC1341","A",1e-05,0.57938,"NIC1341",4.047429012,-52.67763203,"South America","LAC"
"87","NIC2362","A",1e-05,0.581038,"NIC2362",4.038404971,-52.677023,"South America","LAC"
"88","NIC363","A",1e-05,0.582206,"NIC363",4.95234,-52.49148,"South America","LAC"
"89","NIC1405","A",1e-05,0.583591,"NIC1405",3.600050965,-53.18947999,"South America","LAC"
"90","NIC2366","A",1e-05,0.584843,"NIC2366",4.038928002,-52.66763904,"South America","LAC"
"91","QG3543","A",1e-05,0.585024,"QG3543",10.42641667,-84.01201667,"Central America","LAC"
"92","NIC404","A",1e-05,0.587641,"NIC404",5.41011,-53.65462,"South America","LAC"
"93","NIC393","A",1e-05,0.588309,"NIC393",4.04701,-52.67817,"South America","LAC"
"94","NIC1192","A",1e-05,0.588653,"NIC1192",-12.849763,-69.45771201,"South America","LAC"
"95","NIC365","A",1e-05,0.588765,"NIC365",4.03617,-52.67805,"South America","LAC"
"96","NIC1381","A",1e-05,0.588808,"NIC1381",4.039456984,-52.67586404,"South America","LAC"
