"","samples","cluster","frac_cluster","max_frac","strain","lat","long","geo","Lineage"
"49","QG3799","A",1e-05,0.511185,"QG3799",10.43008,-84.00894,"Central America","LAC"
"50","QG3793","A",0.514739,0.514739,"QG3793",10.42583333,-84.00995,"Central America","LAC"
"51","NIC55","A",1e-05,0.520229,"NIC55",4.08225,-52.67965,"South America","LAC"
"52","NIC1856","A",1e-05,0.527738,"NIC1856",14.674356,-61.095002,"Caribbean","LAC"
"53","QG4870","A",1e-05,0.531704,"QG4870",6.9204,158.2633,"Micronesia","Mic2"
"54","QG4871","A",1e-05,0.531704,"QG4871",6.9204,158.2633,"Micronesia","Mic2"
"55","NIC99","A",1e-05,0.53195,"NIC99",4.08747,-52.67394,"South America","LAC"
"56","QG4892","A",1e-05,0.531988,"QG4892",6.9204,158.2633,"Micronesia","Mic2"
"57","QG4740","A",1e-05,0.531992,"QG4740",6.9204,158.2633,"Micronesia","Mic2"
"58","NIC1651","A",1e-05,0.532931,"NIC1651",25.02814,121.74912,"Taiwan","Tw3"
"59","NIC1950","A",0.46614,0.533597,"NIC1950",14.743477,-61.095204,"Caribbean","HC"
"60","JU1846","A",1e-05,0.536,"JU1846",4.0911,-52.674633,"South America","LAC"
"61","NIC1477","A",1e-05,0.537635,"NIC1477",4.086242002,-52.67756699,"South America","LAC"
"62","JU1845","A",1e-05,0.554996,"JU1845",4.089583,-52.67705,"South America","LAC"
"63","NIC1877","A",1e-05,0.558091,"NIC1877",14.744997,-61.092154,"Caribbean","LAC"
"64","NIC1478","A",1e-05,0.562227,"NIC1478",4.086242002,-52.67756699,"South America","LAC"
"65","EG5889","A",1e-05,0.568838,"EG5889",18.3,-65.8,"Caribbean","LAC"
"66","QG840","A",0.090904,0.573789,"QG840",9.161421,-79.837195,"Central America","LAC"
"67","NIC944","A",0.056548,0.577344,"NIC944",4.03799,-52.6772,"South America","LAC"
"68","QG853","A",1e-05,0.579078,"QG853",9.159372,-79.835975,"Central America","LAC"
"69","NIC2366","A",1e-05,0.590104,"NIC2366",4.038928002,-52.66763904,"South America","LAC"
"70","NIC1157","A",1e-05,0.593481,"NIC1157",-12.990649,-69.507455,"South America","LAC"
"71","NIC1886","A",1e-05,0.597588,"NIC1886",14.705951,-61.092991,"Caribbean","LAC"
"72","NIC51","A",1e-05,0.601284,"NIC51",4.08729,-52.68139,"South America","LAC"
"73","JU1819","A",1e-05,0.602567,"JU1819",4.08805,-52.675667,"South America","LAC"
"74","NIC1156","A",1e-05,0.602669,"NIC1156",-12.990649,-69.507455,"South America","LAC"
"75","NIC2360","A",1e-05,0.604347,"NIC2360",4.03893102,-52.67661296,"South America","LAC"
"76","QG3514","A",1.1e-05,0.605169,"QG3514",10.43089,-84.00684,"Central America","LAC"
"77","ECA806","A",1e-05,0.612145,"ECA806",20.813647,-156.118573,"Hawaii","Af"
"78","NIC58","A",1e-05,0.613786,"NIC58",4.08731,-52.67866,"South America","LAC"
"79","NIC312","A",1e-05,0.614713,"NIC312",4.03892,-52.67656,"South America","LAC"
"80","QG942","A",0.137166,0.616365,"QG942",9.144538,-79.854772,"Central America","LAC"
"81","NIC314","A",1e-05,0.616997,"NIC314",4.03715,-52.67214,"South America","LAC"
"82","JU1847","A",1e-05,0.617722,"JU1847",4.090833,-52.67465,"South America","LAC"
"83","NIC114","A",1e-05,0.619484,"NIC114",16.0435,-61.643,"Caribbean","LAC"
"84","QG3852","A",0.024043,0.625983,"QG3852",10.41900556,-84.00699722,"Central America","LAC"
"85","QG3529","A",1e-05,0.627795,"QG3529",10.43288,-84.00678,"Central America","LAC"
"86","NIC585","A",0.628187,0.628187,"NIC585",15.40415,-61.34645,"Caribbean","LAC"
"87","NIC575","A",0.628708,0.628708,"NIC575",15.40564,-61.34607,"Caribbean","LAC"
"88","NIC587","A",0.632165,0.632165,"NIC587",15.40528,-61.34618,"Caribbean","LAC"
"89","QG3024","A",1.1e-05,0.632593,"QG3024",9.1584,-79.84555,"Central America","LAC"
"90","NIC577","A",0.634187,0.634187,"NIC577",15.40564,-61.34607,"Caribbean","LAC"
"91","NIC454","A",1e-05,0.638051,"NIC454",4.08318,-52.68343,"South America","LAC"
"92","NIC461","A",1e-05,0.638945,"NIC461",4.08318,-52.68343,"South America","LAC"
"93","QG3789","A",1e-05,0.639513,"QG3789",10.42608333,-84.0092,"Central America","LAC"
"94","NIC1393","A",1e-05,0.642436,"NIC1393",3.621482989,-53.21409596,"South America","LAC"
"95","NIC1555","A",1e-05,0.645041,"NIC1555",25.02132,121.73295,"Taiwan","Tw3"
"96","NIC2368","A",1e-05,0.647365,"NIC2368",4.039645996,-52.67438103,"South America","LAC"
"97","NIC925","A",1e-05,0.647994,"NIC925",4.03975,-52.67435,"South America","LAC"
"98","NIC469","A",1e-05,0.649022,"NIC469",4.0883,-52.67541,"South America","LAC"
"99","NIC2357","A",1e-05,0.65001,"NIC2357",4.039690001,-52.67415999,"South America","LAC"
"100","NIC1425","A",1e-05,0.651567,"NIC1425",4.039971968,-52.674937,"South America","LAC"
"101","NIC916","A",1e-05,0.652268,"NIC916",4.03928,-52.67371,"South America","LAC"
"102","NIC94","A",1e-05,0.652455,"NIC94",4.08747,-52.67394,"South America","LAC"
"103","JU1635","A",0.652973,0.652973,"JU1635",17.121,-25.0492,"Africa","LAC"
"104","NIC1163","A",0.104322,0.653702,"NIC1163",-12.875965,-69.49581496,"South America","LAC"
"105","NIC420","A",1e-05,0.653866,"NIC420",5.41089,-53.6565,"South America","LAC"
"106","NIC384","A",1e-05,0.656527,"NIC384",4.06126,-52.67946,"South America","LAC"
"107","NIC1192","A",0.019468,0.657009,"NIC1192",-12.849763,-69.45771201,"South America","LAC"
"108","NIC2362","A",1e-05,0.657764,"NIC2362",4.038404971,-52.677023,"South America","LAC"
"109","NIC1177","A",1e-05,0.659809,"NIC1177",-12.881345,-69.49006297,"South America","LAC"
"110","NIC1405","A",1e-05,0.660032,"NIC1405",3.600050965,-53.18947999,"South America","LAC"
"111","JU2505","A",1e-05,0.660556,"JU2505",10.4708,-84.6452,"Central America","LAC"
"112","NIC1126","A",0.024193,0.66237,"NIC1126",-12.874715,-69.49602501,"South America","LAC"
"113","NIC413","A",1e-05,0.663142,"NIC413",4.07244,-52.69034,"South America","LAC"
"114","NIC1387","A",1e-05,0.665737,"NIC1387",3.603495006,-53.19458197,"South America","LAC"
"115","QG5305","A",1e-05,0.66798,"QG5305",6.9194,158.271,"Micronesia","Mic1"
"116","NIC1422","A",1e-05,0.672685,"NIC1422",3.639726033,-53.20330401,"South America","LAC"
"117","NIC424","A",1e-05,0.67454,"NIC424",5.41432,-53.65382,"South America","LAC"
"118","NIC459","A",1e-05,0.676677,"NIC459",4.08161,-52.68424,"South America","LAC"
"119","QG4646","A",1e-05,0.680196,"QG4646",6.8567,158.2236,"Micronesia","Mic1"
"120","QG4782","A",1e-05,0.680389,"QG4782",6.8567,158.2236,"Micronesia","Mic1"
"121","QG4869","A",1e-05,0.680389,"QG4869",6.8567,158.2236,"Micronesia","Mic1"
"122","QG823","A",1e-05,0.680934,"QG823",9.152413,-79.850852,"Central America","LAC"
"123","NIC1879","A",0.684893,0.684893,"NIC1879",14.746073,-61.086543,"Caribbean","LAC"
"124","NIC1939","A",1e-05,0.686511,"NIC1939",14.80577,-61.147328,"Caribbean","LAC"
"125","NIC1928","A",0.172266,0.686915,"NIC1928",14.719237,-61.100187,"Caribbean","HC"
"126","QG3868","A",1e-05,0.687871,"QG3868",10.43888,-84.01353,"Central America","LAC"
"127","NIC1476","A",1e-05,0.687995,"NIC1476",4.086242002,-52.67756699,"South America","LAC"
"128","NIC56","A",1e-05,0.688262,"NIC56",4.08263,-52.67992,"South America","LAC"
"129","NIC953","A",1e-05,0.692229,"NIC953",4.03828,-52.6715,"South America","LAC"
"130","NIC458","A",1e-05,0.69297,"NIC458",4.08141,-52.68219,"South America","LAC"
"131","NIC986","A",1e-05,0.696123,"NIC986",4.03726,-52.67243,"South America","LAC"
"132","NIC1181","A",1e-05,0.697999,"NIC1181",-12.88332003,-69.48725897,"South America","LAC"
"133","NIC983","A",1e-05,0.698251,"NIC983",4.03848,-52.67002,"South America","LAC"
"134","NIC1004","A",1e-05,0.698617,"NIC1004",4.03896,-52.66843,"South America","LAC"
"135","QG3839","A",1e-05,0.699569,"QG3839",10.43792,-84.01132,"Central America","LAC"
"136","QG3535","A",1e-05,0.701888,"QG3535",10.43792,-84.01132,"Central America","LAC"
"137","NIC1430","A",1e-05,0.703186,"NIC1430",4.049461037,-52.67627399,"South America","LAC"
"138","QG3522","A",0.047165,0.705361,"QG3522",10.42974,-84.00938,"Central America","LAC"
"139","NIC359","A",1e-05,0.707786,"NIC359",4.0911,-52.68536,"South America","LAC"
"140","NIC441","A",1e-05,0.7085,"NIC441",4.08399,-52.67769,"South America","LAC"
"141","NIC363","A",1e-05,0.712865,"NIC363",4.95234,-52.49148,"South America","LAC"
"142","NIC1372","A",1e-05,0.716162,"NIC1372",4.081040025,-52.68228097,"South America","LAC"
"143","NIC417","A",1e-05,0.722331,"NIC417",4.07829,-52.68732,"South America","LAC"
"144","NIC905","A",1e-05,0.723,"NIC905",4.03799,-52.67317,"South America","LAC"
"145","NIC940","A",1e-05,0.723499,"NIC940",4.03091,-52.68124,"South America","LAC"
"146","NIC203","A",0.099965,0.725098,"NIC203",16.0459,-61.6262,"Caribbean","LAC"
"147","NIC1376","A",1e-05,0.728891,"NIC1376",4.083392993,-52.68151998,"South America","LAC"
"148","NIC1433","A",1e-05,0.728937,"NIC1433",4.055725001,-52.67804501,"South America","LAC"
"149","NIC551","A",0.729461,0.729461,"NIC551",15.56923,-61.3744,"Caribbean","LAC"
"150","QG3877","A",1e-05,0.731483,"QG3877",10.43008,-84.00894,"Central America","LAC"
"151","QG2726","A",1e-05,0.733528,"QG2726",9.1598,-79.8399,"Central America","LAC"
"152","QG3543","A",1e-05,0.741352,"QG3543",10.42641667,-84.01201667,"Central America","LAC"
"153","NIC1855","A",0.070117,0.742656,"NIC1855",14.675129,-61.095721,"Caribbean","HC"
"154","NIC2375","A",1e-05,0.743445,"NIC2375",4.042458963,-52.67848103,"South America","LAC"
"155","HPT56","A",1.5e-05,0.743616,"HPT56",-8.52582,115.167492,"Indonesia","Indo1"
"156","NIC939","A",1e-05,0.744629,"NIC939",4.03128,-52.68028,"South America","LAC"
"157","NIC1381","A",1e-05,0.750843,"NIC1381",4.039456984,-52.67586404,"South America","LAC"
"158","NIC1679","A",1e-05,0.751403,"NIC1679",22.08922,120.84876,"Taiwan","Tw7"
"159","NIC300","A",1e-05,0.758207,"NIC300",4.08969,-52.67731,"South America","LAC"
"160","QG3790","A",1e-05,0.759278,"QG3790",10.42551667,-84.01403333,"Central America","LAC"
"161","HPT33","A",1e-05,0.761904,"HPT33",-5.2563,119.86386,"Indonesia","Indo3"
"162","JU2752","A",1e-05,0.761962,"JU2752",16.1761,-61.6951,"Caribbean","LAC"
"163","JU1835","A",1e-05,0.762082,"JU1835",4.085783,-52.6791,"South America","LAC"
"164","NIC1962","A",0.763108,0.763108,"NIC1962",14.744117,-61.093023,"Caribbean","LAC"
"165","NIC938","A",1e-05,0.763844,"NIC938",4.03397,-52.67852,"South America","LAC"
"166","NIC1419","A",1e-05,0.766713,"NIC1419",3.603130979,-53.19263603,"South America","LAC"
"167","NIC1929","A",1e-05,0.768331,"NIC1929",14.670499,-61.09485,"Caribbean","LAC"
"168","NIC393","A",1e-05,0.768401,"NIC393",4.04701,-52.67817,"South America","LAC"
"169","NIC1188","A",1e-05,0.773854,"NIC1188",-12.88252903,-69.48456,"South America","LAC"
"170","QG3863","A",1e-05,0.777951,"QG3863",10.42974,-84.00938,"Central America","LAC"
"171","NIC2363","A",0.07509,0.787013,"NIC2363",4.037193032,-52.67742399,"South America","LAC"
"172","NIC1272","A",0.155896,0.787419,"NIC1272",3.648232995,-53.19701498,"South America","LAC"
"173","NIC903","A",1e-05,0.789547,"NIC903",4.04877,-52.67666,"South America","LAC"
"174","NIC1410","A",0.150519,0.794732,"NIC1410",3.61230799,-53.21481999,"South America","LAC"
"175","QG3843","A",1e-05,0.798747,"QG3843",10.42963,-84.00833,"Central America","LAC"
"176","NIC1338","A",1e-05,0.800855,"NIC1338",4.048259994,-52.67714798,"South America","LAC"
"177","QG3847","A",1e-05,0.8017,"QG3847",10.41828889,-84.00399167,"Central America","LAC"
"178","NIC85","A",1e-05,0.801799,"NIC85",4.08533,-52.6751,"South America","LAC"
"179","NIC1275","A",0.18175,0.808661,"NIC1275",3.643404013,-53.19835701,"South America","LAC"
"180","NIC468","A",1e-05,0.809779,"NIC468",4.0883,-52.67541,"South America","LAC"
"181","NIC989","A",1e-05,0.817392,"NIC989",4.03713,-52.67196,"South America","LAC"
"182","NIC1386","A",1e-05,0.819007,"NIC1386",3.602447016,-53.19164,"South America","LAC"
"183","NIC280","A",1e-05,0.820139,"NIC280",4.08711,-52.67839,"South America","LAC"
"184","NIC586","A",0.176138,0.823597,"NIC586",15.40493,-61.34619,"Caribbean","HC"
"185","NIC311","A",1e-05,0.824037,"NIC311",4.09125,-52.67489,"South America","LAC"
"186","NIC1383","A",1e-05,0.825348,"NIC1383",4.038909981,-52.673385,"South America","LAC"
"187","QG3521","A",1e-05,0.82725,"QG3521",10.42643333,-84.01193333,"Central America","LAC"
"188","QG848","A",1e-05,0.829063,"QG848",9.15445,-79.82763,"Central America","LAC"
"189","NIC389","A",1e-05,0.829073,"NIC389",5.29111,-53.05539,"South America","LAC"
"190","NIC496","A",1e-05,0.829159,"NIC496",4.08803,-52.67552,"South America","LAC"
"191","QG3807","A",1e-05,0.829988,"QG3807",10.43182,-84.01499,"Central America","LAC"
"192","QG3811","A",1e-05,0.831874,"QG3811",10.43288,-84.00678,"Central America","LAC"
"193","QG981","A",1e-05,0.832829,"QG981",9.14576403,-79.8544232,"Central America","LAC"
"194","NIC1137","A",1e-05,0.835927,"NIC1137",-12.872141,-69.49788203,"South America","LAC"
"195","ECA799","A",1e-05,0.837882,"ECA799",19.589467,-155.068069,"Hawaii","HC"
"196","QG3539","A",1e-05,0.840191,"QG3539",10.42332222,-84.00135556,"Central America","LAC"
"197","NIC1391","A",1e-05,0.840507,"NIC1391",3.596770959,-53.17791598,"South America","LAC"
"198","NIC426","A",1e-05,0.840525,"NIC426",5.41125,-53.65478,"South America","LAC"
"199","NIC1278","A",0.093692,0.841774,"NIC1278",3.638634961,-53.20414497,"South America","LAC"
"200","NIC1917","A",1e-05,0.843106,"NIC1917",14.67639,-61.090457,"Caribbean","HC"
"201","NIC1343","A",1e-05,0.843316,"NIC1343",4.048513966,-52.67673198,"South America","LAC"
"202","NIC1268","A",1e-05,0.8439,"NIC1268",3.608203959,-53.175201,"South America","LAC"
"203","NIC436","A",1e-05,0.844607,"NIC436",4.08678,-52.67515,"South America","LAC"
"204","NIC1270","A",1e-05,0.845965,"NIC1270",3.599450989,-53.18744604,"South America","LAC"
"205","QG3818","A",1e-05,0.849214,"QG3818",10.4262,-84.0013167,"Central America","LAC"
"206","NIC753","A",1e-05,0.850959,"NIC753",15.39802,-61.31219,"Caribbean","LAC"
"207","NIC404","A",1e-05,0.857771,"NIC404",5.41011,-53.65462,"South America","LAC"
"208","NIC994","A",1e-05,0.858872,"NIC994",4.04243,-52.67869,"South America","LAC"
"209","NIC1328","A",1e-05,0.859155,"NIC1328",4.048613962,-52.676549,"South America","LAC"
"210","QG3817","A",1e-05,0.859649,"QG3817",10.42972,-84.00742,"Central America","LAC"
"211","NIC955","A",1e-05,0.860931,"NIC955",4.04973,-52.67652,"South America","LAC"
"212","NIC354","A",1e-05,0.861462,"NIC354",4.0881,-52.6753,"South America","LAC"
"213","NIC450","A",1e-05,0.865867,"NIC450",4.08926,-52.67607,"South America","LAC"
"214","JU1975","A",1e-05,0.867608,"JU1975",-2.96,-59.84,"South America","LAC"
"215","NIC489","A",1e-05,0.868821,"NIC489",4.08695,-52.67731,"South America","LAC"
"216","NIC1657","A",1e-05,0.870566,"NIC1657",25.02814,121.74912,"Taiwan","Tw3"
"217","NIC1656","A",1e-05,0.870652,"NIC1656",25.02814,121.74912,"Taiwan","Tw3"
"218","NIC1389","A",1e-05,0.871144,"NIC1389",3.616803959,-53.19629196,"South America","LAC"
"219","JU1821","A",1e-05,0.871375,"JU1821",4.087967,-52.675167,"South America","LAC"
"220","NIC572","A",0.032957,0.872614,"NIC572",15.47461,-61.29876,"Caribbean","HC"
"221","NIC571","A",0.03219,0.872738,"NIC571",15.47461,-61.29876,"Caribbean","HC"
"222","QG3821","A",1e-05,0.875064,"QG3821",10.42540556,-84.00121667,"Central America","LAC"
"223","QG3786","A",0.023772,0.878084,"QG3786",10.42963,-84.00833,"Central America","LAC"
"224","QG3785","A",1.5e-05,0.888315,"QG3785",10.43082,-84.01138,"Central America","LAC"
"225","QG850","A",1e-05,0.898685,"QG850",9.159436,-79.844493,"Central America","LAC"
"226","QG3009","A",1.7e-05,0.902707,"QG3009",9.16005,-79.841,"Central America","LAC"
"227","NIC533","A",0.906977,0.906977,"NIC533",16.01855,-61.597903,"Caribbean","LAC"
"228","NIC1359","A",1e-05,0.907316,"NIC1359",4.053170029,-52.67738703,"South America","LAC"
"229","QG3829","A",1e-05,0.909543,"QG3829",10.42346389,-84.00128333,"Central America","LAC"
"230","NIC1378","A",1e-05,0.912307,"NIC1378",4.0951,-52.686219,"South America","LAC"
"231","NIC1881","A",0.918642,0.918642,"NIC1881",14.744609,-61.094657,"Caribbean","LAC"
"232","NIC1112","A",1e-05,0.921353,"NIC1112",-12.829016,-71.377696,"South America","LAC"
"233","NIC1914","A",0.925106,0.925106,"NIC1914",14.724882,-61.105406,"Caribbean","LAC"
"234","NIC391","A",1e-05,0.925724,"NIC391",4.03715,-52.67126,"South America","LAC"
"235","NIC321","A",0.072707,0.927033,"NIC321",5.53515,-53.56151,"South America","LAC"
"236","QG3850","A",1e-05,0.92975,"QG3850",10.42972,-84.00718,"Central America","LAC"
"237","QG5319","A",1e-05,0.931121,"QG5319",6.8569,158.2198,"Micronesia","Mic2"
"238","NIC1941","A",1e-05,0.938404,"NIC1941",14.80577,-61.147328,"Caribbean","LAC"
"239","NIC1300","A",1.3e-05,0.950154,"NIC1300",3.594842032,-53.17887696,"South America","LAC"
"240","NIC1116","A",0.047221,0.952519,"NIC1116",-12.838824,-71.365178,"South America","LAC"
"241","NIC1395","A",1e-05,0.95713,"NIC1395",3.632552968,-53.20619199,"South America","LAC"
"242","QG3824","A",1e-05,0.958826,"QG3824",10.44022,-84.01188,"Central America","LAC"
"243","NIC993","A",1e-05,0.960517,"NIC993",4.04255,-52.67816,"South America","LAC"
"244","NIC1038","A",1e-05,0.963923,"NIC1038",4.03896,-52.66843,"South America","LAC"
"245","NIC952","A",1e-05,0.964312,"NIC952",4.03894,-52.66867,"South America","LAC"
"246","NIC1415","A",1e-05,0.97085,"NIC1415",3.637292013,-53.20446499,"South America","LAC"
"247","QG3834","A",1e-05,0.973211,"QG3834",10.42972,-84.00718,"Central America","LAC"
"248","NIC339","A",1e-05,0.973869,"NIC339",5.41305,-53.65004,"South America","LAC"
"249","NIC1363","A",1e-05,0.974437,"NIC1363",4.058048967,-52.67827903,"South America","LAC"
"250","NIC425","A",1e-05,0.988961,"NIC425",5.53544,-53.5634,"South America","LAC"
"251","JU1851","A",1e-05,0.996864,"JU1851",4.087367,-52.682217,"South America","LAC"
"252","NIC2367","A",1e-05,0.998836,"NIC2367",4.038957004,-52.66788497,"South America","LAC"
"253","NIC957","A",1e-05,0.999273,"NIC957",4.03952,-52.67598,"South America","LAC"
"254","QG987","A",1e-05,0.99969,"QG987",9.147419,-79.85312,"Central America","LAC"
"255","QG4780","A",1e-05,0.999703,"QG4780",6.9066,158.1818,"Micronesia","Mic1"
"256","QG5104","A",1e-05,0.999707,"QG5104",6.9066,158.1818,"Micronesia","Mic1"
"257","QG3010","A",1e-05,0.999712,"QG3010",9.159966667,-79.84096667,"Central America","LAC"
"258","ECA3053","A",1e-05,0.999714,"ECA3053",20.0389764,-155.4399684,"Hawaii","HC"
"259","NIC350","A",1e-05,0.999714,"NIC350",4.0903,-52.6842,"South America","LAC"
"260","QG4739","A",1e-05,0.999714,"QG4739",6.9066,158.1818,"Micronesia","Mic1"
"261","QG935","A",1e-05,0.999716,"QG935",9.159499,-79.838839,"Central America","LAC"
"262","NIC1565","A",1e-05,0.999717,"NIC1565",23.86597,120.90747,"Taiwan","Tw1"
"263","QG2898","A",1e-05,0.999717,"QG2898",-16.103617,145.4467,"Australia","Au"
"264","QG3055","A",1e-05,0.999717,"QG3055",9.16484,-79.83659,"Central America","LAC"
"265","QG5655","A",1e-05,0.999717,"QG5655",6.9639,158.1907,"Micronesia","Mic1"
"266","NIC1276","A",1e-05,0.999718,"NIC1276",3.61280797,-53.180336,"South America","LAC"
"267","NIC1911","A",1.2e-05,0.999718,"NIC1911",14.804986,-61.146231,"Caribbean","LAC"
"268","ECA1451","A",1e-05,0.999719,"ECA1451",19.8552394,-155.1527495,"Hawaii","Hw2"
"269","ECA2909","A",1e-05,0.999719,"ECA2909",19.11058638,-155.8263837,"Hawaii","HC"
"270","JU1374","A",1e-05,0.999719,"JU1374",-21.0484,55.6878,"Africa","Af"
"271","NIC1337","A",1e-05,0.999719,"NIC1337",4.048613962,-52.676549,"South America","LAC"
"272","NIC1583","A",1e-05,0.999719,"NIC1583",23.58773,121.34154,"Taiwan","Tw1"
"273","NIC1585","A",1e-05,0.999719,"NIC1585",23.58773,121.34154,"Taiwan","Tw1"
"274","NIC1646","A",1e-05,0.999719,"NIC1646",25.06549,121.82703,"Taiwan","Tw3"
"275","NIC1658","A",1e-05,0.999719,"NIC1658",25.02814,121.74912,"Taiwan","Tw1"
"276","ECA1599","A",1e-05,0.99972,"ECA1599",21.394489,-157.90023,"Hawaii","Hw1"
"277","NIC1309","A",1e-05,0.99972,"NIC1309",4.548271028,-52.21274,"South America","LAC"
"278","NIC1531","A",1e-05,0.99972,"NIC1531",-16.755873,49.996516,"Africa","Af"
"279","NIC247","A",1e-05,0.99972,"NIC247",16.03608,-61.635025,"Caribbean","LAC"
"280","QG4695","A",1e-05,0.99972,"QG4695",6.8648,158.1774,"Micronesia","Mic2"
"281","QG4714","A",1e-05,0.99972,"QG4714",6.8577,158.2157,"Micronesia","Mic2"
"282","QG5588","A",1e-05,0.99972,"QG5588",6.9066,158.1818,"Micronesia","Mic2"
"283","QG5602","A",1e-05,0.99972,"QG5602",6.9639,158.1908,"Micronesia","Mic1"
"284","ECA1301","A",1e-05,0.999721,"ECA1301",21.34202,-157.8096,"Hawaii","Hw3"
"285","ECA2087","A",1e-05,0.999721,"ECA2087",21.394489,-157.90023,"Hawaii","Hw1"
"286","NIC1584","A",1e-05,0.999721,"NIC1584",23.58773,121.34154,"Taiwan","Tw1"
"287","QG2897","A",1e-05,0.999721,"QG2897",-16.10295,145.44645,"Australia","Au"
"288","QG2899","A",1e-05,0.999721,"QG2899",-16.103617,145.4467,"Australia","Au"
"289","QG2905","A",1e-05,0.999721,"QG2905",-16.10365,145.447317,"Australia","Au"
