"","samples","cluster","frac_cluster","max_frac","strain","lat","long","geo","Lineage"
"133","NIC321","A",0.724816,0.724816,"NIC321",5.53515,-53.56151,"South America","LAC"
"134","NIC1929","A",1e-05,0.725522,"NIC1929",14.670499,-61.09485,"Caribbean","LAC"
"135","ECA794","A",1e-05,0.728366,"ECA794",22.053952,-159.367837,"Hawaii","HC"
"136","ECA790","A",1e-05,0.728598,"ECA790",22.053952,-159.367837,"Hawaii","HC"
"137","NIC1855","A",1e-05,0.731326,"NIC1855",14.675129,-61.095721,"Caribbean","HC"
"138","JU1835","A",1e-05,0.732542,"JU1835",4.085783,-52.6791,"South America","LAC"
"139","QG2726","A",1e-05,0.733755,"QG2726",9.1598,-79.8399,"Central America","LAC"
"140","NIC203","A",1e-05,0.733863,"NIC203",16.0459,-61.6262,"Caribbean","LAC"
"141","NIC1157","A",1e-05,0.735883,"NIC1157",-12.990649,-69.507455,"South America","LAC"
"142","NIC489","A",0.263821,0.735918,"NIC489",4.08695,-52.67731,"South America","LAC"
"143","QG4866","A",1e-05,0.740082,"QG4866",6.8567,158.2225,"Micronesia","Mic1"
"144","NIC1156","A",1e-05,0.741113,"NIC1156",-12.990649,-69.507455,"South America","LAC"
"145","NIC393","A",1e-05,0.742099,"NIC393",4.04701,-52.67817,"South America","LAC"
"146","QG3852","A",1e-05,0.742395,"QG3852",10.41900556,-84.00699722,"Central America","LAC"
"147","NIC1338","A",1e-05,0.743187,"NIC1338",4.048259994,-52.67714798,"South America","LAC"
"148","QG3871","A",1e-05,0.748128,"QG3871",10.44027,-84.01227,"Central America","LAC"
"149","QG853","A",1e-05,0.754595,"QG853",9.159372,-79.835975,"Central America","LAC"
"150","QG3789","A",0.156294,0.757221,"QG3789",10.42608333,-84.0092,"Central America","LAC"
"151","NIC51","A",0.75798,0.75798,"NIC51",4.08729,-52.68139,"South America","LAC"
"152","NIC441","A",1e-05,0.759644,"NIC441",4.08399,-52.67769,"South America","LAC"
"153","NIC420","A",1e-05,0.76137,"NIC420",5.41089,-53.6565,"South America","LAC"
"154","NIC934","A",1e-05,0.761448,"NIC934",4.04783,-52.67766,"South America","LAC"
"155","NIC404","A",1e-05,0.761936,"NIC404",5.41011,-53.65462,"South America","LAC"
"156","NIC1405","A",0.763213,0.763213,"NIC1405",3.600050965,-53.18947999,"South America","LAC"
"157","NIC1387","A",0.768174,0.768174,"NIC1387",3.603495006,-53.19458197,"South America","LAC"
"158","NIC1962","A",1e-05,0.769052,"NIC1962",14.744117,-61.093023,"Caribbean","LAC"
"159","NIC384","A",0.13328,0.772844,"NIC384",4.06126,-52.67946,"South America","LAC"
"160","QG131","A",1e-05,0.7763,"QG131",22.22955,-159.4764,"Hawaii","HC"
"161","NIC2366","A",1e-05,0.78211,"NIC2366",4.038928002,-52.66763904,"South America","LAC"
"162","QG3847","A",1e-05,0.783828,"QG3847",10.41828889,-84.00399167,"Central America","LAC"
"163","QG3790","A",1e-05,0.78494,"QG3790",10.42551667,-84.01403333,"Central America","LAC"
"164","NIC389","A",0.78796,0.78796,"NIC389",5.29111,-53.05539,"South America","LAC"
"165","NIC989","A",1e-05,0.794134,"NIC989",4.03713,-52.67196,"South America","LAC"
"166","NIC1382","A",1e-05,0.795759,"NIC1382",4.038440008,-52.67334703,"South America","LAC"
"167","NIC983","A",1e-05,0.798653,"NIC983",4.03848,-52.67002,"South America","LAC"
"168","NIC311","A",0.193629,0.800441,"NIC311",4.09125,-52.67489,"South America","LAC"
"169","NIC908","A",0.804803,0.804803,"NIC908",4.04372,-52.67704,"South America","LAC"
"170","NIC2363","A",1e-05,0.80804,"NIC2363",4.037193032,-52.67742399,"South America","LAC"
"171","NIC300","A",1e-05,0.813491,"NIC300",4.08969,-52.67731,"South America","LAC"
"172","NIC85","A",1e-05,0.816633,"NIC85",4.08533,-52.6751,"South America","LAC"
"173","NIC1343","A",1e-05,0.81711,"NIC1343",4.048513966,-52.67673198,"South America","LAC"
"174","NIC938","A",1e-05,0.818977,"NIC938",4.03397,-52.67852,"South America","LAC"
"175","NIC586","A",1e-05,0.819828,"NIC586",15.40493,-61.34619,"Caribbean","HC"
"176","NIC753","A",1e-05,0.821709,"NIC753",15.39802,-61.31219,"Caribbean","LAC"
"177","NIC1917","A",1e-05,0.831387,"NIC1917",14.67639,-61.090457,"Caribbean","HC"
"178","QG848","A",1e-05,0.831586,"QG848",9.15445,-79.82763,"Central America","LAC"
"179","QG981","A",1e-05,0.834556,"QG981",9.14576403,-79.8544232,"Central America","LAC"
"180","NIC988","A",0.835357,0.835357,"NIC988",4.03726,-52.67243,"South America","LAC"
"181","QG3807","A",1e-05,0.835626,"QG3807",10.43182,-84.01499,"Central America","LAC"
"182","NIC987","A",0.837304,0.837304,"NIC987",4.03726,-52.67243,"South America","LAC"
"183","NIC572","A",1e-05,0.841234,"NIC572",15.47461,-61.29876,"Caribbean","HC"
"184","NIC571","A",1e-05,0.841268,"NIC571",15.47461,-61.29876,"Caribbean","HC"
"185","NIC1181","A",1e-05,0.841391,"NIC1181",-12.88332003,-69.48725897,"South America","LAC"
"186","NIC434","A",0.841808,0.841808,"NIC434",4.08584,-52.67358,"South America","LAC"
"187","NIC1657","A",1e-05,0.842719,"NIC1657",25.02814,121.74912,"Taiwan","Tw3"
"188","NIC1656","A",1e-05,0.842785,"NIC1656",25.02814,121.74912,"Taiwan","Tw3"
"189","NIC1137","A",1e-05,0.844082,"NIC1137",-12.872141,-69.49788203,"South America","LAC"
"190","NIC994","A",1e-05,0.844642,"NIC994",4.04243,-52.67869,"South America","LAC"
"191","NIC425","A",0.845945,0.845945,"NIC425",5.53544,-53.5634,"South America","LAC"
"192","NIC1851","A",1e-05,0.8464,"NIC1851",14.72499,-61.105335,"Caribbean","LAC"
"193","NIC1913","A",1e-05,0.847364,"NIC1913",14.724882,-61.105406,"Caribbean","LAC"
"194","NIC1478","A",1e-05,0.849182,"NIC1478",4.086242002,-52.67756699,"South America","LAC"
"195","QG3817","A",1e-05,0.849889,"QG3817",10.42972,-84.00742,"Central America","LAC"
"196","NIC492","A",0.852038,0.852038,"NIC492",4.0864,-52.67639,"South America","LAC"
"197","NIC941","A",1e-05,0.852484,"NIC941",4.03687,-52.67743,"South America","LAC"
"198","NIC903","A",1e-05,0.853624,"NIC903",4.04877,-52.67666,"South America","LAC"
"199","NIC1344","A",1e-05,0.853936,"NIC1344",4.055127036,-52.67816302,"South America","LAC"
"200","QG3539","A",1e-05,0.855031,"QG3539",10.42332222,-84.00135556,"Central America","LAC"
"201","NIC468","A",1.2e-05,0.857399,"NIC468",4.0883,-52.67541,"South America","LAC"
"202","NIC1254","A",0.859752,0.859752,"NIC1254",4.085349999,-52.68294297,"South America","LAC"
"203","NIC1391","A",1e-05,0.859758,"NIC1391",3.596770959,-53.17791598,"South America","LAC"
"204","QG3545","A",1e-05,0.861311,"QG3545",10.42361667,-84.00118611,"Central America","LAC"
"205","NIC939","A",1e-05,0.861694,"NIC939",4.03128,-52.68028,"South America","LAC"
"206","NIC1323","A",1e-05,0.8639,"NIC1323",4.556285972,-52.20881601,"South America","LAC"
"207","JU1975","A",1.2e-05,0.864712,"JU1975",-2.96,-59.84,"South America","LAC"
"208","NIC1317","A",1e-05,0.866924,"NIC1317",4.555320963,-52.209778,"South America","LAC"
"209","NIC469","A",0.869532,0.869532,"NIC469",4.0883,-52.67541,"South America","LAC"
"210","JU1845","A",0.869595,0.869595,"JU1845",4.089583,-52.67705,"South America","LAC"
"211","JU1821","A",1e-05,0.870262,"JU1821",4.087967,-52.675167,"South America","LAC"
"212","NIC1268","A",1e-05,0.873989,"NIC1268",3.608203959,-53.175201,"South America","LAC"
"213","NIC1112","A",1e-05,0.884369,"NIC1112",-12.829016,-71.377696,"South America","LAC"
"214","NIC1270","A",0.885706,0.885706,"NIC1270",3.599450989,-53.18744604,"South America","LAC"
"215","NIC2367","A",1e-05,0.889909,"NIC2367",4.038957004,-52.66788497,"South America","LAC"
"216","NIC478","A",0.892252,0.892252,"NIC478",4.08855,-52.67645,"South America","LAC"
"217","NIC1378","A",1e-05,0.893462,"NIC1378",4.0951,-52.686219,"South America","LAC"
"218","NIC533","A",1e-05,0.897598,"NIC533",16.01855,-61.597903,"Caribbean","LAC"
"219","QG850","A",1e-05,0.901797,"QG850",9.159436,-79.844493,"Central America","LAC"
"220","QG4781","A",1e-05,0.907221,"QG4781",6.9174,158.2615,"Micronesia","Mic2"
"221","QG5503","A",1e-05,0.907375,"QG5503",6.9174,158.2615,"Micronesia","Mic2"
"222","QG5650","A",1e-05,0.910293,"QG5650",6.9181,158.2619,"Micronesia","Mic2"
"223","QG5502","A",1e-05,0.91032,"QG5502",6.9174,158.2615,"Micronesia","Mic2"
"224","QG5576","A",1e-05,0.910913,"QG5576",6.9181,158.2619,"Micronesia","Mic2"
"225","QG3009","A",1e-05,0.911424,"QG3009",9.16005,-79.841,"Central America","LAC"
"226","NIC496","A",1e-05,0.913311,"NIC496",4.08803,-52.67552,"South America","LAC"
"227","NIC1877","A",1e-05,0.919233,"NIC1877",14.744997,-61.092154,"Caribbean","LAC"
"228","NIC1165","A",1e-05,0.926695,"NIC1165",-12.87688399,-69.49484501,"South America","LAC"
"229","QG4741","A",1e-05,0.929059,"QG4741",6.8538,158.2157,"Micronesia","Mic1"
"230","NIC391","A",0.935563,0.935563,"NIC391",4.03715,-52.67126,"South America","LAC"
"231","NIC114","A",1e-05,0.945512,"NIC114",16.0435,-61.643,"Caribbean","LAC"
"232","NIC56","A",1e-05,0.946937,"NIC56",4.08263,-52.67992,"South America","LAC"
"233","NIC1363","A",1e-05,0.948297,"NIC1363",4.058048967,-52.67827903,"South America","LAC"
"234","NIC458","A",1.8e-05,0.9515,"NIC458",4.08141,-52.68219,"South America","LAC"
"235","NIC1395","A",1.2e-05,0.952135,"NIC1395",3.632552968,-53.20619199,"South America","LAC"
"236","NIC570","A",1e-05,0.953822,"NIC570",15.47461,-61.29876,"Caribbean","HC"
"237","ECA796","A",1e-05,0.962629,"ECA796",19.905167,-155.139322,"Hawaii","HC"
"238","EG5889","A",1e-05,0.964648,"EG5889",18.3,-65.8,"Caribbean","LAC"
"239","QG2770","A",1e-05,0.969809,"QG2770",9.1576,-79.83393333,"Central America","LAC"
"240","NIC1911","A",1e-05,0.971644,"NIC1911",14.804986,-61.146231,"Caribbean","LAC"
"241","NIC1170","A",1e-05,0.972706,"NIC1170",-12.87956603,-69.49155604,"South America","LAC"
"242","NIC1142","A",1e-05,0.975437,"NIC1142",-12.87388603,-69.49565898,"South America","LAC"
"243","NIC2361","A",1e-05,0.976484,"NIC2361",4.038404971,-52.677023,"South America","LAC"
"244","NIC1354","A",1e-05,0.980078,"NIC1354",4.071575012,-52.68970096,"South America","LAC"
"245","ECA3053","A",1e-05,0.982629,"ECA3053",20.0389764,-155.4399684,"Hawaii","HC"
"246","NIC1307","A",1e-05,0.985405,"NIC1307",4.868027978,-52.34595903,"South America","LAC"
"247","NIC1300","A",1e-05,0.99698,"NIC1300",3.594842032,-53.17887696,"South America","LAC"
"248","NIC1594","A",1e-05,0.999698,"NIC1594",24.68622,121.13734,"Taiwan","Tw6"
"249","NIC1592","A",1e-05,0.999703,"NIC1592",24.68622,121.13734,"Taiwan","Tw6"
"250","NIC247","A",1e-05,0.999704,"NIC247",16.03608,-61.635025,"Caribbean","LAC"
"251","NIC1914","A",1e-05,0.999707,"NIC1914",14.724882,-61.105406,"Caribbean","LAC"
"252","NIC1976","A",1e-05,0.99971,"NIC1976",14.67639,-61.090457,"Caribbean","LAC"
"253","NIC591","A",1e-05,0.999711,"NIC591",15.40585,-61.34613,"Caribbean","LAC"
"254","NIC540","A",1e-05,0.999713,"NIC540",15.23686,-61.34787,"Caribbean","LAC"
"255","NIC751","A",1e-05,0.999713,"NIC751",15.39709,-61.31183,"Caribbean","LAC"
"256","QG4669","A",1e-05,0.999713,"QG4669",6.9684,158.1899,"Micronesia","Mic2"
"257","NIC1586","A",1e-05,0.999714,"NIC1586",23.58878,121.33879,"Taiwan","Tw1"
"258","ECA798","A",1e-05,0.999715,"ECA798",19.906725,-155.141275,"Hawaii","HC"
"259","JU1630","A",1e-05,0.999715,"JU1630",17.1064,-25.1222,"Africa","Af"
"260","NIC1534","A",1e-05,0.999716,"NIC1534",-17.088793,49.827329,"Africa","Af"
"261","NIC962","A",1e-05,0.999716,"NIC962",4.03875,-52.6677,"South America","LAC"
"262","NIC1531","A",1e-05,0.999717,"NIC1531",-16.755873,49.996516,"Africa","Af"
"263","NIC585","A",1e-05,0.999717,"NIC585",15.40415,-61.34645,"Caribbean","LAC"
"264","QG5655","A",1e-05,0.999717,"QG5655",6.9639,158.1907,"Micronesia","Mic1"
"265","QG4659","A",1e-05,0.999718,"QG4659",6.8567,158.2225,"Micronesia","Mic1"
"266","NIC749","A",1e-05,0.999719,"NIC749",15.31568,-61.29654,"Caribbean","LAC"
"267","ECA1445","A",1e-05,0.99972,"ECA1445",19.8552394,-155.1527495,"Hawaii","Hw2"
"268","NIC1293","A",1e-05,0.99972,"NIC1293",3.644524002,-53.19812902,"South America","LAC"
"269","BRC20400","A",1e-05,0.999721,"BRC20400",25.016672,121.557423,"Taiwan","Tw3"
"270","ECA1299","A",1e-05,0.999721,"ECA1299",21.34198,-157.8095,"Hawaii","Hw3"
"271","ECA1451","A",1e-05,0.999721,"ECA1451",19.8552394,-155.1527495,"Hawaii","Hw2"
"272","NIC491","A",1.9e-05,0.999721,"NIC491",4.08507,-52.68325,"South America","LAC"
"273","NIC577","A",1e-05,0.999721,"NIC577",15.40564,-61.34607,"Caribbean","LAC"
"274","ECA1301","A",1e-05,0.999722,"ECA1301",21.34202,-157.8096,"Hawaii","Hw3"
"275","ECA1305","A",1e-05,0.999722,"ECA1305",21.34091,-157.822,"Hawaii","Hw3"
"276","ECA1307","A",1e-05,0.999722,"ECA1307",21.34198,-157.8095,"Hawaii","Hw3"
"277","ECA1401","A",1e-05,0.999722,"ECA1401",21.342699,-157.821547,"Hawaii","Hw3"
"278","ECA1403","A",1e-05,0.999722,"ECA1403",21.342699,-157.821547,"Hawaii","Hw3"
"279","ECA1453","A",1e-05,0.999722,"ECA1453",19.854497,-155.15326,"Hawaii","Hw2"
"280","NIC1136","A",1e-05,0.999722,"NIC1136",-12.872141,-69.49788203,"South America","LAC"
"281","NIC1301","A",1e-05,0.999722,"NIC1301",3.620189996,-53.20809804,"South America","LAC"
"282","NIC1305","A",1e-05,0.999722,"NIC1305",3.614802025,-53.19812601,"South America","LAC"
"283","NIC575","A",1e-05,0.999722,"NIC575",15.40564,-61.34607,"Caribbean","LAC"
"284","NIC587","A",1e-05,0.999722,"NIC587",15.40528,-61.34618,"Caribbean","LAC"
"285","QG3526","A",1e-05,0.999722,"QG3526",10.42643333,-84.01193333,"Central America","LAC"
"286","QG852","A",1e-05,0.999722,"QG852",9.15443,-79.82735,"Central America","LAC"
"287","QG987","A",1e-05,0.999722,"QG987",9.147419,-79.85312,"Central America","LAC"
"288","ECA1304","A",1e-05,0.999723,"ECA1304",21.34202,-157.8096,"Hawaii","Hw3"
