"","samples","cluster","frac_cluster","max_frac","strain","lat","long","geo"
"1","NIC1156","A",1e-05,0.319237,"NIC1156",-12.990649,-69.507455,"South America"
"2","NIC1157","A",1e-05,0.320798,"NIC1157",-12.990649,-69.507455,"South America"
"3","NIC436","A",1e-05,0.346438,"NIC436",4.08678,-52.67515,"South America"
"4","QG3793","A",1e-05,0.363319,"QG3793",10.42583333,-84.00995,"Central America"
"5","NIC941","A",1e-05,0.366517,"NIC941",4.03687,-52.67743,"South America"
"6","HPT56","A",1e-05,0.408775,"HPT56",-8.52582,115.167492,"Indonesia"
"7","NIC363","A",1e-05,0.416061,"NIC363",4.95234,-52.49148,"South America"
"8","NIC1432","A",1e-05,0.431591,"NIC1432",4.087813022,-52.67992197,"South America"
"9","NIC492","A",1e-05,0.432664,"NIC492",4.0864,-52.67639,"South America"
"10","NIC1886","A",0.436728,0.436728,"NIC1886",14.705951,-61.092991,"Caribbean"
"11","NIC1927","A",1e-05,0.439107,"NIC1927",14.719237,-61.100187,"Caribbean"
"12","NIC344","A",0.041613,0.448583,"NIC344",5.41063,-53.6564,"South America"
"13","NIC443","A",1e-05,0.474307,"NIC443",4.08447,-52.67858,"South America"
"14","QG3522","A",1e-05,0.478041,"QG3522",10.42974,-84.00938,"Central America"
"15","NIC1862","A",1e-05,0.48025,"NIC1862",14.843986,-61.214646,"Caribbean"
"16","JU2752","A",0.488881,0.488881,"JU2752",16.1761,-61.6951,"Caribbean"
"17","HPT33","A",1e-05,0.494814,"HPT33",-5.2563,119.86386,"Indonesia"
"18","NIC986","A",1e-05,0.509173,"NIC986",4.03726,-52.67243,"South America"
"19","NIC2355","A",1e-05,0.515049,"NIC2355",4.041457996,-52.676275,"South America"
"20","QG3808","A",1e-05,0.516319,"QG3808",10.43288,-84.00678,"Central America"
"21","QG3800","A",1e-05,0.516529,"QG3800",10.42974,-84.00938,"Central America"
"22","NIC417","A",1e-05,0.521297,"NIC417",4.07829,-52.68732,"South America"
"23","JU1846","A",1e-05,0.5234,"JU1846",4.0911,-52.674633,"South America"
"24","JU1819","A",1e-05,0.526956,"JU1819",4.08805,-52.675667,"South America"
"25","NIC99","A",1e-05,0.527209,"NIC99",4.08747,-52.67394,"South America"
"26","QG3514","A",1e-05,0.528854,"QG3514",10.43089,-84.00684,"Central America"
"27","QG3024","A",1e-05,0.528958,"QG3024",9.1584,-79.84555,"Central America"
"28","NIC1433","A",1e-05,0.529044,"NIC1433",4.055725001,-52.67804501,"South America"
"29","NIC1376","A",1e-05,0.530536,"NIC1376",4.083392993,-52.68151998,"South America"
"30","NIC413","A",1e-05,0.531309,"NIC413",4.07244,-52.69034,"South America"
"31","NIC1950","A",1e-05,0.533632,"NIC1950",14.743477,-61.095204,"Caribbean"
"32","NIC1419","A",1e-05,0.537925,"NIC1419",3.603130979,-53.19263603,"South America"
"33","NIC1290","A",0.083641,0.537994,"NIC1290",3.605792988,-53.17799502,"South America"
"34","NIC51","A",1e-05,0.545146,"NIC51",4.08729,-52.68139,"South America"
"35","QG4824","A",1e-05,0.547512,"QG4824",6.8569,158.2207,"Micronesia"
"36","QG5654","A",1e-05,0.548285,"QG5654",6.8569,158.2207,"Micronesia"
"37","QG4817","A",1e-05,0.549008,"QG4817",6.8569,158.2207,"Micronesia"
"38","QG4702","A",1e-05,0.549369,"QG4702",6.8569,158.2207,"Micronesia"
"39","NIC58","A",1e-05,0.549497,"NIC58",4.08731,-52.67866,"South America"
"40","NIC55","A",1e-05,0.549749,"NIC55",4.08225,-52.67965,"South America"
"41","NIC312","A",1e-05,0.55005,"NIC312",4.03892,-52.67656,"South America"
"42","QG3850","A",1e-05,0.550467,"QG3850",10.42972,-84.00718,"Central America"
"43","QG3877","A",1e-05,0.550536,"QG3877",10.43008,-84.00894,"Central America"
"44","NIC944","A",1e-05,0.55379,"NIC944",4.03799,-52.6772,"South America"
"45","NIC193","A",1e-05,0.55702,"NIC193",16.0207,-61.597,"Caribbean"
"46","NIC249","A",1e-05,0.557738,"NIC249",16.0207,-61.597,"Caribbean"
"47","NIC1328","A",1e-05,0.559202,"NIC1328",4.048613962,-52.676549,"South America"
"48","HPT39","A",1e-05,0.560002,"HPT39",-5.252764,119.865139,"Indonesia"
"49","NIC469","A",1e-05,0.561465,"NIC469",4.0883,-52.67541,"South America"
"50","JU1849","A",1e-05,0.562689,"JU1849",4.086683,-52.68165,"South America"
"51","QG3790","A",1e-05,0.565502,"QG3790",10.42551667,-84.01403333,"Central America"
"52","NIC1257","A",1e-05,0.566298,"NIC1257",4.085349999,-52.68294297,"South America"
"53","NIC114","A",0.567483,0.567483,"NIC114",16.0435,-61.643,"Caribbean"
"54","NIC955","A",1e-05,0.568009,"NIC955",4.04973,-52.67652,"South America"
"55","NIC384","A",1e-05,0.571495,"NIC384",4.06126,-52.67946,"South America"
"56","HPT25","A",1e-05,0.571845,"HPT25",-8.5315,116.239193,"Indonesia"
"57","NIC1651","A",1e-05,0.577614,"NIC1651",25.02814,121.74912,"Taiwan"
"58","JU1835","A",1e-05,0.582776,"JU1835",4.085783,-52.6791,"South America"
"59","QG3821","A",1e-05,0.586685,"QG3821",10.42540556,-84.00121667,"Central America"
"60","NIC1477","A",1.4e-05,0.587166,"NIC1477",4.086242002,-52.67756699,"South America"
"61","QG3849","A",1e-05,0.587311,"QG3849",10.42551667,-84.01403333,"Central America"
