BRC20391	0.000010	0.999980	0.000010	LD_0.9_3_1034
BRC20400	0.005856	0.994134	0.000010	LD_0.9_3_1034
BRC20464	0.000010	0.999980	0.000010	LD_0.9_3_1034
BRC20548	0.091507	0.612166	0.296327	LD_0.9_3_1034
ECA1299	0.000010	0.000010	0.999980	LD_0.9_3_1034
ECA1300	0.000010	0.000010	0.999980	LD_0.9_3_1034
ECA1301	0.000010	0.000010	0.999980	LD_0.9_3_1034
ECA1302	0.000010	0.000010	0.999980	LD_0.9_3_1034
ECA1303	0.000010	0.000010	0.999980	LD_0.9_3_1034
ECA1304	0.000010	0.000010	0.999980	LD_0.9_3_1034
ECA1305	0.000010	0.000010	0.999980	LD_0.9_3_1034
ECA1306	0.000010	0.999980	0.000010	LD_0.9_3_1034
ECA1307	0.000010	0.000010	0.999980	LD_0.9_3_1034
ECA1309	0.000010	0.999980	0.000010	LD_0.9_3_1034
ECA1310	0.000010	0.999980	0.000010	LD_0.9_3_1034
ECA1311	0.000010	0.999980	0.000010	LD_0.9_3_1034
ECA1312	0.000010	0.999980	0.000010	LD_0.9_3_1034
ECA1313	0.000010	0.999980	0.000010	LD_0.9_3_1034
ECA1401	0.000010	0.000010	0.999980	LD_0.9_3_1034
ECA1403	0.000010	0.000010	0.999980	LD_0.9_3_1034
ECA1405	0.000010	0.000010	0.999980	LD_0.9_3_1034
ECA1445	0.000010	0.000010	0.999980	LD_0.9_3_1034
ECA1447	0.000010	0.000010	0.999980	LD_0.9_3_1034
ECA1449	0.000010	0.000010	0.999980	LD_0.9_3_1034
ECA1451	0.000010	0.000010	0.999980	LD_0.9_3_1034
ECA1453	0.000010	0.000010	0.999980	LD_0.9_3_1034
ECA1481	0.000010	0.999980	0.000010	LD_0.9_3_1034
ECA1518	0.000010	0.999980	0.000010	LD_0.9_3_1034
ECA1579	0.000010	0.999980	0.000010	LD_0.9_3_1034
ECA1581	0.000010	0.999980	0.000010	LD_0.9_3_1034
ECA1583	0.000010	0.999980	0.000010	LD_0.9_3_1034
ECA1585	0.000010	0.999980	0.000010	LD_0.9_3_1034
ECA1599	0.000010	0.999980	0.000010	LD_0.9_3_1034
ECA1603	0.000010	0.999980	0.000010	LD_0.9_3_1034
ECA2087	0.000010	0.999980	0.000010	LD_0.9_3_1034
ECA2898	0.000010	0.999980	0.000010	LD_0.9_3_1034
ECA2899	0.000010	0.999980	0.000010	LD_0.9_3_1034
ECA2900	0.000010	0.999980	0.000010	LD_0.9_3_1034
ECA2909	0.000010	0.999980	0.000010	LD_0.9_3_1034
ECA2910	0.000010	0.999980	0.000010	LD_0.9_3_1034
ECA2920	0.000010	0.999980	0.000010	LD_0.9_3_1034
ECA2954	0.000010	0.999980	0.000010	LD_0.9_3_1034
ECA2955	0.000010	0.999980	0.000010	LD_0.9_3_1034
ECA2976	0.000010	0.999980	0.000010	LD_0.9_3_1034
ECA3053	0.000010	0.999980	0.000010	LD_0.9_3_1034
ECA788	0.000010	0.000010	0.999980	LD_0.9_3_1034
ECA789	0.000010	0.000010	0.999980	LD_0.9_3_1034
ECA790	0.000010	0.999980	0.000010	LD_0.9_3_1034
ECA791	0.000010	0.999980	0.000010	LD_0.9_3_1034
ECA792	0.000010	0.999980	0.000010	LD_0.9_3_1034
ECA793	0.000010	0.999980	0.000010	LD_0.9_3_1034
ECA794	0.000010	0.999980	0.000010	LD_0.9_3_1034
ECA796	0.000010	0.951955	0.048035	LD_0.9_3_1034
ECA797	0.000010	0.999980	0.000010	LD_0.9_3_1034
ECA798	0.000010	0.999980	0.000010	LD_0.9_3_1034
ECA799	0.000010	0.999980	0.000010	LD_0.9_3_1034
ECA800	0.000010	0.999980	0.000010	LD_0.9_3_1034
ECA801	0.000010	0.999980	0.000010	LD_0.9_3_1034
ECA802	0.000010	0.999980	0.000010	LD_0.9_3_1034
ECA803	0.000010	0.999980	0.000010	LD_0.9_3_1034
ECA804	0.000010	0.999980	0.000010	LD_0.9_3_1034
ECA805	0.000010	0.999980	0.000010	LD_0.9_3_1034
ECA806	0.000010	0.000010	0.999980	LD_0.9_3_1034
EG5889	0.948752	0.000010	0.051238	LD_0.9_3_1034
EG6180	0.751232	0.000010	0.248758	LD_0.9_3_1034
HPT25	0.052987	0.648932	0.298080	LD_0.9_3_1034
