BRC20391	0.000413	0.318049	0.000010	0.455269	0.226249	0.000010	LD_0.9_6_1034
BRC20400	0.019461	0.980499	0.000010	0.000010	0.000010	0.000010	LD_0.9_6_1034
BRC20464	0.000010	0.999950	0.000010	0.000010	0.000010	0.000010	LD_0.9_6_1034
BRC20548	0.000010	0.999950	0.000010	0.000010	0.000010	0.000010	LD_0.9_6_1034
ECA1299	0.000010	0.000010	0.999950	0.000010	0.000010	0.000010	LD_0.9_6_1034
ECA1300	0.000010	0.000010	0.999944	0.000010	0.000016	0.000010	LD_0.9_6_1034
ECA1301	0.000010	0.000010	0.999950	0.000010	0.000010	0.000010	LD_0.9_6_1034
ECA1302	0.000010	0.000010	0.999950	0.000010	0.000010	0.000010	LD_0.9_6_1034
ECA1303	0.000010	0.000010	0.999950	0.000010	0.000010	0.000010	LD_0.9_6_1034
ECA1304	0.000010	0.000010	0.999946	0.000010	0.000014	0.000010	LD_0.9_6_1034
ECA1305	0.000010	0.000010	0.999950	0.000010	0.000010	0.000010	LD_0.9_6_1034
ECA1306	0.000010	0.999950	0.000010	0.000010	0.000010	0.000010	LD_0.9_6_1034
ECA1307	0.000010	0.000010	0.999950	0.000010	0.000010	0.000010	LD_0.9_6_1034
ECA1309	0.000010	0.999950	0.000010	0.000010	0.000010	0.000010	LD_0.9_6_1034
ECA1310	0.000010	0.999950	0.000010	0.000010	0.000010	0.000010	LD_0.9_6_1034
ECA1311	0.000010	0.000010	0.000010	0.999947	0.000013	0.000010	LD_0.9_6_1034
ECA1312	0.000010	0.000010	0.000010	0.999947	0.000013	0.000010	LD_0.9_6_1034
ECA1313	0.000010	0.000010	0.000010	0.999946	0.000014	0.000010	LD_0.9_6_1034
ECA1401	0.000010	0.000010	0.999950	0.000010	0.000010	0.000010	LD_0.9_6_1034
ECA1403	0.000010	0.000010	0.999950	0.000010	0.000010	0.000010	LD_0.9_6_1034
ECA1405	0.000010	0.000010	0.999950	0.000010	0.000010	0.000010	LD_0.9_6_1034
ECA1445	0.000010	0.000010	0.000010	0.000010	0.999950	0.000010	LD_0.9_6_1034
ECA1447	0.000010	0.000010	0.000010	0.000010	0.999950	0.000010	LD_0.9_6_1034
ECA1449	0.000010	0.000010	0.000010	0.000010	0.999950	0.000010	LD_0.9_6_1034
ECA1451	0.000010	0.000010	0.000010	0.000010	0.999950	0.000010	LD_0.9_6_1034
ECA1453	0.000010	0.000010	0.000010	0.000010	0.999950	0.000010	LD_0.9_6_1034
ECA1481	0.000010	0.999950	0.000010	0.000010	0.000010	0.000010	LD_0.9_6_1034
ECA1518	0.000010	0.973731	0.000010	0.026229	0.000010	0.000010	LD_0.9_6_1034
ECA1579	0.000010	0.999950	0.000010	0.000010	0.000010	0.000010	LD_0.9_6_1034
ECA1581	0.000019	0.999941	0.000010	0.000010	0.000010	0.000010	LD_0.9_6_1034
ECA1583	0.000019	0.999941	0.000010	0.000010	0.000010	0.000010	LD_0.9_6_1034
ECA1585	0.000010	0.999950	0.000010	0.000010	0.000010	0.000010	LD_0.9_6_1034
ECA1599	0.000010	0.999950	0.000010	0.000010	0.000010	0.000010	LD_0.9_6_1034
ECA1603	0.000010	0.999950	0.000010	0.000010	0.000010	0.000010	LD_0.9_6_1034
ECA2087	0.000010	0.999950	0.000010	0.000010	0.000010	0.000010	LD_0.9_6_1034
ECA2898	0.000010	0.999950	0.000010	0.000010	0.000010	0.000010	LD_0.9_6_1034
ECA2899	0.000010	0.999950	0.000010	0.000010	0.000010	0.000010	LD_0.9_6_1034
ECA2900	0.000010	0.999950	0.000010	0.000010	0.000010	0.000010	LD_0.9_6_1034
ECA2909	0.000010	0.186277	0.000010	0.813683	0.000010	0.000010	LD_0.9_6_1034
ECA2910	0.000010	0.999950	0.000010	0.000010	0.000010	0.000010	LD_0.9_6_1034
ECA2920	0.000010	0.999950	0.000010	0.000010	0.000010	0.000010	LD_0.9_6_1034
ECA2954	0.000010	0.181777	0.000010	0.818183	0.000010	0.000010	LD_0.9_6_1034
ECA2955	0.000010	0.181770	0.000010	0.818190	0.000010	0.000010	LD_0.9_6_1034
ECA2976	0.000010	0.181869	0.000010	0.818091	0.000010	0.000010	LD_0.9_6_1034
ECA3053	0.000010	0.188786	0.000010	0.811169	0.000015	0.000010	LD_0.9_6_1034
ECA788	0.000010	0.000010	0.999948	0.000010	0.000012	0.000010	LD_0.9_6_1034
ECA789	0.000010	0.000010	0.999950	0.000010	0.000010	0.000010	LD_0.9_6_1034
ECA790	0.000010	0.069119	0.000010	0.930841	0.000010	0.000010	LD_0.9_6_1034
ECA791	0.000010	0.000010	0.000010	0.999950	0.000010	0.000010	LD_0.9_6_1034
ECA792	0.000010	0.000010	0.000010	0.999950	0.000010	0.000010	LD_0.9_6_1034
ECA793	0.000010	0.184222	0.000010	0.815738	0.000010	0.000010	LD_0.9_6_1034
ECA794	0.000010	0.069292	0.000010	0.930668	0.000010	0.000010	LD_0.9_6_1034
ECA796	0.000014	0.130381	0.000010	0.815906	0.053679	0.000010	LD_0.9_6_1034
ECA797	0.000010	0.000010	0.000010	0.999950	0.000010	0.000010	LD_0.9_6_1034
ECA798	0.000010	0.000010	0.000010	0.999950	0.000010	0.000010	LD_0.9_6_1034
ECA799	0.000010	0.000010	0.000010	0.999950	0.000010	0.000010	LD_0.9_6_1034
ECA800	0.000010	0.894859	0.000010	0.105101	0.000010	0.000010	LD_0.9_6_1034
ECA801	0.000010	0.924553	0.000010	0.075406	0.000010	0.000010	LD_0.9_6_1034
ECA802	0.000010	0.894861	0.000010	0.105099	0.000010	0.000010	LD_0.9_6_1034
ECA803	0.000010	0.939096	0.000012	0.060862	0.000010	0.000010	LD_0.9_6_1034
ECA804	0.000010	0.924800	0.000010	0.075160	0.000010	0.000010	LD_0.9_6_1034
ECA805	0.000014	0.999946	0.000010	0.000010	0.000010	0.000010	LD_0.9_6_1034
ECA806	0.000010	0.000010	0.000010	0.000010	0.999950	0.000010	LD_0.9_6_1034
EG5889	0.977947	0.000012	0.000014	0.000010	0.022008	0.000010	LD_0.9_6_1034
EG6180	0.770762	0.000010	0.000010	0.000010	0.229198	0.000010	LD_0.9_6_1034
HPT25	0.024896	0.786853	0.020242	0.150050	0.015445	0.002513	LD_0.9_6_1034
HPT33	0.000010	0.077829	0.076042	0.035558	0.810551	0.000010	LD_0.9_6_1034
HPT39	0.021168	0.798697	0.022960	0.153247	0.003918	0.000010	LD_0.9_6_1034
HPT56	0.062269	0.122214	0.000014	0.807874	0.007619	0.000010	LD_0.9_6_1034
JU1373	0.000010	0.000010	0.000010	0.000010	0.999950	0.000010	LD_0.9_6_1034
JU1374	0.000010	0.000010	0.000010	0.000010	0.999950	0.000010	LD_0.9_6_1034
