BRC20391	0.000010	0.054197	0.000010	0.945783	LD_0.9_4_1034
BRC20400	0.000180	0.012146	0.000010	0.987664	LD_0.9_4_1034
BRC20464	0.000010	0.000010	0.000010	0.999970	LD_0.9_4_1034
BRC20548	0.091250	0.099977	0.287598	0.521174	LD_0.9_4_1034
ECA1299	0.000010	0.000010	0.999970	0.000010	LD_0.9_4_1034
ECA1300	0.000010	0.000010	0.999970	0.000010	LD_0.9_4_1034
ECA1301	0.000010	0.000010	0.999970	0.000010	LD_0.9_4_1034
ECA1302	0.000010	0.000010	0.999970	0.000010	LD_0.9_4_1034
ECA1303	0.000010	0.000010	0.999970	0.000010	LD_0.9_4_1034
ECA1304	0.000010	0.000010	0.999970	0.000010	LD_0.9_4_1034
ECA1305	0.000010	0.000010	0.999970	0.000010	LD_0.9_4_1034
ECA1306	0.000010	0.000010	0.000010	0.999970	LD_0.9_4_1034
ECA1307	0.000010	0.000010	0.999970	0.000010	LD_0.9_4_1034
ECA1309	0.000010	0.000010	0.000010	0.999970	LD_0.9_4_1034
ECA1310	0.000010	0.000010	0.000010	0.999970	LD_0.9_4_1034
ECA1311	0.000010	0.000010	0.000010	0.999970	LD_0.9_4_1034
ECA1312	0.000010	0.000010	0.000010	0.999970	LD_0.9_4_1034
ECA1313	0.000010	0.000010	0.000010	0.999970	LD_0.9_4_1034
ECA1401	0.000010	0.000010	0.999970	0.000010	LD_0.9_4_1034
ECA1403	0.000010	0.000010	0.999970	0.000010	LD_0.9_4_1034
ECA1405	0.000010	0.000010	0.999970	0.000010	LD_0.9_4_1034
ECA1445	0.000010	0.000010	0.976452	0.023528	LD_0.9_4_1034
ECA1447	0.000010	0.000010	0.976797	0.023183	LD_0.9_4_1034
ECA1449	0.000010	0.000010	0.976727	0.023253	LD_0.9_4_1034
ECA1451	0.000010	0.000010	0.976717	0.023263	LD_0.9_4_1034
ECA1453	0.000010	0.000010	0.976614	0.023366	LD_0.9_4_1034
ECA1481	0.000010	0.000010	0.000010	0.999970	LD_0.9_4_1034
ECA1518	0.000010	0.000010	0.000010	0.999970	LD_0.9_4_1034
ECA1579	0.000010	0.000010	0.000010	0.999970	LD_0.9_4_1034
ECA1581	0.000010	0.000010	0.000010	0.999970	LD_0.9_4_1034
ECA1583	0.000010	0.000010	0.000010	0.999970	LD_0.9_4_1034
ECA1585	0.000010	0.000010	0.000010	0.999970	LD_0.9_4_1034
ECA1599	0.000010	0.000010	0.000010	0.999970	LD_0.9_4_1034
ECA1603	0.000010	0.000010	0.000010	0.999970	LD_0.9_4_1034
ECA2087	0.000010	0.000010	0.000010	0.999970	LD_0.9_4_1034
ECA2898	0.000010	0.000010	0.000010	0.999970	LD_0.9_4_1034
ECA2899	0.000010	0.000010	0.000010	0.999970	LD_0.9_4_1034
ECA2900	0.000010	0.000010	0.000010	0.999970	LD_0.9_4_1034
ECA2909	0.000010	0.000010	0.000010	0.999970	LD_0.9_4_1034
ECA2910	0.000010	0.000010	0.000010	0.999970	LD_0.9_4_1034
ECA2920	0.000010	0.000010	0.000010	0.999970	LD_0.9_4_1034
ECA2954	0.000010	0.000010	0.000010	0.999970	LD_0.9_4_1034
ECA2955	0.000010	0.000010	0.000010	0.999970	LD_0.9_4_1034
ECA2976	0.000010	0.000010	0.000010	0.999970	LD_0.9_4_1034
ECA3053	0.000010	0.000010	0.000010	0.999970	LD_0.9_4_1034
ECA788	0.000010	0.000010	0.999970	0.000010	LD_0.9_4_1034
ECA789	0.000010	0.000010	0.999970	0.000010	LD_0.9_4_1034
ECA790	0.000010	0.000010	0.000010	0.999970	LD_0.9_4_1034
ECA791	0.000012	0.000010	0.000010	0.999968	LD_0.9_4_1034
ECA792	0.000012	0.000010	0.000010	0.999968	LD_0.9_4_1034
ECA793	0.000010	0.000010	0.000010	0.999970	LD_0.9_4_1034
ECA794	0.000010	0.000010	0.000010	0.999970	LD_0.9_4_1034
ECA796	0.000010	0.000010	0.042005	0.957975	LD_0.9_4_1034
ECA797	0.000010	0.000010	0.000010	0.999970	LD_0.9_4_1034
ECA798	0.000010	0.000010	0.000010	0.999970	LD_0.9_4_1034
