,chrom,sub_region,pi,theta,d,mid,nvar
0,I,left_tip,0.00027543726030906555,0.0011706435791521246,-2.232806691543673,342311.5,6081
1,I,left_arm,0.0003577585753346101,0.0010810630267316693,-1.9554360618878885,2634575.0,35706
2,I,center,0.0001848302084295679,0.0007282799264748055,-2.180856061380133,6950143.0,26005
3,I,right_arm,0.00022786587432215095,0.0006741893178957915,-1.933974011224599,10416045.0,12242
4,I,right_tip,0.00025941439057228195,0.0010089997941502876,-2.169141198222543,11908841.5,6011
5,I,full,0.0002535750318768728,0.0008667878856687224,-2.0679281873116078,6150676.0,86046
6,II,left_tip,0.0004151039479605992,0.0012801999816441422,-1.974016087075781,523541.5,10925
7,II,left_arm,0.00032537757477480974,0.0008574034999899754,-1.8125819549063404,1851548.5,11538
8,II,center,0.0002933018929768924,0.0008343151094385653,-1.8953541686935815,6276110.0,46229
9,II,right_arm,0.0003433346389393176,0.0007840191548656587,-1.6420928208776802,10879442.0,12260
10,II,right_tip,0.0003363450825290088,0.0007788346553954464,-1.6587384165406311,12304434.5,5148
11,II,full,0.00031660081151546637,0.0008605547336936924,-1.8476622840636285,6373095.5,86100
12,III,left_tip,0.0002416216992659856,0.0006994745922322375,-1.9093820261773977,293658.5,3096
13,III,left_arm,0.0003272218906058772,0.0007295895916023792,-1.61112254743378,1667978.5,12521
14,III,center,0.0002545195486923281,0.000886502046757493,-2.0836517799623535,5579504.0,38998
15,III,right_arm,0.00033940649383733663,0.0008673503403757603,-1.7784924954550172,9620239.5,16943
16,III,right_tip,0.0005817769669822214,0.0013732147914797992,-1.6837056544153315,11361683.5,11563
17,III,full,0.00030968541971956696,0.0008901969002223691,-1.9061681737818954,5946628.0,83121
18,IV,left_tip,0.00036582514586110945,0.0008694346481184979,-1.6904667568518028,298744.5,3930
19,IV,left_arm,0.00045826492488642347,0.0011878416017145298,-1.795032764479308,2098158.0,27018
20,IV,center,0.00022947220201920154,0.0006592342854979253,-1.9053683246118955,6954489.0,34044
21,IV,right_arm,0.00031235830774934775,0.0008668101045984605,-1.8691354266443394,11789977.5,20549
22,IV,right_tip,0.0002658315174147867,0.0006506914135788368,-1.7255774268262716,13618472.5,3943
23,IV,full,0.0003004648621892707,0.0008169278498901899,-1.8479740684820318,6983570.5,89484
24,V,left_tip,7.385845911939297e-05,0.00020051620168912737,-1.8221806382257861,167883.0,574
25,V,left_arm,0.00021502584745711984,0.0005121451237936893,-1.6952252659172813,2396143.5,17089
26,V,center,0.00017759138038722546,0.0005102654000264239,-1.9054619337477439,8157570.5,28768
27,V,right_arm,0.00014149857028184943,0.00035612150148957934,-1.7601680034724774,13361932.5,8803
28,V,right_tip,0.00033803600035719724,0.0011584334867159533,-2.0670698883374774,15103638.5,4131
29,V,full,0.0001840535973018191,0.0004977225425424086,-1.8420813440363115,7671016.0,59365
30,X,left_tip,1.1004943279493494e-06,2.6469277833285638e-06,-1.4132604995487312,805194.0,30
31,X,left_arm,0.00018842802612814802,0.00046869627245949247,-1.7470227658900506,3135610.5,10984
32,X,center,0.000243554657051902,0.0009392342823006542,-2.1648974174817224,7293197.0,37730
33,X,right_arm,0.00028317022567749705,0.0009393572330322002,-2.041646150514537,12039194.5,30238
34,X,right_tip,0.00024406567864672575,0.0008318096497489011,-2.0642965695233078,15062417.5,10839
35,X,full,0.00022231520906492843,0.0007543267326543522,-2.0616057053550434,7986003.5,89821
