,chrom,sub_region,pi,theta,d,mid,nvar
0,I,left_tip,2.1460917720410337e-05,7.938873332750313e-05,-2.09615888919009,342311.5,352
1,I,left_arm,5.000189747774163e-05,9.149909522326922e-05,-1.322146324245828,2634575.0,2270
2,I,center,3.353836960200554e-05,7.412657206898134e-05,-1.5967286759911525,6950143.0,2539
3,I,right_arm,0.000145397032674537,0.00017298479915367094,-0.4649932829940392,10416045.0,2383
4,I,right_tip,2.9128037445264252e-05,5.827100635913974e-05,-1.4327421214869043,11908841.5,301
5,I,full,5.6286928489405826e-05,9.518594597015071e-05,-1.1936978928620712,6150676.0,7846
6,II,left_tip,5.817213980802905e-05,0.0001162737097635209,-1.4493803280976596,523541.5,791
7,II,left_arm,0.00021099036516699903,0.0001851147470976707,0.40721482455273583,1851548.5,1805
8,II,center,8.58278783221359e-05,0.00010861668192568461,-0.6126613164983298,6276110.0,5673
9,II,right_arm,9.963784180895994e-05,0.00013485093323040287,-0.760520535126015,10879442.0,1685
10,II,right_tip,0.0001227706957846536,0.00013899745702508276,-0.3388508209830165,12304434.5,875
11,II,full,0.00010224600311862909,0.00012366152817960518,-0.505962003477782,6373095.5,10829
12,III,left_tip,0.00011506984592144208,0.00017626662473700804,-1.0063327968536444,293658.5,726
13,III,left_arm,0.00033383465741797404,0.000296321088007016,0.36947504447879925,1667978.5,3808
14,III,center,2.117988042422956e-05,6.826660212511318e-05,-2.0118228183476323,5579504.0,2783
15,III,right_arm,0.00021477916539495144,0.00016287479276109378,0.9291290730759383,9620239.5,2361
16,III,right_tip,0.00010034936860607512,9.124524539951886e-05,0.2888147149161546,11361683.5,633
17,III,full,0.00011909518218064115,0.0001301866677211686,-0.2489053799573957,5946628.0,10311
18,IV,left_tip,9.840911773195186e-05,0.00014369660133102495,-0.9121243604883232,298744.5,628
19,IV,left_arm,1.1764751947833131e-05,3.6133271721954596e-05,-1.954534820718294,2098158.0,722
20,IV,center,0.00018309141397854047,0.0001456801326296678,0.7500588344952717,6954489.0,7124
21,IV,right_arm,0.0001313276235401853,0.00013254142438946356,-0.02670142024630903,11789977.5,2377
22,IV,right_tip,0.00043677850174414604,0.0003095135438099784,1.1969692280188013,13618472.5,1496
23,IV,full,0.0001467337958635638,0.00012860871076236417,0.41177900354459235,6983570.5,12347
24,V,left_tip,0.0006919934077102611,0.0004887039893981763,1.2093713230692462,167883.0,1135
25,V,left_arm,0.0004749435266440701,0.0003524981096435244,1.014825606942081,2396143.5,10077
26,V,center,0.00014972217587403447,0.00016101594698584318,-0.20489721473846478,8157570.5,8796
27,V,right_arm,0.00027625821972206317,0.00019905049903618885,1.132033786270739,13361932.5,3821
28,V,right_tip,2.7881696084735706e-05,7.464431557760138e-05,-1.7887847634898835,15103638.5,258
29,V,full,0.00026587843668621707,0.00022266560362951466,0.5671811709516585,7671016.0,24087
30,X,left_tip,2.5207088257893855e-08,3.9254803731322493e-07,-1.350722617870496,805194.0,4
31,X,left_arm,0.00013944461963707775,0.000197662717444836,-0.8597948843548506,3135610.5,4420
32,X,center,4.550671714324055e-05,0.00011361196841665541,-1.749958418404763,7293197.0,4499
33,X,right_arm,0.00010542827451826689,0.0001435000512131627,-0.7745118311553548,12039194.5,4538
34,X,right_tip,2.8944147748703086e-05,4.1198986524971056e-05,-0.8589405387743195,15062417.5,502
35,X,full,7.418191530343371e-05,0.00012032184147504397,-1.1205028834737072,7986003.5,13963
