,chrom,sub_region,pi,theta,d,mid,nvar
0,I,left_tip,0.000211734346484544,0.00021629543240000217,-0.07032373717139583,342311.5,7846
1,I,left_arm,0.0004822533036956973,0.00040315012668149674,0.6574261241856243,2634575.0,51185
2,I,center,0.00043010022261513075,0.0003155553764249604,1.2162097709252204,6950143.0,48864
3,I,right_arm,0.0012959886091837214,0.0010741426160159012,0.6921190177779966,10416045.0,52289
4,I,right_tip,0.0003292489125021586,0.0006414656569328349,-1.6291125739124885,11908841.5,9410
5,I,full,0.0005829374163262104,0.0004943068525344558,0.6009864439185341,6150676.0,169595
6,II,left_tip,0.00033988797355525175,0.0005081094355731945,-1.1082250655876102,523541.5,13941
7,II,left_arm,0.0010886477941057812,0.001093256411895063,-0.0141250859386647,1851548.5,33935
8,II,center,0.0006965580774432969,0.0006773317389012157,0.09513925218977075,6276110.0,93719
9,II,right_arm,0.0013600679513743976,0.0010917940906630447,0.823406842373087,10879442.0,46886
10,II,right_tip,0.0037195797286987678,0.003387504695409106,0.32853163849287853,12304434.5,27984
11,II,full,0.0010285449471576522,0.000967629095362473,0.21102171063383637,6373095.5,216465
12,III,left_tip,0.0006921452078183977,0.0006040284511444513,0.4879678799066713,293658.5,7875
13,III,left_arm,0.0018778856060733674,0.0014136574646701834,1.1005516406851181,1667978.5,65110
14,III,center,0.00018683454002510323,0.00021001355931428363,-0.3697421168003093,5579504.0,52211
15,III,right_arm,0.0013251161945947477,0.0011303378198378549,0.5774878262734132,9620239.5,45625
16,III,right_tip,0.0007747683595920734,0.0007370794601391221,0.17123981586716,11361683.5,13027
17,III,full,0.000803052372474838,0.0006824286740546718,0.5924708442650463,5946628.0,183848
18,IV,left_tip,0.0014590668029420674,0.0008746624276599258,2.236482378754648,298744.5,10058
19,IV,left_arm,0.0005492429244146165,0.0005874281420892878,-0.21781280170001327,2098158.0,39410
20,IV,center,0.001291274780989993,0.0012372946694904627,0.14623562354560382,6954489.0,117722
21,IV,right_arm,0.0012461607639152532,0.0013851108931885788,-0.33622156807431886,11789977.5,68725
22,IV,right_tip,0.0007065319822692621,0.0014320405129935763,-1.697011355344756,13618472.5,18335
23,IV,full,0.0011002334526314438,0.001123170811285468,-0.06845562532368692,6983570.5,254250
24,V,left_tip,0.004482349741056378,0.004379645569649308,0.078569537399637,167883.0,10810
25,V,left_arm,0.004239685830827782,0.0034919619408823703,0.7177634934533391,2396143.5,160206
26,V,center,0.001962474061678465,0.0012027531857551602,2.117253255123274,8157570.5,154181
27,V,right_arm,0.00632694987880137,0.003916563622655291,2.0629366820201613,13361932.5,148273
28,V,right_tip,0.00040199880589538757,0.0004125368227281884,-0.08529658749938639,15103638.5,4536
29,V,full,0.0034358730247588077,0.002394242516684453,1.4583754279942143,7671016.0,478006
30,X,left_tip,0.00028055653378027524,0.00023551572699391583,0.6397873358070134,805194.0,17260
31,X,left_arm,0.00032969124288270067,0.0005200155863351584,-1.2263082455841054,3135610.5,78115
32,X,center,0.0001559054325625533,0.00021299547628522773,-0.8978922271312628,7293197.0,78482
33,X,right_arm,0.00044763694436116827,0.00039777686710024335,0.4199978762383491,12039194.5,83395
34,X,right_tip,0.0006724044404903235,0.0005896072422051502,0.4704066652050321,15062417.5,31302
35,X,full,0.0003377130189232495,0.0003657194003714812,-0.25667556472096276,7986003.5,288554
