,chrom,sub_region,pi,theta,d,mid,nvar
0,I,left_tip,0.0014014465253239386,0.002428263793653993,-1.3066724932348521,263500.0,11003
1,I,left_arm,0.002491332809032961,0.004197132875448633,-1.2565826761871834,2192500.0,105919
2,I,center,0.001342884613346625,0.0017980565334798958,-0.7826826972955753,7449000.0,102295
3,I,right_arm,0.0030021830153478305,0.004854752297997024,-1.1798566039808143,12957500.0,137978
4,I,right_tip,0.0014521047287717212,0.002521717282416795,-1.3094068480972663,14973717.0,4128
5,I,full,0.002022319452751225,0.003137427847014663,-1.098946335717423,7536217.0,361323
6,II,left_tip,0.001203723793784671,0.002717267770692823,-1.7206245085052845,153000.0,6998
7,II,left_arm,0.004869375073740537,0.006401114110962596,-0.7398741016463565,2592500.0,220314
8,II,center,0.0015830493691839397,0.002195987221431369,-0.8629884627607469,8449500.0,126878
9,II,right_arm,0.0030307471808678275,0.004912072825647839,-1.1841654200452494,13314500.0,96715
10,II,right_tip,0.0014680293144268687,0.0026643909401780214,-1.3877485561644116,14944210.5,14481
11,II,full,0.002798425080574599,0.0039447387337123935,-0.8985038587876826,7639710.5,465386
12,III,left_tip,0.0035882103002209064,0.006020003402937137,-1.2486872785234928,247000.0,22174
13,III,left_arm,0.003432728567219129,0.0051121824050354035,-1.0157367799051875,2108000.0,123863
14,III,center,0.0015319037625536641,0.0018898157284020667,-0.5855574321980052,7031000.0,100845
15,III,right_arm,0.002573003976145962,0.0039655189893639965,-1.0857002031637335,11778500.0,85626
16,III,right_tip,0.001364910748870694,0.0024521317443607174,-1.3701400097744536,13500400.5,11274
17,III,full,0.002261076496875747,0.003248669187549836,-0.9399507808614798,6891900.5,343782
18,IV,left_tip,0.0017862376341890784,0.002527206984374583,-0.9061691137400943,360000.0,14470
19,IV,left_arm,0.003095727412054218,0.00493159579812546,-1.1509922417571339,2308000.0,116612
20,IV,center,0.001836452494680798,0.002134412826887011,-0.43162102582941986,8433000.0,157781
21,IV,right_arm,0.002509230028014337,0.004187999463324594,-1.2393751256177954,14841000.0,121090
22,IV,right_tip,0.004887153463361907,0.005198722068191465,-0.1852730291849829,17102914.5,30002
23,IV,full,0.002343275633761278,0.0032346556925194935,-0.8520580952668385,8746914.5,439955
24,V,left_tip,0.00985586176065387,0.009917122846092533,-0.019097875728204445,321500.0,45895
25,V,left_arm,0.006180014965247617,0.007266780902543215,-0.46240800875969235,3270000.0,273823
26,V,center,0.004220842267565356,0.004337534456644321,-0.08318247236532893,11223500.0,339479
27,V,right_arm,0.007747206033599527,0.008433872402235221,-0.25173775455977077,18443500.0,231056
28,V,right_tip,0.006563132340229412,0.00605370696413716,0.2601369555889013,20630590.0,26375
29,V,full,0.005589349294541138,0.006033422494353903,-0.2275771017085268,10462090.0,916629
30,X,left_tip,0.0015341723471691494,0.002333419862329022,-1.0584466829401484,286000.0,10469
31,X,left_arm,0.002186035013621032,0.0030945521300073373,-0.9077278181794074,3354500.0,132111
32,X,center,0.002005372297209645,0.0027829191041871793,-0.8638668064341509,9308500.0,140606
33,X,right_arm,0.0024954627101536333,0.0038314642543003344,-1.0781015298932826,14448500.0,113739
34,X,right_tip,0.0013915322455808506,0.002517768962309333,-1.382765206124178,17067971.0,25174
35,X,full,0.0021106951985049786,0.0030797816702194196,-0.9729190964591364,8859471.0,422099
