species,species_id_method,strain,isotype,previous_names,release,source_lab,latitude,longitude,landscape,locality_description,substrate,substrate_comments,substrate_temp,ambient_temp,ambient_humidity,associated_organism,sampled_by,isolated_by,sampling_date,notes,strain_set,issues,issue_notes,isotype_ref_strain,sequenced
Caenorhabditis tropicalis,ITS2,NIC1257,NIC1257,PM18-1,20210901,NIC,4.085349999,-52.68294297,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_flower,"Clusia sp. (likely C. palmicida), Petit Plateau Inselberg",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-19,In-depth sampling Clusia on-site analysis 1,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1268,NIC1268,282,20210901,NIC,3.608203959,-53.175201,Forest,"Saül, French Guiana",Rotting_nut/pod/seed/fruit,"Fresh fruit, rotten, Sentier Roche Bateau, Saül",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-12-08,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1270,NIC1270,269,20210901,NIC,3.599450989,-53.18744604,Forest,"Saül, French Guiana",Rotting_flower,"Clusia flower, small, Sentier Roche Bateau, Saül",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-12-08,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1272,NIC1272,215,20210901,NIC,3.648232995,-53.19701498,Forest,"Saül, French Guiana",Rotting_nut/pod/seed/fruit,"Woody fruits, Sentier Monts la Fumée, Saül",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-11-08,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1275,NIC1275,202,20210901,NIC,3.643404013,-53.19835701,Forest,"Saül, French Guiana",Rotting_nut/pod/seed/fruit,"Fresh fleshy large yellow fruit, slightly decayed, Sentier Monts la Fumée, Saül",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-11-08,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1276,NIC1276,284a,20210901,NIC,3.61280797,-53.180336,Forest,"Saül, French Guiana",Rotting_flower,"Clusia flower, small, Sentier Roche Bateau, Saül",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-12-08,same sample as NIC1281,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1277,NIC1277,249,20210901,NIC,3.607720993,-53.19995603,Forest,"Saül, French Guiana",Rotting_flower,"Clusia flower, large, Sentier Roche Bateau, Saül",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-12-08,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1278,NIC1278,189a,20210901,NIC,3.638634961,-53.20414497,Forest,"Saül, French Guiana",Rotting_flower,"Clusia flower, small, Sentier Roche Bateau, Saül",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-11-08,same sample as NIC1388,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1282,NIC1410,186,20210901,NIC,3.635443971,-53.20472097,Forest,"Saül, French Guiana",Rotting_nut/pod/seed/fruit,"Fruit covers, bursa, Sentier Roche Bateau, Saül",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-11-08,,,False,,False,True
Caenorhabditis tropicalis,ITS2,NIC1284,NIC1410,222,20210901,NIC,3.649172019,-53.19355996,Forest,"Saül, French Guiana",Rotting_flower,"Gustavia flower, white, Sentier Roche Bateau, Saül",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-11-08,,,False,,False,True
Caenorhabditis tropicalis,ITS2,NIC1285,NIC1293,159-2,20210901,NIC,3.609445989,-53.21669896,Forest,"Saül, French Guiana",Rotting_nut/pod/seed/fruit,"Fresh fruit with red seeds, Sentier Gros Arbres, Saül",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-10-08,same sample as NIC1294,,False,,False,True
Caenorhabditis tropicalis,"mating, ITS2",NIC129,NIC129,11.1.2.a,20210901,NIC,16.0207,-61.597,Rural_garden,"Garden Poullet family, Capesterre Belle-Eau, Guadeloupe",Rotting_flower,"Heliconia bihai flower stem, Garden Poullet family, Capesterre Belle-Eau, Guadeloupe",,,,,N. Poullet,C. Braendle,2010-07-01,"Heliconia bihai stem, Garden Famille Poullet, Capesterre Belle Eau, Guadeloupe, July 2010,16.0207, -61.597.  NP. Mating test with sp. 11 ok, day not known",,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1290,NIC1290,281,20210901,NIC,3.605792988,-53.17799502,Forest,"Saül, French Guiana",Rotting_flower,"Gustavia flower, white, Sentier Roche Bateau, Saül",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-12-08,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1293,NIC1293,205,20210901,NIC,3.644524002,-53.19812902,Forest,"Saül, French Guiana",Rotting_nut/pod/seed/fruit,"Woody fruit covers, Sentier Monts la Fumée, Saül",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-11-08,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1294,NIC1293,159-1,20210901,NIC,3.609445989,-53.21669896,Forest,"Saül, French Guiana",Rotting_nut/pod/seed/fruit,"Fresh fruit with red seeds, Sentier Gros Arbres, Saül",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-10-08,sample sample as NIC1285,,False,,False,True
Caenorhabditis tropicalis,ITS2,NIC1299,NIC1419,261d,20210901,NIC,3.602447016,-53.19164,Forest,"Saül, French Guiana",Rotting_nut/pod/seed/fruit,"Woody fruit covers, incense?, Sentier Gros Arbres, Saül",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-12-08,same sample as NIC1386,,False,,False,True
Caenorhabditis tropicalis,ITS2,NIC1300,NIC1300,273,20210901,NIC,3.594842032,-53.17887696,Forest,"Saül, French Guiana",Rotting_flower,"Inflorescence with small yellow flowers, Sentier Gros Arbres, Saül",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-12-08,same sample as NIC1386,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1301,NIC1301,149,20210901,NIC,3.620189996,-53.20809804,Forest,"Saül, French Guiana",Rotting_flower,"Tiny white flowers, Sentier Gros Arbres, Saül",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-10-08,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1305,NIC1305,241a,20210901,NIC,3.614802025,-53.19812601,Forest,"Saül, French Guiana",Rotting_flower,"Clusia flower, small, rel. fresh, Sentier Gros Arbres, Saül",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-12-08,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1307,NIC1307,322,20210901,NIC,4.868027978,-52.34595903,Forest,"Matoury, French Guiana",Rotting_nut/pod/seed/fruit,"Fruit and leaves (Balisier), Sentier La Mirande, Matoury",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-16,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1309,NIC1309,313b,20210901,NIC,4.548271028,-52.21274,Forest,"Kaw mountains, French Guiana",Rotting_nut/pod/seed/fruit,"Cecropia fruits, Piste 1, Kaw mountains",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-14,same sample as NIC1316,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1313,NIC1313,314a,20210901,NIC,4.54814597,-52.21200599,Forest,"Kaw mountains, French Guiana",Rotting_nut/pod/seed/fruit,"Cecropia fruits, rel. fresh, Piste 1, Kaw mountains",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-14,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1315,NIC1453,309,20210901,NIC,4.549069991,-52.21351398,Forest,"Kaw mountains, French Guiana",Rotting_nut/pod/seed/fruit,"Cecropia fruits, immature, rel. fresh, Piste 1, Kaw mountains",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-14,,,False,,False,True
Caenorhabditis tropicalis,ITS2,NIC1316,NIC1316,313a,20210901,NIC,4.548271028,-52.21274,Forest,"Kaw mountains, French Guiana",Rotting_nut/pod/seed/fruit,"Cecropia fruits, rel. fresh, Piste 1, Kaw mountains",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-14,same sample as NIC1309,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1317,NIC1317,305,20210901,NIC,4.555320963,-52.209778,Forest,"Kaw mountains, French Guiana",Rotting_flower,"Large pink flowers from vine, Piste 1, Kaw mountains",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-14,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1321,NIC1321,301b,20210901,NIC,4.558942029,-52.20779099,Forest,"Kaw mountains, French Guiana",Rotting_flower,"Clusia flower, small, Piste 1, Kaw mountains",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-14,"same sample as NIC1311, NIC1327",,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1323,NIC1323,304,20210901,NIC,4.556285972,-52.20881601,Forest,"Kaw mountains, French Guiana",Rotting_nut/pod/seed/fruit,"Cecropia fruits, Piste 1, Kaw mountains",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-14,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1328,NIC1328,399b,20210901,NIC,4.048613962,-52.676549,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_flower,"Astrocaryum sp., Parare-Inselberg trail",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-23,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1335,NIC1438,366a,20210901,NIC,4.08830001,-52.68124396,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_flower,"Astrocaryum sp., Parare-Inselberg trail",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-20,bottom stalk,,False,,False,True
Caenorhabditis tropicalis,ITS2,NIC1337,NIC1337,399d,20210901,NIC,4.048613962,-52.676549,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_flower,"Astrocaryum sp., Parare-Inselberg trail",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-23,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1338,NIC1338,397b,20210901,NIC,4.048259994,-52.67714798,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_flower,"Astrocaryum sp., Parare-Inselberg trail",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-23,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1341,NIC1341,395,20210901,NIC,4.047429012,-52.67763203,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_nut/pod/seed/fruit,"Cecropia fruits, Parare-Inselberg trail",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-23,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1342,NIC1432,408a,20210901,NIC,4.057417978,-52.67890298,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_flower,"Astrocaryum flower stalk, old, Parare-Inselberg trail",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-23,,,False,,False,True
Caenorhabditis tropicalis,ITS2,NIC1343,NIC1343,398b,20210901,NIC,4.048513966,-52.67673198,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_flower,"Astrocaryum flower, fresh, fallen on trunk/ground, Parare-Inselberg trail",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-23,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1344,NIC1344,405,20210901,NIC,4.055127036,-52.67816302,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_flower,"white flowers, fresh (same as COPAS), not rotting, Parare-Inselberg trail",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-23,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1348,NIC1433,430,20210901,NIC,4.075995963,-52.68930601,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_flower,"Clusia flowers, small, Parare-Inselberg trail",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-23,,,False,,False,True
Caenorhabditis tropicalis,ITS2,NIC1354,NIC1354,425,20210901,NIC,4.071575012,-52.68970096,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_nut/pod/seed/fruit,"woody old fruit, Parare-Inselberg trail",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-23,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1355,NIC1355,408b,20210901,NIC,4.057417978,-52.67890298,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_flower,"Astrocaryum flower, fallen on trunk/ground, Parare-Inselberg trail",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-23,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1359,NIC1359,403,20210901,NIC,4.053170029,-52.67738703,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_stem,"Thick plant stem, Philodendron?, Parare-Inselberg trail",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-23,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1363,NIC1363,409,20210901,NIC,4.058048967,-52.67827903,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_flower,"Clusia flowers small, Parare-Inselberg trail",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-23,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1368,NIC1381,383,20210901,NIC,4.039626969,-52.67437197,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_nut/pod/seed/fruit,"Figs, Parare",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-22,N=2,,False,,False,True
Caenorhabditis tropicalis,ITS2,NIC1370,NIC1372,374,20210901,NIC,4.036743008,-52.67710699,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_nut/pod/seed/fruit,"red berries, Parare",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-22,fresh on the ground,,False,,False,True
Caenorhabditis tropicalis,ITS2,NIC1371,NIC1372,382,20210901,NIC,4.040582003,-52.67576303,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_flower,"large yellow tubular flowers, Parare",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-22,,,False,,False,True
Caenorhabditis tropicalis,ITS2,NIC1372,NIC1372,357d,20210901,NIC,4.081040025,-52.68228097,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_flower,"Astrocaryum sp., Inselberg",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-20,bottom stalk,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1376,NIC1376,363,20210901,NIC,4.083392993,-52.68151998,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_flower,"Clusia grandiflora, Inselberg",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-20,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1378,NIC1378,CI-5a,20210901,NIC,4.0951,-52.686219,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_flower,"Clusia grandiflora?, CI trail",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-25,7min below Inselberg rocks at top (along forest trail),,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1380,NIC1372,357c,20210901,NIC,4.081040025,-52.68228097,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_flower,"Astrocaryum sp., Inselberg",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-20,ground,,False,,False,True
Caenorhabditis tropicalis,ITS2,NIC1381,NIC1381,377a,20210901,NIC,4.039456984,-52.67586404,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_flower,"Clusia flowers small, Parare",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-22,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1382,NIC1382,385,20210901,NIC,4.038440008,-52.67334703,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_nut/pod/seed/fruit,"Cecropia, Parare",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-22,toilet at Parare camp,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1383,NIC1383,384,20210901,NIC,4.038909981,-52.673385,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_nut/pod/seed/fruit,"Cecropia, Parare",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-22,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1384,NIC1384,396a,20210901,NIC,4.047968974,-52.67714404,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_flower,"Astrocaryum sp., Parare-Inselberg trail",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-23,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1386,NIC1386,261c,20210901,NIC,3.602447016,-53.19164,Forest,"Saül, French Guiana",Rotting_nut/pod/seed/fruit,"Cecropia fruits, Sentier Roche Bateau, Saül",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-12-08,same sample as NIC1299,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1387,NIC1387,256a,20231201,NIC,3.603495006,-53.19458197,Forest,"Saül, French Guiana",Rotting_flower,"Clusia flower, small, Sentier Roche Bateau, Saül",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-12-08,same sample as NIC1420,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1388,NIC1278,189b,20210901,NIC,3.638634961,-53.20414497,Forest,"Saül, French Guiana",Rotting_flower,"Clusia flower, small, Sentier Monts la Fumée, Saül",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-11-08,same sample as NIC1278,,False,,False,True
Caenorhabditis tropicalis,ITS2,NIC1389,NIC1389,237c,20210901,NIC,3.616803959,-53.19629196,Forest,"Saül, French Guiana",Rotting_flower,"Clusia flower, large, rotten, Sentier Roche Bateau, Saül",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-12-08,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1391,NIC1391,275c,20210901,NIC,3.596770959,-53.17791598,Forest,"Saül, French Guiana",Rotting_flower,"Clusia flower, large, Sentier Roche Bateau, Saül",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-12-08,same sample as NIC1411,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1392,NIC1392,262c,20210901,NIC,3.601659033,-53.190647,Forest,"Saül, French Guiana",Rotting_flower,"Clusia flower, small, Sentier Roche Bateau, Saül",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-12-08,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1393,NIC1393,293a,20210901,NIC,3.621482989,-53.21409596,Forest,"Saül, French Guiana",Rotting_nut/pod/seed/fruit,"Cecropia fruits, Sentier Belvedere, Saül",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-13,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1395,NIC1395,179,20210901,NIC,3.632552968,-53.20619199,Forest,"Saül, French Guiana",Rotting_nut/pod/seed/fruit,"Fruit, Sentier Monts la Fumée, Saül",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-11-08,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1397,NIC1410,190a,20210901,NIC,3.638836965,-53.203719,Forest,"Saül, French Guiana",Rotting_nut/pod/seed/fruit,"Black olive-like fruit, palm tree?, partially eaten, Sentier Monts la Fumée, Saül",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-11-08,same sample as NIC1418,,False,,False,True
Caenorhabditis tropicalis,ITS2,NIC1400,NIC1400,320f,20210901,NIC,4.561057035,-52.18330602,Forest,"Kaw mountains, French Guiana",Rotting_flower,"Clusia flower, large, Piste 2, Kaw mountains",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-14,"From same sample: NIC1326, NIC1319, NIC1399, NIC1400, NIC1314, NIC1325, NIC1306",,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1404,NIC1410,174c,20210901,NIC,3.630068991,-53.205732,Forest,"Saül, French Guiana",Rotting_nut/pod/seed/fruit,"Fruit covers, Sentier Monts la Fumée, Saül",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-11-08,,,False,,False,True
Caenorhabditis tropicalis,ITS2,NIC1405,NIC1405,266,20210901,NIC,3.600050965,-53.18947999,Forest,"Saül, French Guiana",Rotting_flower,"Clusia flower, large, rotten, Sentier Roche Bateau, Saül",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-12-08,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1408,NIC1408,230,20210901,NIC,3.641236033,-53.18958099,Forest,"Saül, French Guiana",Rotting_flower,"Clusia flower, small, Sentier Monts la Fumée, Saül",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-11-08,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1409,NIC1410,188a,20210901,NIC,3.637292013,-53.20446499,Forest,"Saül, French Guiana",Rotting_flower,"Clusia flower, small, Sentier Monts la Fumée, Saül",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-11-08,same sample as NIC1415,,False,,False,True
Caenorhabditis tropicalis,ITS2,NIC1410,NIC1410,157,20210901,NIC,3.61230799,-53.21481999,Forest,"Saül, French Guiana",Rotting_nut/pod/seed/fruit,"Woody fruit tops, old, large, Sentier Gros Arbres, Saül",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-10-08,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1411,NIC1411,275b,20210901,NIC,3.596770959,-53.17791598,Forest,"Saül, French Guiana",Rotting_flower,"Clusia flower, large, Sentier Roche Bateau, Saül",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-12-08,same sample as NIC1391,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1415,NIC1415,188c,20210901,NIC,3.637292013,-53.20446499,Forest,"Saül, French Guiana",Rotting_flower,"Clusia flower, small, Sentier Monts la Fumée, Saül",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-11-08,same sample as NIC1409,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1417,NIC1313,312,20210901,NIC,4.548536986,-52.21285902,Forest,"Kaw mountains, French Guiana",Rotting_nut/pod/seed/fruit,"woody fruit, heart-shaped, Piste 1, Kaw mountains",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-14,,,False,,False,True
Caenorhabditis tropicalis,ITS2,NIC1419,NIC1419,260,20210901,NIC,3.603130979,-53.19263603,Forest,"Saül, French Guiana",Rotting_nut/pod/seed/fruit,"Fruit covers, bursa, Sentier Roche Bateau, Saül",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-12-08,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1420,NIC1420,256b,20210901,NIC,3.603495006,-53.19458197,Forest,"Saül, French Guiana",Rotting_flower,"Clusia flower, small, Sentier Roche Bateau, Saül",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-12-08,same sample as NIC1387,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1422,NIC1422,193c,20210901,NIC,3.639726033,-53.20330401,Forest,"Saül, French Guiana",Rotting_flower,"small orange flowers, fresh/rotten, Sentier Monts la Fumée, Saül",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-11-08,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1425,NIC1425,378,20210901,NIC,4.039971968,-52.674937,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_nut/pod/seed/fruit,"large old woody balls, Parare",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-22,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1430,NIC1430,400,20210901,NIC,4.049461037,-52.67627399,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_nut/pod/seed/fruit,"woody fruit shell, Parare-Inselberg trail",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-23,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1432,NIC1432,530a,20210901,NIC,4.087813022,-52.67992197,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_nut/pod/seed/fruit,"large old woody fruit husk, Inselberg",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-23,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1433,NIC1433,406a,20210901,NIC,4.055725001,-52.67804501,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_nut/pod/seed/fruit,"small woody fruit balls, rel. fresh, Parare-Inselberg trail",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-23,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1436,NIC1432,398a,20210901,NIC,4.048513966,-52.67673198,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_flower,"Astrocaryum sp., Parare-Inselberg trail",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-23,,,False,,False,True
Caenorhabditis tropicalis,ITS2,NIC1438,NIC1438,366c,20210901,NIC,4.08830001,-52.68124396,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_flower,"Astrocaryum sp., Parare-Inselberg trail",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-23,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1447,NIC1432,422a,20210901,NIC,4.065621011,-52.68471901,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_flower,"Astrocaryum sp., Parare-Inselberg trail",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-23,,,False,,False,True
Caenorhabditis tropicalis,ITS2,NIC1453,NIC1453,306,20210901,NIC,4.554173984,-52.21073999,Forest,"Kaw mountains, French Guiana",Rotting_nut/pod/seed/fruit,"Woody fruit covers, incense?, Piste 1, Kaw mountains",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-14,,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1467,NIC1438,456-F5,20210901,NIC,4.086650033,-52.68041901,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_flower,"Fresh small yellow/red flowers, not rotting, Inselberg station - different sites",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-24,FruitSpotSampling2015; was labelled as F456-F4 for ITS2,,False,,False,True
Caenorhabditis tropicalis,ITS2,NIC1470,NIC1470,469-F1,20210901,NIC,4.090107987,-52.68292302,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_flower,"Clusia flowers small, Inselberg station - different sites",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-24,FruitSpotSampling2015; 2 flowers/bag,,False,,True,True
Caenorhabditis tropicalis,ITS2,NIC1471,NIC1470,469-F2,20210901,NIC,4.090107987,-52.68292302,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_flower,"Clusia flowers small, Inselberg station - different sites",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-24,FruitSpotSampling2015; 2 flowers/bag,,False,,False,True
Caenorhabditis tropicalis,ITS2,NIC1472,NIC1470,469-F3,20210901,NIC,4.090107987,-52.68292302,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_flower,"Clusia flowers small, Inselberg station - different sites",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-24,FruitSpotSampling2015; 2 flowers/bag,,False,,False,True
Caenorhabditis tropicalis,ITS2,NIC1473,NIC1470,469-F4,20210901,NIC,4.090107987,-52.68292302,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_flower,"Clusia flowers small, Inselberg station - different sites",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-24,FruitSpotSampling2015; 2 flowers/bag,,False,,False,True
Caenorhabditis tropicalis,ITS2,NIC1474,NIC1470,469-F5,20210901,NIC,4.090107987,-52.68292302,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_flower,"Clusia flowers small, Inselberg station - different sites",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-24,FruitSpotSampling2015; 2 flowers/bag,,False,,False,True
