species,species_id_method,strain,isotype,previous_names,release,source_lab,latitude,longitude,landscape,locality_description,substrate,substrate_comments,substrate_temp,ambient_temp,ambient_humidity,associated_organism,sampled_by,isolated_by,sampling_date,notes,strain_set,issues,issue_notes,isotype_ref_strain,sequenced
Caenorhabditis briggsae,,NIC1292,NIC1292,175b,20210803,NIC,3.630410973,-53.20572797,Forest,,Rotting_flower,"Gustavia (?) flower, white",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-11,"Sentier Monts la Fumée, Saül",,False,,True,True
Caenorhabditis briggsae,,NIC1295,NIC67,172,20210803,NIC,3.629464991,-53.20589201,Forest,,Fungus,Mushroom,,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-11,"Sentier Monts la Fumée, Saül",,False,,False,True
Caenorhabditis briggsae,,NIC1296,NIC67,173b,20210803,NIC,3.629718963,-53.20582797,Forest,,Rotting_nut/pod/seed/fruit,"Chadek (in forest, waste)",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-11,"Sentier Monts la Fumée, Saül",,False,,False,True
Caenorhabditis briggsae,,NIC1302,NIC1302,152b,20210803,NIC,3.616456026,-53.20972002,Forest,,Rotting_nut/pod/seed/fruit,Figs rotten,,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-10,"Sentier Gros Arbres, Saül",,False,,True,True
Caenorhabditis briggsae,,NIC1303,NIC67,173a,20210803,NIC,3.629718963,-53.20582797,Forest,,Rotting_flower,White tubular flowers,,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-11,"Sentier Monts la Fumée, Saül",,False,,False,True
Caenorhabditis briggsae,,NIC1304,NIC1304,236,20210803,NIC,3.617134038,-53.19634804,Forest,,Rotting_flower,"Red flowers, fresh",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-12,"Sentier Roche Bateau, Saül",,False,,True,True
Caenorhabditis briggsae,,NIC1306,JU1814,325a,20210803,NIC,4.8681950289756,-52.347927019,Forest,,Rotting_nut/pod/seed/fruit,"palm fruit, rotten, relatively fresh",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-16,"Sentier La Mirande, Matoury",,False,,False,True
Caenorhabditis briggsae,,NIC1308,NIC1308,328a,20210803,NIC,4.86442099325358,-52.3459600377827,Forest,,Rotting_nut/pod/seed/fruit,"palm fruits, old",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-16,"Sentier La Mirande, Matoury",,False,,True,True
Caenorhabditis briggsae,,NIC1351,NIC67,394b,20210803,NIC,4.04693900607526,-52.6781709864735,Forest,,Rotting_flower,"Astrocaryum pollen, fresh, fallen on trunk/ground",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-23,Parare-Inselberg trail,,False,,False,True
Caenorhabditis briggsae,,NIC1356,NIC67,421,20210803,NIC,4.06495498493313,-52.6839649770408,Forest,,Rotting_nut/pod/seed/fruit,"finger fruits, gresh green - not Cecropia",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-23,Parare-Inselberg trail,,False,,False,True
Caenorhabditis briggsae,,NIC1373,NIC67,381,20210803,NIC,4.04093798249959,-52.6757770311087,Forest,,Rotting_flower,white fresh flowers,,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-23,Parare,,False,,False,True
Caenorhabditis briggsae,,NIC1394,NIC1267,296,20210803,NIC,3.622260997,-53.21509198,Forest,,Rotting_stem,"Philodendron leaf sheath, rotten",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-13,"Sentier Belvedere, Saül",,False,,False,True
Caenorhabditis briggsae,,NIC1407,NIC1407,175c,20210803,NIC,3.630410973,-53.20572797,Forest,,Rotting_nut/pod/seed/fruit,Woody fruit covers,,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-11,"Sentier Monts la Fumée, Saül",,False,,True,True
Caenorhabditis briggsae,,NIC1413,NIC1423,152a,20210803,NIC,3.616456026,-53.20972002,Forest,,Rotting_nut/pod/seed/fruit,"Fresh figs, rotten",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-10,"Sentier Gros Arbres, Saül",,False,,False,True
Caenorhabditis briggsae,,NIC1414,NIC1423,224,20210803,NIC,3.646186972,-53.19311899,Forest,,Rotting_flower,"Clusia flower, small",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-11,"Sentier Monts la Fumée, Saül",,False,,False,True
Caenorhabditis briggsae,,NIC1416,NIC1423,213b,20210803,NIC,3.64749698,-53.19818996,Forest,,Rotting_flower,Fresh white-orange flowers,,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-11,"Sentier Monts la Fumée, Saül",,False,,False,True
Caenorhabditis briggsae,,NIC1418,NIC1423,190c,20210803,NIC,3.638836965,-53.203719,Forest,,Rotting_flower,"Gustavia (?) flower, white",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-11,"Sentier Monts la Fumée, Saül",,False,,False,True
Caenorhabditis briggsae,,NIC1421,NIC1421,327,20210803,NIC,4.86785497516393,-52.3451459873467,Forest,,Rotting_nut/pod/seed/fruit,small fruit capsules with seeds,,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-16,"Sentier La Mirande, Matoury",,False,,True,True
Caenorhabditis briggsae,,NIC1423,NIC1423,204,20210803,NIC,3.644299032,-53.19803297,Forest,,Rotting_nut/pod/seed/fruit,"Fruit covers, bursa",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-11,"Sentier Monts la Fumée, Saül",,False,,True,True
Caenorhabditis briggsae,,NIC1424,NIC67,CI-2,20210803,NIC,4.096011,-52.68555,Forest,,Rotting_flower,white flowers,,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-25,CI trail,,False,,False,True
Caenorhabditis briggsae,,NIC1442,NIC1442,404,20210803,NIC,4.05508797615766,-52.6781770214438,Forest,,Rotting_flower,yellow tubular flowers,,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-23,Parare-Inselberg trail,,False,,True,True
Caenorhabditis briggsae,,NIC146,NIC174,C7.1c,20210803,NIC,47.23337,7.62068,Agricultural_land,,Rotting_nut/pod/seed/fruit,"rotting_fruit, apples (immature), several trees, plantation, 500m from C1-6",,,,,C. Braendle,C. Braendle,2007-07-25,"Farm, Berner-Schachen, Canton of Berne, Switzerland",,False,,False,True
Caenorhabditis briggsae,,NIC1479,NIC67,510-F1,20210803,NIC,4.08577102236449,-52.6766940113157,Forest,,Rotting_nut/pod/seed/fruit,"Fresh fruit (fingers, green)",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-24,Inselberg station - different sites,,False,,False,True
Caenorhabditis briggsae,,NIC1480,NIC67,510-F2,20210803,NIC,4.08577102236449,-52.6766940113157,Forest,,Rotting_nut/pod/seed/fruit,"Fresh fruit (fingers, green)",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-24,Inselberg station - different sites,,False,,False,True
Caenorhabditis briggsae,,NIC1481,NIC67,510-F3,20210803,NIC,4.08577102236449,-52.6766940113157,Forest,,Rotting_nut/pod/seed/fruit,"Fresh fruit (fingers, green)",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-24,Inselberg station - different sites,,False,,False,True
Caenorhabditis briggsae,,NIC1482,NIC67,510-F4,20210803,NIC,4.08577102236449,-52.6766940113157,Forest,,Rotting_nut/pod/seed/fruit,"Fresh fruit (fingers, green)",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-24,Inselberg station - different sites,,False,,False,True
Caenorhabditis briggsae,,NIC1483,NIC67,510-F5,20210803,NIC,4.08577102236449,-52.6766940113157,Forest,,Rotting_nut/pod/seed/fruit,"Fresh fruit (fingers, green)",,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-24,Inselberg station - different sites,,False,,False,True
Caenorhabditis briggsae,,NIC1485,NIC67,510-O5,20210803,NIC,4.08577102236449,-52.6766940113157,Forest,,Rotting_nut/pod/seed/fruit,Orange bait,,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-24,Inselberg station - different sites,,False,,False,True
Caenorhabditis briggsae,,NIC149,NIC174,C10.3b,20210803,NIC,47.18187,7.49901,Agricultural_land,,Rotting_nut/pod/seed/fruit,"apples (immature), single tree,farmland",,,,,C. Braendle,C. Braendle,2007-07-25,"Nennigkofen, Canton of Solothurn, Switzerland",,False,,False,True
Caenorhabditis briggsae,,NIC1491,NIC1491,532-F4,20210803,NIC,4.08790203742682,-52.6799480337649,Forest,,Rotting_nut/pod/seed/fruit,Clusia flowers small,,,,,"C. Braendle, A. Cutter",C. Braendle,2015-08-24,Inselberg station - different sites,,False,,True,True
Caenorhabditis briggsae,ITS2,NIC1668,NIC1667,21b,20210803,NIC,25.10869,121.83743,Forest,"New Taipei City, Taiwan",Rotting_nut/pod/seed/fruit,Small Figs (10-15mm diameter),,,,,C. Gosse,C. Braendle,2017-10-17,,,False,,False,True
Caenorhabditis briggsae,ITS2,NIC1669,NIC1667,21c,20210803,NIC,25.10869,121.83743,Forest,"New Taipei City, Taiwan",Rotting_nut/pod/seed/fruit,Small Figs (10-15mm diameter),,,,,C. Gosse,C. Braendle,2017-10-17,,,False,,False,True
Caenorhabditis briggsae,,NIC167,NIC174,D3.2d,20210803,NIC,47.42318,7.85282,Agricultural_land,,Rotting_nut/pod/seed/fruit,"rotting apples (immature), single tree",,,,,C. Braendle,C. Braendle,2007-07-26,"Ruemlingen, Canton of Basel-Landschaft, Switzerland",,False,,False,True
Caenorhabditis briggsae,,NIC1681,NIC1681,20a-1,20210803,NIC,22.08922,120.84876,Forest,,Rotting_nut/pod/seed/fruit,Small figs (10-15mm dia),,,,,C. Gosse,C. Braendle,2017-06-22,"[Manzhou Township, Pingtung County] After the big slope [idem n° 11]",,False,,True,True
Caenorhabditis briggsae,,NIC1688,NIC1688,33a,20210803,NIC,25.03266,121.587,Forest,,Rotting_nut/pod/seed/fruit,Small green fruit,,,,,C. Gosse,C. Braendle,2017-07-02,"[Xinyi District, Taipei City] After the temple, before going down in the Tiger Mountain valley",,False,,True,True
Caenorhabditis briggsae,,NIC169,NIC174,D16.2d,20210803,NIC,47.43716,7.726,Agricultural_land,,Rotting_nut/pod/seed/fruit,"rotting pears, single tree",,,,,C. Braendle,C. Braendle,2007-07-26,"Bubendorf, Canton of Basel-Landschaft, Switzerland",,False,,False,True
Caenorhabditis briggsae,,NIC1692,NIC1692,34a,20210803,NIC,25.03488,121.58864,Forest,,Rotting_nut/pod/seed/fruit,Small green fruit,,,,,C. Gosse,C. Braendle,2017-07-02,"Xinyi District, Taipei City] At the beginning of the Four Beasts Mountains trail, around the 200 m mark",,False,,True,True
Caenorhabditis briggsae,,NIC1693,NIC1693,34b,20210803,NIC,25.03488,121.58864,Forest,,Rotting_nut/pod/seed/fruit,Small green fruit,,,,,C. Gosse,C. Braendle,2017-07-02,"Xinyi District, Taipei City] At the beginning of the Four Beasts Mountains trail, around the 200 m mark",,False,,True,True
Caenorhabditis briggsae,,NIC17,NIC17,5,20210803,NIC,-21.027,55.538,Rural_garden,,Rotting_nut/pod/seed/fruit,Guava fruit,,,,,C. Gosse,C. Braendle,2009-07-05,"Salazie, La Reunion, France",,False,,True,True
Caenorhabditis briggsae,,NIC170,NIC174,D18.1,20210803,NIC,47.41107,7.72079,Agricultural_land,,Rotting_nut/pod/seed/fruit,"rotting apples  (immature), single tree, 30m from D17",,,,,C. Braendle,C. Braendle,2007-07-26,"Arboldswil, Canton of Basel-Landschaft, Switzerland",,False,,False,True
Caenorhabditis briggsae,,NIC171,NIC174,D22.2c,20210803,NIC,47.25432,7.63435,Agricultural_land,,Rotting_nut/pod/seed/fruit,"rotting apples (immature), several trees, old orchard",,,,,C. Braendle,C. Braendle,2007-07-26,"Wiedlisbach (Pflegeheim), Canton of Bern, Switzerland",,False,,False,True
Caenorhabditis briggsae,,NIC173,NIC174,D26.1d,20210803,NIC,47.1575,7.64673,Agricultural_land,,Rotting_nut/pod/seed/fruit,"cherries, single tree, old orchard",,,,,C. Braendle,C. Braendle,2007-07-26,"Gemeindehaus, Winistorf, Canton of Solothurn, Switzerland",,False,,False,True
Caenorhabditis briggsae,,NIC174,NIC174,D27.1,20210803,NIC,47.1575,7.64673,Agricultural_land,,Rotting_nut/pod/seed/fruit,"apples (immature), single tree, old orchard",,,,,C. Braendle,C. Braendle,2007-07-26,"Gemeindehaus, Winistorf, Canton of Solothurn, Switzerland",,False,,True,True
Caenorhabditis briggsae,,NIC175,NIC174,D28.1,20210803,NIC,47.1575,7.64673,Agricultural_land,,Rotting_nut/pod/seed/fruit,"apples (immature), single tree, old orchard",,,,,C. Braendle,C. Braendle,2007-07-26,"Gemeindehaus, Winistorf, Canton of Solothurn, Switzerland",,False,,False,True
Caenorhabditis briggsae,,NIC178,NIC174,G3.4c,20210803,NIC,47.198078,7.510942,Agricultural_land,,Rotting_nut/pod/seed/fruit,"apples (immature), single tree, old orchard",,,,,C. Braendle,C. Braendle,2007-07-29,"Lehmann, Canton of Solothurn, Switzerland",,False,,False,True
Caenorhabditis briggsae,,NIC179,NIC174,G8a,20210803,NIC,47.28555,7.563,Agricultural_land,,Rotting_nut/pod/seed/fruit,"prunes, single tree, plum",,,,,C. Braendle,C. Braendle,2007-07-29,"Herbetswil, Canton of Solothurn, Switzerland",,False,,False,True
Caenorhabditis briggsae,,NIC18,NIC67,H3F1.5,20210803,NIC,4.08533,-52.6751,Forest,,Rotting_nut/pod/seed/fruit,Cecropia fruits,,,,,C. Gosse,C. Braendle,2009-11-25,"Subsampling: Samples H3, Grand Plateau, Nouragues Forest Station",,False,,False,True
Caenorhabditis briggsae,,NIC180,NIC174,D29d,20210803,NIC,47.1575,7.64673,Agricultural_land,,Rotting_nut/pod/seed/fruit,"apples (immature), single tree, old orchard",,,,,C. Braendle,C. Braendle,2007-07-26,"Gemeindehaus, Winistorf, Canton of Solothurn, Switzerland",,False,,False,True
Caenorhabditis briggsae,,NIC181,NIC174,Alex1a,20210803,NIC,43.577528,7.095033,Urban_garden,,Compost,Compost garden,,,,,A. Samuel,C. Braendle,2011-09-08,"Garden, Alexandre Samuel, Antibes",,False,,False,True
Caenorhabditis briggsae,,NIC182,NIC174,D15.2a,20210803,NIC,47.45864,7.82969,Agricultural_land,,Rotting_nut/pod/seed/fruit,"rotting apples (immature), single tree",,,,,C. Braendle,C. Braendle,2011-07-27,"Thuernen, Canton of Basel-Landschaft, Switzerland",,False,,False,True
Caenorhabditis briggsae,,NIC185,NIC174,E7.1a,20210803,NIC,46.6583,6.69714,Agricultural_land,,Rotting_nut/pod/seed/fruit,"apples (immature), single tree",,,,,C. Braendle,C. Braendle,2011-07-28,"Naz, Canton of Vaud, Switzerland",,False,,False,True
Caenorhabditis briggsae,,NIC186,NIC174,,20210803,NIC,44.553473,4.410268,Rural_garden,,Rotting_nut/pod/seed/fruit,Rotting Tomato,,,,,C. Gimond,C. Gimond,2011-08-01,"Vogue, Ardeche",,False,,False,True
Caenorhabditis briggsae,,NIC187,NIC187,E_a,20210803,NIC,15.8552,-61.5976,Forest,,Rotting_nut/pod/seed/fruit,Woody Fruit,,,,,N. Poullet,N. Poullet,2011-08-30,"Les Saintes, Guadeloupe (Le Chameau)",,False,,True,True
Caenorhabditis briggsae,,NIC188,NIC188,G2_a,20210803,NIC,16.0455,-61.6938,Forest,,Rotting_flower,Clusia flower,,,,,N. Poullet,N. Poullet,2011-09-03,"Saint-Claude, Guadeloupe (Saut d’eau du Matouba) - France",,False,,True,True
Caenorhabditis briggsae,,NIC19,NIC19,#2,20210803,NIC,25.15219,121.54461,Forest,,Rotting_nut/pod/seed/fruit,Ficus,,,,,C. Gosse,C. Braendle,2009-11-11,"Forest, hiking trail, Beitou District, Taipei, Yangmingshan, Taiwan-Taiwan",,False,,True,True
Caenorhabditis briggsae,,NIC191,NIC191,G1_b1,20210803,NIC,16.0455,-61.6938,Forest,,Rotting_nut/pod/seed/fruit,Cecropia fruits,,,,,N. Poullet,N. Poullet,2011-09-03,"Saint-Claude, Guadeloupe (Saut d’eau du Matouba). - France",,False,,True,True
Caenorhabditis briggsae,,NIC20,NIC20,#3,20210803,NIC,24.47058,120.97781,Forest,,Rotting_nut/pod/seed/fruit,Ficus,,,,,C. Gosse,C. Braendle,2009-11-14,"Forest, hiking trail",,False,,True,True
Caenorhabditis briggsae,,NIC208,NIC174,SLO-14.3,20210803,NIC,45.823,13.843,Rural_garden,,Rotting_nut/pod/seed/fruit,heap of rotting fruit (mainly apples),,,,,C. Braendle,C. Braendle,2011-10-22,"Stanjel, Slovenia",,False,,False,True
Caenorhabditis briggsae,,NIC209,NIC174,SLO-20.1,20210803,NIC,45.823,13.843,Rural_garden,,Rotting_nut/pod/seed/fruit,Kaki fruit remains old,,,,,C. Braendle,C. Braendle,2011-10-22,"Stanjel, Slovenia",,False,,False,True
Caenorhabditis briggsae,ITS2,NIC2093,NIC174,CH-B2,20240129,NIC,47.051412,7.425148,Agricultural_land,"3256 Rapperswil, Canton Bern, Switzerland",Rotting_nut/pod/seed/fruit,,,,,,C. Braendle,C. Braendle,2020-10-11,,,False,,False,True
Caenorhabditis briggsae,ITS2,NIC2096,NIC174,NICE-T,20240129,NIC,43.709234,7.272098,Botanical_garden_or_zoo,"Parc Paradisio, Nice",Rotting_nut/pod/seed/fruit,,,,,,C. Braendle,C. Braendle,2020-10-17,,,False,,False,True
Caenorhabditis briggsae,ITS2,NIC2097,NIC174,NICE-J10,20240129,NIC,43.69047456,7.294250405,Botanical_garden_or_zoo,"Square Théodore de Banville, 06300 Nice",Rotting_nut/pod/seed/fruit,,,,,,C. Braendle,C. Braendle,2020-10-25,,,False,,False,True
Caenorhabditis briggsae,ITS2,NIC2098,NIC174,NICE-J14,20240129,NIC,43.69047456,7.294250405,Botanical_garden_or_zoo,"Square Théodore de Banville, 06300 Nice",Rotting_nut/pod/seed/fruit,,,,,,C. Braendle,C. Braendle,2020-10-25,,,False,,False,True
Caenorhabditis briggsae,,NIC21,NIC21,#5,20210803,NIC,24.47605,120.99481,Forest,,Vegetal_litter/mix,Leaves,,,,,C. Gosse,C. Braendle,2009-11-15,"Forest, hiking trail",,False,,True,True
Caenorhabditis briggsae,ITS2,NIC2103,NIC174,P-21,20240129,NIC,43.95892875,6.914248472,Agricultural_land,"Puget-Théniers, France",Compost,,,,,,C. Braendle,C. Braendle,2020-10-31,,,False,,False,True
Caenorhabditis briggsae,ITS2,NIC2112,NIC174,P-31,20240129,NIC,43.95892875,6.914248472,Agricultural_land,"Puget-Théniers, France",Compost,,,,,,C. Braendle,C. Braendle,2020-10-31,,,False,,False,True
Caenorhabditis briggsae,glp-1 PCR,NIC2182,NIC174,1a2,20240129,NIC,46.99329555,7.485543686,Agricultural_land,"Bolligen, Switzerland",Rotting_nut/pod/seed/fruit,,,,,,C. Braendle,C. Braendle,2021-09-26,,,False,,False,True
Caenorhabditis briggsae,glp-1 PCR,NIC2184,NIC174,1c,20240129,NIC,46.99329555,7.485543686,Agricultural_land,"Bolligen, Switzerland",Rotting_nut/pod/seed/fruit,,,,,,C. Braendle,C. Braendle,2021-09-26,,,False,,False,True
Caenorhabditis briggsae,glp-1 PCR,NIC2189,NIC174,2d,20240129,NIC,46.9932019,7.485520118,Agricultural_land,"Bolligen, Switzerland",Rotting_nut/pod/seed/fruit,,,,,,C. Braendle,C. Braendle,2021-09-26,,,False,,False,True
Caenorhabditis briggsae,glp-1 PCR,NIC2190,NIC174,3a,20240129,NIC,46.99310575,7.485446857,Agricultural_land,"Bolligen, Switzerland",Rotting_nut/pod/seed/fruit,,,,,,C. Braendle,C. Braendle,2021-09-26,,,False,,False,True
Caenorhabditis briggsae,glp-1 PCR,NIC2191,NIC174,3b,20240129,NIC,46.99310575,7.485446857,Agricultural_land,"Bolligen, Switzerland",Rotting_nut/pod/seed/fruit,,,,,,C. Braendle,C. Braendle,2021-09-26,,,False,,False,True
Caenorhabditis briggsae,glp-1 PCR,NIC2192,NIC174,3c,20240129,NIC,46.99310575,7.485446857,Agricultural_land,"Bolligen, Switzerland",Rotting_nut/pod/seed/fruit,,,,,,C. Braendle,C. Braendle,2021-09-26,,,False,,False,True
Caenorhabditis briggsae,glp-1 PCR,NIC2193,NIC174,3d,20240129,NIC,46.99310575,7.485446857,Agricultural_land,"Bolligen, Switzerland",Rotting_nut/pod/seed/fruit,,,,,,C. Braendle,C. Braendle,2021-09-26,,,False,,False,True
Caenorhabditis briggsae,glp-1 PCR,NIC2194,NIC174,3e,20240129,NIC,46.99310575,7.485446857,Agricultural_land,"Bolligen, Switzerland",Rotting_nut/pod/seed/fruit,,,,,,C. Braendle,C. Braendle,2021-09-26,,,False,,False,True
Caenorhabditis briggsae,glp-1 PCR,NIC2195,NIC174,4b,20240129,NIC,46.97348677,7.579198674,Agricultural_land,"Vechigen, Switzerland",Rotting_nut/pod/seed/fruit,,,,,,C. Braendle,C. Braendle,2021-09-26,,,False,,False,True
Caenorhabditis briggsae,glp-1 PCR,NIC2196,NIC174,4c,20240129,NIC,46.97348677,7.579198674,Agricultural_land,"Vechigen, Switzerland",Rotting_nut/pod/seed/fruit,,,,,,C. Braendle,C. Braendle,2021-09-26,,,False,,False,True
Caenorhabditis briggsae,glp-1 PCR,NIC2197,NIC174,4d,20240129,NIC,46.97348677,7.579198674,Agricultural_land,"Vechigen, Switzerland",Rotting_nut/pod/seed/fruit,,,,,,C. Braendle,C. Braendle,2021-09-26,,,False,,False,True
Caenorhabditis briggsae,glp-1 PCR,NIC2198,NIC174,5b,20240129,NIC,46.97375238,7.579307506,Agricultural_land,"Vechigen, Switzerland",Rotting_nut/pod/seed/fruit,,,,,,C. Braendle,C. Braendle,2021-09-26,,,False,,False,True
Caenorhabditis briggsae,glp-1 PCR,NIC2199,NIC174,5e,20240129,NIC,46.97375238,7.579307506,Agricultural_land,"Vechigen, Switzerland",Rotting_nut/pod/seed/fruit,,,,,,C. Braendle,C. Braendle,2021-09-26,,,False,,False,True
Caenorhabditis briggsae,,NIC22,NIC22,#8,20210803,NIC,24.19177,121.01531,Botanical_garden_or_zoo,,Rotting_nut/pod/seed/fruit,Datura fruits,,,,,C. Gosse,C. Braendle,2009-11-17,Botanical garden,,False,,True,True
Caenorhabditis briggsae,glp-1 PCR,NIC2200,NIC174,27,20240129,NIC,47.19587204,7.534911601,Agricultural_land,"Solothurn, Switzerland",Rotting_nut/pod/seed/fruit,,,,,,C. Braendle,C. Braendle,2021-09-24,,,False,,False,True
Caenorhabditis briggsae,,NIC23,NIC67,G2.1,20210803,NIC,4.08448,-52.67837,Forest,,Rotting_nut/pod/seed/fruit,"Strains NIC23 to NIC41 from same sample, Fig-like fruits",,,,,C. Braendle,C. Braendle,2009-11-24,"Grand Plateau, Strains NIC23 to NIC41 from same sample",,False,,False,True
Caenorhabditis briggsae,ITS2,NIC2356,NIC67,BAER-238,20250626,NIC,4.03881601989269,-52.6733580138534,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_nut/pod/seed/fruit,rotting,,,,,C. Braendle,C. Braendle,2021-10-25,"not bleached; Baermann funnel, isolation after ~1-5h of sampling",,False,,False,True
Caenorhabditis briggsae,ITS2,NIC2358,NIC419,BAER-240b,20250626,NIC,4.03969000093638,-52.6741599943488,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_nut/pod/seed/fruit,rotting,,,,,C. Braendle,C. Braendle,2021-10-25,"not bleached; Baermann funnel, isolation after ~1-5h of sampling",,False,,False,True
Caenorhabditis briggsae,ITS2,NIC2359,NIC419,BAER-240c,20250626,NIC,4.03969000093638,-52.6741599943488,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_nut/pod/seed/fruit,rotting,,,,,C. Braendle,C. Braendle,2021-10-25,"not bleached; Baermann funnel, isolation after ~1-5h of sampling",,False,,False,True
Caenorhabditis briggsae,ITS2,NIC2369,NIC2369,BAER-346c,20250626,NIC,4.0373529586941,-52.671654978767,Forest,"Nouragues Natural Reserve, French Guiana",Rotting_flower,rotting and fresh flowers,,,,,C. Braendle,C. Braendle,2021-10-30,"not bleached; Baermann funnel, isolation after ~1-5h of sampling",,False,,True,True
Caenorhabditis briggsae,,NIC243,NIC174,1.1a,20210803,NIC,47.16743,7.4762,Agricultural_land,,Rotting_nut/pod/seed/fruit,Walnuts,,,,,C. Braendle,C. Braendle,2012-08-07,"Leuzigen, Canton Berne, Switzerland",,False,,False,True
Caenorhabditis briggsae,,NIC248,NIC248,4,20210803,NIC,15.853547,-61.631073,Rural_garden,,Rotting_nut/pod/seed/fruit,Hymenaea courbaril fruit,,,,,N. Poullet,N. Poullet,2012-05-09,"Terre de Bas, Les Saintes, Guadeloupe",,False,,True,True
Caenorhabditis briggsae,,NIC250,NIC250,10,20210803,NIC,16.0207,-61.597,Rural_garden,,Rotting_nut/pod/seed/fruit,Rotten lime,,,,,N. Poullet,N. Poullet,2012-08-09,"Poullet garden, Capesterre Belle Eau, Guadeloupe",,False,,True,True
Caenorhabditis briggsae,glp-1 PCR,NIC2521,NIC2527,C2,20250626,NIC,39.476358,-0.386592,Botanical_garden_or_zoo,"Botanical garden, Valencia, Spain",Rotting_nut/pod/seed/fruit,"Fruits, rotting and fresh",,,,,C. Braendle,C. Braendle,2022-12-22,not bleached; GPS coordinates approximate,,False,,False,True
Caenorhabditis briggsae,,NIC541,NIC541,571b,20210803,NIC,15.21123,-61.36602,Forest,,Rotting_flower,flowers,,,,,C. Braendle,C. Braendle,2014-08-05,"Forest, Trois Bassens (at river, Forest/agricultural land)",,False,,True,True
Caenorhabditis briggsae,,NIC72,NIC67,H3F4.1,20210803,NIC,4.08533,-52.6751,Forest,,Rotting_nut/pod/seed/fruit,Cecropia fruits,,,,,"C. Braendle, M.-A. Felix",C. Braendle,2009-11-25,"Grand Plateau, Subsampling H3",,False,,False,True
Caenorhabditis briggsae,,NIC73,NIC67,H3F4.2,20210803,NIC,4.08533,-52.6751,Forest,,Rotting_nut/pod/seed/fruit,Cecropia fruits,,,,,"C. Braendle, M.-A. Felix",C. Braendle,2009-11-25,"Grand Plateau, Subsampling H3",,False,,False,True
Caenorhabditis briggsae,,NIC74,NIC67,H3F4.3,20210803,NIC,4.08533,-52.6751,Forest,,Rotting_nut/pod/seed/fruit,Cecropia fruits,,,,,"C. Braendle, M.-A. Felix",C. Braendle,2009-11-25,"Grand Plateau, Subsampling H3",,False,,False,True
Caenorhabditis briggsae,,NIC745,NIC583,637,20210803,NIC,15.32027,-61.30724,Forest,,Rotting_nut/pod/seed/fruit,Clusia fruit,,,,,C. Braendle,C. Braendle,2014-05-14,"Boiling lake trail, Forest",,False,,False,True
Caenorhabditis briggsae,,NIC75,NIC67,H3F4.5,20210803,NIC,4.08533,-52.6751,Forest,,Rotting_nut/pod/seed/fruit,Cecropia fruits,,,,,"C. Braendle, M.-A. Felix",C. Braendle,2009-11-25,"Grand Plateau, Subsampling H3",,False,,False,True
Caenorhabditis briggsae,,NIC757,NIC583,656,20250626,NIC,15.3578,-61.35366,Rural_garden,,Rotting_nut/pod/seed/fruit,"seed pods, large",,,,,C. Braendle,C. Braendle,2014-05-16,"Garden/Forest, Sylvania, Cottage",,False,,False,True
Caenorhabditis briggsae,,NIC758,NIC758,657,20210803,NIC,15.35802,-61.3537,Rural_garden,,Rotting_nut/pod/seed/fruit,small black fruits,,,,,C. Braendle,C. Braendle,2014-05-16,"Garden/Forest, Sylvania, Cottage",,False,,True,True
Caenorhabditis briggsae,,NIC76,NIC67,H3F5,20210803,NIC,4.08533,-52.6751,Forest,,Rotting_nut/pod/seed/fruit,Cecropia fruits,,,,,"C. Braendle, M.-A. Felix",C. Braendle,2009-11-25,"Grand Plateau, Subsampling H3",,False,,False,True
