"","samples","cluster","frac_cluster","max_frac","strain","lat","long","geo"
"1","JU2750","A",0.182909,0.238584,"JU2750",16.1761,-61.6951,"Caribbean"
"2","NIC1927","A",0.087463,0.333139,"NIC1927",14.719237,-61.100187,"Caribbean"
"3","QG3811","A",1.3e-05,0.351029,"QG3811",10.43288,-84.00678,"Central America"
"4","QG3795","A",1e-05,0.353237,"QG3795",10.42608333,-84.0092,"Central America"
"5","JU2752","A",1e-05,0.354366,"JU2752",16.1761,-61.6951,"Caribbean"
"6","QG3821","A",1e-05,0.358339,"QG3821",10.42540556,-84.00121667,"Central America"
"7","NIC1886","A",1e-05,0.362335,"NIC1886",14.705951,-61.092991,"Caribbean"
"8","NIC1257","A",1e-05,0.364071,"NIC1257",4.085349999,-52.68294297,"South America"
"9","NIC920","A",0.148409,0.366996,"NIC920",4.04232,-52.68144,"South America"
"10","JU2505","A",0.369742,0.369742,"JU2505",10.4708,-84.6452,"Central America"
"11","NIC443","A",1e-05,0.374716,"NIC443",4.08447,-52.67858,"South America"
"12","QG942","A",0.319715,0.394366,"QG942",9.144538,-79.854772,"Central America"
"13","NIC1382","A",0.052424,0.422509,"NIC1382",4.038440008,-52.67334703,"South America"
"14","HPT56","A",1e-05,0.423249,"HPT56",-8.52582,115.167492,"Malay Archipelago"
"15","NIC57","A",1e-05,0.44909,"NIC57",4.08658,-52.67928,"South America"
"16","QG3522","A",1e-05,0.461391,"QG3522",10.42974,-84.00938,"Central America"
"17","NIC2373","A",0.211259,0.468986,"NIC2373",4.042470027,-52.67842798,"South America"
"18","NIC1555","A",1e-05,0.474311,"NIC1555",25.02132,121.73295,"Taiwan"
"19","QG3793","A",0.035029,0.484197,"QG3793",10.42583333,-84.00995,"Central America"
"20","QG3789","A",1e-05,0.489336,"QG3789",10.42608333,-84.0092,"Central America"
"21","NIC1355","A",1e-05,0.49045,"NIC1355",4.057417978,-52.67890298,"South America"
"22","QG2716","A",0.26521,0.494416,"QG2716",9.16835,-79.839279,"Central America"
"23","NIC986","A",0.501224,0.501224,"NIC986",4.03726,-52.67243,"South America"
"24","NIC114","A",1e-05,0.502563,"NIC114",16.0435,-61.643,"Caribbean"
"25","NIC1028","A",0.502733,0.502733,"NIC1028",4.03896,-52.66843,"South America"
"26","NIC1136","A",1e-05,0.506458,"NIC1136",-12.872141,-69.49788203,"South America"
"27","NIC940","A",0.508272,0.508272,"NIC940",4.03091,-52.68124,"South America"
"28","QG3521","A",1e-05,0.510215,"QG3521",10.42643333,-84.01193333,"Central America"
"29","NIC945","A",0.513844,0.513844,"NIC945",4.03707,-52.6772,"South America"
"30","QG3535","A",1e-05,0.514798,"QG3535",10.43792,-84.01132,"Central America"
"31","QG3543","A",1e-05,0.515568,"QG3543",10.42641667,-84.01201667,"Central America"
"32","QG3839","A",1e-05,0.516205,"QG3839",10.43792,-84.01132,"Central America"
"33","NIC1543","A",1e-05,0.516277,"NIC1543",25.05704,121.77109,"Taiwan"
"34","NIC1547","A",1e-05,0.516597,"NIC1547",25.05343,121.77265,"Taiwan"
"35","NIC1559","A",1e-05,0.517836,"NIC1559",25.01519,121.73311,"Taiwan"
"36","BRC20400","A",1e-05,0.518226,"BRC20400",25.016672,121.557423,"Taiwan"
"37","NIC1653","A",1e-05,0.518274,"NIC1653",25.02814,121.74912,"Taiwan"
"38","NIC393","A",1e-05,0.518911,"NIC393",4.04701,-52.67817,"South America"
"39","NIC1170","A",1e-05,0.521995,"NIC1170",-12.87956603,-69.49155604,"South America"
"40","NIC1950","A",1e-05,0.523439,"NIC1950",14.743477,-61.095204,"Caribbean"
"41","NIC1164","A",1e-05,0.524354,"NIC1164",-12.87692699,-69.49483403,"South America"
"42","NIC1121","A",1e-05,0.525018,"NIC1121",-12.87416004,-69.49736402,"South America"
"43","NIC1145","A",1e-05,0.526323,"NIC1145",-12.87499001,-69.49504701,"South America"
"44","NIC55","A",1e-05,0.527775,"NIC55",4.08225,-52.67965,"South America"
"45","JU1849","A",1e-05,0.52886,"JU1849",4.086683,-52.68165,"South America"
"46","NIC99","A",1.1e-05,0.529606,"NIC99",4.08747,-52.67394,"South America"
"47","QG4870","A",1e-05,0.531715,"QG4870",6.9204,158.2633,"Micronesia"
"48","QG4871","A",1e-05,0.531715,"QG4871",6.9204,158.2633,"Micronesia"
"49","QG4892","A",1e-05,0.531993,"QG4892",6.9204,158.2633,"Micronesia"
"50","QG4740","A",1e-05,0.532009,"QG4740",6.9204,158.2633,"Micronesia"
"51","JU1846","A",1.1e-05,0.533651,"JU1846",4.0911,-52.674633,"South America"
"52","NIC1477","A",1e-05,0.539295,"NIC1477",4.086242002,-52.67756699,"South America"
"53","QG3785","A",1e-05,0.540165,"QG3785",10.43082,-84.01138,"Central America"
"54","NIC1395","A",1e-05,0.541046,"NIC1395",3.632552968,-53.20619199,"South America"
"55","NIC1137","A",1e-05,0.548531,"NIC1137",-12.872141,-69.49788203,"South America"
"56","NIC1976","A",1e-05,0.551066,"NIC1976",14.67639,-61.090457,"Caribbean"
"57","NIC1386","A",1e-05,0.554358,"NIC1386",3.602447016,-53.19164,"South America"
"58","NIC1856","A",1e-05,0.555102,"NIC1856",14.674356,-61.095002,"Caribbean"
"59","NIC1112","A",1e-05,0.560377,"NIC1112",-12.829016,-71.377696,"South America"
"60","NIC2360","A",0.334665,0.560543,"NIC2360",4.03893102,-52.67661296,"South America"
"61","QG3856","A",1e-05,0.561329,"QG3856",10.42540556,-84.00121667,"Central America"
"62","HPT33","A",1e-05,0.562086,"HPT33",-5.2563,119.86386,"Malay Archipelago"
"63","NIC1341","A",0.562549,0.562549,"NIC1341",4.047429012,-52.67763203,"South America"
"64","NIC51","A",1e-05,0.562715,"NIC51",4.08729,-52.68139,"South America"
"65","QG3834","A",1e-05,0.568965,"QG3834",10.42972,-84.00718,"Central America"
"66","QG3831","A",1e-05,0.569621,"QG3831",10.43182,-84.01499,"Central America"
"67","QG3800","A",1e-05,0.570009,"QG3800",10.42974,-84.00938,"Central America"
"68","NIC314","A",1e-05,0.571902,"NIC314",4.03715,-52.67214,"South America"
