"","samples","cluster","frac_cluster","max_frac","strain","lat","long","geo"
"1","QG3789","A",1e-05,0.258441,"QG3789",10.42608333,-84.0092,"Central America"
"2","NIC1290","A",1e-05,0.309665,"NIC1290",3.605792988,-53.17799502,"South America"
"3","QG3818","A",1e-05,0.326119,"QG3818",10.4262,-84.0013167,"Central America"
"4","QG3821","A",1e-05,0.328197,"QG3821",10.42540556,-84.00121667,"Central America"
"5","NIC929","A",1e-05,0.350958,"NIC929",4.04027,-52.67537,"South America"
"6","JU2750","A",1e-05,0.357027,"JU2750",16.1761,-61.6951,"Caribbean"
"7","NIC1145","A",1e-05,0.357981,"NIC1145",-12.87499001,-69.49504701,"South America"
"8","NIC1121","A",1e-05,0.359344,"NIC1121",-12.87416004,-69.49736402,"South America"
"9","NIC1164","A",1e-05,0.36019,"NIC1164",-12.87692699,-69.49483403,"South America"
"10","NIC1341","A",0.011399,0.363034,"NIC1341",4.047429012,-52.67763203,"South America"
"11","QG3856","A",1e-05,0.37044,"QG3856",10.42540556,-84.00121667,"Central America"
"12","QG3793","A",1e-05,0.374201,"QG3793",10.42583333,-84.00995,"Central America"
"13","NIC1862","A",1e-05,0.374925,"NIC1862",14.843986,-61.214646,"Caribbean"
"14","NIC1927","A",1e-05,0.380221,"NIC1927",14.719237,-61.100187,"Caribbean"
"15","NIC1594","A",0.060769,0.396716,"NIC1594",24.68622,121.13734,"Taiwan"
"16","NIC1592","A",0.060749,0.397196,"NIC1592",24.68622,121.13734,"Taiwan"
"17","HPT25","A",0.057957,0.409158,"HPT25",-8.5315,116.239193,"Malay Archipelago"
"18","HPT56","A",0.054843,0.409946,"HPT56",-8.52582,115.167492,"Malay Archipelago"
"19","QG2716","A",1e-05,0.416579,"QG2716",9.16835,-79.839279,"Central America"
"20","HPT39","A",0.042196,0.429347,"HPT39",-5.252764,119.865139,"Malay Archipelago"
"21","QG3522","A",1e-05,0.46181,"QG3522",10.42974,-84.00938,"Central America"
