"","samples","cluster","frac_cluster","max_frac","strain","lat","long","geo"
"78","QG5305","A",1e-05,0.661592,"QG5305",6.9194,158.271,"Micronesia"
"79","JU1635","A",1e-05,0.666485,"JU1635",17.121,-25.0492,"Africa"
"80","QG3856","A",1e-05,0.669422,"QG3856",10.42540556,-84.00121667,"Central America"
"81","NIC1163","A",1e-05,0.670411,"NIC1163",-12.875965,-69.49581496,"South America"
"82","QG3880","A",1e-05,0.673051,"QG3880",10.43089,-84.00684,"Central America"
"83","NIC404","A",1e-05,0.673447,"NIC404",5.41011,-53.65462,"South America"
"84","QG4646","A",1e-05,0.674226,"QG4646",6.8567,158.2236,"Micronesia"
"85","QG4782","A",1e-05,0.674433,"QG4782",6.8567,158.2236,"Micronesia"
"86","QG4869","A",1e-05,0.674436,"QG4869",6.8567,158.2236,"Micronesia"
"87","NIC2373","A",1e-05,0.67582,"NIC2373",4.042470027,-52.67842798,"South America"
"88","NIC1928","A",1e-05,0.677318,"NIC1928",14.719237,-61.100187,"Caribbean"
"89","JU1835","A",1e-05,0.677329,"JU1835",4.085783,-52.6791,"South America"
"90","NIC1177","A",1e-05,0.681842,"NIC1177",-12.881345,-69.49006297,"South America"
"91","NIC492","A",1e-05,0.692238,"NIC492",4.0864,-52.67639,"South America"
"92","QG3807","A",1e-05,0.694893,"QG3807",10.43182,-84.01499,"Central America"
"93","NIC933","A",1e-05,0.695057,"NIC933",4.04237,-52.68256,"South America"
"94","NIC940","A",1e-05,0.695147,"NIC940",4.03091,-52.68124,"South America"
"95","QG823","A",1e-05,0.696849,"QG823",9.152413,-79.850852,"Central America"
"96","NIC363","A",1e-05,0.6982,"NIC363",4.95234,-52.49148,"South America"
"97","QG3786","A",1e-05,0.70215,"QG3786",10.42963,-84.00833,"Central America"
"98","QG3797","A",1e-05,0.716148,"QG3797",10.42974,-84.00938,"Central America"
"99","NIC1344","A",1e-05,0.718653,"NIC1344",4.055127036,-52.67816302,"South America"
"100","NIC975","A",1e-05,0.719115,"NIC975",4.03819,-52.67066,"South America"
"101","QG3828","A",1e-05,0.721241,"QG3828",10.42346389,-84.00128333,"Central America"
"102","NIC1004","A",1e-05,0.724068,"NIC1004",4.03896,-52.66843,"South America"
"103","NIC977","A",1e-05,0.725808,"NIC977",4.03819,-52.67066,"South America"
"104","NIC354","A",1e-05,0.729977,"NIC354",4.0881,-52.6753,"South America"
"105","QG2726","A",1e-05,0.733613,"QG2726",9.1598,-79.8399,"Central America"
"106","NIC962","A",1e-05,0.734663,"NIC962",4.03875,-52.6677,"South America"
"107","QG3545","A",1e-05,0.735381,"QG3545",10.42361667,-84.00118611,"Central America"
"108","NIC1855","A",1e-05,0.735478,"NIC1855",14.675129,-61.095721,"Caribbean"
"109","JU2752","A",1e-05,0.737532,"JU2752",16.1761,-61.6951,"Caribbean"
"110","NIC2365","A",1e-05,0.738023,"NIC2365",4.038977036,-52.667358,"South America"
"111","NIC1137","A",1e-05,0.744465,"NIC1137",-12.872141,-69.49788203,"South America"
"112","NIC203","A",1e-05,0.744894,"NIC203",16.0459,-61.6262,"Caribbean"
"113","NIC1929","A",1e-05,0.745022,"NIC1929",14.670499,-61.09485,"Caribbean"
"114","ECA794","A",1e-05,0.745582,"ECA794",22.053952,-159.367837,"Hawaii"
"115","ECA790","A",1e-05,0.745799,"ECA790",22.053952,-159.367837,"Hawaii"
"116","QG4866","A",1e-05,0.746408,"QG4866",6.8567,158.2225,"Micronesia"
"117","NIC1165","A",1e-05,0.748055,"NIC1165",-12.87688399,-69.49484501,"South America"
"118","QG3868","A",1e-05,0.749278,"QG3868",10.43888,-84.01353,"Central America"
"119","NIC1432","A",1e-05,0.749991,"NIC1432",4.087813022,-52.67992197,"South America"
"120","NIC1679","A",0.751793,0.751793,"NIC1679",22.08922,120.84876,"Taiwan"
"121","NIC972","A",1e-05,0.752364,"NIC972",4.03701,-52.67172,"South America"
"122","NIC436","A",1e-05,0.754963,"NIC436",4.08678,-52.67515,"South America"
"123","NIC1257","A",1e-05,0.755232,"NIC1257",4.085349999,-52.68294297,"South America"
"124","NIC2366","A",1e-05,0.758885,"NIC2366",4.038928002,-52.66763904,"South America"
"125","QG3817","A",1e-05,0.760725,"QG3817",10.42972,-84.00742,"Central America"
"126","QG3824","A",1e-05,0.761499,"QG3824",10.44022,-84.01188,"Central America"
"127","NIC2375","A",1e-05,0.762074,"NIC2375",4.042458963,-52.67848103,"South America"
"128","NIC424","A",1e-05,0.763763,"NIC424",5.41432,-53.65382,"South America"
"129","QG3793","A",1e-05,0.767886,"QG3793",10.42583333,-84.00995,"Central America"
"130","NIC2371","A",1e-05,0.769675,"NIC2371",4.042387968,-52.67838799,"South America"
"131","NIC1962","A",1e-05,0.770235,"NIC1962",14.744117,-61.093023,"Caribbean"
"132","QG3547","A",1e-05,0.771051,"QG3547",10.42551667,-84.01403333,"Central America"
"133","NIC193","A",1e-05,0.77131,"NIC193",16.0207,-61.597,"Caribbean"
"134","NIC2361","A",1e-05,0.771532,"NIC2361",4.038404971,-52.677023,"South America"
"135","NIC249","A",1e-05,0.772424,"NIC249",16.0207,-61.597,"Caribbean"
"136","EG6180","A",1e-05,0.7734,"EG6180",18.3,-65.8,"Caribbean"
"137","NIC1181","A",1e-05,0.776648,"NIC1181",-12.88332003,-69.48725897,"South America"
"138","NIC478","A",1e-05,0.782098,"NIC478",4.08855,-52.67645,"South America"
"139","NIC444","A",1e-05,0.782584,"NIC444",4.08422,-52.67452,"South America"
"140","NIC56","A",1e-05,0.782839,"NIC56",4.08263,-52.67992,"South America"
"141","QG3871","A",1e-05,0.784055,"QG3871",10.44027,-84.01227,"Central America"
"142","NIC458","A",1e-05,0.785423,"NIC458",4.08141,-52.68219,"South America"
"143","NIC939","A",1e-05,0.785761,"NIC939",4.03128,-52.68028,"South America"
"144","NIC1252","A",1e-05,0.786465,"NIC1252",4.085349999,-52.68294297,"South America"
"145","JU1870","A",1e-05,0.786677,"JU1870",4.082883,-52.679783,"South America"
"146","NIC1430","A",1e-05,0.788657,"NIC1430",4.049461037,-52.67627399,"South America"
"147","NIC989","A",1e-05,0.79019,"NIC989",4.03713,-52.67196,"South America"
"148","QG3845","A",1e-05,0.793766,"QG3845",10.43082,-84.01138,"Central America"
"149","NIC1112","A",1e-05,0.798871,"NIC1112",-12.829016,-71.377696,"South America"
"150","QG131","A",1e-05,0.799372,"QG131",22.22955,-159.4764,"Hawaii"
"151","NIC311","A",1e-05,0.804169,"NIC311",4.09125,-52.67489,"South America"
"152","NIC1170","A",1e-05,0.804623,"NIC1170",-12.87956603,-69.49155604,"South America"
"153","NIC1391","A",1e-05,0.805344,"NIC1391",3.596770959,-53.17791598,"South America"
"154","JU2505","A",1e-05,0.808198,"JU2505",10.4708,-84.6452,"Central America"
"155","QG3805","A",1e-05,0.809803,"QG3805",10.42608333,-84.0092,"Central America"
"156","QG3847","A",1e-05,0.811583,"QG3847",10.41828889,-84.00399167,"Central America"
"157","NIC85","A",1e-05,0.812862,"NIC85",4.08533,-52.6751,"South America"
"158","NIC496","A",1e-05,0.81646,"NIC496",4.08803,-52.67552,"South America"
"159","QG3024","A",1e-05,0.818312,"QG3024",9.1584,-79.84555,"Central America"
"160","QG848","A",1e-05,0.819175,"QG848",9.15445,-79.82763,"Central America"
"161","NIC1405","A",1e-05,0.819207,"NIC1405",3.600050965,-53.18947999,"South America"
"162","NIC489","A",1e-05,0.819809,"NIC489",4.08695,-52.67731,"South America"
"163","QG3863","A",1e-05,0.8201,"QG3863",10.42974,-84.00938,"Central America"
"164","NIC586","A",1e-05,0.821829,"NIC586",15.40493,-61.34619,"Caribbean"
"165","NIC1387","A",1e-05,0.822415,"NIC1387",3.603495006,-53.19458197,"South America"
"166","NIC389","A",1e-05,0.823283,"NIC389",5.29111,-53.05539,"South America"
"167","QG981","A",1e-05,0.823474,"QG981",9.14576403,-79.8544232,"Central America"
"168","NIC1917","A",1e-05,0.831142,"NIC1917",14.67639,-61.090457,"Caribbean"
"169","QG3526","A",1e-05,0.832923,"QG3526",10.42643333,-84.01193333,"Central America"
"170","JU1976","A",1e-05,0.834717,"JU1976",-2.96,-59.84,"South America"
"171","QG3818","A",1e-05,0.837286,"QG3818",10.4262,-84.0013167,"Central America"
"172","QG3812","A",1e-05,0.84106,"QG3812",10.42963,-84.00833,"Central America"
"173","NIC753","A",1e-05,0.841636,"NIC753",15.39802,-61.31219,"Caribbean"
"174","NIC1355","A",1e-05,0.841715,"NIC1355",4.057417978,-52.67890298,"South America"
"175","QG3873","A",1e-05,0.841742,"QG3873",10.44027,-84.01227,"Central America"
"176","NIC572","A",1e-05,0.842868,"NIC572",15.47461,-61.29876,"Caribbean"
"177","NIC571","A",1e-05,0.84303,"NIC571",15.47461,-61.29876,"Caribbean"
"178","NIC934","A",1e-05,0.845714,"NIC934",4.04783,-52.67766,"South America"
"179","NIC1155","A",1e-05,0.846772,"NIC1155",-12.87564204,-69.49654997,"South America"
"180","NIC1851","A",1e-05,0.846984,"NIC1851",14.72499,-61.105335,"Caribbean"
"181","NIC1913","A",1e-05,0.847961,"NIC1913",14.724882,-61.105406,"Caribbean"
"182","NIC1343","A",1e-05,0.848291,"NIC1343",4.048513966,-52.67673198,"South America"
"183","NIC1420","A",1e-05,0.850588,"NIC1420",3.603495006,-53.19458197,"South America"
"184","NIC1270","A",1e-05,0.854887,"NIC1270",3.599450989,-53.18744604,"South America"
"185","QG3821","A",1e-05,0.855094,"QG3821",10.42540556,-84.00121667,"Central America"
"186","NIC450","A",1e-05,0.858659,"NIC450",4.08926,-52.67607,"South America"
"187","NIC459","A",1e-05,0.869582,"NIC459",4.08161,-52.68424,"South America"
"188","QG3848","A",1e-05,0.872513,"QG3848",10.43082,-84.01138,"Central America"
"189","QG3843","A",1e-05,0.872829,"QG3843",10.42963,-84.00833,"Central America"
"190","QG3850","A",1e-05,0.873639,"QG3850",10.42972,-84.00718,"Central America"
"191","QG3539","A",1e-05,0.874998,"QG3539",10.42332222,-84.00135556,"Central America"
"192","NIC300","A",1e-05,0.878356,"NIC300",4.08969,-52.67731,"South America"
"193","NIC1657","A",1e-05,0.878504,"NIC1657",25.02814,121.74912,"Taiwan"
"194","NIC1656","A",1e-05,0.878584,"NIC1656",25.02814,121.74912,"Taiwan"
"195","QG3789","A",1e-05,0.882135,"QG3789",10.42608333,-84.0092,"Central America"
"196","JU1845","A",1e-05,0.885301,"JU1845",4.089583,-52.67705,"South America"
"197","NIC280","A",1e-05,0.889497,"NIC280",4.08711,-52.67839,"South America"
"198","NIC2360","A",1e-05,0.8903,"NIC2360",4.03893102,-52.67661296,"South America"
"199","QG850","A",1e-05,0.894463,"QG850",9.159436,-79.844493,"Central America"
"200","NIC1395","A",1e-05,0.895436,"NIC1395",3.632552968,-53.20619199,"South America"
"201","QG3834","A",1e-05,0.896326,"QG3834",10.42972,-84.00718,"Central America"
"202","NIC1378","A",1e-05,0.897186,"NIC1378",4.0951,-52.686219,"South America"
"203","NIC533","A",1e-05,0.897287,"NIC533",16.01855,-61.597903,"Caribbean"
"204","QG3543","A",1e-05,0.900237,"QG3543",10.42641667,-84.01201667,"Central America"
"205","NIC425","A",1e-05,0.900955,"NIC425",5.53544,-53.5634,"South America"
"206","QG3009","A",1e-05,0.901583,"QG3009",9.16005,-79.841,"Central America"
"207","NIC344","A",1e-05,0.903309,"NIC344",5.41063,-53.6564,"South America"
"208","QG3533","A",1e-05,0.910159,"QG3533",10.42641667,-84.01201667,"Central America"
"209","NIC1323","A",1.6e-05,0.912017,"NIC1323",4.556285972,-52.20881601,"South America"
"210","NIC1307","A",1e-05,0.913622,"NIC1307",4.868027978,-52.34595903,"South America"
"211","NIC1317","A",1.1e-05,0.914214,"NIC1317",4.555320963,-52.209778,"South America"
"212","NIC468","A",1e-05,0.916787,"NIC468",4.0883,-52.67541,"South America"
"213","NIC941","A",1e-05,0.919057,"NIC941",4.03687,-52.67743,"South America"
"214","NIC1193","A",1e-05,0.919465,"NIC1193",-12.84973802,-69.45760002,"South America"
"215","NIC1363","A",1e-05,0.921257,"NIC1363",4.058048967,-52.67827903,"South America"
"216","NIC1389","A",1e-05,0.923145,"NIC1389",3.616803959,-53.19629196,"South America"
"217","NIC957","A",1e-05,0.923206,"NIC957",4.03952,-52.67598,"South America"
"218","NIC904","A",1e-05,0.925563,"NIC904",4.03117,-52.68019,"South America"
"219","NIC1386","A",1e-05,0.925938,"NIC1386",3.602447016,-53.19164,"South America"
"220","NIC903","A",1e-05,0.928243,"NIC903",4.04877,-52.67666,"South America"
"221","QG5319","A",1e-05,0.928281,"QG5319",6.8569,158.2198,"Micronesia"
"222","NIC391","A",1e-05,0.929421,"NIC391",4.03715,-52.67126,"South America"
"223","NIC936","A",1e-05,0.930886,"NIC936",4.03149,-52.68573,"South America"
"224","NIC321","A",1e-05,0.931065,"NIC321",5.53515,-53.56151,"South America"
"225","NIC1411","A",1e-05,0.937335,"NIC1411",3.596770959,-53.17791598,"South America"
"226","NIC1275","A",1e-05,0.941193,"NIC1275",3.643404013,-53.19835701,"South America"
"227","NIC1272","A",1e-05,0.942582,"NIC1272",3.648232995,-53.19701498,"South America"
"228","QG3831","A",1e-05,0.943642,"QG3831",10.43182,-84.01499,"Central America"
"229","NIC114","A",1e-05,0.945176,"NIC114",16.0435,-61.643,"Caribbean"
"230","NIC393","A",1e-05,0.947698,"NIC393",4.04701,-52.67817,"South America"
"231","NIC1410","A",1e-05,0.94892,"NIC1410",3.61230799,-53.21481999,"South America"
"232","NIC441","A",1e-05,0.95238,"NIC441",4.08399,-52.67769,"South America"
"233","NIC51","A",1e-05,0.952967,"NIC51",4.08729,-52.68139,"South America"
"234","NIC570","A",1e-05,0.955012,"NIC570",15.47461,-61.29876,"Caribbean"
"235","JU1800","A",1e-05,0.957575,"JU1800",-21.0471,55.6887,"Africa"
"236","JU1373","A",1e-05,0.957629,"JU1373",-21.0473,55.6885,"Africa"
"237","JU1374","A",1e-05,0.957713,"JU1374",-21.0484,55.6878,"Africa"
"238","NIC1877","A",1e-05,0.961411,"NIC1877",14.744997,-61.092154,"Caribbean"
"239","NIC339","A",1e-05,0.962068,"NIC339",5.41305,-53.65004,"South America"
"240","NIC417","A",1e-05,0.962696,"NIC417",4.07829,-52.68732,"South America"
"241","NIC1415","A",1e-05,0.964407,"NIC1415",3.637292013,-53.20446499,"South America"
"242","ECA796","A",1e-05,0.965201,"ECA796",19.905167,-155.139322,"Hawaii"
"243","NIC1433","A",1e-05,0.966947,"NIC1433",4.055725001,-52.67804501,"South America"
"244","NIC1376","A",1e-05,0.968221,"NIC1376",4.083392993,-52.68151998,"South America"
"245","NIC1038","A",1e-05,0.970754,"NIC1038",4.03896,-52.66843,"South America"
"246","NIC952","A",1e-05,0.971272,"NIC952",4.03894,-52.66867,"South America"
"247","QG3862","A",1e-05,0.97221,"QG3862",10.42608333,-84.0092,"Central America"
"248","QG4741","A",1e-05,0.97236,"QG4741",6.8538,158.2157,"Micronesia"
"249","NIC408","A",1e-05,0.973935,"NIC408",5.40848,-53.65181,"South America"
"250","ECA3053","A",1e-05,0.977919,"ECA3053",20.0389764,-155.4399684,"Hawaii"
"251","QG3785","A",1e-05,0.987711,"QG3785",10.43082,-84.01138,"Central America"
"252","NIC1392","A",1e-05,0.989618,"NIC1392",3.601659033,-53.190647,"South America"
"253","NIC1033","A",1e-05,0.991049,"NIC1033",4.03724,-52.67196,"South America"
"254","NIC1911","A",1e-05,0.994901,"NIC1911",14.804986,-61.146231,"Caribbean"
"255","QG3808","A",1e-05,0.999544,"QG3808",10.43288,-84.00678,"Central America"
"256","ECA1300","A",0.999776,0.999776,"ECA1300",21.34202,-157.8096,"Hawaii"
"257","NIC589","A",1e-05,0.999776,"NIC589",15.40528,-61.34618,"Caribbean"
"258","QG4894","A",1e-05,0.999781,"QG4894",6.9196,158.2631,"Micronesia"
"259","NIC1918","A",1.3e-05,0.999782,"NIC1918",14.676352,-61.090455,"Caribbean"
"260","NIC1644","A",1.8e-05,0.999783,"NIC1644",25.06464,121.82481,"Taiwan"
"261","NIC1916","A",1.6e-05,0.999784,"NIC1916",14.67639,-61.090457,"Caribbean"
"262","NIC1647","A",1.6e-05,0.999785,"NIC1647",25.06574,121.82753,"Taiwan"
"263","NIC530","A",1.3e-05,0.999785,"NIC530",24.6,121,"Taiwan"
"264","QG4867","A",1e-05,0.999785,"QG4867",6.8567,158.2225,"Micronesia"
"265","QG4891","A",1e-05,0.999785,"QG4891",6.8567,158.2225,"Micronesia"
"266","ECA1302","A",0.999786,0.999786,"ECA1302",21.34202,-157.8096,"Hawaii"
"267","QG4653","A",1e-05,0.999786,"QG4653",6.9639,158.1907,"Micronesia"
"268","QG4897","A",1e-05,0.999786,"QG4897",6.8567,158.2225,"Micronesia"
"269","JU1641","A",1e-05,0.999787,"JU1641",14.9174,-23.6049,"Africa"
"270","NIC1587","A",1e-05,0.999787,"NIC1587",23.58801,121.34578,"Taiwan"
"271","NIC746","A",1.2e-05,0.999787,"NIC746",15.31929,-61.30588,"Caribbean"
"272","QG5643","A",1e-05,0.999787,"QG5643",6.9179,158.2617,"Micronesia"
"273","ECA788","A",0.999788,0.999788,"ECA788",21.362625,-157.779914,"Hawaii"
"274","NIC1603","A",1e-05,0.999788,"NIC1603",24.68897,121.13965,"Taiwan"
"275","QG4730","A",1e-05,0.999788,"QG4730",6.9196,158.2631,"Micronesia"
"276","QG4904","A",1e-05,0.999788,"QG4904",6.9196,158.2631,"Micronesia"
"277","QG5160","A",1e-05,0.999788,"QG5160",6.918,158.2617,"Micronesia"
"278","ECA1447","A",1e-05,0.999789,"ECA1447",19.8552394,-155.1527495,"Hawaii"
"279","NIC1561","A",2e-05,0.999789,"NIC1561",25.00481,121.73369,"Taiwan"
"280","ECA1579","A",1e-05,0.99979,"ECA1579",21.317253,-157.81937,"Hawaii"
"281","JU1631","A",1e-05,0.99979,"JU1631",17.1404,-25.1261,"Africa"
"282","JU1634","A",1e-05,0.99979,"JU1634",17.12,-25.049,"Africa"
"283","JU1636","A",1e-05,0.99979,"JU1636",17.129,-25.0966,"Africa"
"284","JU1640","A",1e-05,0.99979,"JU1640",15.084,-23.5215,"Africa"
"285","NIC584","A",1e-05,0.99979,"NIC584",15.40368,-61.34699,"Caribbean"
"286","NIC747","A",1.8e-05,0.99979,"NIC747",15.31566,-61.2969,"Caribbean"
"287","QG5220","A",2e-05,0.99979,"QG5220",6.8632,158.1746,"Micronesia"
"288","QG5652","A",1e-05,0.99979,"QG5652",6.918,158.2617,"Micronesia"
"289","ECA1305","A",0.999791,0.999791,"ECA1305",21.34091,-157.822,"Hawaii"
"290","ECA1401","A",0.999791,0.999791,"ECA1401",21.342699,-157.821547,"Hawaii"
"291","ECA2900","A",1e-05,0.999792,"ECA2900",21.355658,-157.7645652,"Hawaii"
"292","ECA797","A",1e-05,0.999792,"ECA797",19.590717,-155.067906,"Hawaii"
"293","ECA798","A",1e-05,0.999792,"ECA798",19.906725,-155.141275,"Hawaii"
"294","NIC55","A",1e-05,0.999792,"NIC55",4.08225,-52.67965,"South America"
"295","QG5237","A",1.8e-05,0.999792,"QG5237",6.8632,158.1746,"Micronesia"
"296","ECA1301","A",0.999793,0.999793,"ECA1301",21.34202,-157.8096,"Hawaii"
"297","QG987","A",1e-05,0.999793,"QG987",9.147419,-79.85312,"Central America"
"298","ECA1405","A",0.999794,0.999794,"ECA1405",21.342699,-157.821547,"Hawaii"
"299","ECA2087","A",1e-05,0.999794,"ECA2087",21.394489,-157.90023,"Hawaii"
"300","ECA2899","A",1e-05,0.999794,"ECA2899",21.355658,-157.7645652,"Hawaii"
"301","QG4672","A",1e-05,0.999794,"QG4672",6.9643,158.1915,"Micronesia"
"302","QG5510","A",1e-05,0.999794,"QG5510",6.9639,158.1907,"Micronesia"
"303","QG834","A",1e-05,0.999794,"QG834",9.15385,-79.83077,"Central America"
"304","QG845","A",1e-05,0.999794,"QG845",9.15443,-79.82735,"Central America"
"305","ECA1310","A",1.1e-05,0.999795,"ECA1310",21.34293,-157.8239,"Hawaii"
"306","ECA1451","A",1e-05,0.999795,"ECA1451",19.8552394,-155.1527495,"Hawaii"
"307","JU1846","A",1e-05,0.999795,"JU1846",4.0911,-52.674633,"South America"
"308","NIC1919","A",1.4e-05,0.999795,"NIC1919",14.676352,-61.090455,"Caribbean"
"309","NIC99","A",1e-05,0.999795,"NIC99",4.08747,-52.67394,"South America"
"310","QG4659","A",1e-05,0.999795,"QG4659",6.8567,158.2225,"Micronesia"
"311","QG4696","A",1e-05,0.999795,"QG4696",6.9668,158.1916,"Micronesia"
"312","NIC1915","A",1e-05,0.999796,"NIC1915",14.67639,-61.090457,"Caribbean"
"313","NIC517","A",1e-05,0.999796,"NIC517",25.00739,121.900472,"Taiwan"
"314","QG4669","A",1e-05,0.999796,"QG4669",6.9684,158.1899,"Micronesia"
"315","ECA1304","A",0.999797,0.999797,"ECA1304",21.34202,-157.8096,"Hawaii"
