"","samples","cluster","frac_cluster","max_frac","strain","lat","long","geo"
"1","NIC920","A",1e-05,0.342006,"NIC920",4.04232,-52.68144,"South America"
"2","QG3850","A",1e-05,0.343873,"QG3850",10.42972,-84.00718,"Central America"
"3","NIC1341","A",1e-05,0.370883,"NIC1341",4.047429012,-52.67763203,"South America"
"4","NIC2355","A",1e-05,0.37785,"NIC2355",4.041457996,-52.676275,"South America"
"5","NIC1257","A",1e-05,0.378931,"NIC1257",4.085349999,-52.68294297,"South America"
"6","NIC1594","A",0.07797,0.379048,"NIC1594",24.68622,121.13734,"Taiwan"
"7","NIC1592","A",0.077937,0.37912,"NIC1592",24.68622,121.13734,"Taiwan"
"8","QG2896","A",1e-05,0.379348,"QG2896",-16.10295,145.44645,"Australia"
"9","QG2897","A",1e-05,0.379479,"QG2897",-16.10295,145.44645,"Australia"
"10","QG2905","A",1e-05,0.379673,"QG2905",-16.10365,145.447317,"Australia"
"11","QG2904","A",1e-05,0.379674,"QG2904",-16.10365,145.447317,"Australia"
"12","QG2898","A",1e-05,0.381411,"QG2898",-16.103617,145.4467,"Australia"
"13","QG2899","A",1e-05,0.381679,"QG2899",-16.103617,145.4467,"Australia"
"14","QG800","A",1e-05,0.390652,"QG800",9.158057,-79.834221,"Central America"
"15","NIC94","A",1e-05,0.393585,"NIC94",4.08747,-52.67394,"South America"
"16","NIC929","A",1e-05,0.404841,"NIC929",4.04027,-52.67537,"South America"
"17","NIC907","A",1e-05,0.412643,"NIC907",4.04842,-52.67683,"South America"
"18","NIC312","A",1e-05,0.412863,"NIC312",4.03892,-52.67656,"South America"
"19","NIC986","A",1e-05,0.415698,"NIC986",4.03726,-52.67243,"South America"
"20","HPT56","A",0.035831,0.418896,"HPT56",-8.52582,115.167492,"Malay Archipelago"
"21","QG3529","A",1e-05,0.420168,"QG3529",10.43288,-84.00678,"Central America"
"22","NIC443","A",1e-05,0.420698,"NIC443",4.08447,-52.67858,"South America"
"23","NIC1393","A",1e-05,0.426288,"NIC1393",3.621482989,-53.21409596,"South America"
"24","QG3811","A",1e-05,0.443267,"QG3811",10.43288,-84.00678,"Central America"
"25","QG3547","A",1e-05,0.446223,"QG3547",10.42551667,-84.01403333,"Central America"
"26","QG3848","A",1e-05,0.453228,"QG3848",10.43082,-84.01138,"Central America"
"27","QG3877","A",1e-05,0.453677,"QG3877",10.43008,-84.00894,"Central America"
"28","QG3799","A",1e-05,0.454512,"QG3799",10.43008,-84.00894,"Central America"
"29","NIC478","A",1e-05,0.456941,"NIC478",4.08855,-52.67645,"South America"
"30","NIC1927","A",1e-05,0.475025,"NIC1927",14.719237,-61.100187,"Caribbean"
"31","NIC2373","A",1e-05,0.476091,"NIC2373",4.042470027,-52.67842798,"South America"
"32","NIC57","A",1e-05,0.481474,"NIC57",4.08658,-52.67928,"South America"
"33","NIC1555","A",0.48525,0.48525,"NIC1555",25.02132,121.73295,"Taiwan"
"34","QG2716","A",1e-05,0.487651,"QG2716",9.16835,-79.839279,"Central America"
"35","NIC363","A",1e-05,0.491237,"NIC363",4.95234,-52.49148,"South America"
"36","QG3880","A",1e-05,0.493502,"QG3880",10.43089,-84.00684,"Central America"
"37","NIC1382","A",1e-05,0.499169,"NIC1382",4.038440008,-52.67334703,"South America"
"38","JU1849","A",1e-05,0.501359,"JU1849",4.086683,-52.68165,"South America"
"39","NIC1543","A",0.060544,0.501954,"NIC1543",25.05704,121.77109,"Taiwan"
"40","NIC1547","A",0.06066,0.502305,"NIC1547",25.05343,121.77265,"Taiwan"
"41","NIC1559","A",0.060824,0.50336,"NIC1559",25.01519,121.73311,"Taiwan"
"42","NIC1653","A",0.06081,0.50351,"NIC1653",25.02814,121.74912,"Taiwan"
"43","BRC20400","A",0.060901,0.503782,"BRC20400",25.016672,121.557423,"Taiwan"
"44","NIC1137","A",1e-05,0.5059,"NIC1137",-12.872141,-69.49788203,"South America"
"45","NIC492","A",1e-05,0.507944,"NIC492",4.0864,-52.67639,"South America"
"46","NIC1950","A",1e-05,0.516142,"NIC1950",14.743477,-61.095204,"Caribbean"
"47","QG840","A",1e-05,0.517584,"QG840",9.161421,-79.837195,"Central America"
"48","NIC1856","A",1e-05,0.52337,"NIC1856",14.674356,-61.095002,"Caribbean"
"49","NIC1477","A",1e-05,0.529768,"NIC1477",4.086242002,-52.67756699,"South America"
"50","QG4870","A",1e-05,0.531681,"QG4870",6.9204,158.2633,"Micronesia"
"51","QG4871","A",1e-05,0.531681,"QG4871",6.9204,158.2633,"Micronesia"
"52","QG4892","A",1e-05,0.531962,"QG4892",6.9204,158.2633,"Micronesia"
"53","QG4740","A",1e-05,0.531976,"QG4740",6.9204,158.2633,"Micronesia"
"54","NIC393","A",1e-05,0.533291,"NIC393",4.04701,-52.67817,"South America"
"55","JU2750","A",1e-05,0.534614,"JU2750",16.1761,-61.6951,"Caribbean"
"56","NIC55","A",1e-05,0.537569,"NIC55",4.08225,-52.67965,"South America"
