"","samples","cluster","frac_cluster","max_frac","strain","lat","long","geo"
"1","NIC363","A",1e-05,0.36938,"NIC363",4.95234,-52.49148,"South America"
"2","QG3821","A",1e-05,0.386215,"QG3821",10.42540556,-84.00121667,"Central America"
"3","QG3880","A",1e-05,0.405456,"QG3880",10.43089,-84.00684,"Central America"
"4","NIC2363","A",1e-05,0.405543,"NIC2363",4.037193032,-52.67742399,"South America"
"5","NIC1927","A",1e-05,0.405604,"NIC1927",14.719237,-61.100187,"Caribbean"
"6","QG800","A",1e-05,0.412384,"QG800",9.158057,-79.834221,"Central America"
"7","NIC1556","A",0.057143,0.443559,"NIC1556",25.02132,121.73295,"Taiwan"
"8","TWN2103","A",0.057231,0.444214,"TWN2103",25.16666667,121.5166667,"Taiwan"
"9","NIC1560","A",0.057416,0.444714,"NIC1560",25.01519,121.73311,"Taiwan"
"10","NIC1694","A",0.05711,0.445001,"NIC1694",25.02177,121.58537,"Taiwan"
"11","NIC384","A",1e-05,0.468893,"NIC384",4.06126,-52.67946,"South America"
"12","NIC1856","A",1e-05,0.474325,"NIC1856",14.674356,-61.095002,"Caribbean"
"13","QG2716","A",1e-05,0.479444,"QG2716",9.16835,-79.839279,"Central America"
"14","NIC1382","A",1e-05,0.480029,"NIC1382",4.038440008,-52.67334703,"South America"
"15","QG3795","A",0.070681,0.481488,"QG3795",10.42608333,-84.0092,"Central America"
"16","HPT56","A",0.486342,0.486342,"HPT56",-8.52582,115.167492,"Malay Archipelago"
"17","NIC1563","A",1e-05,0.488648,"NIC1563",25.00481,121.73369,"Taiwan"
"18","EG6180","A",1e-05,0.491313,"EG6180",18.3,-65.8,"Caribbean"
"19","BRC20391","A",1e-05,0.493255,"BRC20391",25.016672,121.557423,"Taiwan"
"20","NIC936","A",1e-05,0.502969,"NIC936",4.03149,-52.68573,"South America"
"21","NIC2373","A",1e-05,0.503203,"NIC2373",4.042470027,-52.67842798,"South America"
"22","NIC894","A",0.495228,0.504582,"NIC894",22.01967,121.57357,"Taiwan"
"23","NIC895","A",0.495228,0.504582,"NIC895",22.01967,121.57357,"Taiwan"
"24","NIC904","A",1e-05,0.505184,"NIC904",4.03117,-52.68019,"South America"
"25","NIC898","A",0.492415,0.507395,"NIC898",22.01967,121.57357,"Taiwan"
"26","NIC957","A",1e-05,0.509299,"NIC957",4.03952,-52.67598,"South America"
"27","NIC443","A",1e-05,0.51211,"NIC443",4.08447,-52.67858,"South America"
"28","NIC1395","A",1e-05,0.514062,"NIC1395",3.632552968,-53.20619199,"South America"
"29","NIC1592","A",1e-05,0.518008,"NIC1592",24.68622,121.13734,"Taiwan"
"30","NIC1594","A",1e-05,0.518112,"NIC1594",24.68622,121.13734,"Taiwan"
"31","NIC1950","A",1e-05,0.520474,"NIC1950",14.743477,-61.095204,"Caribbean"
"32","QG3024","A",1e-05,0.523232,"QG3024",9.1584,-79.84555,"Central America"
"33","NIC975","A",1e-05,0.524651,"NIC975",4.03819,-52.67066,"South America"
"34","NIC987","A",1e-05,0.525888,"NIC987",4.03726,-52.67243,"South America"
"35","NIC920","A",1e-05,0.526591,"NIC920",4.04232,-52.68144,"South America"
"36","QG3785","A",1e-05,0.529978,"QG3785",10.43082,-84.01138,"Central America"
"37","QG4870","A",1e-05,0.531405,"QG4870",6.9204,158.2633,"Micronesia"
"38","QG4871","A",1e-05,0.531405,"QG4871",6.9204,158.2633,"Micronesia"
"39","QG4892","A",1e-05,0.531689,"QG4892",6.9204,158.2633,"Micronesia"
"40","QG4740","A",1e-05,0.531699,"QG4740",6.9204,158.2633,"Micronesia"
"41","NIC988","A",1e-05,0.531777,"NIC988",4.03726,-52.67243,"South America"
"42","QG3834","A",1e-05,0.533119,"QG3834",10.42972,-84.00718,"Central America"
"43","JU2750","A",1e-05,0.534074,"JU2750",16.1761,-61.6951,"Caribbean"
"44","NIC1136","A",1e-05,0.535258,"NIC1136",-12.872141,-69.49788203,"South America"
"45","NIC1005","A",1e-05,0.535707,"NIC1005",4.03896,-52.66843,"South America"
"46","NIC977","A",1e-05,0.535978,"NIC977",4.03819,-52.67066,"South America"
"47","NIC1112","A",1e-05,0.536121,"NIC1112",-12.829016,-71.377696,"South America"
"48","QG3522","A",1.6e-05,0.53803,"QG3522",10.42974,-84.00938,"Central America"
"49","NIC962","A",1e-05,0.538965,"NIC962",4.03875,-52.6677,"South America"
"50","NIC1383","A",1e-05,0.539195,"NIC1383",4.038909981,-52.673385,"South America"
"51","NIC940","A",1e-05,0.540717,"NIC940",4.03091,-52.68124,"South America"
"52","QG3856","A",1.4e-05,0.540729,"QG3856",10.42540556,-84.00121667,"Central America"
"53","NIC1170","A",1e-05,0.546404,"NIC1170",-12.87956603,-69.49155604,"South America"
"54","NIC1862","A",1e-05,0.55135,"NIC1862",14.843986,-61.214646,"Caribbean"
"55","NIC2361","A",1e-05,0.551931,"NIC2361",4.038404971,-52.677023,"South America"
"56","NIC1164","A",1e-05,0.555129,"NIC1164",-12.87692699,-69.49483403,"South America"
"57","NIC1121","A",1e-05,0.555774,"NIC1121",-12.87416004,-69.49736402,"South America"
"58","NIC1145","A",1e-05,0.556921,"NIC1145",-12.87499001,-69.49504701,"South America"
"59","NIC2375","A",1e-05,0.557501,"NIC2375",4.042458963,-52.67848103,"South America"
"60","NIC2355","A",1e-05,0.565164,"NIC2355",4.041457996,-52.676275,"South America"
"61","NIC1165","A",1e-05,0.566363,"NIC1165",-12.87688399,-69.49484501,"South America"
"62","NIC1555","A",0.567143,0.567143,"NIC1555",25.02132,121.73295,"Taiwan"
"63","NIC1679","A",1e-05,0.569937,"NIC1679",22.08922,120.84876,"Taiwan"
"64","QG3843","A",1e-05,0.571522,"QG3843",10.42963,-84.00833,"Central America"
"65","NIC917","A",1e-05,0.57254,"NIC917",4.03446,-52.67816,"South America"
"66","NIC1137","A",1e-05,0.573451,"NIC1137",-12.872141,-69.49788203,"South America"
"67","QG3521","A",1e-05,0.576523,"QG3521",10.42643333,-84.01193333,"Central America"
"68","ECA806","A",1e-05,0.578577,"ECA806",20.813647,-156.118573,"Hawaii"
"69","NIC1290","A",1e-05,0.5813,"NIC1290",3.605792988,-53.17799502,"South America"
"70","NIC312","A",1e-05,0.581618,"NIC312",4.03892,-52.67656,"South America"
"71","NIC929","A",1.2e-05,0.583008,"NIC929",4.04027,-52.67537,"South America"
"72","NIC321","A",1e-05,0.587756,"NIC321",5.53515,-53.56151,"South America"
"73","NIC945","A",1e-05,0.588302,"NIC945",4.03707,-52.6772,"South America"
"74","QG3789","A",1e-05,0.590443,"QG3789",10.42608333,-84.0092,"Central America"
"75","NIC907","A",1e-05,0.590502,"NIC907",4.04842,-52.67683,"South America"
"76","NIC944","A",1e-05,0.594767,"NIC944",4.03799,-52.6772,"South America"
"77","NIC193","A",1.9e-05,0.595987,"NIC193",16.0207,-61.597,"Caribbean"
"78","NIC249","A",1e-05,0.596594,"NIC249",16.0207,-61.597,"Caribbean"
"79","NIC1155","A",1e-05,0.599831,"NIC1155",-12.87564204,-69.49654997,"South America"
"80","NIC1028","A",1.1e-05,0.600418,"NIC1028",4.03896,-52.66843,"South America"
"81","NIC955","A",1.4e-05,0.600598,"NIC955",4.04973,-52.67652,"South America"
"82","NIC925","A",1e-05,0.602243,"NIC925",4.03975,-52.67435,"South America"
"83","NIC1341","A",1e-05,0.603031,"NIC1341",4.047429012,-52.67763203,"South America"
"84","NIC1651","A",0.390364,0.609446,"NIC1651",25.02814,121.74912,"Taiwan"
"85","QG840","A",1e-05,0.611505,"QG840",9.161421,-79.837195,"Central America"
"86","QG3514","A",1e-05,0.61153,"QG3514",10.43089,-84.00684,"Central America"
"87","QG3839","A",1e-05,0.612838,"QG3839",10.43792,-84.01132,"Central America"
"88","NIC1328","A",1e-05,0.613157,"NIC1328",4.048613962,-52.676549,"South America"
"89","JU1975","A",1.4e-05,0.613818,"JU1975",-2.96,-59.84,"South America"
"90","QG3535","A",1e-05,0.614278,"QG3535",10.43792,-84.01132,"Central America"
"91","NIC2362","A",1e-05,0.61487,"NIC2362",4.038404971,-52.677023,"South America"
"92","NIC1132","A",1e-05,0.619095,"NIC1132",-12.87564397,-69.49700503,"South America"
"93","NIC1161","A",1e-05,0.619854,"NIC1161",-12.87576098,-69.496324,"South America"
"94","QG3543","A",1e-05,0.624214,"QG3543",10.42641667,-84.01201667,"Central America"
"95","NIC1886","A",1e-05,0.624409,"NIC1886",14.705951,-61.092991,"Caribbean"
"96","NIC1193","A",1e-05,0.635276,"NIC1193",-12.84973802,-69.45760002,"South America"
"97","NIC407","A",1e-05,0.64487,"NIC407",5.41418,-53.65416,"South America"
"98","NIC2367","A",1e-05,0.646811,"NIC2367",4.038957004,-52.66788497,"South America"
"99","QG3811","A",1e-05,0.648734,"QG3811",10.43288,-84.00678,"Central America"
"100","NIC1939","A",1e-05,0.651154,"NIC1939",14.80577,-61.147328,"Caribbean"
"101","NIC1393","A",1e-05,0.651619,"NIC1393",3.621482989,-53.21409596,"South America"
"102","QG3877","A",1e-05,0.659872,"QG3877",10.43008,-84.00894,"Central America"
"103","NIC939","A",1e-05,0.660906,"NIC939",4.03128,-52.68028,"South America"
"104","QG3547","A",1e-05,0.660974,"QG3547",10.42551667,-84.01403333,"Central America"
"105","NIC1156","A",1e-05,0.661877,"NIC1156",-12.990649,-69.507455,"South America"
"106","QG3793","A",1e-05,0.663467,"QG3793",10.42583333,-84.00995,"Central America"
"107","NIC1157","A",1e-05,0.665565,"NIC1157",-12.990649,-69.507455,"South America"
"108","NIC94","A",1e-05,0.666433,"NIC94",4.08747,-52.67394,"South America"
"109","NIC1192","A",1e-05,0.666567,"NIC1192",-12.849763,-69.45771201,"South America"
"110","JU2505","A",1e-05,0.669437,"JU2505",10.4708,-84.6452,"Central America"
"111","NIC1126","A",1e-05,0.671319,"NIC1126",-12.874715,-69.49602501,"South America"
"112","NIC1928","A",1e-05,0.676611,"NIC1928",14.719237,-61.100187,"Caribbean"
"113","QG942","A",1e-05,0.67758,"QG942",9.144538,-79.854772,"Central America"
"114","QG5305","A",1e-05,0.679415,"QG5305",6.9194,158.271,"Micronesia"
"115","QG823","A",1e-05,0.682574,"QG823",9.152413,-79.850852,"Central America"
"116","JU1976","A",1e-05,0.683229,"JU1976",-2.96,-59.84,"South America"
"117","NIC1163","A",1.1e-05,0.683438,"NIC1163",-12.875965,-69.49581496,"South America"
"118","NIC1432","A",1.3e-05,0.684743,"NIC1432",4.087813022,-52.67992197,"South America"
"119","NIC953","A",1e-05,0.68623,"NIC953",4.03828,-52.6715,"South America"
"120","QG3868","A",1e-05,0.686899,"QG3868",10.43888,-84.01353,"Central America"
"121","NIC986","A",1e-05,0.691496,"NIC986",4.03726,-52.67243,"South America"
"122","NIC1004","A",1e-05,0.692223,"NIC1004",4.03896,-52.66843,"South America"
"123","QG4646","A",1e-05,0.692809,"QG4646",6.8567,158.2236,"Micronesia"
"124","QG4869","A",1e-05,0.692968,"QG4869",6.8567,158.2236,"Micronesia"
"125","QG4782","A",1e-05,0.692971,"QG4782",6.8567,158.2236,"Micronesia"
"126","JU1635","A",1e-05,0.693684,"JU1635",17.121,-25.0492,"Africa"
"127","NIC1372","A",1e-05,0.70296,"NIC1372",4.081040025,-52.68228097,"South America"
"128","NIC933","A",1e-05,0.71016,"NIC933",4.04237,-52.68256,"South America"
"129","QG3831","A",1e-05,0.711243,"QG3831",10.43182,-84.01499,"Central America"
"130","NIC905","A",1e-05,0.71231,"NIC905",4.03799,-52.67317,"South America"
"131","QG3818","A",1e-05,0.712933,"QG3818",10.4262,-84.0013167,"Central America"
"132","QG3828","A",1e-05,0.714152,"QG3828",10.42346389,-84.00128333,"Central America"
"133","NIC908","A",1e-05,0.7149,"NIC908",4.04372,-52.67704,"South America"
"134","QG3871","A",1e-05,0.714982,"QG3871",10.44027,-84.01227,"Central America"
"135","QG3800","A",1e-05,0.71985,"QG3800",10.42974,-84.00938,"Central America"
"136","NIC938","A",1e-05,0.7207,"NIC938",4.03397,-52.67852,"South America"
"137","QG3808","A",1e-05,0.722475,"QG3808",10.43288,-84.00678,"Central America"
"138","NIC492","A",1e-05,0.723716,"NIC492",4.0864,-52.67639,"South America"
"139","NIC1422","A",1e-05,0.726225,"NIC1422",3.639726033,-53.20330401,"South America"
"140","NIC983","A",1e-05,0.726667,"NIC983",4.03848,-52.67002,"South America"
"141","QG3790","A",1e-05,0.729456,"QG3790",10.42551667,-84.01403333,"Central America"
"142","ECA794","A",1e-05,0.729928,"ECA794",22.053952,-159.367837,"Hawaii"
"143","ECA790","A",1e-05,0.730157,"ECA790",22.053952,-159.367837,"Hawaii"
