"","samples","cluster","frac_cluster","max_frac","strain","lat","long","geo"
"26","QG3856","A",1e-05,0.482366,"QG3856",10.42540556,-84.00121667,"Central America"
"27","QG2716","A",1e-05,0.485889,"QG2716",9.16835,-79.839279,"Central America"
"28","BRC20391","A",1e-05,0.486977,"BRC20391",25.016672,121.557423,"Taiwan"
"29","NIC2360","A",1e-05,0.493002,"NIC2360",4.03893102,-52.67661296,"South America"
"30","NIC917","A",1e-05,0.496227,"NIC917",4.03446,-52.67816,"South America"
"31","NIC479","A",1e-05,0.496401,"NIC479",4.08631,-52.67243,"South America"
"32","NIC407","A",1e-05,0.497808,"NIC407",5.41418,-53.65416,"South America"
"33","NIC1384","A",1e-05,0.502151,"NIC1384",4.047968974,-52.67714404,"South America"
"34","NIC314","A",1e-05,0.502684,"NIC314",4.03715,-52.67214,"South America"
"35","QG5305","A",1e-05,0.505342,"QG5305",6.9194,158.271,"Micronesia"
"36","ECA790","A",1e-05,0.506639,"ECA790",22.053952,-159.367837,"Hawaii"
"37","ECA794","A",1e-05,0.506833,"ECA794",22.053952,-159.367837,"Hawaii"
"38","NIC933","A",1e-05,0.507139,"NIC933",4.04237,-52.68256,"South America"
"39","QG3529","A",1e-05,0.508485,"QG3529",10.43288,-84.00678,"Central America"
"40","QG4782","A",1e-05,0.510254,"QG4782",6.8567,158.2236,"Micronesia"
"41","QG4869","A",1e-05,0.510254,"QG4869",6.8567,158.2236,"Micronesia"
"42","QG4646","A",1e-05,0.510506,"QG4646",6.8567,158.2236,"Micronesia"
"43","NIC942","A",1e-05,0.511456,"NIC942",4.04007,-52.67494,"South America"
"44","NIC1016","A",1e-05,0.514375,"NIC1016",4.03793,-52.67185,"South America"
"45","QG3863","A",1e-05,0.520106,"QG3863",10.42974,-84.00938,"Central America"
"46","NIC1387","A",1e-05,0.520515,"NIC1387",3.603495006,-53.19458197,"South America"
"47","QG4870","A",1e-05,0.523606,"QG4870",6.9204,158.2633,"Micronesia"
"48","QG4871","A",1e-05,0.523606,"QG4871",6.9204,158.2633,"Micronesia"
"49","QG4740","A",1e-05,0.523906,"QG4740",6.9204,158.2633,"Micronesia"
"50","QG4892","A",1e-05,0.52391,"QG4892",6.9204,158.2633,"Micronesia"
"51","NIC1950","A",1e-05,0.524827,"NIC1950",14.743477,-61.095204,"Caribbean"
"52","NIC940","A",1e-05,0.525644,"NIC940",4.03091,-52.68124,"South America"
"53","NIC999","A",1e-05,0.526044,"NIC999",4.03938,-52.67617,"South America"
"54","NIC1405","A",1e-05,0.526885,"NIC1405",3.600050965,-53.18947999,"South America"
"55","NIC2355","A",1e-05,0.529422,"NIC2355",4.041457996,-52.676275,"South America"
"56","NIC956","A",1e-05,0.53161,"NIC956",4.0401,-52.67504,"South America"
"57","NIC461","A",1e-05,0.534072,"NIC461",4.08318,-52.68343,"South America"
"58","NIC454","A",1e-05,0.534074,"NIC454",4.08318,-52.68343,"South America"
"59","NIC417","A",1e-05,0.535702,"NIC417",4.07829,-52.68732,"South America"
"60","NIC1651","A",1e-05,0.535982,"NIC1651",25.02814,121.74912,"Taiwan"
"61","NIC311","A",1e-05,0.54139,"NIC311",4.09125,-52.67489,"South America"
"62","NIC988","A",1e-05,0.542935,"NIC988",4.03726,-52.67243,"South America"
"63","NIC1433","A",1e-05,0.547199,"NIC1433",4.055725001,-52.67804501,"South America"
"64","NIC987","A",1e-05,0.548729,"NIC987",4.03726,-52.67243,"South America"
"65","NIC1376","A",1e-05,0.54873,"NIC1376",4.083392993,-52.68151998,"South America"
"66","NIC420","A",1e-05,0.549966,"NIC420",5.41089,-53.6565,"South America"
"67","NIC1300","A",1e-05,0.550648,"NIC1300",3.594842032,-53.17887696,"South America"
"68","NIC958","A",1e-05,0.565136,"NIC958",4.03502,-52.67796,"South America"
"69","QG3845","A",1e-05,0.566987,"QG3845",10.43082,-84.01138,"Central America"
"70","NIC94","A",1e-05,0.570144,"NIC94",4.08747,-52.67394,"South America"
"71","NIC1328","A",1e-05,0.579016,"NIC1328",4.048613962,-52.676549,"South America"
"72","JU1849","A",1e-05,0.579262,"JU1849",4.086683,-52.68165,"South America"
"73","NIC1381","A",1e-05,0.580935,"NIC1381",4.039456984,-52.67586404,"South America"
"74","QG3799","A",1e-05,0.581996,"QG3799",10.43008,-84.00894,"Central America"
"75","NIC1419","A",1e-05,0.585264,"NIC1419",3.603130979,-53.19263603,"South America"
"76","NIC955","A",1e-05,0.587558,"NIC955",4.04973,-52.67652,"South America"
"77","NIC492","A",1e-05,0.587804,"NIC492",4.0864,-52.67639,"South America"
"78","NIC895","A",1e-05,0.589454,"NIC895",22.01967,121.57357,"Taiwan"
"79","NIC894","A",1e-05,0.589455,"NIC894",22.01967,121.57357,"Taiwan"
"80","NIC898","A",1e-05,0.591422,"NIC898",22.01967,121.57357,"Taiwan"
"81","NIC929","A",1e-05,0.594771,"NIC929",4.04027,-52.67537,"South America"
"82","NIC1028","A",1.2e-05,0.596039,"NIC1028",4.03896,-52.66843,"South America"
"83","NIC363","A",1e-05,0.602093,"NIC363",4.95234,-52.49148,"South America"
"84","NIC1004","A",1e-05,0.603331,"NIC1004",4.03896,-52.66843,"South America"
"85","NIC1856","A",1e-05,0.608258,"NIC1856",14.674356,-61.095002,"Caribbean"
"86","NIC1939","A",1e-05,0.609532,"NIC1939",14.80577,-61.147328,"Caribbean"
"87","NIC1033","A",1e-05,0.609792,"NIC1033",4.03724,-52.67196,"South America"
"88","NIC359","A",1e-05,0.612643,"NIC359",4.0911,-52.68536,"South America"
"89","QG3514","A",1e-05,0.612907,"QG3514",10.43089,-84.00684,"Central America"
"90","NIC945","A",1e-05,0.616029,"NIC945",4.03707,-52.6772,"South America"
"91","NIC1307","A",1e-05,0.616103,"NIC1307",4.868027978,-52.34595903,"South America"
"92","NIC1886","A",1e-05,0.621981,"NIC1886",14.705951,-61.092991,"Caribbean"
"93","NIC55","A",1e-05,0.625343,"NIC55",4.08225,-52.67965,"South America"
"94","QG131","A",1e-05,0.633966,"QG131",22.22955,-159.4764,"Hawaii"
"95","QG3522","A",1e-05,0.640426,"QG3522",10.42974,-84.00938,"Central America"
"96","NIC941","A",1e-05,0.640657,"NIC941",4.03687,-52.67743,"South America"
"97","NIC1555","A",1e-05,0.643725,"NIC1555",25.02132,121.73295,"Taiwan"
"98","NIC424","A",1e-05,0.651021,"NIC424",5.41432,-53.65382,"South America"
"99","QG2726","A",1e-05,0.65454,"QG2726",9.1598,-79.8399,"Central America"
"100","JU1635","A",1e-05,0.65668,"JU1635",17.121,-25.0492,"Africa"
"101","QG3795","A",1e-05,0.657451,"QG3795",10.42608333,-84.0092,"Central America"
"102","NIC1192","A",1.6e-05,0.658473,"NIC1192",-12.849763,-69.45771201,"South America"
"103","NIC970","A",1e-05,0.659437,"NIC970",4.03085,-52.68408,"South America"
"104","JU1819","A",1e-05,0.659797,"JU1819",4.08805,-52.675667,"South America"
"105","NIC1126","A",1e-05,0.660784,"NIC1126",-12.874715,-69.49602501,"South America"
"106","QG800","A",1e-05,0.661042,"QG800",9.158057,-79.834221,"Central America"
"107","NIC478","A",1e-05,0.661047,"NIC478",4.08855,-52.67645,"South America"
"108","NIC947","A",1e-05,0.66126,"NIC947",4.03997,-52.67496,"South America"
"109","NIC312","A",1e-05,0.662724,"NIC312",4.03892,-52.67656,"South America"
"110","NIC1268","A",1e-05,0.663167,"NIC1268",3.608203959,-53.175201,"South America"
"111","NIC1163","A",1e-05,0.664291,"NIC1163",-12.875965,-69.49581496,"South America"
"112","NIC396","A",1e-05,0.665,"NIC396",4.03893,-52.67352,"South America"
"113","NIC920","A",1e-05,0.666459,"NIC920",4.04232,-52.68144,"South America"
"114","NIC925","A",1e-05,0.669428,"NIC925",4.03975,-52.67435,"South America"
"115","NIC1012","A",1e-05,0.670885,"NIC1012",4.03793,-52.67185,"South America"
"116","NIC404","A",1e-05,0.672297,"NIC404",5.41011,-53.65462,"South America"
"117","NIC382","A",1e-05,0.673728,"NIC382",4.03801,-52.67711,"South America"
"118","NIC1420","A",1e-05,0.675358,"NIC1420",3.603495006,-53.19458197,"South America"
"119","NIC469","A",1e-05,0.6787,"NIC469",4.0883,-52.67541,"South America"
"120","NIC1928","A",1e-05,0.681774,"NIC1928",14.719237,-61.100187,"Caribbean"
"121","NIC1393","A",1e-05,0.683323,"NIC1393",3.621482989,-53.21409596,"South America"
"122","NIC1177","A",1e-05,0.685543,"NIC1177",-12.881345,-69.49006297,"South America"
"123","QG823","A",1e-05,0.68621,"QG823",9.152413,-79.850852,"Central America"
"124","NIC2362","A",1e-05,0.687026,"NIC2362",4.038404971,-52.677023,"South America"
"125","JU1835","A",1e-05,0.687358,"JU1835",4.085783,-52.6791,"South America"
"126","NIC1343","A",1e-05,0.687934,"NIC1343",4.048513966,-52.67673198,"South America"
"127","NIC57","A",1e-05,0.699018,"NIC57",4.08658,-52.67928,"South America"
"128","NIC1383","A",1e-05,0.704318,"NIC1383",4.038909981,-52.673385,"South America"
"129","NIC2373","A",1e-05,0.704613,"NIC2373",4.042470027,-52.67842798,"South America"
"130","QG3880","A",1e-05,0.706736,"QG3880",10.43089,-84.00684,"Central America"
"131","NIC1270","A",1e-05,0.708871,"NIC1270",3.599450989,-53.18744604,"South America"
"132","QG3800","A",1e-05,0.709701,"QG3800",10.42974,-84.00938,"Central America"
"133","NIC1929","A",1e-05,0.717562,"NIC1929",14.670499,-61.09485,"Caribbean"
"134","NIC459","A",1e-05,0.721344,"NIC459",4.08161,-52.68424,"South America"
"135","NIC1188","A",1e-05,0.721849,"NIC1188",-12.88252903,-69.48456,"South America"
"136","NIC1476","A",1e-05,0.722121,"NIC1476",4.086242002,-52.67756699,"South America"
"137","QG3868","A",1e-05,0.723567,"QG3868",10.43888,-84.01353,"Central America"
"138","QG3808","A",1e-05,0.72834,"QG3808",10.43288,-84.00678,"Central America"
"139","NIC907","A",1e-05,0.732245,"NIC907",4.04842,-52.67683,"South America"
"140","NIC2375","A",1e-05,0.732447,"NIC2375",4.042458963,-52.67848103,"South America"
"141","QG942","A",1e-05,0.73247,"QG942",9.144538,-79.854772,"Central America"
"142","JU2752","A",1e-05,0.733347,"JU2752",16.1761,-61.6951,"Caribbean"
"143","NIC1272","A",1e-05,0.734439,"NIC1272",3.648232995,-53.19701498,"South America"
"144","NIC372","A",1e-05,0.737081,"NIC372",4.03712,-52.67044,"South America"
"145","NIC1855","A",1e-05,0.74024,"NIC1855",14.675129,-61.095721,"Caribbean"
"146","NIC926","A",1e-05,0.742456,"NIC926",4.03837,-52.67075,"South America"
"147","NIC280","A",1e-05,0.743452,"NIC280",4.08711,-52.67839,"South America"
"148","NIC1275","A",1e-05,0.748855,"NIC1275",3.643404013,-53.19835701,"South America"
"149","NIC1679","A",0.071324,0.751005,"NIC1679",22.08922,120.84876,"Taiwan"
"150","NIC1410","A",1e-05,0.752346,"NIC1410",3.61230799,-53.21481999,"South America"
"151","NIC1391","A",1e-05,0.752853,"NIC1391",3.596770959,-53.17791598,"South America"
"152","NIC1137","A",1e-05,0.753903,"NIC1137",-12.872141,-69.49788203,"South America"
"153","NIC203","A",1e-05,0.75434,"NIC203",16.0459,-61.6262,"Caribbean"
"154","QG3834","A",1e-05,0.756405,"QG3834",10.42972,-84.00718,"Central America"
"155","NIC1386","A",1e-05,0.757236,"NIC1386",3.602447016,-53.19164,"South America"
"156","NIC85","A",1e-05,0.758269,"NIC85",4.08533,-52.6751,"South America"
"157","QG3818","A",1e-05,0.765272,"QG3818",10.4262,-84.0013167,"Central America"
"158","QG3843","A",1e-05,0.765292,"QG3843",10.42963,-84.00833,"Central America"
"159","NIC389","A",1e-05,0.765481,"NIC389",5.29111,-53.05539,"South America"
"160","NIC1962","A",1e-05,0.767735,"NIC1962",14.744117,-61.093023,"Caribbean"
"161","NIC193","A",1e-05,0.77692,"NIC193",16.0207,-61.597,"Caribbean"
"162","NIC441","A",1e-05,0.777262,"NIC441",4.08399,-52.67769,"South America"
"163","NIC249","A",1e-05,0.777729,"NIC249",16.0207,-61.597,"Caribbean"
"164","JU1975","A",1.5e-05,0.777901,"JU1975",-2.96,-59.84,"South America"
"165","NIC1344","A",1e-05,0.780643,"NIC1344",4.055127036,-52.67816302,"South America"
"166","JU2505","A",1e-05,0.782229,"JU2505",10.4708,-84.6452,"Central America"
"167","EG6180","A",1e-05,0.786812,"EG6180",18.3,-65.8,"Caribbean"
"168","QG3831","A",1e-05,0.786873,"QG3831",10.43182,-84.01499,"Central America"
"169","NIC426","A",1e-05,0.790424,"NIC426",5.41125,-53.65478,"South America"
"170","NIC393","A",1e-05,0.791324,"NIC393",4.04701,-52.67817,"South America"
"171","NIC1477","A",1e-05,0.795722,"NIC1477",4.086242002,-52.67756699,"South America"
"172","HPT33","A",1e-05,0.797147,"HPT33",-5.2563,119.86386,"Malay Archipelago"
"173","NIC1278","A",1e-05,0.800026,"NIC1278",3.638634961,-53.20414497,"South America"
"174","NIC1038","A",1e-05,0.80203,"NIC1038",4.03896,-52.66843,"South America"
"175","NIC952","A",1e-05,0.802262,"NIC952",4.03894,-52.66867,"South America"
"176","QG3848","A",1e-05,0.803282,"QG3848",10.43082,-84.01138,"Central America"
"177","NIC1181","A",1.3e-05,0.80565,"NIC1181",-12.88332003,-69.48725897,"South America"
"178","NIC1000","A",1e-05,0.806321,"NIC1000",4.0391,-52.6675,"South America"
"179","NIC2367","A",1e-05,0.810756,"NIC2367",4.038957004,-52.66788497,"South America"
"180","NIC980","A",1e-05,0.810828,"NIC980",4.03822,-52.67031,"South America"
"181","NIC993","A",1e-05,0.813068,"NIC993",4.04255,-52.67816,"South America"
"182","NIC1165","A",1e-05,0.814717,"NIC1165",-12.87688399,-69.49484501,"South America"
"183","QG3852","A",1e-05,0.816034,"QG3852",10.41900556,-84.00699722,"Central America"
"184","NIC300","A",1e-05,0.816608,"NIC300",4.08969,-52.67731,"South America"
"185","NIC56","A",1e-05,0.816764,"NIC56",4.08263,-52.67992,"South America"
"186","QG853","A",1e-05,0.816962,"QG853",9.159372,-79.835975,"Central America"
"187","HPT25","A",1e-05,0.817998,"HPT25",-8.5315,116.239193,"Malay Archipelago"
"188","QG3828","A",1e-05,0.820211,"QG3828",10.42346389,-84.00128333,"Central America"
"189","NIC1170","A",1e-05,0.820222,"NIC1170",-12.87956603,-69.49155604,"South America"
"190","NIC458","A",1e-05,0.821579,"NIC458",4.08141,-52.68219,"South America"
"191","NIC959","A",1e-05,0.822243,"NIC959",4.03201,-52.68039,"South America"
"192","QG3847","A",1e-05,0.823313,"QG3847",10.41828889,-84.00399167,"Central America"
"193","NIC586","A",1e-05,0.825339,"NIC586",15.40493,-61.34619,"Caribbean"
"194","QG3817","A",1e-05,0.827944,"QG3817",10.42972,-84.00742,"Central America"
"195","NIC391","A",1e-05,0.828662,"NIC391",4.03715,-52.67126,"South America"
"196","QG848","A",1e-05,0.8287,"QG848",9.15445,-79.82763,"Central America"
"197","QG3785","A",1e-05,0.829807,"QG3785",10.43082,-84.01138,"Central America"
"198","NIC1411","A",1e-05,0.831397,"NIC1411",3.596770959,-53.17791598,"South America"
"199","QG981","A",1e-05,0.832466,"QG981",9.14576403,-79.8544232,"Central America"
"200","NIC1917","A",1e-05,0.834788,"NIC1917",14.67639,-61.090457,"Caribbean"
"201","NIC753","A",1e-05,0.836764,"NIC753",15.39802,-61.31219,"Caribbean"
"202","QG3807","A",1e-05,0.840596,"QG3807",10.43182,-84.01499,"Central America"
"203","HPT39","A",1e-05,0.844108,"HPT39",-5.252764,119.865139,"Malay Archipelago"
"204","QG3821","A",1e-05,0.844823,"QG3821",10.42540556,-84.00121667,"Central America"
"205","NIC572","A",1e-05,0.845838,"NIC572",15.47461,-61.29876,"Caribbean"
"206","NIC571","A",1e-05,0.845999,"NIC571",15.47461,-61.29876,"Caribbean"
"207","NIC1112","A",1e-05,0.84814,"NIC1112",-12.829016,-71.377696,"South America"
"208","NIC51","A",1e-05,0.848877,"NIC51",4.08729,-52.68139,"South America"
"209","NIC468","A",1.4e-05,0.849236,"NIC468",4.0883,-52.67541,"South America"
"210","QG3539","A",1e-05,0.850178,"QG3539",10.42332222,-84.00135556,"Central America"
"211","NIC1851","A",1e-05,0.852421,"NIC1851",14.72499,-61.105335,"Caribbean"
"212","NIC1913","A",1e-05,0.85338,"NIC1913",14.724882,-61.105406,"Caribbean"
"213","NIC908","A",1e-05,0.854267,"NIC908",4.04372,-52.67704,"South America"
"214","NIC1389","A",1e-05,0.855597,"NIC1389",3.616803959,-53.19629196,"South America"
"215","NIC413","A",1e-05,0.859084,"NIC413",4.07244,-52.69034,"South America"
"216","NIC496","A",1e-05,0.859427,"NIC496",4.08803,-52.67552,"South America"
"217","NIC903","A",1e-05,0.862515,"NIC903",4.04877,-52.67666,"South America"
"218","NIC1155","A",1e-05,0.864049,"NIC1155",-12.87564204,-69.49654997,"South America"
"219","QG3789","A",1e-05,0.864495,"QG3789",10.42608333,-84.0092,"Central America"
"220","NIC425","A",1e-05,0.865522,"NIC425",5.53544,-53.5634,"South America"
"221","QG3543","A",1e-05,0.866093,"QG3543",10.42641667,-84.01201667,"Central America"
"222","NIC450","A",1e-05,0.868887,"NIC450",4.08926,-52.67607,"South America"
"223","NIC1478","A",1e-05,0.873509,"NIC1478",4.086242002,-52.67756699,"South America"
"224","NIC1290","A",1e-05,0.873734,"NIC1290",3.605792988,-53.17799502,"South America"
"225","NIC1657","A",1.7e-05,0.874531,"NIC1657",25.02814,121.74912,"Taiwan"
"226","NIC1656","A",1.7e-05,0.874613,"NIC1656",25.02814,121.74912,"Taiwan"
"227","QG3009","A",1e-05,0.875048,"QG3009",9.16005,-79.841,"Central America"
"228","NIC1355","A",1e-05,0.875824,"NIC1355",4.057417978,-52.67890298,"South America"
"229","JU1838","A",1e-05,0.879148,"JU1838",4.085517,-52.681917,"South America"
"230","JU1821","A",1e-05,0.88079,"JU1821",4.087967,-52.675167,"South America"
"231","QG3547","A",1e-05,0.881105,"QG3547",10.42551667,-84.01403333,"Central America"
"232","NIC2366","A",1e-05,0.882588,"NIC2366",4.038928002,-52.66763904,"South America"
"233","JU1976","A",1e-05,0.883104,"JU1976",-2.96,-59.84,"South America"
"234","NIC2365","A",1e-05,0.884996,"NIC2365",4.038977036,-52.667358,"South America"
"235","NIC1430","A",1e-05,0.888758,"NIC1430",4.049461037,-52.67627399,"South America"
"236","NIC1323","A",1.3e-05,0.892733,"NIC1323",4.556285972,-52.20881601,"South America"
"237","NIC350","A",1e-05,0.894419,"NIC350",4.0903,-52.6842,"South America"
"238","NIC1317","A",1e-05,0.895397,"NIC1317",4.555320963,-52.209778,"South America"
"239","NIC1363","A",1e-05,0.895862,"NIC1363",4.058048967,-52.67827903,"South America"
"240","NIC533","A",1e-05,0.896179,"NIC533",16.01855,-61.597903,"Caribbean"
"241","QG850","A",1e-05,0.899506,"QG850",9.159436,-79.844493,"Central America"
"242","JU3170","A",0.093716,0.906094,"JU3170",0.289,6.612,"Africa"
"243","QG3024","A",1.1e-05,0.906107,"QG3024",9.1584,-79.84555,"Central America"
"244","NIC1378","A",1e-05,0.906307,"NIC1378",4.0951,-52.686219,"South America"
"245","NIC387","A",1e-05,0.908263,"NIC387",4.03671,-52.67728,"South America"
"246","NIC105","A",1e-05,0.908274,"NIC105",4.08747,-52.67394,"South America"
"247","NIC1395","A",1e-05,0.911191,"NIC1395",3.632552968,-53.20619199,"South America"
"248","NIC1193","A",1e-05,0.911278,"NIC1193",-12.84973802,-69.45760002,"South America"
"249","NIC384","A",1e-05,0.912527,"NIC384",4.06126,-52.67946,"South America"
"250","NIC489","A",1e-05,0.916384,"NIC489",4.08695,-52.67731,"South America"
"251","QG840","A",1e-05,0.927675,"QG840",9.161421,-79.837195,"Central America"
"252","QG5319","A",1e-05,0.930186,"QG5319",6.8569,158.2198,"Micronesia"
"253","JU1845","A",1e-05,0.933767,"JU1845",4.089583,-52.67705,"South America"
"254","NIC321","A",1e-05,0.939131,"NIC321",5.53515,-53.56151,"South America"
"255","QG3871","A",1e-05,0.945161,"QG3871",10.44027,-84.01227,"Central America"
"256","NIC1254","A",1e-05,0.94731,"NIC1254",4.085349999,-52.68294297,"South America"
"257","NIC1337","A",1e-05,0.948108,"NIC1337",4.048613962,-52.676549,"South America"
"258","NIC1293","A",1e-05,0.949306,"NIC1293",3.644524002,-53.19812902,"South America"
"259","NIC1305","A",1e-05,0.950129,"NIC1305",3.614802025,-53.19812601,"South America"
"260","NIC1301","A",1e-05,0.95291,"NIC1301",3.620189996,-53.20809804,"South America"
"261","NIC927","A",1e-05,0.95308,"NIC927",4.04213,-52.68083,"South America"
"262","NIC916","A",1e-05,0.954316,"NIC916",4.03928,-52.67371,"South America"
"263","NIC114","A",1e-05,0.954636,"NIC114",16.0435,-61.643,"Caribbean"
"264","NIC1425","A",1e-05,0.955633,"NIC1425",4.039971968,-52.674937,"South America"
"265","QG3824","A",1e-05,0.956905,"QG3824",10.44022,-84.01188,"Central America"
"266","NIC570","A",1e-05,0.957069,"NIC570",15.47461,-61.29876,"Caribbean"
"267","NIC2357","A",1e-05,0.958456,"NIC2357",4.039690001,-52.67415999,"South America"
"268","NIC1877","A",1e-05,0.958815,"NIC1877",14.744997,-61.092154,"Caribbean"
"269","NIC2368","A",1e-05,0.963175,"NIC2368",4.039645996,-52.67438103,"South America"
"270","NIC2361","A",1e-05,0.963762,"NIC2361",4.038404971,-52.677023,"South America"
"271","NIC1392","A",1e-05,0.974289,"NIC1392",3.601659033,-53.190647,"South America"
"272","NIC339","A",1e-05,0.974452,"NIC339",5.41305,-53.65004,"South America"
"273","JU1847","A",1e-05,0.975922,"JU1847",4.090833,-52.67465,"South America"
"274","QG3545","A",1e-05,0.976321,"QG3545",10.42361667,-84.00118611,"Central America"
"275","NIC1415","A",1e-05,0.979667,"NIC1415",3.637292013,-53.20446499,"South America"
"276","ECA3053","A",1e-05,0.990494,"ECA3053",20.0389764,-155.4399684,"Hawaii"
"277","NIC909","A",1e-05,0.99076,"NIC909",4.03955,-52.67374,"South America"
"278","QG3812","A",1e-05,0.991315,"QG3812",10.42963,-84.00833,"Central America"
"279","QG3873","A",1e-05,0.991924,"QG3873",10.44027,-84.01227,"Central America"
"280","ECA796","A",1.1e-05,0.993766,"ECA796",19.905167,-155.139322,"Hawaii"
"281","NIC422","A",1e-05,0.994917,"NIC422",4.03943,-52.67587,"South America"
"282","NIC1911","A",1e-05,0.997283,"NIC1911",14.804986,-61.146231,"Caribbean"
"283","NIC986","A",1e-05,0.997591,"NIC986",4.03726,-52.67243,"South America"
"284","NIC1316","A",1.4e-05,0.999767,"NIC1316",4.548271028,-52.21274,"South America"
"285","NIC749","A",1e-05,0.999772,"NIC749",15.31568,-61.29654,"Caribbean"
"286","NIC1147","A",1.1e-05,0.999773,"NIC1147",-12.87586299,-69.49340601,"South America"
"287","NIC585","A",1e-05,0.999773,"NIC585",15.40415,-61.34645,"Caribbean"
"288","NIC1168","A",1e-05,0.999775,"NIC1168",-12.87918197,-69.49254099,"South America"
"289","JU1850","A",1e-05,0.999777,"JU1850",4.086683,-52.68165,"South America"
"290","JU1846","A",1e-05,0.999781,"JU1846",4.0911,-52.674633,"South America"
"291","NIC1153","A",1e-05,0.999781,"NIC1153",-12.87629499,-69.49540299,"South America"
"292","NIC1160","A",1e-05,0.999781,"NIC1160",-12.875118,-69.49683102,"South America"
"293","NIC936","A",1e-05,0.999781,"NIC936",4.03149,-52.68573,"South America"
"294","JU1871","A",1.7e-05,0.999783,"JU1871",4.082883,-52.679783,"South America"
"295","NIC530","A",1e-05,0.999784,"NIC530",24.6,121,"Taiwan"
"296","NIC577","A",1e-05,0.999784,"NIC577",15.40564,-61.34607,"Caribbean"
"297","NIC1359","A",1e-05,0.999785,"NIC1359",4.053170029,-52.67738703,"South America"
"298","NIC575","A",1e-05,0.999787,"NIC575",15.40564,-61.34607,"Caribbean"
"299","NIC751","A",1e-05,0.999787,"NIC751",15.39709,-61.31183,"Caribbean"
"300","BRC20464","A",1e-05,0.999788,"BRC20464",24.822726,121.735653,"Taiwan"
"301","NIC587","A",1e-05,0.999788,"NIC587",15.40528,-61.34618,"Caribbean"
"302","ECA1518","A",1.4e-05,0.999789,"ECA1518",21.39774444,-157.8914889,"Hawaii"
"303","NIC1167","A",1e-05,0.999789,"NIC1167",-12.87739897,-69.49448098,"South America"
"304","NIC1169","A",1e-05,0.999789,"NIC1169",-12.87919999,-69.49226297,"South America"
"305","NIC1175","A",1e-05,0.999789,"NIC1175",-12.88087302,-69.49066697,"South America"
"306","NIC1180","A",1e-05,0.999789,"NIC1180",-12.88253004,-69.48824904,"South America"
"307","NIC773","A",1e-05,0.999789,"NIC773",15.3456,-61.30918,"Caribbean"
"308","JU1631","A",0.99979,0.99979,"JU1631",17.1404,-25.1261,"Africa"
"309","NIC1648","A",1e-05,0.99979,"NIC1648",25.06574,121.82753,"Taiwan"
"310","NIC1976","A",1.7e-05,0.99979,"NIC1976",14.67639,-61.090457,"Caribbean"
"311","QG3521","A",1e-05,0.99979,"QG3521",10.42643333,-84.01193333,"Central America"
"312","NIC1146","A",1e-05,0.999791,"NIC1146",-12.875765,-69.49353903,"South America"
"313","NIC1161","A",1e-05,0.999791,"NIC1161",-12.87576098,-69.496324,"South America"
"314","NIC1400","A",1e-05,0.999791,"NIC1400",4.561057035,-52.18330602,"South America"
"315","NIC58","A",1e-05,0.999791,"NIC58",4.08731,-52.67866,"South America"
