N	eigenvalue	difference	twstat	p-value	effect.n
130	1.190972	-0.003867	-14.909	1	698.341
131	1.189044	-0.001928	-14.619	1	696.963
132	1.184912	-0.004132	-14.474	1	695.657
133	1.180048	-0.004864	-14.378	1	694.381
134	1.178441	-0.001607	-14.055	1	693.125
135	1.168338	-0.010103	-14.318	1	691.949
136	1.165916	-0.002422	-14.052	1	690.694
137	1.165234	-0.000682	-13.658	1	689.506
138	1.164001	-0.001232	-13.295	1	688.420
139	1.162125	-0.001877	-12.970	1	687.430
140	1.161423	-0.000702	-12.554	1	686.529
141	1.159892	-0.001531	-12.187	1	685.742
142	1.158796	-0.001096	-11.781	1	685.060
143	1.158675	-0.000121	-11.295	1	684.495
144	1.158675	-0.000000	-10.788	1	684.075
145	1.158675	-0.000000	-10.267	1	683.810
146	1.158675	-0.000000	-9.732	1	683.709
147	1.158675	-0.000000	-9.182	1	683.781
148	1.158649	-0.000026	-8.618	1	684.036
149	1.158431	-0.000218	-8.052	1	684.484
150	1.143838	-0.014592	-8.541	1	685.131
151	1.137308	-0.006531	-8.446	1	685.610
152	1.129208	-0.008099	-8.469	1	686.126
153	1.120273	-0.008936	-8.560	1	686.636
154	1.116627	-0.003645	-8.254	1	687.117
155	1.104957	-0.011671	-8.557	1	687.709
156	1.095717	-0.009240	-8.687	1	688.197
157	1.088795	-0.006922	-8.644	1	688.640
158	1.082580	-0.006215	-8.548	1	689.101
159	1.079795	-0.002784	-8.181	1	689.599
160	1.067730	-0.012065	-8.540	1	690.234
161	1.052799	-0.014931	-9.145	1	690.741
162	1.016712	-0.036087	-11.471	1	691.029
163	0.987325	-0.029387	-13.337	1	690.503
164	0.972591	-0.014734	-14.074	1	689.357
165	0.966410	-0.006181	-14.138	1	687.970
166	0.960792	-0.005618	-14.160	1	686.553
167	0.959042	-0.001750	-13.869	1	685.119
168	0.956629	-0.002413	-13.625	1	683.768
169	0.953365	-0.003265	-13.447	1	682.485
170	0.947263	-0.006102	-13.499	1	681.250
171	0.944743	-0.002520	-13.259	1	679.989
172	0.930095	-0.014648	-14.022	1	678.797
173	0.926997	-0.003097	-13.844	1	677.349
174	0.921344	-0.005653	-13.877	1	675.948
175	0.915570	-0.005774	-13.922	1	674.526
176	0.907934	-0.007636	-14.128	1	673.080
177	0.902358	-0.005577	-14.166	1	671.556
178	0.892275	-0.010083	-14.590	1	670.010
179	0.887328	-0.004946	-14.590	1	668.317
180	0.882065	-0.005264	-14.618	1	666.613
181	0.875826	-0.006239	-14.731	1	664.888
182	0.872856	-0.002970	-14.568	1	663.116
183	0.866638	-0.006218	-14.683	1	661.384
184	0.864263	-0.002375	-14.470	1	659.604
185	0.861294	-0.002969	-14.304	1	657.880
186	0.849770	-0.011524	-14.880	1	656.199
187	0.847202	-0.002568	-14.691	1	654.320
188	0.829024	-0.018178	-15.866	1	652.489
189	0.824279	-0.004746	-15.891	1	650.273
190	0.813532	-0.010747	-16.447	1	648.037
191	0.806354	-0.007177	-16.702	1	645.616
192	0.802981	-0.003373	-16.628	1	643.105
193	0.796646	-0.006335	-16.816	1	640.603
194	0.793808	-0.002838	-16.699	1	638.030
195	0.790066	-0.003742	-16.661	1	635.479
196	0.788370	-0.001696	-16.440	1	632.926
197	0.786782	-0.001588	-16.207	1	630.425
198	0.785825	-0.000957	-15.913	1	627.983
199	0.784906	-0.000919	-15.609	1	625.618
200	0.781746	-0.003160	-15.501	1	623.334
201	0.776987	-0.004760	-15.535	1	621.072
202	0.775709	-0.001278	-15.258	1	618.784
203	0.774645	-0.001064	-14.956	1	616.571
204	0.774082	-0.000562	-14.601	1	614.443
205	0.773119	-0.000963	-14.275	1	612.419
206	0.772450	-0.000669	-13.916	1	610.490
207	0.772450	-0.000000	-13.486	1	608.671
208	0.772450	-0.000000	-13.046	1	606.988
209	0.772450	-0.000000	-12.595	1	605.448
210	0.772450	-0.000000	-12.131	1	604.060
211	0.772450	-0.000000	-11.655	1	602.831
212	0.772450	-0.000000	-11.166	1	601.771
213	0.772450	-0.000000	-10.662	1	600.891
214	0.772450	-0.000000	-10.143	1	600.201
215	0.772450	-0.000000	-9.607	1	599.713
216	0.772450	-0.000000	-9.054	1	599.441
217	0.772450	-0.000000	-8.482	1	599.400
218	0.760306	-0.012144	-9.063	1	599.605
219	0.759664	-0.000643	-8.554	1	599.555
220	0.749612	-0.010052	-8.949	1	599.725
221	0.747996	-0.001616	-8.532	1	599.719
222	0.745473	-0.002523	-8.192	1	599.897
223	0.741397	-0.004076	-7.996	1	600.229
224	0.737199	-0.004198	-7.807	1	600.652
225	0.732605	-0.004594	-7.655	1	601.165
226	0.728040	-0.004565	-7.497	1	601.753
227	0.705410	-0.022630	-9.193	1	602.419
228	0.700337	-0.005072	-9.151	1	602.287
229	0.696837	-0.003501	-8.946	1	602.170
230	0.671741	-0.025096	-10.998	1	602.144
231	0.671170	-0.000571	-10.551	1	601.183
232	0.664615	-0.006554	-10.724	1	600.408
233	0.658564	-0.006052	-10.852	1	599.546
234	0.653461	-0.005102	-10.886	1	598.616
235	0.649626	-0.003835	-10.788	1	597.659
236	0.644371	-0.005255	-10.842	1	596.734
237	0.643596	-0.000775	-10.415	1	595.773
238	0.633280	-0.010316	-11.016	1	594.995
239	0.618892	-0.014388	-12.087	1	593.932
240	0.612153	-0.006739	-12.357	1	592.378
241	0.607649	-0.004504	-12.392	1	590.691
242	0.592262	-0.015387	-13.636	1	588.973
243	0.590404	-0.001858	-13.416	1	586.712
244	0.587616	-0.002788	-13.295	1	584.523
245	0.579279	-0.008337	-13.794	1	582.365
246	0.574678	-0.004601	-13.889	1	579.982
247	0.571653	-0.003026	-13.812	1	577.539
248	0.562659	-0.008994	-14.408	1	575.108
249	0.553174	-0.009485	-15.077	1	572.415
250	0.545749	-0.007426	-15.533	1	569.435
251	0.539604	-0.006144	-15.856	1	566.259
252	0.536223	-0.003381	-15.874	1	562.941
253	0.533666	-0.002558	-15.799	1	559.594
254	0.533028	-0.000638	-15.506	1	556.255
255	0.522461	-0.010567	-16.339	1	553.006
256	0.520578	-0.001883	-16.201	1	549.425
257	0.519225	-0.001352	-16.000	1	545.873
258	0.517464	-0.001761	-15.843	1	542.375
259	0.509200	-0.008264	-16.427	1	538.914
260	0.508648	-0.000552	-16.142	1	535.217
261	0.501175	-0.007473	-16.645	1	531.603
262	0.492540	-0.008635	-17.294	1	527.787
263	0.487447	-0.005093	-17.550	1	523.723
264	0.481352	-0.006095	-17.927	1	519.553
265	0.481122	-0.000230	-17.639	1	515.239
266	0.479660	-0.001462	-17.488	1	511.002
267	0.478044	-0.001616	-17.353	1	506.798
268	0.472766	-0.005278	-17.634	1	502.620
269	0.464217	-0.008549	-18.295	1	498.330
270	0.464217	-0.000000	-17.992	1	493.810
271	0.462503	-0.001713	-17.880	1	489.370
272	0.456959	-0.005544	-18.203	1	484.949
273	0.456661	-0.000299	-17.935	1	480.409
274	0.448628	-0.008033	-18.542	1	475.938
275	0.446997	-0.001631	-18.433	1	471.263
276	0.445911	-0.001086	-18.261	1	466.608
277	0.444064	-0.001846	-18.172	1	461.990
278	0.442090	-0.001974	-18.097	1	457.385
279	0.435346	-0.006744	-18.559	1	452.788
280	0.429875	-0.005471	-18.884	1	448.039
281	0.427485	-0.002390	-18.869	1	443.185
282	0.427266	-0.000219	-18.612	1	438.325
283	0.424849	-0.002417	-18.596	1	433.526
284	0.424164	-0.000685	-18.387	1	428.720
285	0.420519	-0.003645	-18.505	1	423.963
286	0.416984	-0.003535	-18.612	1	419.161
287	0.413160	-0.003824	-18.753	1	414.319
288	0.412033	-0.001127	-18.598	1	409.429
289	0.411182	-0.000850	-18.411	1	404.573
290	0.410172	-0.001010	-18.240	1	399.758
291	0.408427	-0.001745	-18.147	1	394.980
292	0.406267	-0.002159	-18.097	1	390.219
293	0.403009	-0.003259	-18.167	1	385.462
294	0.402459	-0.000550	-17.944	1	380.677
295	0.401529	-0.000929	-17.760	1	375.944
296	0.399078	-0.002451	-17.737	1	371.252
297	0.398331	-0.000747	-17.530	1	366.557
298	0.396572	-0.001759	-17.430	1	361.910
299	0.395074	-0.001497	-17.300	1	357.281
300	0.394949	-0.000126	-17.022	1	352.679
301	0.391298	-0.003650	-17.115	1	348.143
302	0.391005	-0.000293	-16.854	1	343.573
303	0.389463	-0.001542	-16.721	1	339.065
304	0.388474	-0.000989	-16.528	1	334.585
305	0.388040	-0.000434	-16.273	1	330.149
306	0.387796	-0.000244	-15.995	1	325.774
307	0.387125	-0.000670	-15.757	1	321.468
308	0.386757	-0.000368	-15.483	1	317.220
309	0.386656	-0.000101	-15.176	1	313.041
310	0.386538	-0.000118	-14.866	1	308.941
311	0.386344	-0.000194	-14.557	1	304.923
312	0.386225	-0.000119	-14.234	1	300.986
313	0.386225	-0.000000	-13.892	1	297.138
314	0.386225	-0.000000	-13.541	1	293.385
315	0.386225	-0.000000	-13.183	1	289.732
316	0.386225	-0.000000	-12.815	1	286.184
317	0.386225	-0.000000	-12.437	1	282.747
318	0.386225	-0.000000	-12.048	1	279.427
319	0.386225	-0.000000	-11.648	1	276.230
320	0.386225	-0.000000	-11.234	1	273.165
321	0.386225	-0.000000	-10.806	1	270.242
322	0.386225	-0.000000	-10.363	1	267.469
323	0.386225	-0.000000	-9.902	1	264.860
324	0.386225	-0.000000	-9.423	1	262.428
325	0.386225	-0.000000	-8.922	1	260.189
326	0.386225	-0.000000	-8.397	1	258.162
327	0.386225	-0.000000	-7.846	1	256.369
328	0.386225	-0.000000	-7.264	1	254.835
329	0.386225	-0.000000	-6.649	1	253.592
330	0.386225	-0.000000	-5.994	0.999997	252.676
331	0.386225	-0.000000	-5.295	0.999918	252.133
332	0.386225	-0.000000	-4.543	0.99854	252.018
333	0.382732	-0.003493	-4.133	0.994787	252.397
334	0.343100	-0.039632	-7.923	1	253.069
335	0.332719	-0.010382	-8.574	1	251.334
336	0.331521	-0.001198	-8.182	1	249.215
337	0.328776	-0.002746	-7.955	1	247.280
338	0.323990	-0.004786	-7.963	1	245.442
339	0.319302	-0.004688	-7.966	1	243.570
340	0.317623	-0.001679	-7.607	1	241.667
341	0.310589	-0.007034	-7.888	1	239.943
342	0.302859	-0.007729	-8.281	1	238.024
343	0.285454	-0.017406	-9.914	1	235.849
344	0.285216	-0.000238	-9.488	1	232.780
345	0.284652	-0.000563	-9.084	1	229.891
346	0.282413	-0.002239	-8.874	1	227.177
347	0.278533	-0.003880	-8.863	1	224.541
348	0.277164	-0.001369	-8.536	1	221.876
349	0.273691	-0.003473	-8.463	1	219.355
350	0.269580	-0.004111	-8.472	1	216.839
351	0.269320	-0.000260	-7.987	1	214.283
352	0.268282	-0.001038	-7.576	1	211.968
353	0.262928	-0.005354	-7.709	1	209.862
354	0.253259	-0.009669	-8.428	1	207.639
355	0.252442	-0.000817	-8.023	1	204.958
356	0.249227	-0.003215	-7.916	1	202.472
357	0.248579	-0.000648	-7.461	1	200.012
358	0.240913	-0.007666	-7.931	1	197.791
359	0.237987	-0.002926	-7.793	1	195.243
360	0.237028	-0.000959	-7.380	1	192.738
361	0.228778	-0.008249	-7.951	1	190.449
362	0.228342	-0.000436	-7.482	1	187.766
363	0.227439	-0.000904	-7.049	1	185.331
364	0.216502	-0.010936	-8.005	1	183.132
365	0.212630	-0.003872	-8.035	1	180.289
366	0.207792	-0.004838	-8.208	1	177.385
367	0.203990	-0.003802	-8.250	1	174.336
368	0.200055	-0.003934	-8.317	1	171.220
369	0.198274	-0.001781	-8.084	1	168.023
370	0.197797	-0.000478	-7.651	1	164.920
371	0.195859	-0.001938	-7.404	1	162.033
372	0.193202	-0.002657	-7.249	1	159.255
373	0.186502	-0.006700	-7.681	1	156.529
374	0.184022	-0.002480	-7.529	1	153.486
375	0.175759	-0.008263	-8.225	1	150.491
376	0.173354	-0.002404	-8.106	1	147.039
377	0.170020	-0.003334	-8.121	1	143.613
378	0.167325	-0.002695	-8.046	1	140.138
379	0.167082	-0.000243	-7.606	1	136.664
380	0.166830	-0.000251	-7.142	1	133.401
381	0.164328	-0.002502	-6.983	1	130.375
382	0.162052	-0.002277	-6.783	1	127.401
383	0.161364	-0.000687	-6.334	1	124.506
384	0.155580	-0.005785	-6.622	1	121.861
385	0.154498	-0.001082	-6.228	0.999999	118.969
386	0.147187	-0.007311	-6.761	1	116.292
387	0.145750	-0.001437	-6.443	1	113.207
388	0.143861	-0.001889	-6.173	0.999999	110.278
389	0.141912	-0.001949	-5.894	0.999995	107.478
390	0.138124	-0.003788	-5.883	0.999995	104.820
391	0.134038	-0.004085	-5.928	0.999996	102.112
392	0.132229	-0.001809	-5.623	0.999982	99.316
393	0.129225	-0.003004	-5.484	0.999965	96.683
394	0.128168	-0.001058	-5.024	0.999747	94.093
395	0.126666	-0.001501	-4.587	0.998742	91.801
396	0.123678	-0.002989	-4.350	0.99727	89.813
397	0.119517	-0.004161	-4.291	0.996728	87.973
398	0.111754	-0.007762	-4.869	0.99954	86.123
399	0.103607	-0.008148	-5.621	0.999981	83.694
400	0.100764	-0.002842	-5.538	0.999972	80.604
401	0.098208	-0.002556	-5.404	0.999949	77.512
402	0.096802	-0.001407	-5.058	0.99978	74.458
403	0.094179	-0.002623	-4.898	0.999588	71.601
404	0.093527	-0.000652	-4.369	0.997427	68.803
405	0.093085	-0.000442	-3.731	0.98484	66.376
406	0.085949	-0.007136	-4.251	0.996313	64.474
407	0.082475	-0.003474	-4.193	0.995613	61.993
408	0.076236	-0.006238	-4.680	0.999087	59.485
409	0.072935	-0.003301	-4.688	0.99911	56.482
410	0.071774	-0.001161	-4.288	0.996704	53.404
411	0.070509	-0.001265	-3.860	0.989026	50.577
412	0.065090	-0.005419	-4.202	0.995734	48.045
413	0.063759	-0.001331	-3.800	0.987248	45.134
414	0.058335	-0.005425	-4.179	0.995433	42.487
415	0.057853	-0.000481	-3.629	0.980697	39.451
416	0.056024	-0.001829	-3.268	0.957871	36.793
417	0.052216	-0.003809	-3.265	0.957599	34.379
418	0.051351	-0.000865	-2.655	0.878443	31.874
419	0.049455	-0.001895	-2.115	0.757101	29.895
420	0.043506	-0.005949	-2.370	0.820474	28.478
421	0.040515	-0.002990	-2.078	0.747168	26.610
422	0.040031	-0.000485	-1.043	0.429368	25.007
423	0.033630	-0.006401	-1.160	0.465753	25.167
424	0.024437	-0.009193	-2.655	0.878469	25.086
425	0.023191	-0.001246	-2.234	0.788004	22.291
426	0.022413	-0.000778	-1.510	0.576976	19.887
427	0.021120	-0.001294	-0.595	0.30059	18.529
428	0.015197	-0.005923	-1.163	0.466634	19.817
429	0.011566	-0.003630	-1.666	0.62611	19.164
430	0.010475	-0.001092	NA	NA	NA
431	0.008146	-0.002329	NA	NA	NA
432	0.006949	-0.001196	NA	NA	NA
433	0.004309	-0.002640	NA	NA	NA
434	0.003420	-0.000889	NA	NA	NA
435	0.002090	-0.001331	NA	NA	NA
436	0.001232	-0.000858	NA	NA	NA
437	0.000674	-0.000558	NA	NA	NA
438	0.000420	-0.000254	NA	NA	NA
