N	eigenvalue	difference	twstat	p-value	effect.n
1	10.706063	NA	-0.142	0.195201	10.000
2	8.175212	-2.530851	-1.213	0.482406	9.483
3	6.841902	-1.333310	-1.604	0.606842	8.587
4	5.903025	-0.938877	-1.736	0.64764	7.572
5	5.654845	-0.248180	-0.760	0.345615	6.511
6	5.142505	-0.512340	0.435	0.10182	5.678
7	4.560043	-0.582463	3.319	0.000910449	5.367
8	1.486804	-3.073238	6.858	2.00944e-07	14.636
9	0.660826	-0.825978	5.803	3.2048e-06	30.191
10	0.503983	-0.156843	6.899	1.79599e-07	39.957
11	0.364008	-0.139975	6.345	7.92707e-07	54.778
12	0.194679	-0.169329	-3.099	0.941719	70.495
13	0.173515	-0.021164	-4.322	0.997022	69.573
14	0.172227	-0.001288	-3.714	0.984201	67.537
15	0.163715	-0.008513	-3.793	0.986999	65.946
16	0.161743	-0.001971	-3.186	0.950545	64.226
17	0.153025	-0.008719	-3.244	0.9558	63.009
18	0.135220	-0.017805	-4.433	0.997905	61.680
19	0.122831	-0.012389	-5.231	0.999892	59.231
20	0.121130	-0.001701	-4.860	0.999525	56.156
21	0.120537	-0.000593	-4.317	0.996983	53.274
22	0.118783	-0.001753	-3.844	0.988585	50.721
23	0.116096	-0.002687	-3.415	0.968864	48.476
24	0.105241	-0.010855	-3.962	0.991606	46.534
25	0.099051	-0.006190	-4.046	0.993329	44.046
26	0.094580	-0.004471	-3.940	0.991113	41.424
27	0.093437	-0.001142	-3.391	0.967218	38.817
28	0.082972	-0.010466	-4.007	0.992585	36.582
29	0.075435	-0.007536	-4.377	0.997493	33.799
30	0.074583	-0.000852	-3.911	0.990402	30.753
31	0.073589	-0.000994	-3.403	0.968045	27.953
32	0.071133	-0.002456	-3.006	0.931077	25.442
33	0.068159	-0.002974	-2.602	0.86878	23.161
34	0.064384	-0.003775	-2.217	0.783764	21.134
35	0.060266	-0.004118	-1.777	0.660293	19.376
36	0.054229	-0.006037	-1.492	0.571146	17.998
37	0.049947	-0.004282	-0.813	0.360675	16.889
38	0.044853	-0.005094	0.199	0.134686	16.880
39	0.024537	-0.020316	-2.267	0.796171	20.411
40	0.024386	-0.000151	-1.334	0.520762	17.983
41	0.021726	-0.002660	-0.757	0.344789	16.899
42	0.017338	-0.004388	-0.522	0.281908	17.299
43	0.012309	-0.005029	-0.917	0.391219	18.956
44	0.009638	-0.002671	NA	NA	NA
45	0.007984	-0.001654	NA	NA	NA
46	0.004907	-0.003077	NA	NA	NA
47	0.003138	-0.001769	NA	NA	NA
48	0.003034	-0.000104	NA	NA	NA
49	0.002851	-0.000182	NA	NA	NA
50	0.002767	-0.000084	NA	NA	NA
51	0.000559	-0.002208	NA	NA	NA
52	0.000246	-0.000313	NA	NA	NA
