samples	cluster	strain	lat	long	geo	Lineage
ECA1311	AB	ECA1311	20.04062	-155.4413	Hawaii	HC
ECA1313	AB	ECA1313	20.04062	-155.4413	Hawaii	HC
ECA1312	AB	ECA1312	20.04062	-155.4413	Hawaii	HC
NIC747	AB	NIC747	15.31566	-61.2969	Caribbean	HC
NIC1000	B	NIC1000	4.0391	-52.6675	South America	LAC
NIC1293	B	NIC1293	3.644524002	-53.19812902	South America	LAC
NIC1301	B	NIC1301	3.620189996	-53.20809804	South America	LAC
NIC1305	B	NIC1305	3.614802025	-53.19812601	South America	LAC
NIC1411	B	NIC1411	3.596770959	-53.17791598	South America	LAC
NIC1420	B	NIC1420	3.603495006	-53.19458197	South America	LAC
NIC350	B	NIC350	4.0903	-52.6842	South America	LAC
NIC387	B	NIC387	4.03671	-52.67728	South America	LAC
NIC948	B	NIC948	4.03711	-52.67206	South America	LAC
NIC959	B	NIC959	4.03201	-52.68039	South America	LAC
NIC980	B	NIC980	4.03822	-52.67031	South America	LAC
NIC927	B	NIC927	4.04213	-52.68083	South America	LAC
NIC422	B	NIC422	4.03943	-52.67587	South America	LAC
NIC909	B	NIC909	4.03955	-52.67374	South America	LAC
NIC1337	B	NIC1337	4.048613962	-52.676549	South America	LAC
ECA1518	C	ECA1518	21.39774444	-157.8914889	Hawaii	Hw1
ECA1599	C	ECA1599	21.394489	-157.90023	Hawaii	Hw1
ECA800	C	ECA800	20.78352803	-156.0650423	Hawaii	Hw1
ECA801	C	ECA801	20.78352803	-156.0650423	Hawaii	Hw1
ECA802	C	ECA802	20.78352803	-156.0650423	Hawaii	Hw1
ECA803	C	ECA803	20.78352803	-156.0650423	Hawaii	Hw1
ECA804	C	ECA804	20.807406	-156.096654	Hawaii	Hw1
ECA1309	C	ECA1309	21.34293	-157.8239	Hawaii	Hw1
ECA2900	C	ECA2900	21.355658	-157.7645652	Hawaii	Hw1
ECA2920	C	ECA2920	21.355658	-157.7645652	Hawaii	Hw1
ECA1306	C	ECA1306	21.34293	-157.8239	Hawaii	Hw1
ECA1310	C	ECA1310	21.34293	-157.8239	Hawaii	Hw1
ECA1481	C	ECA1481	21.39448889	-157.9002278	Hawaii	Hw1
ECA1583	C	ECA1583	21.317253	-157.81937	Hawaii	Hw1
ECA2087	C	ECA2087	21.394489	-157.90023	Hawaii	Hw1
ECA2898	C	ECA2898	21.355658	-157.7645652	Hawaii	Hw1
ECA2910	C	ECA2910	21.355658	-157.7645652	Hawaii	Hw1
ECA1581	C	ECA1581	21.317253	-157.81937	Hawaii	Hw1
ECA2899	C	ECA2899	21.355658	-157.7645652	Hawaii	Hw1
ECA1579	C	ECA1579	21.317253	-157.81937	Hawaii	Hw1
ECA805	C	ECA805	20.807406	-156.096654	Hawaii	Hw1
ECA1603	C	ECA1603	21.39578611	-157.9005111	Hawaii	Hw1
ECA1585	C	ECA1585	21.317253	-157.81937	Hawaii	Hw1
NIC1586	D	NIC1586	23.58878	121.33879	Taiwan	Tw1
NIC1658	D	NIC1658	25.02814	121.74912	Taiwan	Tw1
NIC1596	D	NIC1596	24.6871	121.13633	Taiwan	Tw1
NIC1603	D	NIC1603	24.68897	121.13965	Taiwan	Tw1
NIC1588	D	NIC1588	23.58801	121.34578	Taiwan	Tw1
NIC1565	D	NIC1565	23.86597	120.90747	Taiwan	Tw1
NIC1585	D	NIC1585	23.58773	121.34154	Taiwan	Tw1
BRC20548	D	BRC20548	22.753556	120.731306	Taiwan	Tw1
NIC1584	D	NIC1584	23.58773	121.34154	Taiwan	Tw1
NIC1587	D	NIC1587	23.58801	121.34578	Taiwan	Tw1
NIC1583	D	NIC1583	23.58773	121.34154	Taiwan	Tw1
ECA1445	E	ECA1445	19.8552394	-155.1527495	Hawaii	Hw2
ECA1451	E	ECA1451	19.8552394	-155.1527495	Hawaii	Hw2
ECA1449	E	ECA1449	19.8552394	-155.1527495	Hawaii	Hw2
ECA1453	E	ECA1453	19.854497	-155.15326	Hawaii	Hw2
ECA1447	E	ECA1447	19.8552394	-155.1527495	Hawaii	Hw2
NIC1542	F	NIC1542	25.05704	121.77109	Taiwan	Tw3
NIC1544	F	NIC1544	25.05343	121.77265	Taiwan	Tw3
NIC1545	F	NIC1545	25.05343	121.77265	Taiwan	Tw3
NIC1557	F	NIC1557	25.01713	121.73247	Taiwan	Tw3
NIC1646	F	NIC1646	25.06549	121.82703	Taiwan	Tw3
NIC1649	F	NIC1649	25.06574	121.82753	Taiwan	Tw3
NIC530	F	NIC530	24.6	121	Taiwan	Tw3
NIC1546	F	NIC1546	25.05343	121.77265	Taiwan	Tw3
NIC1549	F	NIC1549	25.05343	121.77265	Taiwan	Tw3
NIC1550	F	NIC1550	25.05343	121.77265	Taiwan	Tw3
NIC1551	F	NIC1551	25.02212	121.73275	Taiwan	Tw3
NIC1541	F	NIC1541	25.05792	121.77076	Taiwan	Tw3
NIC1561	F	NIC1561	25.00481	121.73369	Taiwan	Tw3
NIC1647	F	NIC1647	25.06574	121.82753	Taiwan	Tw3
NIC517	F	NIC517	25.00739	121.900472	Taiwan	Tw3
NIC1644	F	NIC1644	25.06464	121.82481	Taiwan	Tw3
BRC20464	F	BRC20464	24.822726	121.735653	Taiwan	Tw3
NIC1548	F	NIC1548	25.05343	121.77265	Taiwan	Tw3
NIC1553	F	NIC1553	25.02212	121.73275	Taiwan	Tw3
NIC1648	F	NIC1648	25.06574	121.82753	Taiwan	Tw3
NIC1564	F	NIC1564	25.00469	121.7343	Taiwan	Tw3
NIC1650	F	NIC1650	25.06574	121.82753	Taiwan	Tw3
JU1636	G	JU1636	17.129	-25.0966	Africa	Af
JU1640	G	JU1640	15.084	-23.5215	Africa	Af
JU1818	G	JU1818	4.595467	-52.262633	South America	Af
JU1631	G	JU1631	17.1404	-25.1261	Africa	Af
JU1639	G	JU1639	17.149	-25.0696	Africa	Af
JU1634	G	JU1634	17.12	-25.049	Africa	Af
JU1641	G	JU1641	14.9174	-23.6049	Africa	Af
JU1632	G	JU1632	17.1508	-25.1314	Africa	Af
JU1630	G	JU1630	17.1064	-25.1222	Africa	Af
JU1633	G	JU1633	17.115	-25.05	Africa	Af
QG4671	H	QG4671	6.9639	158.1908	Micronesia	Mic
QG4702	H	QG4702	6.8569	158.2207	Micronesia	Mic
QG4713	H	QG4713	6.9674	158.1904	Micronesia	Mic
QG4741	H	QG4741	6.8538	158.2157	Micronesia	Mic
QG4817	H	QG4817	6.8569	158.2207	Micronesia	Mic
QG4824	H	QG4824	6.8569	158.2207	Micronesia	Mic
QG5655	H	QG5655	6.9639	158.1907	Micronesia	Mic
QG4867	H	QG4867	6.8567	158.2225	Micronesia	Mic
QG4891	H	QG4891	6.8567	158.2225	Micronesia	Mic
QG4897	H	QG4897	6.8567	158.2225	Micronesia	Mic
QG4653	H	QG4653	6.9639	158.1907	Micronesia	Mic
QG5654	H	QG5654	6.8569	158.2207	Micronesia	Mic
QG4659	H	QG4659	6.8567	158.2225	Micronesia	Mic
QG5510	H	QG5510	6.9639	158.1907	Micronesia	Mic
QG5602	H	QG5602	6.9639	158.1908	Micronesia	Mic
QG5638	H	QG5638	6.9639	158.1908	Micronesia	Mic
NIC1016	I	NIC1016	4.03793	-52.67185	South America	LAC
NIC372	I	NIC372	4.03712	-52.67044	South America	LAC
NIC926	I	NIC926	4.03837	-52.67075	South America	LAC
NIC1012	I	NIC1012	4.03793	-52.67185	South America	LAC
NIC382	I	NIC382	4.03801	-52.67711	South America	LAC
NIC396	I	NIC396	4.03893	-52.67352	South America	LAC
NIC947	I	NIC947	4.03997	-52.67496	South America	LAC
NIC970	I	NIC970	4.03085	-52.68408	South America	LAC
NIC125	J	NIC125	16.0207	-61.597	Caribbean	LAC
NIC1846	J	NIC1846	13.1938	-59.637	Caribbean	LAC
NIC1879	J	NIC1879	14.746073	-61.086543	Caribbean	LAC
NIC1881	J	NIC1881	14.744609	-61.094657	Caribbean	LAC
NIC1912	J	NIC1912	14.724882	-61.105406	Caribbean	LAC
NIC1941	J	NIC1941	14.80577	-61.147328	Caribbean	LAC
NIC1976	J	NIC1976	14.67639	-61.090457	Caribbean	LAC
NIC247	J	NIC247	16.03608	-61.635025	Caribbean	LAC
NIC535	J	NIC535	15.23686	-61.34787	Caribbean	LAC
NIC540	J	NIC540	15.23686	-61.34787	Caribbean	LAC
NIC551	J	NIC551	15.56923	-61.3744	Caribbean	LAC
NIC577	J	NIC577	15.40564	-61.34607	Caribbean	LAC
NIC585	J	NIC585	15.40415	-61.34645	Caribbean	LAC
NIC591	J	NIC591	15.40585	-61.34613	Caribbean	LAC
NIC746	J	NIC746	15.31929	-61.30588	Caribbean	LAC
NIC773	J	NIC773	15.3456	-61.30918	Caribbean	LAC
NIC775	J	NIC775	15.34529	-61.31009	Caribbean	LAC
NIC129	J	NIC129	16.0207	-61.597	Caribbean	LAC
NIC575	J	NIC575	15.40564	-61.34607	Caribbean	LAC
NIC587	J	NIC587	15.40528	-61.34618	Caribbean	LAC
NIC589	J	NIC589	15.40528	-61.34618	Caribbean	LAC
NIC763	J	NIC763	15.33997	-61.30419	Caribbean	LAC
NIC749	J	NIC749	15.31568	-61.29654	Caribbean	LAC
NIC124	J	NIC124	16.0435	-61.643	Caribbean	LAC
NIC751	J	NIC751	15.39709	-61.31183	Caribbean	LAC
NIC1914	J	NIC1914	14.724882	-61.105406	Caribbean	LAC
JU1870	K	JU1870	4.082883	-52.679783	South America	LAC
NIC1252	K	NIC1252	4.085349999	-52.68294297	South America	LAC
NIC444	K	NIC444	4.08422	-52.67452	South America	LAC
JU1836	L	JU1836	4.087883	-52.680033	South America	LAC
JU1871	L	JU1871	4.082883	-52.679783	South America	LAC
NIC1438	L	NIC1438	4.08830001	-52.68124396	South America	LAC
NIC1514	L	NIC1514	4.085349999	-52.68294297	South America	LAC
NIC286	L	NIC286	4.08808	-52.67976	South America	LAC
NIC445	L	NIC445	4.08558	-52.67682	South America	LAC
NIC475	L	NIC475	4.08631	-52.67243	South America	LAC
NIC491	L	NIC491	4.08507	-52.68325	South America	LAC
NIC1556	M	NIC1556	25.02132	121.73295	Taiwan	Tw2
NIC1560	M	NIC1560	25.01519	121.73311	Taiwan	Tw2
NIC1694	M	NIC1694	25.02177	121.58537	Taiwan	Tw2
TWN2103	M	TWN2103	25.16666667	121.5166667	Taiwan	Tw2
ECA1301	N	ECA1301	21.34202	-157.8096	Hawaii	Hw3
ECA1302	N	ECA1302	21.34202	-157.8096	Hawaii	Hw3
ECA1303	N	ECA1303	21.34202	-157.8096	Hawaii	Hw3
ECA1304	N	ECA1304	21.34202	-157.8096	Hawaii	Hw3
ECA1307	N	ECA1307	21.34198	-157.8095	Hawaii	Hw3
ECA1401	N	ECA1401	21.342699	-157.821547	Hawaii	Hw3
ECA1403	N	ECA1403	21.342699	-157.821547	Hawaii	Hw3
ECA1405	N	ECA1405	21.342699	-157.821547	Hawaii	Hw3
ECA788	N	ECA788	21.362625	-157.779914	Hawaii	Hw3
ECA789	N	ECA789	21.336056	-157.799786	Hawaii	Hw3
ECA1300	N	ECA1300	21.34202	-157.8096	Hawaii	Hw3
ECA1299	N	ECA1299	21.34198	-157.8095	Hawaii	Hw3
ECA1305	N	ECA1305	21.34091	-157.822	Hawaii	Hw3
QG2897	O	QG2897	-16.10295	145.44645	Australia	Au
QG2898	O	QG2898	-16.103617	145.4467	Australia	Au
QG2904	O	QG2904	-16.10365	145.447317	Australia	Au
QG2899	O	QG2899	-16.103617	145.4467	Australia	Au
QG2905	O	QG2905	-16.10365	145.447317	Australia	Au
QG2896	O	QG2896	-16.10295	145.44645	Australia	Au
NIC1425	P	NIC1425	4.039971968	-52.674937	South America	LAC
NIC2357	P	NIC2357	4.039690001	-52.67415999	South America	LAC
NIC2368	P	NIC2368	4.039645996	-52.67438103	South America	LAC
NIC916	P	NIC916	4.03928	-52.67371	South America	LAC
NIC1005	Q	NIC1005	4.03896	-52.66843	South America	LAC
NIC2371	Q	NIC2371	4.042387968	-52.67838799	South America	LAC
NIC962	Q	NIC962	4.03875	-52.6677	South America	LAC
NIC972	Q	NIC972	4.03701	-52.67172	South America	LAC
NIC975	Q	NIC975	4.03819	-52.67066	South America	LAC
NIC977	Q	NIC977	4.03819	-52.67066	South America	LAC
QG1004	R	QG1004	9.164456	-79.844623	Central America	LAC
QG2724	R	QG2724	9.1598	-79.8399	Central America	LAC
QG2770	R	QG2770	9.1576	-79.83393333	Central America	LAC
QG3010	R	QG3010	9.159966667	-79.84096667	Central America	LAC
QG3011	R	QG3011	9.159966667	-79.84096667	Central America	LAC
QG3013	R	QG3013	9.159766667	-79.841	Central America	LAC
QG3038	R	QG3038	9.164533333	-79.84156667	Central America	LAC
QG3055	R	QG3055	9.16484	-79.83659	Central America	LAC
QG841	R	QG841	9.161421	-79.837195	Central America	LAC
QG845	R	QG845	9.15443	-79.82735	Central America	LAC
QG846	R	QG846	9.15443	-79.82735	Central America	LAC
QG852	R	QG852	9.15443	-79.82735	Central America	LAC
QG921	R	QG921	9.164456	-79.844623	Central America	LAC
QG935	R	QG935	9.159499	-79.838839	Central America	LAC
QG3037	R	QG3037	9.164533333	-79.84156667	Central America	LAC
QG1000	R	QG1000	9.170850606	-79.84289876	Central America	LAC
QG834	R	QG834	9.15385	-79.83077	Central America	LAC
QG987	R	QG987	9.147419	-79.85312	Central America	LAC
QG836	R	QG836	9.15447	-79.82758	Central America	LAC
QG3008	R	QG3008	9.16005	-79.841	Central America	LAC
QG3064	R	QG3064	9.16092	-79.84046	Central America	LAC
JU1373	S	JU1373	-21.0473	55.6885	Africa	Af
JU1374	S	JU1374	-21.0484	55.6878	Africa	Af
JU1800	S	JU1800	-21.0471	55.6887	Africa	Af
NIC1526	S	NIC1526	-16.755721	49.99665	Africa	Af
NIC1531	S	NIC1531	-16.755873	49.996516	Africa	Af
NIC1534	S	NIC1534	-17.088793	49.827329	Africa	Af
QG4629	T	QG4629	6.8679	158.1784	Micronesia	Mic
QG4669	T	QG4669	6.9684	158.1899	Micronesia	Mic
QG4672	T	QG4672	6.9643	158.1915	Micronesia	Mic
QG4694	T	QG4694	6.9661	158.1916	Micronesia	Mic
QG4714	T	QG4714	6.8577	158.2157	Micronesia	Mic
QG4730	T	QG4730	6.9196	158.2631	Micronesia	Mic
QG4781	T	QG4781	6.9174	158.2615	Micronesia	Mic
QG4870	T	QG4870	6.9204	158.2633	Micronesia	Mic
QG4871	T	QG4871	6.9204	158.2633	Micronesia	Mic
QG4878	T	QG4878	6.8632	158.1746	Micronesia	Mic
QG4893	T	QG4893	6.8577	158.2157	Micronesia	Mic
QG4894	T	QG4894	6.9196	158.2631	Micronesia	Mic
QG4904	T	QG4904	6.9196	158.2631	Micronesia	Mic
QG5159	T	QG5159	6.918	158.2617	Micronesia	Mic
QG5160	T	QG5160	6.918	158.2617	Micronesia	Mic
QG5220	T	QG5220	6.8632	158.1746	Micronesia	Mic
QG5237	T	QG5237	6.8632	158.1746	Micronesia	Mic
QG5256	T	QG5256	6.8632	158.1746	Micronesia	Mic
QG5260	T	QG5260	6.8632	158.1746	Micronesia	Mic
QG5319	T	QG5319	6.8569	158.2198	Micronesia	Mic
QG5364	T	QG5364	6.9169	158.2622	Micronesia	Mic
QG5366	T	QG5366	6.9169	158.2622	Micronesia	Mic
QG5502	T	QG5502	6.9174	158.2615	Micronesia	Mic
QG5503	T	QG5503	6.9174	158.2615	Micronesia	Mic
QG5551	T	QG5551	6.9171	158.2622	Micronesia	Mic
QG5552	T	QG5552	6.9171	158.2622	Micronesia	Mic
QG5588	T	QG5588	6.9066	158.1818	Micronesia	Mic
QG5628	T	QG5628	6.9171	158.2622	Micronesia	Mic
QG5629	T	QG5629	6.9169	158.2622	Micronesia	Mic
QG5643	T	QG5643	6.9179	158.2617	Micronesia	Mic
QG5650	T	QG5650	6.9181	158.2619	Micronesia	Mic
QG4695	T	QG4695	6.8648	158.1774	Micronesia	Mic
QG4892	T	QG4892	6.9204	158.2633	Micronesia	Mic
QG5161	T	QG5161	6.9066	158.1818	Micronesia	Mic
QG4754	T	QG4754	6.9169	158.2622	Micronesia	Mic
QG4779	T	QG4779	6.9171	158.2622	Micronesia	Mic
QG5405	T	QG5405	6.9066	158.1818	Micronesia	Mic
QG5550	T	QG5550	6.9171	158.2622	Micronesia	Mic
QG4696	T	QG4696	6.9668	158.1916	Micronesia	Mic
QG5262	T	QG5262	6.8648	158.1774	Micronesia	Mic
QG5365	T	QG5365	6.9169	158.2622	Micronesia	Mic
QG5652	T	QG5652	6.918	158.2617	Micronesia	Mic
QG4740	T	QG4740	6.9204	158.2633	Micronesia	Mic
QG5576	T	QG5576	6.9181	158.2619	Micronesia	Mic
JU1428	U	JU1428	4.08	-52.68	South America	LAC
NIC1277	U	NIC1277	3.607720993	-53.19995603	South America	LAC
NIC1309	U	NIC1309	4.548271028	-52.21274	South America	LAC
NIC1313	U	NIC1313	4.54814597	-52.21200599	South America	LAC
NIC1316	U	NIC1316	4.548271028	-52.21274	South America	LAC
NIC1321	U	NIC1321	4.558942029	-52.20779099	South America	LAC
NIC1408	U	NIC1408	3.641236033	-53.18958099	South America	LAC
NIC1453	U	NIC1453	4.554173984	-52.21073999	South America	LAC
NIC322	U	NIC322	5.29111	-53.05539	South America	LAC
NIC365	U	NIC365	4.03617	-52.67805	South America	LAC
NIC408	U	NIC408	5.40848	-53.65181	South America	LAC
NIC904	U	NIC904	4.03117	-52.68019	South America	LAC
NIC936	U	NIC936	4.03149	-52.68573	South America	LAC
NIC957	U	NIC957	4.03952	-52.67598	South America	LAC
NIC1400	U	NIC1400	4.561057035	-52.18330602	South America	LAC
NIC1276	U	NIC1276	3.61280797	-53.180336	South America	LAC
QG3786	V	QG3786	10.42963	-84.00833	Central America	LAC
QG3800	V	QG3800	10.42974	-84.00938	Central America	LAC
QG3831	V	QG3831	10.43182	-84.01499	Central America	LAC
QG3845	V	QG3845	10.43082	-84.01138	Central America	LAC
QG3808	V	QG3808	10.43288	-84.00678	Central America	LAC
NIC1140	W	NIC1140	-12.87255297	-69.49927501	South America	LAC
NIC1144	W	NIC1144	-12.87499001	-69.49504701	South America	LAC
NIC1146	W	NIC1146	-12.875765	-69.49353903	South America	LAC
NIC1147	W	NIC1147	-12.87586299	-69.49340601	South America	LAC
NIC1149	W	NIC1149	-12.87644897	-69.49256002	South America	LAC
NIC1151	W	NIC1151	-12.87644704	-69.49407396	South America	LAC
NIC1153	W	NIC1153	-12.87629499	-69.49540299	South America	LAC
NIC1160	W	NIC1160	-12.875118	-69.49683102	South America	LAC
NIC1167	W	NIC1167	-12.87739897	-69.49448098	South America	LAC
NIC1168	W	NIC1168	-12.87918197	-69.49254099	South America	LAC
NIC1169	W	NIC1169	-12.87919999	-69.49226297	South America	LAC
NIC1175	W	NIC1175	-12.88087302	-69.49066697	South America	LAC
NIC1176	W	NIC1176	-12.88127099	-69.49013798	South America	LAC
NIC1179	W	NIC1179	-12.882596	-69.48865003	South America	LAC
NIC1180	W	NIC1180	-12.88253004	-69.48824904	South America	LAC
NIC1150	W	NIC1150	-12.87688499	-69.49274903	South America	LAC
QG3523	X	QG3523	10.43288	-84.00678	Central America	LAC
QG3533	X	QG3533	10.42641667	-84.01201667	Central America	LAC
QG3809	X	QG3809	10.43288	-84.00678	Central America	LAC
QG3812	X	QG3812	10.42963	-84.00833	Central America	LAC
QG3824	X	QG3824	10.44022	-84.01188	Central America	LAC
QG3849	X	QG3849	10.42551667	-84.01403333	Central America	LAC
QG3862	X	QG3862	10.42608333	-84.0092	Central America	LAC
QG3873	X	QG3873	10.44027	-84.01227	Central America	LAC
QG3872	X	QG3872	10.44027	-84.01227	Central America	LAC
QG3546	X	QG3546	10.43288	-84.00678	Central America	LAC
QG3805	X	QG3805	10.42608333	-84.0092	Central America	LAC
NIC1121	Y	NIC1121	-12.87416004	-69.49736402	South America	LAC
NIC1136	Y	NIC1136	-12.872141	-69.49788203	South America	LAC
NIC1164	Y	NIC1164	-12.87692699	-69.49483403	South America	LAC
NIC1193	Y	NIC1193	-12.84973802	-69.45760002	South America	LAC
QG3535	Y	QG3535	10.43792	-84.01132	Central America	LAC
QG3811	Y	QG3811	10.43288	-84.00678	Central America	LAC
QG3839	Y	QG3839	10.43792	-84.01132	Central America	LAC
NIC1145	Y	NIC1145	-12.87499001	-69.49504701	South America	LAC
NIC1161	Y	NIC1161	-12.87576098	-69.496324	South America	LAC
NIC1132	Y	NIC1132	-12.87564397	-69.49700503	South America	LAC
NIC1543	Z	NIC1543	25.05704	121.77109	Taiwan	Tw3
NIC1547	Z	NIC1547	25.05343	121.77265	Taiwan	Tw3
NIC1653	Z	NIC1653	25.02814	121.74912	Taiwan	Tw3
BRC20400	Z	BRC20400	25.016672	121.557423	Taiwan	Tw3
NIC1559	Z	NIC1559	25.01519	121.73311	Taiwan	Tw3
