samples	cluster	strain	lat	long	geo	Lineage
NIC1911	F	NIC1911	14.804986	-61.146231	Caribbean	LAC
NIC1941	F	NIC1941	14.80577	-61.147328	Caribbean	LAC
BRC20391	G	BRC20391	25.016672	121.557423	Taiwan	Tw5
NIC1563	G	NIC1563	25.00481	121.73369	Taiwan	Tw5
NIC1000	H	NIC1000	4.0391	-52.6675	South America	LAC
NIC1337	H	NIC1337	4.048613962	-52.676549	South America	LAC
NIC1411	H	NIC1411	3.596770959	-53.17791598	South America	LAC
NIC344	H	NIC344	5.41063	-53.6564	South America	LAC
NIC350	H	NIC350	4.0903	-52.6842	South America	LAC
NIC387	H	NIC387	4.03671	-52.67728	South America	LAC
NIC927	H	NIC927	4.04213	-52.68083	South America	LAC
NIC948	H	NIC948	4.03711	-52.67206	South America	LAC
NIC980	H	NIC980	4.03822	-52.67031	South America	LAC
NIC422	H	NIC422	4.03943	-52.67587	South America	LAC
NIC959	H	NIC959	4.03201	-52.68039	South America	LAC
NIC1293	H	NIC1293	3.644524002	-53.19812902	South America	LAC
NIC1305	H	NIC1305	3.614802025	-53.19812601	South America	LAC
NIC909	H	NIC909	4.03955	-52.67374	South America	LAC
NIC1301	H	NIC1301	3.620189996	-53.20809804	South America	LAC
HPT25	I	HPT25	-8.5315	116.239193	Malay Archipelago	Ma2
HPT39	I	HPT39	-5.252764	119.865139	Malay Archipelago	Ma2
QG4740	J	QG4740	6.9204	158.2633	Micronesia	Mic
QG4754	J	QG4754	6.9169	158.2622	Micronesia	Mic
QG4781	J	QG4781	6.9174	158.2615	Micronesia	Mic
QG4870	J	QG4870	6.9204	158.2633	Micronesia	Mic
QG4871	J	QG4871	6.9204	158.2633	Micronesia	Mic
QG4892	J	QG4892	6.9204	158.2633	Micronesia	Mic
QG5159	J	QG5159	6.918	158.2617	Micronesia	Mic
QG5364	J	QG5364	6.9169	158.2622	Micronesia	Mic
QG5365	J	QG5365	6.9169	158.2622	Micronesia	Mic
QG5502	J	QG5502	6.9174	158.2615	Micronesia	Mic
QG5503	J	QG5503	6.9174	158.2615	Micronesia	Mic
QG5550	J	QG5550	6.9171	158.2622	Micronesia	Mic
QG5552	J	QG5552	6.9171	158.2622	Micronesia	Mic
QG5576	J	QG5576	6.9181	158.2619	Micronesia	Mic
QG5650	J	QG5650	6.9181	158.2619	Micronesia	Mic
QG4694	J	QG4694	6.9661	158.1916	Micronesia	Mic
QG4714	J	QG4714	6.8577	158.2157	Micronesia	Mic
QG4779	J	QG4779	6.9171	158.2622	Micronesia	Mic
QG4904	J	QG4904	6.9196	158.2631	Micronesia	Mic
QG5628	J	QG5628	6.9171	158.2622	Micronesia	Mic
QG5643	J	QG5643	6.9179	158.2617	Micronesia	Mic
QG5405	J	QG5405	6.9066	158.1818	Micronesia	Mic
QG5551	J	QG5551	6.9171	158.2622	Micronesia	Mic
QG5161	J	QG5161	6.9066	158.1818	Micronesia	Mic
QG5366	J	QG5366	6.9169	158.2622	Micronesia	Mic
QG5588	J	QG5588	6.9066	158.1818	Micronesia	Mic
QG5319	J	QG5319	6.8569	158.2198	Micronesia	Mic
QG5160	J	QG5160	6.918	158.2617	Micronesia	Mic
QG5652	J	QG5652	6.918	158.2617	Micronesia	Mic
QG4695	J	QG4695	6.8648	158.1774	Micronesia	Mic
QG4893	J	QG4893	6.8577	158.2157	Micronesia	Mic
QG5220	J	QG5220	6.8632	158.1746	Micronesia	Mic
QG5262	J	QG5262	6.8648	158.1774	Micronesia	Mic
QG4878	J	QG4878	6.8632	158.1746	Micronesia	Mic
QG5237	J	QG5237	6.8632	158.1746	Micronesia	Mic
QG5256	J	QG5256	6.8632	158.1746	Micronesia	Mic
QG5260	J	QG5260	6.8632	158.1746	Micronesia	Mic
QG4629	J	QG4629	6.8679	158.1784	Micronesia	Mic
QG4696	J	QG4696	6.9668	158.1916	Micronesia	Mic
QG4672	J	QG4672	6.9643	158.1915	Micronesia	Mic
QG5629	J	QG5629	6.9169	158.2622	Micronesia	Mic
QG4730	J	QG4730	6.9196	158.2631	Micronesia	Mic
QG4669	J	QG4669	6.9684	158.1899	Micronesia	Mic
QG4894	J	QG4894	6.9196	158.2631	Micronesia	Mic
JU1428	K	JU1428	4.08	-52.68	South America	LAC
NIC1277	K	NIC1277	3.607720993	-53.19995603	South America	LAC
NIC1309	K	NIC1309	4.548271028	-52.21274	South America	LAC
NIC1313	K	NIC1313	4.54814597	-52.21200599	South America	LAC
NIC1316	K	NIC1316	4.548271028	-52.21274	South America	LAC
NIC1392	K	NIC1392	3.601659033	-53.190647	South America	LAC
NIC1408	K	NIC1408	3.641236033	-53.18958099	South America	LAC
NIC1415	K	NIC1415	3.637292013	-53.20446499	South America	LAC
NIC339	K	NIC339	5.41305	-53.65004	South America	LAC
NIC904	K	NIC904	4.03117	-52.68019	South America	LAC
NIC936	K	NIC936	4.03149	-52.68573	South America	LAC
NIC957	K	NIC957	4.03952	-52.67598	South America	LAC
NIC1453	K	NIC1453	4.554173984	-52.21073999	South America	LAC
NIC408	K	NIC408	5.40848	-53.65181	South America	LAC
NIC1276	K	NIC1276	3.61280797	-53.180336	South America	LAC
BRC20464	L	BRC20464	24.822726	121.735653	Taiwan	Tw3
NIC1541	L	NIC1541	25.05792	121.77076	Taiwan	Tw3
NIC1542	L	NIC1542	25.05704	121.77109	Taiwan	Tw3
NIC1544	L	NIC1544	25.05343	121.77265	Taiwan	Tw3
NIC1545	L	NIC1545	25.05343	121.77265	Taiwan	Tw3
NIC1546	L	NIC1546	25.05343	121.77265	Taiwan	Tw3
NIC1548	L	NIC1548	25.05343	121.77265	Taiwan	Tw3
NIC1549	L	NIC1549	25.05343	121.77265	Taiwan	Tw3
NIC1550	L	NIC1550	25.05343	121.77265	Taiwan	Tw3
NIC1551	L	NIC1551	25.02212	121.73275	Taiwan	Tw3
NIC1553	L	NIC1553	25.02212	121.73275	Taiwan	Tw3
NIC1557	L	NIC1557	25.01713	121.73247	Taiwan	Tw3
NIC1561	L	NIC1561	25.00481	121.73369	Taiwan	Tw3
NIC1564	L	NIC1564	25.00469	121.7343	Taiwan	Tw3
NIC1644	L	NIC1644	25.06464	121.82481	Taiwan	Tw3
NIC1646	L	NIC1646	25.06549	121.82703	Taiwan	Tw3
NIC1647	L	NIC1647	25.06574	121.82753	Taiwan	Tw3
NIC1648	L	NIC1648	25.06574	121.82753	Taiwan	Tw3
NIC1649	L	NIC1649	25.06574	121.82753	Taiwan	Tw3
NIC1650	L	NIC1650	25.06574	121.82753	Taiwan	Tw3
NIC530	L	NIC530	24.6	121	Taiwan	Tw3
NIC517	L	NIC517	25.00739	121.900472	Taiwan	Tw3
JU1373	M	JU1373	-21.0473	55.6885	Africa	Af
JU1374	M	JU1374	-21.0484	55.6878	Africa	Af
JU1630	M	JU1630	17.1064	-25.1222	Africa	Af
JU1631	M	JU1631	17.1404	-25.1261	Africa	Af
JU1632	M	JU1632	17.1508	-25.1314	Africa	Af
JU1633	M	JU1633	17.115	-25.05	Africa	Af
JU1634	M	JU1634	17.12	-25.049	Africa	Af
JU1636	M	JU1636	17.129	-25.0966	Africa	Af
JU1639	M	JU1639	17.149	-25.0696	Africa	Af
JU1640	M	JU1640	15.084	-23.5215	Africa	Af
JU1641	M	JU1641	14.9174	-23.6049	Africa	Af
JU1800	M	JU1800	-21.0471	55.6887	Africa	Af
JU1818	M	JU1818	4.595467	-52.262633	South America	Af
NIC1526	M	NIC1526	-16.755721	49.99665	Africa	Af
NIC1531	M	NIC1531	-16.755873	49.996516	Africa	Af
NIC1534	M	NIC1534	-17.088793	49.827329	Africa	Af
NIC124	N	NIC124	16.0435	-61.643	Caribbean	LAC
NIC129	N	NIC129	16.0207	-61.597	Caribbean	LAC
NIC1846	N	NIC1846	13.1938	-59.637	Caribbean	LAC
NIC1879	N	NIC1879	14.746073	-61.086543	Caribbean	LAC
NIC1912	N	NIC1912	14.724882	-61.105406	Caribbean	LAC
NIC247	N	NIC247	16.03608	-61.635025	Caribbean	LAC
NIC535	N	NIC535	15.23686	-61.34787	Caribbean	LAC
NIC540	N	NIC540	15.23686	-61.34787	Caribbean	LAC
NIC551	N	NIC551	15.56923	-61.3744	Caribbean	LAC
NIC575	N	NIC575	15.40564	-61.34607	Caribbean	LAC
NIC577	N	NIC577	15.40564	-61.34607	Caribbean	LAC
NIC585	N	NIC585	15.40415	-61.34645	Caribbean	LAC
NIC591	N	NIC591	15.40585	-61.34613	Caribbean	LAC
NIC746	N	NIC746	15.31929	-61.30588	Caribbean	LAC
NIC751	N	NIC751	15.39709	-61.31183	Caribbean	LAC
NIC763	N	NIC763	15.33997	-61.30419	Caribbean	LAC
NIC125	N	NIC125	16.0207	-61.597	Caribbean	LAC
NIC587	N	NIC587	15.40528	-61.34618	Caribbean	LAC
NIC749	N	NIC749	15.31568	-61.29654	Caribbean	LAC
NIC589	N	NIC589	15.40528	-61.34618	Caribbean	LAC
NIC775	N	NIC775	15.34529	-61.31009	Caribbean	LAC
QG3526	O	QG3526	10.42643333	-84.01193333	Central America	LAC
QG3545	O	QG3545	10.42361667	-84.00118611	Central America	LAC
QG3797	O	QG3797	10.42974	-84.00938	Central America	LAC
QG3805	O	QG3805	10.42608333	-84.0092	Central America	LAC
QG3862	O	QG3862	10.42608333	-84.0092	Central America	LAC
QG3812	O	QG3812	10.42963	-84.00833	Central America	LAC
QG3873	O	QG3873	10.44027	-84.01227	Central America	LAC
QG3546	O	QG3546	10.43288	-84.00678	Central America	LAC
QG3872	O	QG3872	10.44027	-84.01227	Central America	LAC
NIC1594	P	NIC1594	24.68622	121.13734	Taiwan	Tw6
NIC1592	P	NIC1592	24.68622	121.13734	Taiwan	Tw6
ECA1445	Q	ECA1445	19.8552394	-155.1527495	Hawaii	Hw2
ECA1447	Q	ECA1447	19.8552394	-155.1527495	Hawaii	Hw2
ECA1451	Q	ECA1451	19.8552394	-155.1527495	Hawaii	Hw2
ECA1449	Q	ECA1449	19.8552394	-155.1527495	Hawaii	Hw2
ECA1453	Q	ECA1453	19.854497	-155.15326	Hawaii	Hw2
QG2896	R	QG2896	-16.10295	145.44645	Australia	Au
QG2904	R	QG2904	-16.10365	145.447317	Australia	Au
QG2905	R	QG2905	-16.10365	145.447317	Australia	Au
QG2898	R	QG2898	-16.103617	145.4467	Australia	Au
QG2897	R	QG2897	-16.10295	145.44645	Australia	Au
QG2899	R	QG2899	-16.103617	145.4467	Australia	Au
NIC1038	S	NIC1038	4.03896	-52.66843	South America	LAC
NIC1270	S	NIC1270	3.599450989	-53.18744604	South America	LAC
NIC1477	S	NIC1477	4.086242002	-52.67756699	South America	LAC
NIC952	S	NIC952	4.03894	-52.66867	South America	LAC
NIC993	S	NIC993	4.04255	-52.67816	South America	LAC
JU1846	S	JU1846	4.0911	-52.674633	South America	LAC
NIC99	S	NIC99	4.08747	-52.67394	South America	LAC
NIC58	S	NIC58	4.08731	-52.67866	South America	LAC
QG1000	T	QG1000	9.170850606	-79.84289876	Central America	LAC
QG2724	T	QG2724	9.1598	-79.8399	Central America	LAC
QG2770	T	QG2770	9.1576	-79.83393333	Central America	LAC
QG3008	T	QG3008	9.16005	-79.841	Central America	LAC
QG3010	T	QG3010	9.159966667	-79.84096667	Central America	LAC
QG3011	T	QG3011	9.159966667	-79.84096667	Central America	LAC
QG3013	T	QG3013	9.159766667	-79.841	Central America	LAC
QG3037	T	QG3037	9.164533333	-79.84156667	Central America	LAC
QG3038	T	QG3038	9.164533333	-79.84156667	Central America	LAC
QG3064	T	QG3064	9.16092	-79.84046	Central America	LAC
QG836	T	QG836	9.15447	-79.82758	Central America	LAC
QG841	T	QG841	9.161421	-79.837195	Central America	LAC
QG846	T	QG846	9.15443	-79.82735	Central America	LAC
QG852	T	QG852	9.15443	-79.82735	Central America	LAC
QG935	T	QG935	9.159499	-79.838839	Central America	LAC
QG987	T	QG987	9.147419	-79.85312	Central America	LAC
QG3055	T	QG3055	9.16484	-79.83659	Central America	LAC
QG845	T	QG845	9.15443	-79.82735	Central America	LAC
QG921	T	QG921	9.164456	-79.844623	Central America	LAC
QG834	T	QG834	9.15385	-79.83077	Central America	LAC
QG1004	T	QG1004	9.164456	-79.844623	Central America	LAC
ECA1311	U	ECA1311	20.04062	-155.4413	Hawaii	HC
ECA1312	U	ECA1312	20.04062	-155.4413	Hawaii	HC
ECA1313	U	ECA1313	20.04062	-155.4413	Hawaii	HC
ECA2909	U	ECA2909	19.11058638	-155.8263837	Hawaii	HC
ECA2954	U	ECA2954	22.0638967	-159.3522759	Hawaii	HC
ECA2955	U	ECA2955	22.0638967	-159.3522759	Hawaii	HC
ECA2976	U	ECA2976	22.0638967	-159.3522759	Hawaii	HC
ECA3053	U	ECA3053	20.0389764	-155.4399684	Hawaii	HC
ECA791	U	ECA791	22.193317	-159.478956	Hawaii	HC
ECA792	U	ECA792	22.193317	-159.478956	Hawaii	HC
ECA793	U	ECA793	22.194578	-159.478478	Hawaii	HC
ECA796	U	ECA796	19.905167	-155.139322	Hawaii	HC
ECA798	U	ECA798	19.906725	-155.141275	Hawaii	HC
NIC122	U	NIC122	16.1779	-61.6563	Caribbean	HC
NIC1915	U	NIC1915	14.67639	-61.090457	Caribbean	HC
NIC1916	U	NIC1916	14.67639	-61.090457	Caribbean	HC
NIC1918	U	NIC1918	14.676352	-61.090455	Caribbean	HC
NIC1919	U	NIC1919	14.676352	-61.090455	Caribbean	HC
NIC192	U	NIC192	16.0459	-61.6262	Caribbean	HC
NIC584	U	NIC584	15.40368	-61.34699	Caribbean	HC
NIC747	U	NIC747	15.31566	-61.2969	Caribbean	HC
NIC567	U	NIC567	15.37806	-61.33964	Caribbean	HC
ECA797	U	ECA797	19.590717	-155.067906	Hawaii	HC
BRC20548	V	BRC20548	22.753556	120.731306	Taiwan	Tw1
NIC1565	V	NIC1565	23.86597	120.90747	Taiwan	Tw1
NIC1584	V	NIC1584	23.58773	121.34154	Taiwan	Tw1
NIC1585	V	NIC1585	23.58773	121.34154	Taiwan	Tw1
NIC1586	V	NIC1586	23.58878	121.33879	Taiwan	Tw1
NIC1587	V	NIC1587	23.58801	121.34578	Taiwan	Tw1
NIC1596	V	NIC1596	24.6871	121.13633	Taiwan	Tw1
NIC1603	V	NIC1603	24.68897	121.13965	Taiwan	Tw1
NIC1583	V	NIC1583	23.58773	121.34154	Taiwan	Tw1
NIC1658	V	NIC1658	25.02814	121.74912	Taiwan	Tw1
NIC1588	V	NIC1588	23.58801	121.34578	Taiwan	Tw1
ECA1301	W	ECA1301	21.34202	-157.8096	Hawaii	Hw3
ECA1302	W	ECA1302	21.34202	-157.8096	Hawaii	Hw3
ECA1303	W	ECA1303	21.34202	-157.8096	Hawaii	Hw3
ECA1304	W	ECA1304	21.34202	-157.8096	Hawaii	Hw3
ECA1305	W	ECA1305	21.34091	-157.822	Hawaii	Hw3
ECA1307	W	ECA1307	21.34198	-157.8095	Hawaii	Hw3
ECA1403	W	ECA1403	21.342699	-157.821547	Hawaii	Hw3
ECA1405	W	ECA1405	21.342699	-157.821547	Hawaii	Hw3
ECA788	W	ECA788	21.362625	-157.779914	Hawaii	Hw3
ECA789	W	ECA789	21.336056	-157.799786	Hawaii	Hw3
ECA1299	W	ECA1299	21.34198	-157.8095	Hawaii	Hw3
ECA1300	W	ECA1300	21.34202	-157.8096	Hawaii	Hw3
ECA1401	W	ECA1401	21.342699	-157.821547	Hawaii	Hw3
JU1836	X	JU1836	4.087883	-52.680033	South America	LAC
JU1848	X	JU1848	4.090933	-52.674933	South America	LAC
JU1850	X	JU1850	4.086683	-52.68165	South America	LAC
JU1851	X	JU1851	4.087367	-52.682217	South America	LAC
JU1871	X	JU1871	4.082883	-52.679783	South America	LAC
NIC1359	X	NIC1359	4.053170029	-52.67738703	South America	LAC
NIC1438	X	NIC1438	4.08830001	-52.68124396	South America	LAC
NIC1514	X	NIC1514	4.085349999	-52.68294297	South America	LAC
NIC284	X	NIC284	4.07513	-52.6921	South America	LAC
NIC286	X	NIC286	4.08808	-52.67976	South America	LAC
NIC291	X	NIC291	4.092299	-52.675813	South America	LAC
NIC294	X	NIC294	4.09492	-52.68604	South America	LAC
NIC445	X	NIC445	4.08558	-52.67682	South America	LAC
NIC475	X	NIC475	4.08631	-52.67243	South America	LAC
NIC491	X	NIC491	4.08507	-52.68325	South America	LAC
NIC91	X	NIC91	4.08747	-52.67394	South America	LAC
NIC1470	X	NIC1470	4.090107987	-52.68292302	South America	LAC
ECA794	Y	ECA794	22.053952	-159.367837	Hawaii	HC
ECA790	Y	ECA790	22.053952	-159.367837	Hawaii	HC
JU1870	Z	JU1870	4.082883	-52.679783	South America	LAC
NIC1252	Z	NIC1252	4.085349999	-52.68294297	South America	LAC
NIC413	Z	NIC413	4.07244	-52.69034	South America	LAC
NIC444	Z	NIC444	4.08422	-52.67452	South America	LAC
NIC1430	Z	NIC1430	4.049461037	-52.67627399	South America	LAC
NIC354	Z	NIC354	4.0881	-52.6753	South America	LAC
