samples	cluster	strain	lat	long	geo	Lineage
NIC1912	B	NIC1912	14.724882	-61.105406	Caribbean	LAC
NIC1913	B	NIC1913	14.724882	-61.105406	Caribbean	LAC
NIC1914	B	NIC1914	14.724882	-61.105406	Caribbean	LAC
NIC591	B	NIC591	15.40585	-61.34613	Caribbean	LAC
NIC124	B	NIC124	16.0435	-61.643	Caribbean	LAC
NIC125	B	NIC125	16.0207	-61.597	Caribbean	LAC
NIC1881	B	NIC1881	14.744609	-61.094657	Caribbean	LAC
NIC1121	C	NIC1121	-12.87416004	-69.49736402	South America	LAC
NIC1136	C	NIC1136	-12.872141	-69.49788203	South America	LAC
NIC1145	C	NIC1145	-12.87499001	-69.49504701	South America	LAC
NIC1164	C	NIC1164	-12.87692699	-69.49483403	South America	LAC
QG3535	C	QG3535	10.43792	-84.01132	Central America	LAC
QG3811	C	QG3811	10.43288	-84.00678	Central America	LAC
QG3839	C	QG3839	10.43792	-84.01132	Central America	LAC
NIC1132	C	NIC1132	-12.87564397	-69.49700503	South America	LAC
NIC1161	C	NIC1161	-12.87576098	-69.496324	South America	LAC
NIC1911	D	NIC1911	14.804986	-61.146231	Caribbean	LAC
NIC1941	D	NIC1941	14.80577	-61.147328	Caribbean	LAC
QG4781	E	QG4781	6.9174	158.2615	Micronesia	Mic
QG5502	E	QG5502	6.9174	158.2615	Micronesia	Mic
QG5503	E	QG5503	6.9174	158.2615	Micronesia	Mic
QG5576	E	QG5576	6.9181	158.2619	Micronesia	Mic
QG5650	E	QG5650	6.9181	158.2619	Micronesia	Mic
QG5405	E	QG5405	6.9066	158.1818	Micronesia	Mic
QG5366	E	QG5366	6.9169	158.2622	Micronesia	Mic
QG5552	E	QG5552	6.9171	158.2622	Micronesia	Mic
QG5629	E	QG5629	6.9169	158.2622	Micronesia	Mic
QG4779	E	QG4779	6.9171	158.2622	Micronesia	Mic
QG5161	E	QG5161	6.9066	158.1818	Micronesia	Mic
QG5588	E	QG5588	6.9066	158.1818	Micronesia	Mic
QG4754	E	QG4754	6.9169	158.2622	Micronesia	Mic
QG5364	E	QG5364	6.9169	158.2622	Micronesia	Mic
QG5550	E	QG5550	6.9171	158.2622	Micronesia	Mic
QG5365	E	QG5365	6.9169	158.2622	Micronesia	Mic
QG5628	E	QG5628	6.9171	158.2622	Micronesia	Mic
QG5551	E	QG5551	6.9171	158.2622	Micronesia	Mic
JU1373	F	JU1373	-21.0473	55.6885	Africa	Af
JU1800	F	JU1800	-21.0471	55.6887	Africa	Af
NIC1526	F	NIC1526	-16.755721	49.99665	Africa	Af
NIC1534	F	NIC1534	-17.088793	49.827329	Africa	Af
JU1374	F	JU1374	-21.0484	55.6878	Africa	Af
NIC1531	F	NIC1531	-16.755873	49.996516	Africa	Af
QG2896	G	QG2896	-16.10295	145.44645	Australia	Au
QG2904	G	QG2904	-16.10365	145.447317	Australia	Au
QG2898	G	QG2898	-16.103617	145.4467	Australia	Au
QG2899	G	QG2899	-16.103617	145.4467	Australia	Au
QG2905	G	QG2905	-16.10365	145.447317	Australia	Au
QG2897	G	QG2897	-16.10295	145.44645	Australia	Au
ECA1306	H	ECA1306	21.34293	-157.8239	Hawaii	Hw1
ECA1309	H	ECA1309	21.34293	-157.8239	Hawaii	Hw1
ECA1310	H	ECA1310	21.34293	-157.8239	Hawaii	Hw1
ECA1481	H	ECA1481	21.39448889	-157.9002278	Hawaii	Hw1
ECA1518	H	ECA1518	21.39774444	-157.8914889	Hawaii	Hw1
ECA1579	H	ECA1579	21.317253	-157.81937	Hawaii	Hw1
ECA1581	H	ECA1581	21.317253	-157.81937	Hawaii	Hw1
ECA1583	H	ECA1583	21.317253	-157.81937	Hawaii	Hw1
ECA1585	H	ECA1585	21.317253	-157.81937	Hawaii	Hw1
ECA1599	H	ECA1599	21.394489	-157.90023	Hawaii	Hw1
ECA1603	H	ECA1603	21.39578611	-157.9005111	Hawaii	Hw1
ECA2087	H	ECA2087	21.394489	-157.90023	Hawaii	Hw1
ECA2898	H	ECA2898	21.355658	-157.7645652	Hawaii	Hw1
ECA2899	H	ECA2899	21.355658	-157.7645652	Hawaii	Hw1
ECA2900	H	ECA2900	21.355658	-157.7645652	Hawaii	Hw1
ECA800	H	ECA800	20.78352803	-156.0650423	Hawaii	Hw1
ECA802	H	ECA802	20.78352803	-156.0650423	Hawaii	Hw1
ECA804	H	ECA804	20.807406	-156.096654	Hawaii	Hw1
ECA805	H	ECA805	20.807406	-156.096654	Hawaii	Hw1
ECA2920	H	ECA2920	21.355658	-157.7645652	Hawaii	Hw1
ECA801	H	ECA801	20.78352803	-156.0650423	Hawaii	Hw1
ECA803	H	ECA803	20.78352803	-156.0650423	Hawaii	Hw1
ECA2910	H	ECA2910	21.355658	-157.7645652	Hawaii	Hw1
JU1836	I	JU1836	4.087883	-52.680033	South America	LAC
JU1848	I	JU1848	4.090933	-52.674933	South America	LAC
JU1850	I	JU1850	4.086683	-52.68165	South America	LAC
JU1851	I	JU1851	4.087367	-52.682217	South America	LAC
JU1871	I	JU1871	4.082883	-52.679783	South America	LAC
NIC1470	I	NIC1470	4.090107987	-52.68292302	South America	LAC
NIC284	I	NIC284	4.07513	-52.6921	South America	LAC
NIC286	I	NIC286	4.08808	-52.67976	South America	LAC
NIC475	I	NIC475	4.08631	-52.67243	South America	LAC
NIC91	I	NIC91	4.08747	-52.67394	South America	LAC
NIC445	I	NIC445	4.08558	-52.67682	South America	LAC
NIC1514	I	NIC1514	4.085349999	-52.68294297	South America	LAC
NIC291	I	NIC291	4.092299	-52.675813	South America	LAC
NIC491	I	NIC491	4.08507	-52.68325	South America	LAC
NIC294	I	NIC294	4.09492	-52.68604	South America	LAC
NIC1438	I	NIC1438	4.08830001	-52.68124396	South America	LAC
NIC1547	J	NIC1547	25.05343	121.77265	Taiwan	Tw3
BRC20400	J	BRC20400	25.016672	121.557423	Taiwan	Tw3
NIC1559	J	NIC1559	25.01519	121.73311	Taiwan	Tw3
NIC1653	J	NIC1653	25.02814	121.74912	Taiwan	Tw3
NIC1543	J	NIC1543	25.05704	121.77109	Taiwan	Tw3
NIC1140	K	NIC1140	-12.87255297	-69.49927501	South America	LAC
NIC1142	K	NIC1142	-12.87388603	-69.49565898	South America	LAC
NIC1144	K	NIC1144	-12.87499001	-69.49504701	South America	LAC
NIC1150	K	NIC1150	-12.87688499	-69.49274903	South America	LAC
NIC1152	K	NIC1152	-12.87629499	-69.49540299	South America	LAC
NIC1179	K	NIC1179	-12.882596	-69.48865003	South America	LAC
NIC1146	K	NIC1146	-12.875765	-69.49353903	South America	LAC
NIC1147	K	NIC1147	-12.87586299	-69.49340601	South America	LAC
NIC1149	K	NIC1149	-12.87644897	-69.49256002	South America	LAC
NIC1160	K	NIC1160	-12.875118	-69.49683102	South America	LAC
NIC1167	K	NIC1167	-12.87739897	-69.49448098	South America	LAC
NIC1168	K	NIC1168	-12.87918197	-69.49254099	South America	LAC
NIC1176	K	NIC1176	-12.88127099	-69.49013798	South America	LAC
NIC1180	K	NIC1180	-12.88253004	-69.48824904	South America	LAC
NIC1151	K	NIC1151	-12.87644704	-69.49407396	South America	LAC
NIC1153	K	NIC1153	-12.87629499	-69.49540299	South America	LAC
NIC1175	K	NIC1175	-12.88087302	-69.49066697	South America	LAC
NIC1169	K	NIC1169	-12.87919999	-69.49226297	South America	LAC
BRC20548	L	BRC20548	22.753556	120.731306	Taiwan	Tw1
NIC1565	L	NIC1565	23.86597	120.90747	Taiwan	Tw1
NIC1583	L	NIC1583	23.58773	121.34154	Taiwan	Tw1
NIC1584	L	NIC1584	23.58773	121.34154	Taiwan	Tw1
NIC1586	L	NIC1586	23.58878	121.33879	Taiwan	Tw1
NIC1587	L	NIC1587	23.58801	121.34578	Taiwan	Tw1
NIC1588	L	NIC1588	23.58801	121.34578	Taiwan	Tw1
NIC1596	L	NIC1596	24.6871	121.13633	Taiwan	Tw1
NIC1603	L	NIC1603	24.68897	121.13965	Taiwan	Tw1
NIC1658	L	NIC1658	25.02814	121.74912	Taiwan	Tw1
NIC1585	L	NIC1585	23.58773	121.34154	Taiwan	Tw1
NIC247	M	NIC247	16.03608	-61.635025	Caribbean	LAC
NIC575	M	NIC575	15.40564	-61.34607	Caribbean	LAC
NIC577	M	NIC577	15.40564	-61.34607	Caribbean	LAC
NIC587	M	NIC587	15.40528	-61.34618	Caribbean	LAC
NIC749	M	NIC749	15.31568	-61.29654	Caribbean	LAC
NIC751	M	NIC751	15.39709	-61.31183	Caribbean	LAC
NIC763	M	NIC763	15.33997	-61.30419	Caribbean	LAC
NIC775	M	NIC775	15.34529	-61.31009	Caribbean	LAC
NIC585	M	NIC585	15.40415	-61.34645	Caribbean	LAC
JU1630	N	JU1630	17.1064	-25.1222	Africa	Af
JU1631	N	JU1631	17.1404	-25.1261	Africa	Af
JU1633	N	JU1633	17.115	-25.05	Africa	Af
JU1636	N	JU1636	17.129	-25.0966	Africa	Af
JU1639	N	JU1639	17.149	-25.0696	Africa	Af
JU1640	N	JU1640	15.084	-23.5215	Africa	Af
JU1641	N	JU1641	14.9174	-23.6049	Africa	Af
JU1818	N	JU1818	4.595467	-52.262633	South America	Af
JU1632	N	JU1632	17.1508	-25.1314	Africa	Af
JU1634	N	JU1634	17.12	-25.049	Africa	Af
QG4671	O	QG4671	6.9639	158.1908	Micronesia	Mic
QG4713	O	QG4713	6.9674	158.1904	Micronesia	Mic
QG4739	O	QG4739	6.9066	158.1818	Micronesia	Mic
QG5104	O	QG5104	6.9066	158.1818	Micronesia	Mic
QG5602	O	QG5602	6.9639	158.1908	Micronesia	Mic
QG5638	O	QG5638	6.9639	158.1908	Micronesia	Mic
QG4741	O	QG4741	6.8538	158.2157	Micronesia	Mic
QG4653	O	QG4653	6.9639	158.1907	Micronesia	Mic
QG4759	O	QG4759	6.9066	158.1818	Micronesia	Mic
QG4780	O	QG4780	6.9066	158.1818	Micronesia	Mic
QG4866	O	QG4866	6.8567	158.2225	Micronesia	Mic
QG5655	O	QG5655	6.9639	158.1907	Micronesia	Mic
QG4867	O	QG4867	6.8567	158.2225	Micronesia	Mic
QG4891	O	QG4891	6.8567	158.2225	Micronesia	Mic
QG5510	O	QG5510	6.9639	158.1907	Micronesia	Mic
QG4659	O	QG4659	6.8567	158.2225	Micronesia	Mic
QG4897	O	QG4897	6.8567	158.2225	Micronesia	Mic
QG4702	O	QG4702	6.8569	158.2207	Micronesia	Mic
QG5654	O	QG5654	6.8569	158.2207	Micronesia	Mic
QG4817	O	QG4817	6.8569	158.2207	Micronesia	Mic
QG4824	O	QG4824	6.8569	158.2207	Micronesia	Mic
NIC105	P	NIC105	4.08747	-52.67394	South America	LAC
NIC1254	P	NIC1254	4.085349999	-52.68294297	South America	LAC
NIC1277	P	NIC1277	3.607720993	-53.19995603	South America	LAC
NIC1321	P	NIC1321	4.558942029	-52.20779099	South America	LAC
NIC1408	P	NIC1408	3.641236033	-53.18958099	South America	LAC
NIC322	P	NIC322	5.29111	-53.05539	South America	LAC
NIC365	P	NIC365	4.03617	-52.67805	South America	LAC
NIC408	P	NIC408	5.40848	-53.65181	South America	LAC
NIC434	P	NIC434	4.08584	-52.67358	South America	LAC
JU1428	P	JU1428	4.08	-52.68	South America	LAC
NIC1276	P	NIC1276	3.61280797	-53.180336	South America	LAC
NIC1313	P	NIC1313	4.54814597	-52.21200599	South America	LAC
NIC1316	P	NIC1316	4.548271028	-52.21274	South America	LAC
NIC1453	P	NIC1453	4.554173984	-52.21073999	South America	LAC
NIC993	P	NIC993	4.04255	-52.67816	South America	LAC
NIC1392	P	NIC1392	3.601659033	-53.190647	South America	LAC
NIC1400	P	NIC1400	4.561057035	-52.18330602	South America	LAC
NIC908	P	NIC908	4.04372	-52.67704	South America	LAC
NIC1309	P	NIC1309	4.548271028	-52.21274	South America	LAC
NIC1425	Q	NIC1425	4.039971968	-52.674937	South America	LAC
NIC2357	Q	NIC2357	4.039690001	-52.67415999	South America	LAC
NIC2368	Q	NIC2368	4.039645996	-52.67438103	South America	LAC
NIC916	Q	NIC916	4.03928	-52.67371	South America	LAC
ECA1311	R	ECA1311	20.04062	-155.4413	Hawaii	HC
ECA1313	R	ECA1313	20.04062	-155.4413	Hawaii	HC
ECA791	R	ECA791	22.193317	-159.478956	Hawaii	HC
ECA792	R	ECA792	22.193317	-159.478956	Hawaii	HC
ECA796	R	ECA796	19.905167	-155.139322	Hawaii	HC
ECA799	R	ECA799	19.589467	-155.068069	Hawaii	HC
NIC1919	R	NIC1919	14.676352	-61.090455	Caribbean	HC
NIC584	R	NIC584	15.40368	-61.34699	Caribbean	HC
NIC747	R	NIC747	15.31566	-61.2969	Caribbean	HC
ECA1312	R	ECA1312	20.04062	-155.4413	Hawaii	HC
NIC1915	R	NIC1915	14.67639	-61.090457	Caribbean	HC
NIC1916	R	NIC1916	14.67639	-61.090457	Caribbean	HC
ECA2909	R	ECA2909	19.11058638	-155.8263837	Hawaii	HC
ECA798	R	ECA798	19.906725	-155.141275	Hawaii	HC
NIC1918	R	NIC1918	14.676352	-61.090455	Caribbean	HC
NIC192	R	NIC192	16.0459	-61.6262	Caribbean	HC
ECA2955	R	ECA2955	22.0638967	-159.3522759	Hawaii	HC
ECA2976	R	ECA2976	22.0638967	-159.3522759	Hawaii	HC
NIC567	R	NIC567	15.37806	-61.33964	Caribbean	HC
ECA2954	R	ECA2954	22.0638967	-159.3522759	Hawaii	HC
NIC122	R	NIC122	16.1779	-61.6563	Caribbean	HC
ECA793	R	ECA793	22.194578	-159.478478	Hawaii	HC
ECA797	R	ECA797	19.590717	-155.067906	Hawaii	HC
NIC1033	S	NIC1033	4.03724	-52.67196	South America	LAC
NIC1384	S	NIC1384	4.047968974	-52.67714404	South America	LAC
NIC2361	S	NIC2361	4.038404971	-52.677023	South America	LAC
NIC372	S	NIC372	4.03712	-52.67044	South America	LAC
NIC416	S	NIC416	4.03714	-52.67109	South America	LAC
NIC926	S	NIC926	4.03837	-52.67075	South America	LAC
NIC961	S	NIC961	4.03726	-52.67143	South America	LAC
NIC964	S	NIC964	4.03701	-52.67172	South America	LAC
NIC965	S	NIC965	4.03701	-52.67172	South America	LAC
NIC970	S	NIC970	4.03085	-52.68408	South America	LAC
NIC972	S	NIC972	4.03701	-52.67172	South America	LAC
NIC975	S	NIC975	4.03819	-52.67066	South America	LAC
NIC977	S	NIC977	4.03819	-52.67066	South America	LAC
NIC999	S	NIC999	4.03938	-52.67617	South America	LAC
NIC962	S	NIC962	4.03875	-52.6677	South America	LAC
NIC1012	S	NIC1012	4.03793	-52.67185	South America	LAC
NIC947	S	NIC947	4.03997	-52.67496	South America	LAC
NIC942	S	NIC942	4.04007	-52.67494	South America	LAC
NIC2371	S	NIC2371	4.042387968	-52.67838799	South America	LAC
NIC956	S	NIC956	4.0401	-52.67504	South America	LAC
NIC958	S	NIC958	4.03502	-52.67796	South America	LAC
NIC382	S	NIC382	4.03801	-52.67711	South America	LAC
NIC396	S	NIC396	4.03893	-52.67352	South America	LAC
NIC1005	S	NIC1005	4.03896	-52.66843	South America	LAC
NIC1016	S	NIC1016	4.03793	-52.67185	South America	LAC
BRC20464	T	BRC20464	24.822726	121.735653	Taiwan	Tw3
NIC1541	T	NIC1541	25.05792	121.77076	Taiwan	Tw3
NIC1545	T	NIC1545	25.05343	121.77265	Taiwan	Tw3
NIC1548	T	NIC1548	25.05343	121.77265	Taiwan	Tw3
NIC1648	T	NIC1648	25.06574	121.82753	Taiwan	Tw3
NIC1650	T	NIC1650	25.06574	121.82753	Taiwan	Tw3
NIC517	T	NIC517	25.00739	121.900472	Taiwan	Tw3
NIC1544	T	NIC1544	25.05343	121.77265	Taiwan	Tw3
NIC1549	T	NIC1549	25.05343	121.77265	Taiwan	Tw3
NIC1550	T	NIC1550	25.05343	121.77265	Taiwan	Tw3
NIC1647	T	NIC1647	25.06574	121.82753	Taiwan	Tw3
NIC1561	T	NIC1561	25.00481	121.73369	Taiwan	Tw3
NIC1553	T	NIC1553	25.02212	121.73275	Taiwan	Tw3
NIC1564	T	NIC1564	25.00469	121.7343	Taiwan	Tw3
NIC1649	T	NIC1649	25.06574	121.82753	Taiwan	Tw3
NIC530	T	NIC530	24.6	121	Taiwan	Tw3
NIC1644	T	NIC1644	25.06464	121.82481	Taiwan	Tw3
NIC1546	T	NIC1546	25.05343	121.77265	Taiwan	Tw3
NIC1551	T	NIC1551	25.02212	121.73275	Taiwan	Tw3
NIC1542	T	NIC1542	25.05704	121.77109	Taiwan	Tw3
NIC1646	T	NIC1646	25.06549	121.82703	Taiwan	Tw3
NIC1557	T	NIC1557	25.01713	121.73247	Taiwan	Tw3
NIC1592	U	NIC1592	24.68622	121.13734	Taiwan	Tw6
NIC1594	U	NIC1594	24.68622	121.13734	Taiwan	Tw6
QG4694	V	QG4694	6.9661	158.1916	Micronesia	Mic
QG4893	V	QG4893	6.8577	158.2157	Micronesia	Mic
QG4714	V	QG4714	6.8577	158.2157	Micronesia	Mic
QG4878	V	QG4878	6.8632	158.1746	Micronesia	Mic
QG5256	V	QG5256	6.8632	158.1746	Micronesia	Mic
QG4629	V	QG4629	6.8679	158.1784	Micronesia	Mic
QG4669	V	QG4669	6.9684	158.1899	Micronesia	Mic
QG5220	V	QG5220	6.8632	158.1746	Micronesia	Mic
QG5260	V	QG5260	6.8632	158.1746	Micronesia	Mic
QG4894	V	QG4894	6.9196	158.2631	Micronesia	Mic
QG5160	V	QG5160	6.918	158.2617	Micronesia	Mic
QG4696	V	QG4696	6.9668	158.1916	Micronesia	Mic
QG5237	V	QG5237	6.8632	158.1746	Micronesia	Mic
QG4672	V	QG4672	6.9643	158.1915	Micronesia	Mic
QG4695	V	QG4695	6.8648	158.1774	Micronesia	Mic
QG5262	V	QG5262	6.8648	158.1774	Micronesia	Mic
QG4730	V	QG4730	6.9196	158.2631	Micronesia	Mic
QG5159	V	QG5159	6.918	158.2617	Micronesia	Mic
QG4904	V	QG4904	6.9196	158.2631	Micronesia	Mic
QG5643	V	QG5643	6.9179	158.2617	Micronesia	Mic
QG5652	V	QG5652	6.918	158.2617	Micronesia	Mic
ECA1300	W	ECA1300	21.34202	-157.8096	Hawaii	Hw3
ECA1301	W	ECA1301	21.34202	-157.8096	Hawaii	Hw3
ECA1304	W	ECA1304	21.34202	-157.8096	Hawaii	Hw3
ECA1305	W	ECA1305	21.34091	-157.822	Hawaii	Hw3
ECA1307	W	ECA1307	21.34198	-157.8095	Hawaii	Hw3
ECA1401	W	ECA1401	21.342699	-157.821547	Hawaii	Hw3
ECA1403	W	ECA1403	21.342699	-157.821547	Hawaii	Hw3
ECA788	W	ECA788	21.362625	-157.779914	Hawaii	Hw3
ECA1303	W	ECA1303	21.34202	-157.8096	Hawaii	Hw3
ECA1299	W	ECA1299	21.34198	-157.8095	Hawaii	Hw3
ECA1302	W	ECA1302	21.34202	-157.8096	Hawaii	Hw3
ECA789	W	ECA789	21.336056	-157.799786	Hawaii	Hw3
ECA1405	W	ECA1405	21.342699	-157.821547	Hawaii	Hw3
NIC1293	X	NIC1293	3.644524002	-53.19812902	South America	LAC
NIC1300	X	NIC1300	3.594842032	-53.17887696	South America	LAC
NIC1301	X	NIC1301	3.620189996	-53.20809804	South America	LAC
NIC1305	X	NIC1305	3.614802025	-53.19812601	South America	LAC
NIC1307	X	NIC1307	4.868027978	-52.34595903	South America	LAC
NIC1337	X	NIC1337	4.048613962	-52.676549	South America	LAC
NIC1420	X	NIC1420	3.603495006	-53.19458197	South America	LAC
NIC350	X	NIC350	4.0903	-52.6842	South America	LAC
NIC387	X	NIC387	4.03671	-52.67728	South America	LAC
NIC422	X	NIC422	4.03943	-52.67587	South America	LAC
NIC909	X	NIC909	4.03955	-52.67374	South America	LAC
NIC927	X	NIC927	4.04213	-52.68083	South America	LAC
NIC948	X	NIC948	4.03711	-52.67206	South America	LAC
NIC959	X	NIC959	4.03201	-52.68039	South America	LAC
NIC1411	X	NIC1411	3.596770959	-53.17791598	South America	LAC
NIC980	X	NIC980	4.03822	-52.67031	South America	LAC
NIC1000	X	NIC1000	4.0391	-52.6675	South America	LAC
BRC20391	Y	BRC20391	25.016672	121.557423	Taiwan	Tw5
NIC1563	Y	NIC1563	25.00481	121.73369	Taiwan	Tw5
ECA1449	Z	ECA1449	19.8552394	-155.1527495	Hawaii	Hw2
ECA1453	Z	ECA1453	19.854497	-155.15326	Hawaii	Hw2
ECA1447	Z	ECA1447	19.8552394	-155.1527495	Hawaii	Hw2
ECA1445	Z	ECA1445	19.8552394	-155.1527495	Hawaii	Hw2
ECA1451	Z	ECA1451	19.8552394	-155.1527495	Hawaii	Hw2
