samples	cluster	strain	lat	long	geo	Lineage
JU1846	D	JU1846	4.0911	-52.674633	South America	LAC
NIC1276	D	NIC1276	3.61280797	-53.180336	South America	LAC
NIC1309	D	NIC1309	4.548271028	-52.21274	South America	LAC
NIC1313	D	NIC1313	4.54814597	-52.21200599	South America	LAC
NIC1316	D	NIC1316	4.548271028	-52.21274	South America	LAC
NIC1400	D	NIC1400	4.561057035	-52.18330602	South America	LAC
NIC1453	D	NIC1453	4.554173984	-52.21073999	South America	LAC
NIC322	D	NIC322	5.29111	-53.05539	South America	LAC
NIC339	D	NIC339	5.41305	-53.65004	South America	LAC
NIC408	D	NIC408	5.40848	-53.65181	South America	LAC
NIC434	D	NIC434	4.08584	-52.67358	South America	LAC
NIC58	D	NIC58	4.08731	-52.67866	South America	LAC
NIC99	D	NIC99	4.08747	-52.67394	South America	LAC
NIC1277	D	NIC1277	3.607720993	-53.19995603	South America	LAC
NIC1144	E	NIC1144	-12.87499001	-69.49504701	South America	LAC
NIC1146	E	NIC1146	-12.875765	-69.49353903	South America	LAC
NIC1153	E	NIC1153	-12.87629499	-69.49540299	South America	LAC
NIC1169	E	NIC1169	-12.87919999	-69.49226297	South America	LAC
NIC1175	E	NIC1175	-12.88087302	-69.49066697	South America	LAC
NIC1180	E	NIC1180	-12.88253004	-69.48824904	South America	LAC
NIC1147	E	NIC1147	-12.87586299	-69.49340601	South America	LAC
NIC1151	E	NIC1151	-12.87644704	-69.49407396	South America	LAC
NIC1160	E	NIC1160	-12.875118	-69.49683102	South America	LAC
NIC1168	E	NIC1168	-12.87918197	-69.49254099	South America	LAC
NIC1176	E	NIC1176	-12.88127099	-69.49013798	South America	LAC
NIC1167	E	NIC1167	-12.87739897	-69.49448098	South America	LAC
NIC1140	E	NIC1140	-12.87255297	-69.49927501	South America	LAC
NIC1179	E	NIC1179	-12.882596	-69.48865003	South America	LAC
NIC1149	E	NIC1149	-12.87644897	-69.49256002	South America	LAC
NIC1150	E	NIC1150	-12.87688499	-69.49274903	South America	LAC
QG4653	F	QG4653	6.9639	158.1907	Micronesia	Mic1
QG4659	F	QG4659	6.8567	158.2225	Micronesia	Mic1
QG4671	F	QG4671	6.9639	158.1908	Micronesia	Mic1
QG4702	F	QG4702	6.8569	158.2207	Micronesia	Mic1
QG4713	F	QG4713	6.9674	158.1904	Micronesia	Mic1
QG4739	F	QG4739	6.9066	158.1818	Micronesia	Mic1
QG4741	F	QG4741	6.8538	158.2157	Micronesia	Mic1
QG4759	F	QG4759	6.9066	158.1818	Micronesia	Mic1
QG4780	F	QG4780	6.9066	158.1818	Micronesia	Mic1
QG4817	F	QG4817	6.8569	158.2207	Micronesia	Mic1
QG4824	F	QG4824	6.8569	158.2207	Micronesia	Mic1
QG4866	F	QG4866	6.8567	158.2225	Micronesia	Mic1
QG4867	F	QG4867	6.8567	158.2225	Micronesia	Mic1
QG4891	F	QG4891	6.8567	158.2225	Micronesia	Mic1
QG4897	F	QG4897	6.8567	158.2225	Micronesia	Mic1
QG5104	F	QG5104	6.9066	158.1818	Micronesia	Mic1
QG5510	F	QG5510	6.9639	158.1907	Micronesia	Mic1
QG5602	F	QG5602	6.9639	158.1908	Micronesia	Mic1
QG5638	F	QG5638	6.9639	158.1908	Micronesia	Mic1
QG5654	F	QG5654	6.8569	158.2207	Micronesia	Mic1
QG5655	F	QG5655	6.9639	158.1907	Micronesia	Mic1
NIC1121	G	NIC1121	-12.87416004	-69.49736402	South America	LAC
NIC1132	G	NIC1132	-12.87564397	-69.49700503	South America	LAC
NIC1145	G	NIC1145	-12.87499001	-69.49504701	South America	LAC
NIC1161	G	NIC1161	-12.87576098	-69.496324	South America	LAC
NIC1164	G	NIC1164	-12.87692699	-69.49483403	South America	LAC
QG3535	G	QG3535	10.43792	-84.01132	Central America	LAC
QG3828	G	QG3828	10.42346389	-84.00128333	Central America	LAC
QG3839	G	QG3839	10.43792	-84.01132	Central America	LAC
QG3811	G	QG3811	10.43288	-84.00678	Central America	LAC
ECA1445	H	ECA1445	19.8552394	-155.1527495	Hawaii	Hw2
ECA1447	H	ECA1447	19.8552394	-155.1527495	Hawaii	Hw2
ECA1449	H	ECA1449	19.8552394	-155.1527495	Hawaii	Hw2
ECA1451	H	ECA1451	19.8552394	-155.1527495	Hawaii	Hw2
ECA1453	H	ECA1453	19.854497	-155.15326	Hawaii	Hw2
BRC20548	I	BRC20548	22.753556	120.731306	Taiwan	Tw1
NIC1565	I	NIC1565	23.86597	120.90747	Taiwan	Tw1
NIC1583	I	NIC1583	23.58773	121.34154	Taiwan	Tw1
NIC1584	I	NIC1584	23.58773	121.34154	Taiwan	Tw1
NIC1585	I	NIC1585	23.58773	121.34154	Taiwan	Tw1
NIC1587	I	NIC1587	23.58801	121.34578	Taiwan	Tw1
NIC1588	I	NIC1588	23.58801	121.34578	Taiwan	Tw1
NIC1596	I	NIC1596	24.6871	121.13633	Taiwan	Tw1
NIC1586	I	NIC1586	23.58878	121.33879	Taiwan	Tw1
NIC1603	I	NIC1603	24.68897	121.13965	Taiwan	Tw1
NIC1658	I	NIC1658	25.02814	121.74912	Taiwan	Tw1
ECA1300	J	ECA1300	21.34202	-157.8096	Hawaii	Hw3
ECA1302	J	ECA1302	21.34202	-157.8096	Hawaii	Hw3
ECA1304	J	ECA1304	21.34202	-157.8096	Hawaii	Hw3
ECA1305	J	ECA1305	21.34091	-157.822	Hawaii	Hw3
ECA1307	J	ECA1307	21.34198	-157.8095	Hawaii	Hw3
ECA1403	J	ECA1403	21.342699	-157.821547	Hawaii	Hw3
ECA1405	J	ECA1405	21.342699	-157.821547	Hawaii	Hw3
ECA1303	J	ECA1303	21.34202	-157.8096	Hawaii	Hw3
ECA788	J	ECA788	21.362625	-157.779914	Hawaii	Hw3
ECA789	J	ECA789	21.336056	-157.799786	Hawaii	Hw3
ECA1401	J	ECA1401	21.342699	-157.821547	Hawaii	Hw3
ECA1301	J	ECA1301	21.34202	-157.8096	Hawaii	Hw3
ECA1299	J	ECA1299	21.34198	-157.8095	Hawaii	Hw3
QG4629	K	QG4629	6.8679	158.1784	Micronesia	Mic2
QG4669	K	QG4669	6.9684	158.1899	Micronesia	Mic2
QG4672	K	QG4672	6.9643	158.1915	Micronesia	Mic2
QG4694	K	QG4694	6.9661	158.1916	Micronesia	Mic2
QG4696	K	QG4696	6.9668	158.1916	Micronesia	Mic2
QG4714	K	QG4714	6.8577	158.2157	Micronesia	Mic2
QG4730	K	QG4730	6.9196	158.2631	Micronesia	Mic2
QG4878	K	QG4878	6.8632	158.1746	Micronesia	Mic2
QG4893	K	QG4893	6.8577	158.2157	Micronesia	Mic2
QG4894	K	QG4894	6.9196	158.2631	Micronesia	Mic2
QG4904	K	QG4904	6.9196	158.2631	Micronesia	Mic2
QG5159	K	QG5159	6.918	158.2617	Micronesia	Mic2
QG5160	K	QG5160	6.918	158.2617	Micronesia	Mic2
QG5220	K	QG5220	6.8632	158.1746	Micronesia	Mic2
QG5237	K	QG5237	6.8632	158.1746	Micronesia	Mic2
QG5256	K	QG5256	6.8632	158.1746	Micronesia	Mic2
QG5260	K	QG5260	6.8632	158.1746	Micronesia	Mic2
QG5643	K	QG5643	6.9179	158.2617	Micronesia	Mic2
QG5652	K	QG5652	6.918	158.2617	Micronesia	Mic2
QG4695	K	QG4695	6.8648	158.1774	Micronesia	Mic2
QG5262	K	QG5262	6.8648	158.1774	Micronesia	Mic2
NIC1038	L	NIC1038	4.03896	-52.66843	South America	LAC
NIC1270	L	NIC1270	3.599450989	-53.18744604	South America	LAC
NIC1387	L	NIC1387	3.603495006	-53.19458197	South America	LAC
NIC1405	L	NIC1405	3.600050965	-53.18947999	South America	LAC
NIC907	L	NIC907	4.04842	-52.67683	South America	LAC
NIC929	L	NIC929	4.04027	-52.67537	South America	LAC
NIC952	L	NIC952	4.03894	-52.66867	South America	LAC
NIC987	L	NIC987	4.03726	-52.67243	South America	LAC
NIC988	L	NIC988	4.03726	-52.67243	South America	LAC
NIC993	L	NIC993	4.04255	-52.67816	South America	LAC
NIC1005	M	NIC1005	4.03896	-52.66843	South America	LAC
NIC1012	M	NIC1012	4.03793	-52.67185	South America	LAC
NIC1016	M	NIC1016	4.03793	-52.67185	South America	LAC
NIC1383	M	NIC1383	4.038909981	-52.673385	South America	LAC
NIC1384	M	NIC1384	4.047968974	-52.67714404	South America	LAC
NIC1425	M	NIC1425	4.039971968	-52.674937	South America	LAC
NIC2357	M	NIC2357	4.039690001	-52.67415999	South America	LAC
NIC2361	M	NIC2361	4.038404971	-52.677023	South America	LAC
NIC2368	M	NIC2368	4.039645996	-52.67438103	South America	LAC
NIC2371	M	NIC2371	4.042387968	-52.67838799	South America	LAC
NIC372	M	NIC372	4.03712	-52.67044	South America	LAC
NIC382	M	NIC382	4.03801	-52.67711	South America	LAC
NIC396	M	NIC396	4.03893	-52.67352	South America	LAC
NIC416	M	NIC416	4.03714	-52.67109	South America	LAC
NIC916	M	NIC916	4.03928	-52.67371	South America	LAC
NIC926	M	NIC926	4.03837	-52.67075	South America	LAC
NIC947	M	NIC947	4.03997	-52.67496	South America	LAC
NIC956	M	NIC956	4.0401	-52.67504	South America	LAC
NIC958	M	NIC958	4.03502	-52.67796	South America	LAC
NIC961	M	NIC961	4.03726	-52.67143	South America	LAC
NIC962	M	NIC962	4.03875	-52.6677	South America	LAC
NIC964	M	NIC964	4.03701	-52.67172	South America	LAC
NIC965	M	NIC965	4.03701	-52.67172	South America	LAC
NIC972	M	NIC972	4.03701	-52.67172	South America	LAC
NIC975	M	NIC975	4.03819	-52.67066	South America	LAC
NIC977	M	NIC977	4.03819	-52.67066	South America	LAC
NIC999	M	NIC999	4.03938	-52.67617	South America	LAC
NIC970	M	NIC970	4.03085	-52.68408	South America	LAC
NIC942	M	NIC942	4.04007	-52.67494	South America	LAC
NIC1846	N	NIC1846	13.1938	-59.637	Caribbean	LAC
NIC247	N	NIC247	16.03608	-61.635025	Caribbean	LAC
NIC575	N	NIC575	15.40564	-61.34607	Caribbean	LAC
NIC577	N	NIC577	15.40564	-61.34607	Caribbean	LAC
NIC585	N	NIC585	15.40415	-61.34645	Caribbean	LAC
NIC589	N	NIC589	15.40528	-61.34618	Caribbean	LAC
NIC591	N	NIC591	15.40585	-61.34613	Caribbean	LAC
NIC749	N	NIC749	15.31568	-61.29654	Caribbean	LAC
NIC775	N	NIC775	15.34529	-61.31009	Caribbean	LAC
NIC751	N	NIC751	15.39709	-61.31183	Caribbean	LAC
NIC746	N	NIC746	15.31929	-61.30588	Caribbean	LAC
NIC124	N	NIC124	16.0435	-61.643	Caribbean	LAC
NIC587	N	NIC587	15.40528	-61.34618	Caribbean	LAC
NIC763	N	NIC763	15.33997	-61.30419	Caribbean	LAC
NIC1560	O	NIC1560	25.01519	121.73311	Taiwan	Tw2
NIC1694	O	NIC1694	25.02177	121.58537	Taiwan	Tw2
NIC1556	O	NIC1556	25.02132	121.73295	Taiwan	Tw2
TWN2103	O	TWN2103	25.16666667	121.5166667	Taiwan	Tw2
ECA1306	P	ECA1306	21.34293	-157.8239	Hawaii	Hw1
ECA1309	P	ECA1309	21.34293	-157.8239	Hawaii	Hw1
ECA1310	P	ECA1310	21.34293	-157.8239	Hawaii	Hw1
ECA1481	P	ECA1481	21.39448889	-157.9002278	Hawaii	Hw1
ECA1579	P	ECA1579	21.317253	-157.81937	Hawaii	Hw1
ECA1581	P	ECA1581	21.317253	-157.81937	Hawaii	Hw1
ECA1583	P	ECA1583	21.317253	-157.81937	Hawaii	Hw1
ECA1585	P	ECA1585	21.317253	-157.81937	Hawaii	Hw1
ECA1603	P	ECA1603	21.39578611	-157.9005111	Hawaii	Hw1
ECA2898	P	ECA2898	21.355658	-157.7645652	Hawaii	Hw1
ECA2900	P	ECA2900	21.355658	-157.7645652	Hawaii	Hw1
ECA800	P	ECA800	20.78352803	-156.0650423	Hawaii	Hw1
ECA801	P	ECA801	20.78352803	-156.0650423	Hawaii	Hw1
ECA802	P	ECA802	20.78352803	-156.0650423	Hawaii	Hw1
ECA803	P	ECA803	20.78352803	-156.0650423	Hawaii	Hw1
ECA804	P	ECA804	20.807406	-156.096654	Hawaii	Hw1
ECA805	P	ECA805	20.807406	-156.096654	Hawaii	Hw1
ECA1599	P	ECA1599	21.394489	-157.90023	Hawaii	Hw1
ECA2087	P	ECA2087	21.394489	-157.90023	Hawaii	Hw1
ECA2899	P	ECA2899	21.355658	-157.7645652	Hawaii	Hw1
ECA2910	P	ECA2910	21.355658	-157.7645652	Hawaii	Hw1
ECA2920	P	ECA2920	21.355658	-157.7645652	Hawaii	Hw1
ECA1518	P	ECA1518	21.39774444	-157.8914889	Hawaii	Hw1
QG3523	Q	QG3523	10.43288	-84.00678	Central America	LAC
QG3526	Q	QG3526	10.42643333	-84.01193333	Central America	LAC
QG3533	Q	QG3533	10.42641667	-84.01201667	Central America	LAC
QG3545	Q	QG3545	10.42361667	-84.00118611	Central America	LAC
QG3546	Q	QG3546	10.43288	-84.00678	Central America	LAC
QG3797	Q	QG3797	10.42974	-84.00938	Central America	LAC
QG3805	Q	QG3805	10.42608333	-84.0092	Central America	LAC
QG3809	Q	QG3809	10.43288	-84.00678	Central America	LAC
QG3812	Q	QG3812	10.42963	-84.00833	Central America	LAC
QG3824	Q	QG3824	10.44022	-84.01188	Central America	LAC
QG3829	Q	QG3829	10.42346389	-84.00128333	Central America	LAC
QG3849	Q	QG3849	10.42551667	-84.01403333	Central America	LAC
QG3862	Q	QG3862	10.42608333	-84.0092	Central America	LAC
QG3872	Q	QG3872	10.44027	-84.01227	Central America	LAC
QG3873	Q	QG3873	10.44027	-84.01227	Central America	LAC
JU1849	R	JU1849	4.086683	-52.68165	South America	LAC
NIC1272	R	NIC1272	3.648232995	-53.19701498	South America	LAC
NIC1275	R	NIC1275	3.643404013	-53.19835701	South America	LAC
NIC1278	R	NIC1278	3.638634961	-53.20414497	South America	LAC
NIC1328	R	NIC1328	4.048613962	-52.676549	South America	LAC
NIC1355	R	NIC1355	4.057417978	-52.67890298	South America	LAC
NIC1410	R	NIC1410	3.61230799	-53.21481999	South America	LAC
NIC359	R	NIC359	4.0911	-52.68536	South America	LAC
NIC393	R	NIC393	4.04701	-52.67817	South America	LAC
NIC413	R	NIC413	4.07244	-52.69034	South America	LAC
NIC55	R	NIC55	4.08225	-52.67965	South America	LAC
NIC955	R	NIC955	4.04973	-52.67652	South America	LAC
NIC1679	S	NIC1679	22.08922	120.84876	Taiwan	Tw7
JU1800	T	JU1800	-21.0471	55.6887	Africa	Af
NIC1526	T	NIC1526	-16.755721	49.99665	Africa	Af
NIC1531	T	NIC1531	-16.755873	49.996516	Africa	Af
NIC1534	T	NIC1534	-17.088793	49.827329	Africa	Af
JU1374	T	JU1374	-21.0484	55.6878	Africa	Af
JU3170	T	JU3170	0.289	6.612	Africa	Af
JU1373	T	JU1373	-21.0473	55.6885	Africa	Af
JU1630	U	JU1630	17.1064	-25.1222	Africa	Af
JU1632	U	JU1632	17.1508	-25.1314	Africa	Af
JU1633	U	JU1633	17.115	-25.05	Africa	Af
JU1634	U	JU1634	17.12	-25.049	Africa	Af
JU1639	U	JU1639	17.149	-25.0696	Africa	Af
JU1641	U	JU1641	14.9174	-23.6049	Africa	Af
JU1818	U	JU1818	4.595467	-52.262633	South America	Af
JU1640	U	JU1640	15.084	-23.5215	Africa	Af
JU1631	U	JU1631	17.1404	-25.1261	Africa	Af
JU1636	U	JU1636	17.129	-25.0966	Africa	Af
ECA1312	V	ECA1312	20.04062	-155.4413	Hawaii	HC
ECA2954	V	ECA2954	22.0638967	-159.3522759	Hawaii	HC
ECA2955	V	ECA2955	22.0638967	-159.3522759	Hawaii	HC
ECA2976	V	ECA2976	22.0638967	-159.3522759	Hawaii	HC
ECA791	V	ECA791	22.193317	-159.478956	Hawaii	HC
ECA792	V	ECA792	22.193317	-159.478956	Hawaii	HC
ECA793	V	ECA793	22.194578	-159.478478	Hawaii	HC
ECA796	V	ECA796	19.905167	-155.139322	Hawaii	HC
ECA797	V	ECA797	19.590717	-155.067906	Hawaii	HC
ECA799	V	ECA799	19.589467	-155.068069	Hawaii	HC
NIC1919	V	NIC1919	14.676352	-61.090455	Caribbean	HC
NIC192	V	NIC192	16.0459	-61.6262	Caribbean	HC
NIC567	V	NIC567	15.37806	-61.33964	Caribbean	HC
NIC747	V	NIC747	15.31566	-61.2969	Caribbean	HC
NIC584	V	NIC584	15.40368	-61.34699	Caribbean	HC
ECA2909	V	ECA2909	19.11058638	-155.8263837	Hawaii	HC
NIC122	V	NIC122	16.1779	-61.6563	Caribbean	HC
NIC1918	V	NIC1918	14.676352	-61.090455	Caribbean	HC
ECA798	V	ECA798	19.906725	-155.141275	Hawaii	HC
NIC1915	V	NIC1915	14.67639	-61.090457	Caribbean	HC
NIC1916	V	NIC1916	14.67639	-61.090457	Caribbean	HC
ECA1311	V	ECA1311	20.04062	-155.4413	Hawaii	HC
ECA1313	V	ECA1313	20.04062	-155.4413	Hawaii	HC
ECA3053	V	ECA3053	20.0389764	-155.4399684	Hawaii	HC
QG2896	W	QG2896	-16.10295	145.44645	Australia	Au
QG2897	W	QG2897	-16.10295	145.44645	Australia	Au
QG2898	W	QG2898	-16.103617	145.4467	Australia	Au
QG2899	W	QG2899	-16.103617	145.4467	Australia	Au
QG2904	W	QG2904	-16.10365	145.447317	Australia	Au
QG2905	W	QG2905	-16.10365	145.447317	Australia	Au
EG5889	X	EG5889	18.3	-65.8	Caribbean	LAC
NIC1851	X	NIC1851	14.72499	-61.105335	Caribbean	LAC
NIC1877	X	NIC1877	14.744997	-61.092154	Caribbean	LAC
NIC1879	X	NIC1879	14.746073	-61.086543	Caribbean	LAC
NIC1881	X	NIC1881	14.744609	-61.094657	Caribbean	LAC
NIC1911	X	NIC1911	14.804986	-61.146231	Caribbean	LAC
NIC1913	X	NIC1913	14.724882	-61.105406	Caribbean	LAC
NIC1941	X	NIC1941	14.80577	-61.147328	Caribbean	LAC
NIC114	X	NIC114	16.0435	-61.643	Caribbean	LAC
NIC1376	Y	NIC1376	4.083392993	-52.68151998	South America	LAC
NIC1433	Y	NIC1433	4.055725001	-52.67804501	South America	LAC
NIC417	Y	NIC417	4.07829	-52.68732	South America	LAC
NIC454	Y	NIC454	4.08318	-52.68343	South America	LAC
NIC461	Y	NIC461	4.08318	-52.68343	South America	LAC
BRC20464	Z	BRC20464	24.822726	121.735653	Taiwan	Tw3
NIC1541	Z	NIC1541	25.05792	121.77076	Taiwan	Tw3
NIC1542	Z	NIC1542	25.05704	121.77109	Taiwan	Tw3
NIC1544	Z	NIC1544	25.05343	121.77265	Taiwan	Tw3
NIC1545	Z	NIC1545	25.05343	121.77265	Taiwan	Tw3
NIC1546	Z	NIC1546	25.05343	121.77265	Taiwan	Tw3
NIC1550	Z	NIC1550	25.05343	121.77265	Taiwan	Tw3
NIC1551	Z	NIC1551	25.02212	121.73275	Taiwan	Tw3
NIC1553	Z	NIC1553	25.02212	121.73275	Taiwan	Tw3
NIC1557	Z	NIC1557	25.01713	121.73247	Taiwan	Tw3
NIC1561	Z	NIC1561	25.00481	121.73369	Taiwan	Tw3
NIC1564	Z	NIC1564	25.00469	121.7343	Taiwan	Tw3
NIC1644	Z	NIC1644	25.06464	121.82481	Taiwan	Tw3
NIC1646	Z	NIC1646	25.06549	121.82703	Taiwan	Tw3
NIC1647	Z	NIC1647	25.06574	121.82753	Taiwan	Tw3
NIC1649	Z	NIC1649	25.06574	121.82753	Taiwan	Tw3
NIC517	Z	NIC517	25.00739	121.900472	Taiwan	Tw3
NIC530	Z	NIC530	24.6	121	Taiwan	Tw3
NIC1548	Z	NIC1548	25.05343	121.77265	Taiwan	Tw3
NIC1549	Z	NIC1549	25.05343	121.77265	Taiwan	Tw3
NIC1650	Z	NIC1650	25.06574	121.82753	Taiwan	Tw3
NIC1648	Z	NIC1648	25.06574	121.82753	Taiwan	Tw3
